PC,[M+CH3COO]-,[M-CH3]-,[M-choline]-,[M-R1CO]-,[M-R2CO]-,[M-R1COO-choline]-,[M-R2COO-choline]-,[R1COO]-,[R2COO]-,[Glycerophosphocholine-CH3-H2O]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
PC(14:0_22:5),838.5604,764.5236,693.4501,554.3253,452.2783,536.3147,434.2677,227.2017,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_22:6),836.5447,762.5079,691.4344,552.3096,452.2783,534.299,434.2677,227.2017,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_23:0),862.6543,788.6175,717.544,578.4192,452.2783,560.4086,434.2677,227.2017,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_24:0),876.6699,802.6331,731.5596,592.4348,452.2783,574.4242,434.2677,227.2017,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_24:1),874.6543,800.6175,729.544,590.4192,452.2783,572.4086,434.2677,227.2017,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_25:0),890.6856,816.6488,745.5753,606.4505,452.2783,588.4399,434.2677,227.2017,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:0_26:0),904.7012,830.6644,759.5909,620.4661,452.2783,602.4555,434.2677,227.2017,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_14:1),732.4822,658.4454,587.3719,450.2627,450.2627,432.2521,432.2521,225.1861,225.1861,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_15:0),748.5135,674.4767,603.4032,466.294,450.2627,448.2834,432.2521,225.1861,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_15:1),746.4978,672.461,601.3875,464.2783,450.2627,446.2677,432.2521,225.1861,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_16:0),762.5291,688.4923,617.4188,480.3096,450.2627,462.299,432.2521,225.1861,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_16:1),760.5135,686.4767,615.4032,478.294,450.2627,460.2834,432.2521,225.1861,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_17:0),776.5448,702.508,631.4345,494.3253,450.2627,476.3147,432.2521,225.1861,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_17:1),774.5291,700.4923,629.4188,492.3096,450.2627,474.299,432.2521,225.1861,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_17:2),772.5135,698.4767,627.4032,490.294,450.2627,472.2834,432.2521,225.1861,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_18:0),790.5604,716.5236,645.4501,508.3409,450.2627,490.3303,432.2521,225.1861,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_18:1),788.5448,714.508,643.4345,506.3253,450.2627,488.3147,432.2521,225.1861,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_18:2),786.5291,712.4923,641.4188,504.3096,450.2627,486.299,432.2521,225.1861,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_18:3),784.5135,710.4767,639.4032,502.294,450.2627,484.2834,432.2521,225.1861,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_18:4),782.4978,708.461,637.3875,500.2783,450.2627,482.2677,432.2521,225.1861,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_19:0),804.5761,730.5393,659.4658,522.3566,450.2627,504.346,432.2521,225.1861,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:0),818.5917,744.5549,673.4814,536.3722,450.2627,518.3616,432.2521,225.1861,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:1),816.5761,742.5393,671.4658,534.3566,450.2627,516.346,432.2521,225.1861,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:2),814.5604,740.5236,669.4501,532.3409,450.2627,514.3303,432.2521,225.1861,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:3),812.5448,738.508,667.4345,530.3253,450.2627,512.3147,432.2521,225.1861,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:4),810.5291,736.4923,665.4188,528.3096,450.2627,510.299,432.2521,225.1861,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_20:5),808.5135,734.4767,663.4032,526.294,450.2627,508.2834,432.2521,225.1861,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_21:0),832.6074,758.5706,687.4971,550.3879,450.2627,532.3773,432.2521,225.1861,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:0),846.623,772.5862,701.5127,564.4035,450.2627,546.3929,432.2521,225.1861,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:1),844.6074,770.5706,699.4971,562.3879,450.2627,544.3773,432.2521,225.1861,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:2),842.5917,768.5549,697.4814,560.3722,450.2627,542.3616,432.2521,225.1861,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:3),840.5761,766.5393,695.4658,558.3566,450.2627,540.346,432.2521,225.1861,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:4),838.5604,764.5236,693.4501,556.3409,450.2627,538.3303,432.2521,225.1861,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:5),836.5448,762.508,691.4345,554.3253,450.2627,536.3147,432.2521,225.1861,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_22:6),834.5291,760.4923,689.4188,552.3096,450.2627,534.299,432.2521,225.1861,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_23:0),860.6387,786.6019,715.5284,578.4192,450.2627,560.4086,432.2521,225.1861,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_24:0),874.6543,800.6175,729.544,592.4348,450.2627,574.4242,432.2521,225.1861,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_24:1),872.6387,798.6019,727.5284,590.4192,450.2627,572.4086,432.2521,225.1861,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_25:0),888.67,814.6332,743.5597,606.4505,450.2627,588.4399,432.2521,225.1861,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(14:1_26:0),902.6856,828.6488,757.5753,620.4661,450.2627,602.4555,432.2521,225.1861,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_15:0),764.5448,690.508,619.4345,466.294,466.294,448.2834,448.2834,241.2174,241.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_15:1),762.5291,688.4923,617.4188,464.2783,466.294,446.2677,448.2834,241.2174,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_16:0),778.5604,704.5236,633.4501,480.3096,466.294,462.299,448.2834,241.2174,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_16:1),776.5448,702.508,631.4345,478.294,466.294,460.2834,448.2834,241.2174,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_17:0),792.5761,718.5393,647.4658,494.3253,466.294,476.3147,448.2834,241.2174,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_17:1),790.5604,716.5236,645.4501,492.3096,466.294,474.299,448.2834,241.2174,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_17:2),788.5448,714.508,643.4345,490.294,466.294,472.2834,448.2834,241.2174,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_18:0),806.5917,732.5549,661.4814,508.3409,466.294,490.3303,448.2834,241.2174,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_18:1),804.5761,730.5393,659.4658,506.3253,466.294,488.3147,448.2834,241.2174,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_18:2),802.5604,728.5236,657.4501,504.3096,466.294,486.299,448.2834,241.2174,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_18:3),800.5448,726.508,655.4345,502.294,466.294,484.2834,448.2834,241.2174,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_18:4),798.5291,724.4923,653.4188,500.2783,466.294,482.2677,448.2834,241.2174,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_19:0),820.6074,746.5706,675.4971,522.3566,466.294,504.346,448.2834,241.2174,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:0),834.623,760.5862,689.5127,536.3722,466.294,518.3616,448.2834,241.2174,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:1),832.6074,758.5706,687.4971,534.3566,466.294,516.346,448.2834,241.2174,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:2),830.5917,756.5549,685.4814,532.3409,466.294,514.3303,448.2834,241.2174,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:3),828.5761,754.5393,683.4658,530.3253,466.294,512.3147,448.2834,241.2174,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:4),826.5604,752.5236,681.4501,528.3096,466.294,510.299,448.2834,241.2174,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_20:5),824.5448,750.508,679.4345,526.294,466.294,508.2834,448.2834,241.2174,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_21:0),848.6387,774.6019,703.5284,550.3879,466.294,532.3773,448.2834,241.2174,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:0),862.6543,788.6175,717.544,564.4035,466.294,546.3929,448.2834,241.2174,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:1),860.6387,786.6019,715.5284,562.3879,466.294,544.3773,448.2834,241.2174,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:2),858.623,784.5862,713.5127,560.3722,466.294,542.3616,448.2834,241.2174,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:3),856.6074,782.5706,711.4971,558.3566,466.294,540.346,448.2834,241.2174,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:4),854.5917,780.5549,709.4814,556.3409,466.294,538.3303,448.2834,241.2174,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:5),852.5761,778.5393,707.4658,554.3253,466.294,536.3147,448.2834,241.2174,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_22:6),850.5604,776.5236,705.4501,552.3096,466.294,534.299,448.2834,241.2174,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_23:0),876.67,802.6332,731.5597,578.4192,466.294,560.4086,448.2834,241.2174,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_24:0),890.6856,816.6488,745.5753,592.4348,466.294,574.4242,448.2834,241.2174,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_24:1),888.67,814.6332,743.5597,590.4192,466.294,572.4086,448.2834,241.2174,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_25:0),904.7013,830.6645,759.591,606.4505,466.294,588.4399,448.2834,241.2174,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:0_26:0),918.7169,844.6801,773.6066,620.4661,466.294,602.4555,448.2834,241.2174,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_15:1),760.5134,686.4766,615.4031,464.2783,464.2783,446.2677,446.2677,239.2017,239.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_16:0),776.5447,702.5079,631.4344,480.3096,464.2783,462.299,446.2677,239.2017,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_16:1),774.5291,700.4923,629.4188,478.294,464.2783,460.2834,446.2677,239.2017,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_17:0),790.5604,716.5236,645.4501,494.3253,464.2783,476.3147,446.2677,239.2017,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_17:1),788.5447,714.5079,643.4344,492.3096,464.2783,474.299,446.2677,239.2017,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_17:2),786.5291,712.4923,641.4188,490.294,464.2783,472.2834,446.2677,239.2017,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_18:0),804.576,730.5392,659.4657,508.3409,464.2783,490.3303,446.2677,239.2017,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_18:1),802.5604,728.5236,657.4501,506.3253,464.2783,488.3147,446.2677,239.2017,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_18:2),800.5447,726.5079,655.4344,504.3096,464.2783,486.299,446.2677,239.2017,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_18:3),798.5291,724.4923,653.4188,502.294,464.2783,484.2834,446.2677,239.2017,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_18:4),796.5134,722.4766,651.4031,500.2783,464.2783,482.2677,446.2677,239.2017,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_19:0),818.5917,744.5549,673.4814,522.3566,464.2783,504.346,446.2677,239.2017,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:0),832.6073,758.5705,687.497,536.3722,464.2783,518.3616,446.2677,239.2017,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:1),830.5917,756.5549,685.4814,534.3566,464.2783,516.346,446.2677,239.2017,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:2),828.576,754.5392,683.4657,532.3409,464.2783,514.3303,446.2677,239.2017,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:3),826.5604,752.5236,681.4501,530.3253,464.2783,512.3147,446.2677,239.2017,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:4),824.5447,750.5079,679.4344,528.3096,464.2783,510.299,446.2677,239.2017,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_20:5),822.5291,748.4923,677.4188,526.294,464.2783,508.2834,446.2677,239.2017,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_21:0),846.623,772.5862,701.5127,550.3879,464.2783,532.3773,446.2677,239.2017,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:0),860.6386,786.6018,715.5283,564.4035,464.2783,546.3929,446.2677,239.2017,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:1),858.623,784.5862,713.5127,562.3879,464.2783,544.3773,446.2677,239.2017,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:2),856.6073,782.5705,711.497,560.3722,464.2783,542.3616,446.2677,239.2017,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:3),854.5917,780.5549,709.4814,558.3566,464.2783,540.346,446.2677,239.2017,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:4),852.576,778.5392,707.4657,556.3409,464.2783,538.3303,446.2677,239.2017,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:5),850.5604,776.5236,705.4501,554.3253,464.2783,536.3147,446.2677,239.2017,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_22:6),848.5447,774.5079,703.4344,552.3096,464.2783,534.299,446.2677,239.2017,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_23:0),874.6543,800.6175,729.544,578.4192,464.2783,560.4086,446.2677,239.2017,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_24:0),888.6699,814.6331,743.5596,592.4348,464.2783,574.4242,446.2677,239.2017,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_24:1),886.6543,812.6175,741.544,590.4192,464.2783,572.4086,446.2677,239.2017,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_25:0),902.6856,828.6488,757.5753,606.4505,464.2783,588.4399,446.2677,239.2017,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(15:1_26:0),916.7012,842.6644,771.5909,620.4661,464.2783,602.4555,446.2677,239.2017,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_16:0),792.576,718.5392,647.4657,480.3096,480.3096,462.299,462.299,255.233,255.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_16:1),790.5604,716.5236,645.4501,478.294,480.3096,460.2834,462.299,255.233,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_17:0),806.5917,732.5549,661.4814,494.3253,480.3096,476.3147,462.299,255.233,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_17:1),804.576,730.5392,659.4657,492.3096,480.3096,474.299,462.299,255.233,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_17:2),802.5604,728.5236,657.4501,490.294,480.3096,472.2834,462.299,255.233,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_18:0),820.6073,746.5705,675.497,508.3409,480.3096,490.3303,462.299,255.233,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_18:1),818.5917,744.5549,673.4814,506.3253,480.3096,488.3147,462.299,255.233,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_18:2),816.576,742.5392,671.4657,504.3096,480.3096,486.299,462.299,255.233,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_18:3),814.5604,740.5236,669.4501,502.294,480.3096,484.2834,462.299,255.233,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_18:4),812.5447,738.5079,667.4344,500.2783,480.3096,482.2677,462.299,255.233,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_19:0),834.623,760.5862,689.5127,522.3566,480.3096,504.346,462.299,255.233,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:0),848.6386,774.6018,703.5283,536.3722,480.3096,518.3616,462.299,255.233,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:1),846.623,772.5862,701.5127,534.3566,480.3096,516.346,462.299,255.233,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:2),844.6073,770.5705,699.497,532.3409,480.3096,514.3303,462.299,255.233,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:3),842.5917,768.5549,697.4814,530.3253,480.3096,512.3147,462.299,255.233,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:4),840.576,766.5392,695.4657,528.3096,480.3096,510.299,462.299,255.233,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_20:5),838.5604,764.5236,693.4501,526.294,480.3096,508.2834,462.299,255.233,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_21:0),862.6543,788.6175,717.544,550.3879,480.3096,532.3773,462.299,255.233,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:0),876.6699,802.6331,731.5596,564.4035,480.3096,546.3929,462.299,255.233,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:1),874.6543,800.6175,729.544,562.3879,480.3096,544.3773,462.299,255.233,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:2),872.6386,798.6018,727.5283,560.3722,480.3096,542.3616,462.299,255.233,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:3),870.623,796.5862,725.5127,558.3566,480.3096,540.346,462.299,255.233,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:4),868.6073,794.5705,723.497,556.3409,480.3096,538.3303,462.299,255.233,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:5),866.5917,792.5549,721.4814,554.3253,480.3096,536.3147,462.299,255.233,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_22:6),864.576,790.5392,719.4657,552.3096,480.3096,534.299,462.299,255.233,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_23:0),890.6856,816.6488,745.5753,578.4192,480.3096,560.4086,462.299,255.233,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_24:0),904.7012,830.6644,759.5909,592.4348,480.3096,574.4242,462.299,255.233,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_24:1),902.6856,828.6488,757.5753,590.4192,480.3096,572.4086,462.299,255.233,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_25:0),918.7169,844.6801,773.6066,606.4505,480.3096,588.4399,462.299,255.233,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:0_26:0),932.7325,858.6957,787.6222,620.4661,480.3096,602.4555,462.299,255.233,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_16:1),788.5448,714.508,643.4345,478.294,478.294,460.2834,460.2834,253.2174,253.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_17:0),804.5761,730.5393,659.4658,494.3253,478.294,476.3147,460.2834,253.2174,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_17:1),802.5604,728.5236,657.4501,492.3096,478.294,474.299,460.2834,253.2174,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_17:2),800.5448,726.508,655.4345,490.294,478.294,472.2834,460.2834,253.2174,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_18:0),818.5917,744.5549,673.4814,508.3409,478.294,490.3303,460.2834,253.2174,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_18:1),816.5761,742.5393,671.4658,506.3253,478.294,488.3147,460.2834,253.2174,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_18:2),814.5604,740.5236,669.4501,504.3096,478.294,486.299,460.2834,253.2174,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_18:3),812.5448,738.508,667.4345,502.294,478.294,484.2834,460.2834,253.2174,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_18:4),810.5291,736.4923,665.4188,500.2783,478.294,482.2677,460.2834,253.2174,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_19:0),832.6074,758.5706,687.4971,522.3566,478.294,504.346,460.2834,253.2174,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:0),846.623,772.5862,701.5127,536.3722,478.294,518.3616,460.2834,253.2174,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:1),844.6074,770.5706,699.4971,534.3566,478.294,516.346,460.2834,253.2174,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:2),842.5917,768.5549,697.4814,532.3409,478.294,514.3303,460.2834,253.2174,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:3),840.5761,766.5393,695.4658,530.3253,478.294,512.3147,460.2834,253.2174,305.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:4),838.5604,764.5236,693.4501,528.3096,478.294,510.299,460.2834,253.2174,303.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_20:5),836.5448,762.508,691.4345,526.294,478.294,508.2834,460.2834,253.2174,301.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_21:0),860.6387,786.6019,715.5284,550.3879,478.294,532.3773,460.2834,253.2174,325.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:0),874.6543,800.6175,729.544,564.4035,478.294,546.3929,460.2834,253.2174,339.3269,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:1),872.6387,798.6019,727.5284,562.3879,478.294,544.3773,460.2834,253.2174,337.3113,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:2),870.623,796.5862,725.5127,560.3722,478.294,542.3616,460.2834,253.2174,335.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:3),868.6074,794.5706,723.4971,558.3566,478.294,540.346,460.2834,253.2174,333.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:4),866.5917,792.5549,721.4814,556.3409,478.294,538.3303,460.2834,253.2174,331.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:5),864.5761,790.5393,719.4658,554.3253,478.294,536.3147,460.2834,253.2174,329.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_22:6),862.5604,788.5236,717.4501,552.3096,478.294,534.299,460.2834,253.2174,327.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_23:0),888.67,814.6332,743.5597,578.4192,478.294,560.4086,460.2834,253.2174,353.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_24:0),902.6856,828.6488,757.5753,592.4348,478.294,574.4242,460.2834,253.2174,367.3582,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_24:1),900.67,826.6332,755.5597,590.4192,478.294,572.4086,460.2834,253.2174,365.3426,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_25:0),916.7013,842.6645,771.591,606.4505,478.294,588.4399,460.2834,253.2174,381.3739,224.0693,168.0431,152.9958,96.9696,78.9591
PC(16:1_26:0),930.7169,856.6801,785.6066,620.4661,478.294,602.4555,460.2834,253.2174,395.3895,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_17:0),820.6074,746.5706,675.4971,494.3253,494.3253,476.3147,476.3147,269.2487,269.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_17:1),818.5917,744.5549,673.4814,492.3096,494.3253,474.299,476.3147,269.2487,267.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_17:2),816.5761,742.5393,671.4658,490.294,494.3253,472.2834,476.3147,269.2487,265.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_18:0),834.623,760.5862,689.5127,508.3409,494.3253,490.3303,476.3147,269.2487,283.2643,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_18:1),832.6074,758.5706,687.4971,506.3253,494.3253,488.3147,476.3147,269.2487,281.2487,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_18:2),830.5917,756.5549,685.4814,504.3096,494.3253,486.299,476.3147,269.2487,279.233,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_18:3),828.5761,754.5393,683.4658,502.294,494.3253,484.2834,476.3147,269.2487,277.2174,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_18:4),826.5604,752.5236,681.4501,500.2783,494.3253,482.2677,476.3147,269.2487,275.2017,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_19:0),848.6387,774.6019,703.5284,522.3566,494.3253,504.346,476.3147,269.2487,297.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_20:0),862.6543,788.6175,717.544,536.3722,494.3253,518.3616,476.3147,269.2487,311.2956,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_20:1),860.6387,786.6019,715.5284,534.3566,494.3253,516.346,476.3147,269.2487,309.28,224.0693,168.0431,152.9958,96.9696,78.9591
PC(17:0_20:2),858.623,784.5862,713.5127,532.3409,494.3253,514.3303,476.3147,269.2487,307.2643,224.0693,168.0431,152.9958,96.9696,78.9591
