PI,[M-H]-,[M-Inositol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Inositol]-,[M-T2RCH=C=O-Inositol]-,[M-T1RCOOH-Inositol]-,[M-T2RCOOH-Inositol]-,[T1_RCOO]-,[T2_RCOO]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[PI]-,[PI-H2O]-,[PI-2H2O]-,[Glycerophosphoinositol-H2O]-,[Glycerophosphoinositol-2H2O]-
PI(17:1_18:2),845.51862,683.46578,595.28895,583.28895,577.27839,565.27839,433.23611,421.23611,415.22555,403.22555,267.23295,279.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_18:3),843.50302,681.45018,593.27335,583.28895,575.26279,565.27839,431.22051,421.23611,413.20995,403.22555,267.23295,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_18:4),841.48732,679.43448,591.25765,583.28895,573.24709,565.27839,429.20481,421.23611,411.19425,403.22555,267.23295,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_19:0),863.56562,701.51278,613.33595,583.28895,595.32539,565.27839,451.28311,421.23611,433.27255,403.22555,267.23295,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:0),877.58122,715.52838,627.35155,583.28895,609.34099,565.27839,465.29871,421.23611,447.28815,403.22555,267.23295,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:1),875.56562,713.51278,625.33595,583.28895,607.32539,565.27839,463.28311,421.23611,445.27255,403.22555,267.23295,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:2),873.54992,711.49708,623.32025,583.28895,605.30969,565.27839,461.26741,421.23611,443.25685,403.22555,267.23295,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:3),871.53432,709.48148,621.30465,583.28895,603.29409,565.27839,459.25181,421.23611,441.24125,403.22555,267.23295,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:4),869.51862,707.46578,619.28895,583.28895,601.27839,565.27839,457.23611,421.23611,439.22555,403.22555,267.23295,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_20:5),867.50302,705.45018,617.27335,583.28895,599.26279,565.27839,455.22051,421.23611,437.20995,403.22555,267.23295,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_21:0),891.59692,729.54408,641.36725,583.28895,623.35669,565.27839,479.31441,421.23611,461.30385,403.22555,267.23295,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:0),905.61252,743.55968,655.38285,583.28895,637.37229,565.27839,493.33001,421.23611,475.31945,403.22555,267.23295,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:1),903.59692,741.54408,653.36725,583.28895,635.35669,565.27839,491.31441,421.23611,473.30385,403.22555,267.23295,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:2),901.58122,739.52838,651.35155,583.28895,633.34099,565.27839,489.29871,421.23611,471.28815,403.22555,267.23295,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:3),899.56562,737.51278,649.33595,583.28895,631.32539,565.27839,487.28311,421.23611,469.27255,403.22555,267.23295,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:4),897.54992,735.49708,647.32025,583.28895,629.30969,565.27839,485.26741,421.23611,467.25685,403.22555,267.23295,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:5),895.53432,733.48148,645.30465,583.28895,627.29409,565.27839,483.25181,421.23611,465.24125,403.22555,267.23295,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_22:6),893.51862,731.46578,643.28895,583.28895,625.27839,565.27839,481.23611,421.23611,463.22555,403.22555,267.23295,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_23:0),919.62822,757.57538,669.39855,583.28895,651.38799,565.27839,507.34571,421.23611,489.33515,403.22555,267.23295,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_24:0),933.64382,771.59098,683.41415,583.28895,665.40359,565.27839,521.36131,421.23611,503.35075,403.22555,267.23295,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_24:1),931.62822,769.57538,681.39855,583.28895,663.38799,565.27839,519.34571,421.23611,501.33515,403.22555,267.23295,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_25:0),947.65952,785.60668,697.42985,583.28895,679.41929,565.27839,535.37701,421.23611,517.36645,403.22555,267.23295,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:1_26:0),961.67512,799.62228,711.44545,583.28895,693.43489,565.27839,549.39261,421.23611,531.38205,403.22555,267.23295,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_17:2),829.48742,667.43458,581.27335,581.27335,563.26279,563.26279,419.22051,419.22051,401.20995,401.20995,265.21735,265.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_18:0),847.53432,685.48148,599.32025,581.27335,581.30969,563.26279,437.26741,419.22051,419.25685,401.20995,265.21735,283.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_18:1),845.51872,683.46588,597.30465,581.27335,579.29409,563.26279,435.25181,419.22051,417.24125,401.20995,265.21735,281.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_18:2),843.50302,681.45018,595.28895,581.27335,577.27839,563.26279,433.23611,419.22051,415.22555,401.20995,265.21735,279.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_18:3),841.48742,679.43458,593.27335,581.27335,575.26279,563.26279,431.22051,419.22051,413.20995,401.20995,265.21735,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_18:4),839.47172,677.41888,591.25765,581.27335,573.24709,563.26279,429.20481,419.22051,411.19425,401.20995,265.21735,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_19:0),861.55002,699.49718,613.33595,581.27335,595.32539,563.26279,451.28311,419.22051,433.27255,401.20995,265.21735,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:0),875.56562,713.51278,627.35155,581.27335,609.34099,563.26279,465.29871,419.22051,447.28815,401.20995,265.21735,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:1),873.55002,711.49718,625.33595,581.27335,607.32539,563.26279,463.28311,419.22051,445.27255,401.20995,265.21735,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:2),871.53432,709.48148,623.32025,581.27335,605.30969,563.26279,461.26741,419.22051,443.25685,401.20995,265.21735,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:3),869.51872,707.46588,621.30465,581.27335,603.29409,563.26279,459.25181,419.22051,441.24125,401.20995,265.21735,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:4),867.50302,705.45018,619.28895,581.27335,601.27839,563.26279,457.23611,419.22051,439.22555,401.20995,265.21735,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_20:5),865.48742,703.43458,617.27335,581.27335,599.26279,563.26279,455.22051,419.22051,437.20995,401.20995,265.21735,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_21:0),889.58132,727.52848,641.36725,581.27335,623.35669,563.26279,479.31441,419.22051,461.30385,401.20995,265.21735,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:0),903.59692,741.54408,655.38285,581.27335,637.37229,563.26279,493.33001,419.22051,475.31945,401.20995,265.21735,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:1),901.58132,739.52848,653.36725,581.27335,635.35669,563.26279,491.31441,419.22051,473.30385,401.20995,265.21735,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:2),899.56562,737.51278,651.35155,581.27335,633.34099,563.26279,489.29871,419.22051,471.28815,401.20995,265.21735,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:3),897.55002,735.49718,649.33595,581.27335,631.32539,563.26279,487.28311,419.22051,469.27255,401.20995,265.21735,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:4),895.53432,733.48148,647.32025,581.27335,629.30969,563.26279,485.26741,419.22051,467.25685,401.20995,265.21735,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:5),893.51872,731.46588,645.30465,581.27335,627.29409,563.26279,483.25181,419.22051,465.24125,401.20995,265.21735,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_22:6),891.50302,729.45018,643.28895,581.27335,625.27839,563.26279,481.23611,419.22051,463.22555,401.20995,265.21735,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_23:0),917.61262,755.55978,669.39855,581.27335,651.38799,563.26279,507.34571,419.22051,489.33515,401.20995,265.21735,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_24:0),931.62822,769.57538,683.41415,581.27335,665.40359,563.26279,521.36131,419.22051,503.35075,401.20995,265.21735,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_24:1),929.61262,767.55978,681.39855,581.27335,663.38799,563.26279,519.34571,419.22051,501.33515,401.20995,265.21735,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_25:0),945.64392,783.59108,697.42985,581.27335,679.41929,563.26279,535.37701,419.22051,517.36645,401.20995,265.21735,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(17:2_26:0),959.65952,797.60668,711.44545,581.27335,693.43489,563.26279,549.39261,419.22051,531.38205,401.20995,265.21735,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_18:0),865.58122,703.52838,599.32025,599.32025,581.30969,581.30969,437.26741,437.26741,419.25685,419.25685,283.26425,283.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_18:1),863.56562,701.51278,597.30465,599.32025,579.29409,581.30969,435.25181,437.26741,417.24125,419.25685,283.26425,281.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_18:2),861.54992,699.49708,595.28895,599.32025,577.27839,581.30969,433.23611,437.26741,415.22555,419.25685,283.26425,279.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_18:3),859.53432,697.48148,593.27335,599.32025,575.26279,581.30969,431.22051,437.26741,413.20995,419.25685,283.26425,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_18:4),857.51862,695.46578,591.25765,599.32025,573.24709,581.30969,429.20481,437.26741,411.19425,419.25685,283.26425,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_19:0),879.59692,717.54408,613.33595,599.32025,595.32539,581.30969,451.28311,437.26741,433.27255,419.25685,283.26425,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:0),893.61252,731.55968,627.35155,599.32025,609.34099,581.30969,465.29871,437.26741,447.28815,419.25685,283.26425,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:1),891.59692,729.54408,625.33595,599.32025,607.32539,581.30969,463.28311,437.26741,445.27255,419.25685,283.26425,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:2),889.58122,727.52838,623.32025,599.32025,605.30969,581.30969,461.26741,437.26741,443.25685,419.25685,283.26425,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:3),887.56562,725.51278,621.30465,599.32025,603.29409,581.30969,459.25181,437.26741,441.24125,419.25685,283.26425,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:4),885.54992,723.49708,619.28895,599.32025,601.27839,581.30969,457.23611,437.26741,439.22555,419.25685,283.26425,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_20:5),883.53432,721.48148,617.27335,599.32025,599.26279,581.30969,455.22051,437.26741,437.20995,419.25685,283.26425,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_21:0),907.62822,745.57538,641.36725,599.32025,623.35669,581.30969,479.31441,437.26741,461.30385,419.25685,283.26425,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:0),921.64382,759.59098,655.38285,599.32025,637.37229,581.30969,493.33001,437.26741,475.31945,419.25685,283.26425,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:1),919.62822,757.57538,653.36725,599.32025,635.35669,581.30969,491.31441,437.26741,473.30385,419.25685,283.26425,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:2),917.61252,755.55968,651.35155,599.32025,633.34099,581.30969,489.29871,437.26741,471.28815,419.25685,283.26425,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:3),915.59692,753.54408,649.33595,599.32025,631.32539,581.30969,487.28311,437.26741,469.27255,419.25685,283.26425,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:4),913.58122,751.52838,647.32025,599.32025,629.30969,581.30969,485.26741,437.26741,467.25685,419.25685,283.26425,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:5),911.56562,749.51278,645.30465,599.32025,627.29409,581.30969,483.25181,437.26741,465.24125,419.25685,283.26425,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_22:6),909.54992,747.49708,643.28895,599.32025,625.27839,581.30969,481.23611,437.26741,463.22555,419.25685,283.26425,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_23:0),935.65952,773.60668,669.39855,599.32025,651.38799,581.30969,507.34571,437.26741,489.33515,419.25685,283.26425,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_24:0),949.67512,787.62228,683.41415,599.32025,665.40359,581.30969,521.36131,437.26741,503.35075,419.25685,283.26425,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_24:1),947.65952,785.60668,681.39855,599.32025,663.38799,581.30969,519.34571,437.26741,501.33515,419.25685,283.26425,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_25:0),963.69082,801.63798,697.42985,599.32025,679.41929,581.30969,535.37701,437.26741,517.36645,419.25685,283.26425,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:0_26:0),977.70642,815.65358,711.44545,599.32025,693.43489,581.30969,549.39261,437.26741,531.38205,419.25685,283.26425,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_18:1),861.55002,699.49718,597.30465,597.30465,579.29409,579.29409,435.25181,435.25181,417.24125,417.24125,281.24865,281.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_18:2),859.53432,697.48148,595.28895,597.30465,577.27839,579.29409,433.23611,435.25181,415.22555,417.24125,281.24865,279.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_18:3),857.51872,695.46588,593.27335,597.30465,575.26279,579.29409,431.22051,435.25181,413.20995,417.24125,281.24865,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_18:4),855.50302,693.45018,591.25765,597.30465,573.24709,579.29409,429.20481,435.25181,411.19425,417.24125,281.24865,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_19:0),877.58132,715.52848,613.33595,597.30465,595.32539,579.29409,451.28311,435.25181,433.27255,417.24125,281.24865,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:0),891.59692,729.54408,627.35155,597.30465,609.34099,579.29409,465.29871,435.25181,447.28815,417.24125,281.24865,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:1),889.58132,727.52848,625.33595,597.30465,607.32539,579.29409,463.28311,435.25181,445.27255,417.24125,281.24865,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:2),887.56562,725.51278,623.32025,597.30465,605.30969,579.29409,461.26741,435.25181,443.25685,417.24125,281.24865,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:3),885.55002,723.49718,621.30465,597.30465,603.29409,579.29409,459.25181,435.25181,441.24125,417.24125,281.24865,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:4),883.53432,721.48148,619.28895,597.30465,601.27839,579.29409,457.23611,435.25181,439.22555,417.24125,281.24865,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_20:5),881.51872,719.46588,617.27335,597.30465,599.26279,579.29409,455.22051,435.25181,437.20995,417.24125,281.24865,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_21:0),905.61262,743.55978,641.36725,597.30465,623.35669,579.29409,479.31441,435.25181,461.30385,417.24125,281.24865,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:0),919.62822,757.57538,655.38285,597.30465,637.37229,579.29409,493.33001,435.25181,475.31945,417.24125,281.24865,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:1),917.61262,755.55978,653.36725,597.30465,635.35669,579.29409,491.31441,435.25181,473.30385,417.24125,281.24865,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:2),915.59692,753.54408,651.35155,597.30465,633.34099,579.29409,489.29871,435.25181,471.28815,417.24125,281.24865,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:3),913.58132,751.52848,649.33595,597.30465,631.32539,579.29409,487.28311,435.25181,469.27255,417.24125,281.24865,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:4),911.56562,749.51278,647.32025,597.30465,629.30969,579.29409,485.26741,435.25181,467.25685,417.24125,281.24865,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:5),909.55002,747.49718,645.30465,597.30465,627.29409,579.29409,483.25181,435.25181,465.24125,417.24125,281.24865,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_22:6),907.53432,745.48148,643.28895,597.30465,625.27839,579.29409,481.23611,435.25181,463.22555,417.24125,281.24865,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_23:0),933.64392,771.59108,669.39855,597.30465,651.38799,579.29409,507.34571,435.25181,489.33515,417.24125,281.24865,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_24:0),947.65952,785.60668,683.41415,597.30465,665.40359,579.29409,521.36131,435.25181,503.35075,417.24125,281.24865,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_24:1),945.64392,783.59108,681.39855,597.30465,663.38799,579.29409,519.34571,435.25181,501.33515,417.24125,281.24865,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_25:0),961.67522,799.62238,697.42985,597.30465,679.41929,579.29409,535.37701,435.25181,517.36645,417.24125,281.24865,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:1_26:0),975.69082,813.63798,711.44545,597.30465,693.43489,579.29409,549.39261,435.25181,531.38205,417.24125,281.24865,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_18:2),857.51862,695.46578,595.28895,595.28895,577.27839,577.27839,433.23611,433.23611,415.22555,415.22555,279.23295,279.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_18:3),855.50302,693.45018,593.27335,595.28895,575.26279,577.27839,431.22051,433.23611,413.20995,415.22555,279.23295,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_18:4),853.48732,691.43448,591.25765,595.28895,573.24709,577.27839,429.20481,433.23611,411.19425,415.22555,279.23295,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_19:0),875.56562,713.51278,613.33595,595.28895,595.32539,577.27839,451.28311,433.23611,433.27255,415.22555,279.23295,297.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:0),889.58122,727.52838,627.35155,595.28895,609.34099,577.27839,465.29871,433.23611,447.28815,415.22555,279.23295,311.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:1),887.56562,725.51278,625.33595,595.28895,607.32539,577.27839,463.28311,433.23611,445.27255,415.22555,279.23295,309.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:2),885.54992,723.49708,623.32025,595.28895,605.30969,577.27839,461.26741,433.23611,443.25685,415.22555,279.23295,307.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:3),883.53432,721.48148,621.30465,595.28895,603.29409,577.27839,459.25181,433.23611,441.24125,415.22555,279.23295,305.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:4),881.51862,719.46578,619.28895,595.28895,601.27839,577.27839,457.23611,433.23611,439.22555,415.22555,279.23295,303.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_20:5),879.50302,717.45018,617.27335,595.28895,599.26279,577.27839,455.22051,433.23611,437.20995,415.22555,279.23295,301.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_21:0),903.59692,741.54408,641.36725,595.28895,623.35669,577.27839,479.31441,433.23611,461.30385,415.22555,279.23295,325.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:0),917.61252,755.55968,655.38285,595.28895,637.37229,577.27839,493.33001,433.23611,475.31945,415.22555,279.23295,339.32685,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:1),915.59692,753.54408,653.36725,595.28895,635.35669,577.27839,491.31441,433.23611,473.30385,415.22555,279.23295,337.31125,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:2),913.58122,751.52838,651.35155,595.28895,633.34099,577.27839,489.29871,433.23611,471.28815,415.22555,279.23295,335.29555,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:3),911.56562,749.51278,649.33595,595.28895,631.32539,577.27839,487.28311,433.23611,469.27255,415.22555,279.23295,333.27995,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:4),909.54992,747.49708,647.32025,595.28895,629.30969,577.27839,485.26741,433.23611,467.25685,415.22555,279.23295,331.26425,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:5),907.53432,745.48148,645.30465,595.28895,627.29409,577.27839,483.25181,433.23611,465.24125,415.22555,279.23295,329.24865,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_22:6),905.51862,743.46578,643.28895,595.28895,625.27839,577.27839,481.23611,433.23611,463.22555,415.22555,279.23295,327.23295,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_23:0),931.62822,769.57538,669.39855,595.28895,651.38799,577.27839,507.34571,433.23611,489.33515,415.22555,279.23295,353.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_24:0),945.64382,783.59098,683.41415,595.28895,665.40359,577.27839,521.36131,433.23611,503.35075,415.22555,279.23295,367.35815,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_24:1),943.62822,781.57538,681.39855,595.28895,663.38799,577.27839,519.34571,433.23611,501.33515,415.22555,279.23295,365.34255,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_25:0),959.65952,797.60668,697.42985,595.28895,679.41929,577.27839,535.37701,433.23611,517.36645,415.22555,279.23295,381.37385,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:2_26:0),973.67512,811.62228,711.44545,595.28895,693.43489,577.27839,549.39261,433.23611,531.38205,415.22555,279.23295,395.38945,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_18:3),853.48742,691.43458,593.27335,593.27335,575.26279,575.26279,431.22051,431.22051,413.20995,413.20995,277.21735,277.21735,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
PI(18:3_18:4),851.47172,689.41888,591.25765,593.27335,573.24709,575.26279,429.20481,431.22051,411.19425,413.20995,277.21735,275.20165,152.99586,96.96964,78.95852,241.01132,223.00074,204.99016,315.04819,297.03761
