PG,[M-H]-,[M-Glycerol]-,[M-T1RCH=C=O]-,[M-T2RCH=C=O]-,[M-T1RCOOH]-,[M-T2RCOOH]-,[M-T1RCH=C=O-Glycerol]-,[M-T2RCH=C=O-Glycerol]-,[M-T1RCOOH-Glycerol]-,[M-T2RCOOH-Glycerol]-,[T1_RCOO]-,[T2_RCOO]-, [Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-,[Glycerophosphoglycerol]-,[Glycerophosphoglycerol-H2O]-,[Glycerophosphoglycerol-2H2O]-
PG(17:1_26:0),873.65906,799.62228,623.42939,495.27289,605.41883,477.26233,549.39261,421.23611,531.38205,403.22555,267.23295,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_17:2),741.47136,667.43458,493.25729,493.25729,475.24673,475.24673,419.22051,419.22051,401.20995,401.20995,265.21735,265.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_18:0),759.51826,685.48148,511.30419,493.25729,493.29363,475.24673,437.26741,419.22051,419.25685,401.20995,265.21735,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_18:1),757.50266,683.46588,509.28859,493.25729,491.27803,475.24673,435.25181,419.22051,417.24125,401.20995,265.21735,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_18:2),755.48696,681.45018,507.27289,493.25729,489.26233,475.24673,433.23611,419.22051,415.22555,401.20995,265.21735,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_18:3),753.47136,679.43458,505.25729,493.25729,487.24673,475.24673,431.22051,419.22051,413.20995,401.20995,265.21735,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_18:4),751.45566,677.41888,503.24159,493.25729,485.23103,475.24673,429.20481,419.22051,411.19425,401.20995,265.21735,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_19:0),773.53396,699.49718,525.31989,493.25729,507.30933,475.24673,451.28311,419.22051,433.27255,401.20995,265.21735,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:0),787.54956,713.51278,539.33549,493.25729,521.32493,475.24673,465.29871,419.22051,447.28815,401.20995,265.21735,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:1),785.53396,711.49718,537.31989,493.25729,519.30933,475.24673,463.28311,419.22051,445.27255,401.20995,265.21735,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:2),783.51826,709.48148,535.30419,493.25729,517.29363,475.24673,461.26741,419.22051,443.25685,401.20995,265.21735,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:3),781.50266,707.46588,533.28859,493.25729,515.27803,475.24673,459.25181,419.22051,441.24125,401.20995,265.21735,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:4),779.48696,705.45018,531.27289,493.25729,513.26233,475.24673,457.23611,419.22051,439.22555,401.20995,265.21735,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_20:5),777.47136,703.43458,529.25729,493.25729,511.24673,475.24673,455.22051,419.22051,437.20995,401.20995,265.21735,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_21:0),801.56526,727.52848,553.35119,493.25729,535.34063,475.24673,479.31441,419.22051,461.30385,401.20995,265.21735,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:0),815.58086,741.54408,567.36679,493.25729,549.35623,475.24673,493.33001,419.22051,475.31945,401.20995,265.21735,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:1),813.56526,739.52848,565.35119,493.25729,547.34063,475.24673,491.31441,419.22051,473.30385,401.20995,265.21735,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:2),811.54956,737.51278,563.33549,493.25729,545.32493,475.24673,489.29871,419.22051,471.28815,401.20995,265.21735,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:3),809.53396,735.49718,561.31989,493.25729,543.30933,475.24673,487.28311,419.22051,469.27255,401.20995,265.21735,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:4),807.51826,733.48148,559.30419,493.25729,541.29363,475.24673,485.26741,419.22051,467.25685,401.20995,265.21735,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:5),805.50266,731.46588,557.28859,493.25729,539.27803,475.24673,483.25181,419.22051,465.24125,401.20995,265.21735,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_22:6),803.48696,729.45018,555.27289,493.25729,537.26233,475.24673,481.23611,419.22051,463.22555,401.20995,265.21735,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_23:0),829.59656,755.55978,581.38249,493.25729,563.37193,475.24673,507.34571,419.22051,489.33515,401.20995,265.21735,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_24:0),843.61216,769.57538,595.39809,493.25729,577.38753,475.24673,521.36131,419.22051,503.35075,401.20995,265.21735,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_24:1),841.59656,767.55978,593.38249,493.25729,575.37193,475.24673,519.34571,419.22051,501.33515,401.20995,265.21735,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_25:0),857.62786,783.59108,609.41379,493.25729,591.40323,475.24673,535.37701,419.22051,517.36645,401.20995,265.21735,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(17:2_26:0),871.64346,797.60668,623.42939,493.25729,605.41883,475.24673,549.39261,419.22051,531.38205,401.20995,265.21735,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_18:0),777.56516,703.52838,511.30419,511.30419,493.29363,493.29363,437.26741,437.26741,419.25685,419.25685,283.26425,283.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_18:1),775.54956,701.51278,509.28859,511.30419,491.27803,493.29363,435.25181,437.26741,417.24125,419.25685,283.26425,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_18:2),773.53386,699.49708,507.27289,511.30419,489.26233,493.29363,433.23611,437.26741,415.22555,419.25685,283.26425,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_18:3),771.51826,697.48148,505.25729,511.30419,487.24673,493.29363,431.22051,437.26741,413.20995,419.25685,283.26425,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_18:4),769.50256,695.46578,503.24159,511.30419,485.23103,493.29363,429.20481,437.26741,411.19425,419.25685,283.26425,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_19:0),791.58086,717.54408,525.31989,511.30419,507.30933,493.29363,451.28311,437.26741,433.27255,419.25685,283.26425,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:0),805.59646,731.55968,539.33549,511.30419,521.32493,493.29363,465.29871,437.26741,447.28815,419.25685,283.26425,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:1),803.58086,729.54408,537.31989,511.30419,519.30933,493.29363,463.28311,437.26741,445.27255,419.25685,283.26425,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:2),801.56516,727.52838,535.30419,511.30419,517.29363,493.29363,461.26741,437.26741,443.25685,419.25685,283.26425,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:3),799.54956,725.51278,533.28859,511.30419,515.27803,493.29363,459.25181,437.26741,441.24125,419.25685,283.26425,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:4),797.53386,723.49708,531.27289,511.30419,513.26233,493.29363,457.23611,437.26741,439.22555,419.25685,283.26425,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_20:5),795.51826,721.48148,529.25729,511.30419,511.24673,493.29363,455.22051,437.26741,437.20995,419.25685,283.26425,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_21:0),819.61216,745.57538,553.35119,511.30419,535.34063,493.29363,479.31441,437.26741,461.30385,419.25685,283.26425,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:0),833.62776,759.59098,567.36679,511.30419,549.35623,493.29363,493.33001,437.26741,475.31945,419.25685,283.26425,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:1),831.61216,757.57538,565.35119,511.30419,547.34063,493.29363,491.31441,437.26741,473.30385,419.25685,283.26425,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:2),829.59646,755.55968,563.33549,511.30419,545.32493,493.29363,489.29871,437.26741,471.28815,419.25685,283.26425,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:3),827.58086,753.54408,561.31989,511.30419,543.30933,493.29363,487.28311,437.26741,469.27255,419.25685,283.26425,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:4),825.56516,751.52838,559.30419,511.30419,541.29363,493.29363,485.26741,437.26741,467.25685,419.25685,283.26425,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:5),823.54956,749.51278,557.28859,511.30419,539.27803,493.29363,483.25181,437.26741,465.24125,419.25685,283.26425,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_22:6),821.53386,747.49708,555.27289,511.30419,537.26233,493.29363,481.23611,437.26741,463.22555,419.25685,283.26425,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_23:0),847.64346,773.60668,581.38249,511.30419,563.37193,493.29363,507.34571,437.26741,489.33515,419.25685,283.26425,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_24:0),861.65906,787.62228,595.39809,511.30419,577.38753,493.29363,521.36131,437.26741,503.35075,419.25685,283.26425,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_24:1),859.64346,785.60668,593.38249,511.30419,575.37193,493.29363,519.34571,437.26741,501.33515,419.25685,283.26425,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_25:0),875.67476,801.63798,609.41379,511.30419,591.40323,493.29363,535.37701,437.26741,517.36645,419.25685,283.26425,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:0_26:0),889.69036,815.65358,623.42939,511.30419,605.41883,493.29363,549.39261,437.26741,531.38205,419.25685,283.26425,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_18:1),773.53396,699.49718,509.28859,509.28859,491.27803,491.27803,435.25181,435.25181,417.24125,417.24125,281.24865,281.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_18:2),771.51826,697.48148,507.27289,509.28859,489.26233,491.27803,433.23611,435.25181,415.22555,417.24125,281.24865,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_18:3),769.50266,695.46588,505.25729,509.28859,487.24673,491.27803,431.22051,435.25181,413.20995,417.24125,281.24865,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_18:4),767.48696,693.45018,503.24159,509.28859,485.23103,491.27803,429.20481,435.25181,411.19425,417.24125,281.24865,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_19:0),789.56526,715.52848,525.31989,509.28859,507.30933,491.27803,451.28311,435.25181,433.27255,417.24125,281.24865,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:0),803.58086,729.54408,539.33549,509.28859,521.32493,491.27803,465.29871,435.25181,447.28815,417.24125,281.24865,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:1),801.56526,727.52848,537.31989,509.28859,519.30933,491.27803,463.28311,435.25181,445.27255,417.24125,281.24865,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:2),799.54956,725.51278,535.30419,509.28859,517.29363,491.27803,461.26741,435.25181,443.25685,417.24125,281.24865,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:3),797.53396,723.49718,533.28859,509.28859,515.27803,491.27803,459.25181,435.25181,441.24125,417.24125,281.24865,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:4),795.51826,721.48148,531.27289,509.28859,513.26233,491.27803,457.23611,435.25181,439.22555,417.24125,281.24865,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_20:5),793.50266,719.46588,529.25729,509.28859,511.24673,491.27803,455.22051,435.25181,437.20995,417.24125,281.24865,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_21:0),817.59656,743.55978,553.35119,509.28859,535.34063,491.27803,479.31441,435.25181,461.30385,417.24125,281.24865,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:0),831.61216,757.57538,567.36679,509.28859,549.35623,491.27803,493.33001,435.25181,475.31945,417.24125,281.24865,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:1),829.59656,755.55978,565.35119,509.28859,547.34063,491.27803,491.31441,435.25181,473.30385,417.24125,281.24865,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:2),827.58086,753.54408,563.33549,509.28859,545.32493,491.27803,489.29871,435.25181,471.28815,417.24125,281.24865,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:3),825.56526,751.52848,561.31989,509.28859,543.30933,491.27803,487.28311,435.25181,469.27255,417.24125,281.24865,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:4),823.54956,749.51278,559.30419,509.28859,541.29363,491.27803,485.26741,435.25181,467.25685,417.24125,281.24865,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:5),821.53396,747.49718,557.28859,509.28859,539.27803,491.27803,483.25181,435.25181,465.24125,417.24125,281.24865,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_22:6),819.51826,745.48148,555.27289,509.28859,537.26233,491.27803,481.23611,435.25181,463.22555,417.24125,281.24865,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_23:0),845.62786,771.59108,581.38249,509.28859,563.37193,491.27803,507.34571,435.25181,489.33515,417.24125,281.24865,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_24:0),859.64346,785.60668,595.39809,509.28859,577.38753,491.27803,521.36131,435.25181,503.35075,417.24125,281.24865,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_24:1),857.62786,783.59108,593.38249,509.28859,575.37193,491.27803,519.34571,435.25181,501.33515,417.24125,281.24865,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_25:0),873.65916,799.62238,609.41379,509.28859,591.40323,491.27803,535.37701,435.25181,517.36645,417.24125,281.24865,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:1_26:0),887.67476,813.63798,623.42939,509.28859,605.41883,491.27803,549.39261,435.25181,531.38205,417.24125,281.24865,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_18:2),769.50256,695.46578,507.27289,507.27289,489.26233,489.26233,433.23611,433.23611,415.22555,415.22555,279.23295,279.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_18:3),767.48696,693.45018,505.25729,507.27289,487.24673,489.26233,431.22051,433.23611,413.20995,415.22555,279.23295,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_18:4),765.47126,691.43448,503.24159,507.27289,485.23103,489.26233,429.20481,433.23611,411.19425,415.22555,279.23295,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_19:0),787.54956,713.51278,525.31989,507.27289,507.30933,489.26233,451.28311,433.23611,433.27255,415.22555,279.23295,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:0),801.56516,727.52838,539.33549,507.27289,521.32493,489.26233,465.29871,433.23611,447.28815,415.22555,279.23295,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:1),799.54956,725.51278,537.31989,507.27289,519.30933,489.26233,463.28311,433.23611,445.27255,415.22555,279.23295,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:2),797.53386,723.49708,535.30419,507.27289,517.29363,489.26233,461.26741,433.23611,443.25685,415.22555,279.23295,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:3),795.51826,721.48148,533.28859,507.27289,515.27803,489.26233,459.25181,433.23611,441.24125,415.22555,279.23295,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:4),793.50256,719.46578,531.27289,507.27289,513.26233,489.26233,457.23611,433.23611,439.22555,415.22555,279.23295,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_20:5),791.48696,717.45018,529.25729,507.27289,511.24673,489.26233,455.22051,433.23611,437.20995,415.22555,279.23295,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_21:0),815.58086,741.54408,553.35119,507.27289,535.34063,489.26233,479.31441,433.23611,461.30385,415.22555,279.23295,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:0),829.59646,755.55968,567.36679,507.27289,549.35623,489.26233,493.33001,433.23611,475.31945,415.22555,279.23295,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:1),827.58086,753.54408,565.35119,507.27289,547.34063,489.26233,491.31441,433.23611,473.30385,415.22555,279.23295,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:2),825.56516,751.52838,563.33549,507.27289,545.32493,489.26233,489.29871,433.23611,471.28815,415.22555,279.23295,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:3),823.54956,749.51278,561.31989,507.27289,543.30933,489.26233,487.28311,433.23611,469.27255,415.22555,279.23295,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:4),821.53386,747.49708,559.30419,507.27289,541.29363,489.26233,485.26741,433.23611,467.25685,415.22555,279.23295,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:5),819.51826,745.48148,557.28859,507.27289,539.27803,489.26233,483.25181,433.23611,465.24125,415.22555,279.23295,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_22:6),817.50256,743.46578,555.27289,507.27289,537.26233,489.26233,481.23611,433.23611,463.22555,415.22555,279.23295,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_23:0),843.61216,769.57538,581.38249,507.27289,563.37193,489.26233,507.34571,433.23611,489.33515,415.22555,279.23295,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_24:0),857.62776,783.59098,595.39809,507.27289,577.38753,489.26233,521.36131,433.23611,503.35075,415.22555,279.23295,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_24:1),855.61216,781.57538,593.38249,507.27289,575.37193,489.26233,519.34571,433.23611,501.33515,415.22555,279.23295,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_25:0),871.64346,797.60668,609.41379,507.27289,591.40323,489.26233,535.37701,433.23611,517.36645,415.22555,279.23295,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:2_26:0),885.65906,811.62228,623.42939,507.27289,605.41883,489.26233,549.39261,433.23611,531.38205,415.22555,279.23295,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_18:3),765.47136,691.43458,505.25729,505.25729,487.24673,487.24673,431.22051,431.22051,413.20995,413.20995,277.21735,277.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_18:4),763.45566,689.41888,503.24159,505.25729,485.23103,487.24673,429.20481,431.22051,411.19425,413.20995,277.21735,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_19:0),785.53396,711.49718,525.31989,505.25729,507.30933,487.24673,451.28311,431.22051,433.27255,413.20995,277.21735,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:0),799.54956,725.51278,539.33549,505.25729,521.32493,487.24673,465.29871,431.22051,447.28815,413.20995,277.21735,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:1),797.53396,723.49718,537.31989,505.25729,519.30933,487.24673,463.28311,431.22051,445.27255,413.20995,277.21735,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:2),795.51826,721.48148,535.30419,505.25729,517.29363,487.24673,461.26741,431.22051,443.25685,413.20995,277.21735,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:3),793.50266,719.46588,533.28859,505.25729,515.27803,487.24673,459.25181,431.22051,441.24125,413.20995,277.21735,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:4),791.48696,717.45018,531.27289,505.25729,513.26233,487.24673,457.23611,431.22051,439.22555,413.20995,277.21735,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_20:5),789.47136,715.43458,529.25729,505.25729,511.24673,487.24673,455.22051,431.22051,437.20995,413.20995,277.21735,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_21:0),813.56526,739.52848,553.35119,505.25729,535.34063,487.24673,479.31441,431.22051,461.30385,413.20995,277.21735,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:0),827.58086,753.54408,567.36679,505.25729,549.35623,487.24673,493.33001,431.22051,475.31945,413.20995,277.21735,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:1),825.56526,751.52848,565.35119,505.25729,547.34063,487.24673,491.31441,431.22051,473.30385,413.20995,277.21735,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:2),823.54956,749.51278,563.33549,505.25729,545.32493,487.24673,489.29871,431.22051,471.28815,413.20995,277.21735,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:3),821.53396,747.49718,561.31989,505.25729,543.30933,487.24673,487.28311,431.22051,469.27255,413.20995,277.21735,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:4),819.51826,745.48148,559.30419,505.25729,541.29363,487.24673,485.26741,431.22051,467.25685,413.20995,277.21735,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:5),817.50266,743.46588,557.28859,505.25729,539.27803,487.24673,483.25181,431.22051,465.24125,413.20995,277.21735,329.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_22:6),815.48696,741.45018,555.27289,505.25729,537.26233,487.24673,481.23611,431.22051,463.22555,413.20995,277.21735,327.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_23:0),841.59656,767.55978,581.38249,505.25729,563.37193,487.24673,507.34571,431.22051,489.33515,413.20995,277.21735,353.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_24:0),855.61216,781.57538,595.39809,505.25729,577.38753,487.24673,521.36131,431.22051,503.35075,413.20995,277.21735,367.35815,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_24:1),853.59656,779.55978,593.38249,505.25729,575.37193,487.24673,519.34571,431.22051,501.33515,413.20995,277.21735,365.34255,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_25:0),869.62786,795.59108,609.41379,505.25729,591.40323,487.24673,535.37701,431.22051,517.36645,413.20995,277.21735,381.37385,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:3_26:0),883.64346,809.60668,623.42939,505.25729,605.41883,487.24673,549.39261,431.22051,531.38205,413.20995,277.21735,395.38945,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_18:4),761.43996,687.40318,503.24159,503.24159,485.23103,485.23103,429.20481,429.20481,411.19425,411.19425,275.20165,275.20165,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_19:0),783.51826,709.48148,525.31989,503.24159,507.30933,485.23103,451.28311,429.20481,433.27255,411.19425,275.20165,297.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:0),797.53386,723.49708,539.33549,503.24159,521.32493,485.23103,465.29871,429.20481,447.28815,411.19425,275.20165,311.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:1),795.51826,721.48148,537.31989,503.24159,519.30933,485.23103,463.28311,429.20481,445.27255,411.19425,275.20165,309.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:2),793.50256,719.46578,535.30419,503.24159,517.29363,485.23103,461.26741,429.20481,443.25685,411.19425,275.20165,307.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:3),791.48696,717.45018,533.28859,503.24159,515.27803,485.23103,459.25181,429.20481,441.24125,411.19425,275.20165,305.24865,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:4),789.47126,715.43448,531.27289,503.24159,513.26233,485.23103,457.23611,429.20481,439.22555,411.19425,275.20165,303.23295,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_20:5),787.45566,713.41888,529.25729,503.24159,511.24673,485.23103,455.22051,429.20481,437.20995,411.19425,275.20165,301.21735,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_21:0),811.54956,737.51278,553.35119,503.24159,535.34063,485.23103,479.31441,429.20481,461.30385,411.19425,275.20165,325.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_22:0),825.56516,751.52838,567.36679,503.24159,549.35623,485.23103,493.33001,429.20481,475.31945,411.19425,275.20165,339.32685,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_22:1),823.54956,749.51278,565.35119,503.24159,547.34063,485.23103,491.31441,429.20481,473.30385,411.19425,275.20165,337.31125,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_22:2),821.53386,747.49708,563.33549,503.24159,545.32493,485.23103,489.29871,429.20481,471.28815,411.19425,275.20165,335.29555,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_22:3),819.51826,745.48148,561.31989,503.24159,543.30933,485.23103,487.28311,429.20481,469.27255,411.19425,275.20165,333.27995,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
PG(18:4_22:4),817.50256,743.46578,559.30419,503.24159,541.29363,485.23103,485.26741,429.20481,467.25685,411.19425,275.20165,331.26425,152.99586,96.96964,78.95852,245.04211,227.03153,209.02095
