SM,[M+H2PO4]-,[M-CH3]-,[T2-H]-,[PC-CH3-H]-
SM(d22:3/17:0)+H2PO4,865.584217,753.587,269.2486,168.0431
SM(d22:3/17:1)+H2PO4,863.568517,751.5713,267.2329,168.0431
SM(d22:3/17:2)+H2PO4,861.552917,749.5557,265.2173,168.0431
SM(d22:3/18:0)+H2PO4,879.599817,767.6026,283.2642,168.0431
SM(d22:3/18:1)+H2PO4,877.584217,765.587,281.2486,168.0431
SM(d22:3/18:2)+H2PO4,875.568517,763.5713,279.2329,168.0431
SM(d22:3/18:3)+H2PO4,873.552917,761.5557,277.2173,168.0431
SM(d22:3/18:4)+H2PO4,871.537217,759.54,275.2016,168.0431
SM(d22:3/19:0)+H2PO4,893.615517,781.6183,297.2799,168.0431
SM(d22:3/20:0)+H2PO4,907.631117,795.6339,311.2955,168.0431
SM(d22:3/20:1)+H2PO4,905.615517,793.6183,309.2799,168.0431
SM(d22:3/20:2)+H2PO4,903.599817,791.6026,307.2642,168.0431
SM(d22:3/20:3)+H2PO4,901.584217,789.587,305.2486,168.0431
SM(d22:3/20:4)+H2PO4,899.568517,787.5713,303.2329,168.0431
SM(d22:3/20:5)+H2PO4,897.552917,785.5557,301.2173,168.0431
SM(d22:3/21:0)+H2PO4,921.646817,809.6496,325.3112,168.0431
SM(d22:3/22:0)+H2PO4,935.662417,823.6652,339.3268,168.0431
SM(d22:3/22:1)+H2PO4,933.646817,821.6496,337.3112,168.0431
SM(d22:3/22:2)+H2PO4,931.631117,819.6339,335.2955,168.0431
SM(d22:3/22:3)+H2PO4,929.615517,817.6183,333.2799,168.0431
SM(d22:3/22:4)+H2PO4,927.599817,815.6026,331.2642,168.0431
SM(d22:3/22:5)+H2PO4,925.584217,813.587,329.2486,168.0431
SM(d22:3/22:6)+H2PO4,923.568517,811.5713,327.2329,168.0431
SM(d22:3/23:0)+H2PO4,949.678117,837.6809,353.3425,168.0431
SM(d22:3/24:0)+H2PO4,963.693717,851.6965,367.3581,168.0431
SM(d22:3/24:1)+H2PO4,961.678117,849.6809,365.3425,168.0431
SM(d22:3/25:0)+H2PO4,977.709417,865.7122,381.3738,168.0431
SM(d22:3/26:0)+H2PO4,991.725017,879.7278,395.3894,168.0431
SM(d22:3/8:0)+H2PO4,739.443317,627.4461,143.1077,168.0431
SM(d22:4/10:0)+H2PO4,765.458917,653.4617,171.139,168.0431
SM(d22:4/12:0)+H2PO4,793.490217,681.493,199.1703,168.0431
SM(d22:4/13:0)+H2PO4,807.505917,695.5087,213.186,168.0431
SM(d22:4/14:0)+H2PO4,821.521517,709.5243,227.2016,168.0431
SM(d22:4/14:1)+H2PO4,819.505917,707.5087,225.186,168.0431
SM(d22:4/15:0)+H2PO4,835.537217,723.54,241.2173,168.0431
SM(d22:4/15:1)+H2PO4,833.521517,721.5243,239.2016,168.0431
SM(d22:4/16:0)+H2PO4,849.552817,737.5556,255.2329,168.0431
SM(d22:4/16:1)+H2PO4,847.537217,735.54,253.2173,168.0431
SM(d22:4/17:0)+H2PO4,863.568517,751.5713,269.2486,168.0431
SM(d22:4/17:1)+H2PO4,861.552817,749.5556,267.2329,168.0431
SM(d22:4/17:2)+H2PO4,859.537217,747.54,265.2173,168.0431
SM(d22:4/18:0)+H2PO4,877.584117,765.5869,283.2642,168.0431
SM(d22:4/18:1)+H2PO4,875.568517,763.5713,281.2486,168.0431
SM(d22:4/18:2)+H2PO4,873.552817,761.5556,279.2329,168.0431
SM(d22:4/18:3)+H2PO4,871.537217,759.54,277.2173,168.0431
SM(d22:4/18:4)+H2PO4,869.521517,757.5243,275.2016,168.0431
SM(d22:4/19:0)+H2PO4,891.599817,779.6026,297.2799,168.0431
SM(d22:4/20:0)+H2PO4,905.615417,793.6182,311.2955,168.0431
SM(d22:4/20:1)+H2PO4,903.599817,791.6026,309.2799,168.0431
SM(d22:4/20:2)+H2PO4,901.584117,789.5869,307.2642,168.0431
SM(d22:4/20:3)+H2PO4,899.568517,787.5713,305.2486,168.0431
SM(d22:4/20:4)+H2PO4,897.552817,785.5556,303.2329,168.0431
SM(d22:4/20:5)+H2PO4,895.537217,783.54,301.2173,168.0431
SM(d22:4/21:0)+H2PO4,919.631117,807.6339,325.3112,168.0431
SM(d22:4/22:0)+H2PO4,933.646717,821.6495,339.3268,168.0431
SM(d22:4/22:1)+H2PO4,931.631117,819.6339,337.3112,168.0431
SM(d22:4/22:2)+H2PO4,929.615417,817.6182,335.2955,168.0431
SM(d22:4/22:3)+H2PO4,927.599817,815.6026,333.2799,168.0431
SM(d22:4/22:4)+H2PO4,925.584117,813.5869,331.2642,168.0431
SM(d22:4/22:5)+H2PO4,923.568517,811.5713,329.2486,168.0431
SM(d22:4/22:6)+H2PO4,921.552817,809.5556,327.2329,168.0431
SM(d22:4/23:0)+H2PO4,947.662417,835.6652,353.3425,168.0431
SM(d22:4/24:0)+H2PO4,961.678017,849.6808,367.3581,168.0431
SM(d22:4/24:1)+H2PO4,959.662417,847.6652,365.3425,168.0431
SM(d22:4/25:0)+H2PO4,975.693717,863.6965,381.3738,168.0431
SM(d22:4/26:0)+H2PO4,989.709317,877.7121,395.3894,168.0431
SM(d22:4/8:0)+H2PO4,737.427617,625.4304,143.1077,168.0431
SM(d22:5/10:0)+H2PO4,763.443317,651.4461,171.139,168.0431
SM(d22:5/12:0)+H2PO4,791.474617,679.4774,199.1703,168.0431
SM(d22:5/13:0)+H2PO4,805.490317,693.4931,213.186,168.0431
SM(d22:5/14:0)+H2PO4,819.505917,707.5087,227.2016,168.0431
SM(d22:5/14:1)+H2PO4,817.490317,705.4931,225.186,168.0431
SM(d22:5/15:0)+H2PO4,833.521617,721.5244,241.2173,168.0431
SM(d22:5/15:1)+H2PO4,831.505917,719.5087,239.2016,168.0431
SM(d22:5/16:0)+H2PO4,847.537217,735.54,255.2329,168.0431
SM(d22:5/16:1)+H2PO4,845.521617,733.5244,253.2173,168.0431
SM(d22:5/17:0)+H2PO4,861.552917,749.5557,269.2486,168.0431
SM(d22:5/17:1)+H2PO4,859.537217,747.54,267.2329,168.0431
SM(d22:5/17:2)+H2PO4,857.521617,745.5244,265.2173,168.0431
SM(d22:5/18:0)+H2PO4,875.568517,763.5713,283.2642,168.0431
SM(d22:5/18:1)+H2PO4,873.552917,761.5557,281.2486,168.0431
SM(d22:5/18:2)+H2PO4,871.537217,759.54,279.2329,168.0431
SM(d22:5/18:3)+H2PO4,869.521617,757.5244,277.2173,168.0431
SM(d22:5/18:4)+H2PO4,867.505917,755.5087,275.2016,168.0431
SM(d22:5/19:0)+H2PO4,889.584217,777.587,297.2799,168.0431
SM(d22:5/20:0)+H2PO4,903.599817,791.6026,311.2955,168.0431
SM(d22:5/20:1)+H2PO4,901.584217,789.587,309.2799,168.0431
SM(d22:5/20:2)+H2PO4,899.568517,787.5713,307.2642,168.0431
SM(d22:5/20:3)+H2PO4,897.552917,785.5557,305.2486,168.0431
SM(d22:5/20:4)+H2PO4,895.537217,783.54,303.2329,168.0431
SM(d22:5/20:5)+H2PO4,893.521617,781.5244,301.2173,168.0431
SM(d22:5/21:0)+H2PO4,917.615517,805.6183,325.3112,168.0431
SM(d22:5/22:0)+H2PO4,931.631117,819.6339,339.3268,168.0431
SM(d22:5/22:1)+H2PO4,929.615517,817.6183,337.3112,168.0431
SM(d22:5/22:2)+H2PO4,927.599817,815.6026,335.2955,168.0431
SM(d22:5/22:3)+H2PO4,925.584217,813.587,333.2799,168.0431
SM(d22:5/22:4)+H2PO4,923.568517,811.5713,331.2642,168.0431
SM(d22:5/22:5)+H2PO4,921.552917,809.5557,329.2486,168.0431
SM(d22:5/22:6)+H2PO4,919.537217,807.54,327.2329,168.0431
SM(d22:5/23:0)+H2PO4,945.646817,833.6496,353.3425,168.0431
SM(d22:5/24:0)+H2PO4,959.662417,847.6652,367.3581,168.0431
SM(d22:5/24:1)+H2PO4,957.646817,845.6496,365.3425,168.0431
SM(d22:5/25:0)+H2PO4,973.678117,861.6809,381.3738,168.0431
SM(d22:5/26:0)+H2PO4,987.693717,875.6965,395.3894,168.0431
SM(d22:5/8:0)+H2PO4,735.412017,623.4148,143.1077,168.0431
SM(d22:6/10:0)+H2PO4,761.427617,649.4304,171.139,168.0431
SM(d22:6/12:0)+H2PO4,789.458917,677.4617,199.1703,168.0431
SM(d22:6/13:0)+H2PO4,803.474617,691.4774,213.186,168.0431
SM(d22:6/14:0)+H2PO4,817.490217,705.493,227.2016,168.0431
SM(d22:6/14:1)+H2PO4,815.474617,703.4774,225.186,168.0431
SM(d22:6/15:0)+H2PO4,831.505917,719.5087,241.2173,168.0431
SM(d22:6/15:1)+H2PO4,829.490217,717.493,239.2016,168.0431
SM(d22:6/16:0)+H2PO4,845.521517,733.5243,255.2329,168.0431
SM(d22:6/16:1)+H2PO4,843.505917,731.5087,253.2173,168.0431
SM(d22:6/17:0)+H2PO4,859.537217,747.54,269.2486,168.0431
SM(d22:6/17:1)+H2PO4,857.521517,745.5243,267.2329,168.0431
SM(d22:6/17:2)+H2PO4,855.505917,743.5087,265.2173,168.0431
SM(d22:6/18:0)+H2PO4,873.552817,761.5556,283.2642,168.0431
SM(d22:6/18:1)+H2PO4,871.537217,759.54,281.2486,168.0431
SM(d22:6/18:2)+H2PO4,869.521517,757.5243,279.2329,168.0431
SM(d22:6/18:3)+H2PO4,867.505917,755.5087,277.2173,168.0431
SM(d22:6/18:4)+H2PO4,865.490217,753.493,275.2016,168.0431
SM(d22:6/19:0)+H2PO4,887.568517,775.5713,297.2799,168.0431
SM(d22:6/20:0)+H2PO4,901.584117,789.5869,311.2955,168.0431
SM(d22:6/20:1)+H2PO4,899.568517,787.5713,309.2799,168.0431
SM(d22:6/20:2)+H2PO4,897.552817,785.5556,307.2642,168.0431
SM(d22:6/20:3)+H2PO4,895.537217,783.54,305.2486,168.0431
SM(d22:6/20:4)+H2PO4,893.521517,781.5243,303.2329,168.0431
SM(d22:6/20:5)+H2PO4,891.505917,779.5087,301.2173,168.0431
SM(d22:6/21:0)+H2PO4,915.599817,803.6026,325.3112,168.0431
SM(d22:6/22:0)+H2PO4,929.615417,817.6182,339.3268,168.0431
SM(d22:6/22:1)+H2PO4,927.599817,815.6026,337.3112,168.0431
SM(d22:6/22:2)+H2PO4,925.584117,813.5869,335.2955,168.0431
SM(d22:6/22:3)+H2PO4,923.568517,811.5713,333.2799,168.0431
SM(d22:6/22:4)+H2PO4,921.552817,809.5556,331.2642,168.0431
SM(d22:6/22:5)+H2PO4,919.537217,807.54,329.2486,168.0431
SM(d22:6/22:6)+H2PO4,917.521517,805.5243,327.2329,168.0431
SM(d22:6/23:0)+H2PO4,943.631117,831.6339,353.3425,168.0431
SM(d22:6/24:0)+H2PO4,957.646717,845.6495,367.3581,168.0431
SM(d22:6/24:1)+H2PO4,955.631117,843.6339,365.3425,168.0431
SM(d22:6/25:0)+H2PO4,971.662417,859.6652,381.3738,168.0431
SM(d22:6/26:0)+H2PO4,985.678017,873.6808,395.3894,168.0431
SM(d22:6/8:0)+H2PO4,733.396317,621.3991,143.1077,168.0431
SM(d23:0/10:0)+H2PO4,787.537217,675.54,171.139,168.0431
SM(d23:0/12:0)+H2PO4,815.568517,703.5713,199.1703,168.0431
SM(d23:0/13:0)+H2PO4,829.584217,717.587,213.186,168.0431
SM(d23:0/14:0)+H2PO4,843.599817,731.6026,227.2016,168.0431
SM(d23:0/14:1)+H2PO4,841.584217,729.587,225.186,168.0431
SM(d23:0/15:0)+H2PO4,857.615517,745.6183,241.2173,168.0431
SM(d23:0/15:1)+H2PO4,855.599817,743.6026,239.2016,168.0431
SM(d23:0/16:0)+H2PO4,871.631117,759.6339,255.2329,168.0431
SM(d23:0/16:1)+H2PO4,869.615517,757.6183,253.2173,168.0431
SM(d23:0/17:0)+H2PO4,885.646817,773.6496,269.2486,168.0431
SM(d23:0/17:1)+H2PO4,883.631117,771.6339,267.2329,168.0431
SM(d23:0/17:2)+H2PO4,881.615517,769.6183,265.2173,168.0431
SM(d23:0/18:0)+H2PO4,899.662417,787.6652,283.2642,168.0431
SM(d23:0/18:1)+H2PO4,897.646817,785.6496,281.2486,168.0431
SM(d23:0/18:2)+H2PO4,895.631117,783.6339,279.2329,168.0431
SM(d23:0/18:3)+H2PO4,893.615517,781.6183,277.2173,168.0431
SM(d23:0/18:4)+H2PO4,891.599817,779.6026,275.2016,168.0431
SM(d23:0/19:0)+H2PO4,913.678117,801.6809,297.2799,168.0431
SM(d23:0/20:0)+H2PO4,927.693717,815.6965,311.2955,168.0431
SM(d23:0/20:1)+H2PO4,925.678117,813.6809,309.2799,168.0431
SM(d23:0/20:2)+H2PO4,923.662417,811.6652,307.2642,168.0431
SM(d23:0/20:3)+H2PO4,921.646817,809.6496,305.2486,168.0431
SM(d23:0/20:4)+H2PO4,919.631117,807.6339,303.2329,168.0431
SM(d23:0/20:5)+H2PO4,917.615517,805.6183,301.2173,168.0431
SM(d23:0/21:0)+H2PO4,941.709417,829.7122,325.3112,168.0431
SM(d23:0/22:0)+H2PO4,955.725017,843.7278,339.3268,168.0431
SM(d23:0/22:1)+H2PO4,953.709417,841.7122,337.3112,168.0431
SM(d23:0/22:2)+H2PO4,951.693717,839.6965,335.2955,168.0431
SM(d23:0/22:3)+H2PO4,949.678117,837.6809,333.2799,168.0431
SM(d23:0/22:4)+H2PO4,947.662417,835.6652,331.2642,168.0431
SM(d23:0/22:5)+H2PO4,945.646817,833.6496,329.2486,168.0431
SM(d23:0/22:6)+H2PO4,943.631117,831.6339,327.2329,168.0431
SM(d23:0/23:0)+H2PO4,969.740717,857.7435,353.3425,168.0431
SM(d23:0/24:0)+H2PO4,983.756317,871.7591,367.3581,168.0431
SM(d23:0/24:1)+H2PO4,981.740717,869.7435,365.3425,168.0431
SM(d23:0/25:0)+H2PO4,997.772017,885.7748,381.3738,168.0431
SM(d23:0/26:0)+H2PO4,1011.787617,899.7904,395.3894,168.0431
SM(d23:0/8:0)+H2PO4,759.505917,647.5087,143.1077,168.0431
SM(d24:0/10:0)+H2PO4,801.552817,689.5556,171.139,168.0431
SM(d24:0/12:0)+H2PO4,829.584117,717.5869,199.1703,168.0431
SM(d24:0/13:0)+H2PO4,843.599817,731.6026,213.186,168.0431
SM(d24:0/14:0)+H2PO4,857.615417,745.6182,227.2016,168.0431
SM(d24:0/14:1)+H2PO4,855.599817,743.6026,225.186,168.0431
SM(d24:0/15:0)+H2PO4,871.631117,759.6339,241.2173,168.0431
SM(d24:0/15:1)+H2PO4,869.615417,757.6182,239.2016,168.0431
SM(d24:0/16:0)+H2PO4,885.646717,773.6495,255.2329,168.0431
SM(d24:0/16:1)+H2PO4,883.631117,771.6339,253.2173,168.0431
SM(d24:0/17:0)+H2PO4,899.662417,787.6652,269.2486,168.0431
SM(d24:0/17:1)+H2PO4,897.646717,785.6495,267.2329,168.0431
SM(d24:0/17:2)+H2PO4,895.631117,783.6339,265.2173,168.0431
SM(d24:0/18:0)+H2PO4,913.678017,801.6808,283.2642,168.0431
SM(d24:0/18:1)+H2PO4,911.662417,799.6652,281.2486,168.0431
SM(d24:0/18:2)+H2PO4,909.646717,797.6495,279.2329,168.0431
SM(d24:0/18:3)+H2PO4,907.631117,795.6339,277.2173,168.0431
SM(d24:0/18:4)+H2PO4,905.615417,793.6182,275.2016,168.0431
SM(d24:0/19:0)+H2PO4,927.693717,815.6965,297.2799,168.0431
SM(d24:0/20:0)+H2PO4,941.709317,829.7121,311.2955,168.0431
SM(d24:0/20:1)+H2PO4,939.693717,827.6965,309.2799,168.0431
SM(d24:0/20:2)+H2PO4,937.678017,825.6808,307.2642,168.0431
SM(d24:0/20:3)+H2PO4,935.662417,823.6652,305.2486,168.0431
SM(d24:0/20:4)+H2PO4,933.646717,821.6495,303.2329,168.0431
SM(d24:0/20:5)+H2PO4,931.631117,819.6339,301.2173,168.0431
SM(d24:0/21:0)+H2PO4,955.725017,843.7278,325.3112,168.0431
SM(d24:0/22:0)+H2PO4,969.740617,857.7434,339.3268,168.0431
SM(d24:0/22:1)+H2PO4,967.725017,855.7278,337.3112,168.0431
SM(d24:0/22:2)+H2PO4,965.709317,853.7121,335.2955,168.0431
SM(d24:0/22:3)+H2PO4,963.693717,851.6965,333.2799,168.0431
SM(d24:0/22:4)+H2PO4,961.678017,849.6808,331.2642,168.0431
SM(d24:0/22:5)+H2PO4,959.662417,847.6652,329.2486,168.0431
SM(d24:0/22:6)+H2PO4,957.646717,845.6495,327.2329,168.0431
SM(d24:0/23:0)+H2PO4,983.756317,871.7591,353.3425,168.0431
SM(d24:0/24:0)+H2PO4,997.771917,885.7747,367.3581,168.0431
SM(d24:0/24:1)+H2PO4,995.756317,883.7591,365.3425,168.0431
SM(d24:0/25:0)+H2PO4,1011.787617,899.7904,381.3738,168.0431
SM(d24:0/26:0)+H2PO4,1025.803217,913.806,395.3894,168.0431
SM(d24:0/8:0)+H2PO4,773.521517,661.5243,143.1077,168.0431
SM(d24:1/10:0)+H2PO4,799.537217,687.54,171.139,168.0431
SM(d24:1/12:0)+H2PO4,827.568517,715.5713,199.1703,168.0431
SM(d24:1/13:0)+H2PO4,841.584217,729.587,213.186,168.0431
SM(d24:1/14:0)+H2PO4,855.599817,743.6026,227.2016,168.0431
SM(d24:1/14:1)+H2PO4,853.584217,741.587,225.186,168.0431
SM(d24:1/15:0)+H2PO4,869.615517,757.6183,241.2173,168.0431
SM(d24:1/15:1)+H2PO4,867.599817,755.6026,239.2016,168.0431
SM(d24:1/16:0)+H2PO4,883.631117,771.6339,255.2329,168.0431
SM(d24:1/16:1)+H2PO4,881.615517,769.6183,253.2173,168.0431
SM(d24:1/17:0)+H2PO4,897.646817,785.6496,269.2486,168.0431
SM(d24:1/17:1)+H2PO4,895.631117,783.6339,267.2329,168.0431
SM(d24:1/17:2)+H2PO4,893.615517,781.6183,265.2173,168.0431
SM(d24:1/18:0)+H2PO4,911.662417,799.6652,283.2642,168.0431
SM(d24:1/18:1)+H2PO4,909.646817,797.6496,281.2486,168.0431
SM(d24:1/18:2)+H2PO4,907.631117,795.6339,279.2329,168.0431
SM(d24:1/18:3)+H2PO4,905.615517,793.6183,277.2173,168.0431
SM(d24:1/18:4)+H2PO4,903.599817,791.6026,275.2016,168.0431
SM(d24:1/19:0)+H2PO4,925.678117,813.6809,297.2799,168.0431
SM(d24:1/20:0)+H2PO4,939.693717,827.6965,311.2955,168.0431
SM(d24:1/20:1)+H2PO4,937.678117,825.6809,309.2799,168.0431
SM(d24:1/20:2)+H2PO4,935.662417,823.6652,307.2642,168.0431
SM(d24:1/20:3)+H2PO4,933.646817,821.6496,305.2486,168.0431
SM(d24:1/20:4)+H2PO4,931.631117,819.6339,303.2329,168.0431
SM(d24:1/20:5)+H2PO4,929.615517,817.6183,301.2173,168.0431
SM(d24:1/21:0)+H2PO4,953.709417,841.7122,325.3112,168.0431
SM(d24:1/22:0)+H2PO4,967.725017,855.7278,339.3268,168.0431
SM(d24:1/22:1)+H2PO4,965.709417,853.7122,337.3112,168.0431
SM(d24:1/22:2)+H2PO4,963.693717,851.6965,335.2955,168.0431
SM(d24:1/22:3)+H2PO4,961.678117,849.6809,333.2799,168.0431
SM(d24:1/22:4)+H2PO4,959.662417,847.6652,331.2642,168.0431
SM(d24:1/22:5)+H2PO4,957.646817,845.6496,329.2486,168.0431
SM(d24:1/22:6)+H2PO4,955.631117,843.6339,327.2329,168.0431
SM(d24:1/23:0)+H2PO4,981.740717,869.7435,353.3425,168.0431
SM(d24:1/24:0)+H2PO4,995.756317,883.7591,367.3581,168.0431
SM(d24:1/24:1)+H2PO4,993.740717,881.7435,365.3425,168.0431
SM(d24:1/25:0)+H2PO4,1009.772017,897.7748,381.3738,168.0431
SM(d24:1/26:0)+H2PO4,1023.787617,911.7904,395.3894,168.0431
SM(d24:1/8:0)+H2PO4,771.505917,659.5087,143.1077,168.0431
SM(d25:0/10:0)+H2PO4,815.568517,703.5713,171.139,168.0431
SM(d25:0/12:0)+H2PO4,843.599817,731.6026,199.1703,168.0431
SM(d25:0/13:0)+H2PO4,857.615517,745.6183,213.186,168.0431
SM(d25:0/14:0)+H2PO4,871.631117,759.6339,227.2016,168.0431
SM(d25:0/14:1)+H2PO4,869.615517,757.6183,225.186,168.0431
SM(d25:0/15:0)+H2PO4,885.646817,773.6496,241.2173,168.0431
SM(d25:0/15:1)+H2PO4,883.631117,771.6339,239.2016,168.0431
SM(d25:0/16:0)+H2PO4,899.662417,787.6652,255.2329,168.0431
SM(d25:0/16:1)+H2PO4,897.646817,785.6496,253.2173,168.0431
SM(d25:0/17:0)+H2PO4,913.678117,801.6809,269.2486,168.0431
SM(d25:0/17:1)+H2PO4,911.662417,799.6652,267.2329,168.0431
SM(d25:0/17:2)+H2PO4,909.646817,797.6496,265.2173,168.0431
SM(d25:0/18:0)+H2PO4,927.693717,815.6965,283.2642,168.0431
SM(d25:0/18:1)+H2PO4,925.678117,813.6809,281.2486,168.0431
SM(d25:0/18:2)+H2PO4,923.662417,811.6652,279.2329,168.0431
SM(d25:0/18:3)+H2PO4,921.646817,809.6496,277.2173,168.0431
SM(d25:0/18:4)+H2PO4,919.631117,807.6339,275.2016,168.0431
SM(d25:0/19:0)+H2PO4,941.709417,829.7122,297.2799,168.0431
SM(d25:0/20:0)+H2PO4,955.725017,843.7278,311.2955,168.0431
SM(d25:0/20:1)+H2PO4,953.709417,841.7122,309.2799,168.0431
SM(d25:0/20:2)+H2PO4,951.693717,839.6965,307.2642,168.0431
SM(d25:0/20:3)+H2PO4,949.678117,837.6809,305.2486,168.0431
SM(d25:0/20:4)+H2PO4,947.662417,835.6652,303.2329,168.0431
SM(d25:0/20:5)+H2PO4,945.646817,833.6496,301.2173,168.0431
SM(d25:0/21:0)+H2PO4,969.740717,857.7435,325.3112,168.0431
SM(d25:0/22:0)+H2PO4,983.756317,871.7591,339.3268,168.0431
SM(d25:0/22:1)+H2PO4,981.740717,869.7435,337.3112,168.0431
SM(d25:0/22:2)+H2PO4,979.725017,867.7278,335.2955,168.0431
SM(d25:0/22:3)+H2PO4,977.709417,865.7122,333.2799,168.0431
SM(d25:0/22:4)+H2PO4,975.693717,863.6965,331.2642,168.0431
SM(d25:0/22:5)+H2PO4,973.678117,861.6809,329.2486,168.0431
SM(d25:0/22:6)+H2PO4,971.662417,859.6652,327.2329,168.0431
SM(d25:0/23:0)+H2PO4,997.772017,885.7748,353.3425,168.0431
SM(d25:0/24:0)+H2PO4,1011.787617,899.7904,367.3581,168.0431
SM(d25:0/24:1)+H2PO4,1009.772017,897.7748,365.3425,168.0431
SM(d25:0/25:0)+H2PO4,1025.803317,913.8061,381.3738,168.0431
SM(d25:0/26:0)+H2PO4,1039.818917,927.8217,395.3894,168.0431
SM(d25:0/8:0)+H2PO4,787.537217,675.54,143.1077,168.0431
SM(d26:0/10:0)+H2PO4,829.584117,717.5869,171.139,168.0431
SM(d26:0/12:0)+H2PO4,857.615417,745.6182,199.1703,168.0431
SM(d26:0/13:0)+H2PO4,871.631117,759.6339,213.186,168.0431
SM(d26:0/14:0)+H2PO4,885.646717,773.6495,227.2016,168.0431
SM(d26:0/14:1)+H2PO4,883.631117,771.6339,225.186,168.0431
SM(d26:0/15:0)+H2PO4,899.662417,787.6652,241.2173,168.0431
SM(d26:0/15:1)+H2PO4,897.646717,785.6495,239.2016,168.0431
SM(d26:0/16:0)+H2PO4,913.678017,801.6808,255.2329,168.0431
SM(d26:0/16:1)+H2PO4,911.662417,799.6652,253.2173,168.0431
SM(d26:0/17:0)+H2PO4,927.693717,815.6965,269.2486,168.0431
SM(d26:0/17:1)+H2PO4,925.678017,813.6808,267.2329,168.0431
SM(d26:0/17:2)+H2PO4,923.662417,811.6652,265.2173,168.0431
SM(d26:0/18:0)+H2PO4,941.709317,829.7121,283.2642,168.0431
SM(d26:0/18:1)+H2PO4,939.693717,827.6965,281.2486,168.0431
SM(d26:0/18:2)+H2PO4,937.678017,825.6808,279.2329,168.0431
SM(d26:0/18:3)+H2PO4,935.662417,823.6652,277.2173,168.0431
SM(d26:0/18:4)+H2PO4,933.646717,821.6495,275.2016,168.0431
SM(d26:0/19:0)+H2PO4,955.725017,843.7278,297.2799,168.0431
SM(d26:0/20:0)+H2PO4,969.740617,857.7434,311.2955,168.0431
SM(d26:0/20:1)+H2PO4,967.725017,855.7278,309.2799,168.0431
SM(d26:0/20:2)+H2PO4,965.709317,853.7121,307.2642,168.0431
SM(d26:0/20:3)+H2PO4,963.693717,851.6965,305.2486,168.0431
SM(d26:0/20:4)+H2PO4,961.678017,849.6808,303.2329,168.0431
SM(d26:0/20:5)+H2PO4,959.662417,847.6652,301.2173,168.0431
SM(d26:0/21:0)+H2PO4,983.756317,871.7591,325.3112,168.0431
SM(d26:0/22:0)+H2PO4,997.771917,885.7747,339.3268,168.0431
SM(d26:0/22:1)+H2PO4,995.756317,883.7591,337.3112,168.0431
SM(d26:0/22:2)+H2PO4,993.740617,881.7434,335.2955,168.0431
SM(d26:0/22:3)+H2PO4,991.725017,879.7278,333.2799,168.0431
SM(d26:0/22:4)+H2PO4,989.709317,877.7121,331.2642,168.0431
SM(d26:0/22:5)+H2PO4,987.693717,875.6965,329.2486,168.0431
SM(d26:0/22:6)+H2PO4,985.678017,873.6808,327.2329,168.0431
SM(d26:0/23:0)+H2PO4,1011.787617,899.7904,353.3425,168.0431
SM(d26:0/24:0)+H2PO4,1025.803217,913.806,367.3581,168.0431
SM(d26:0/24:1)+H2PO4,1023.787617,911.7904,365.3425,168.0431
SM(d26:0/25:0)+H2PO4,1039.818917,927.8217,381.3738,168.0431
SM(d26:0/26:0)+H2PO4,1053.834517,941.8373,395.3894,168.0431
SM(d26:0/8:0)+H2PO4,801.552817,689.5556,143.1077,168.0431
SM(d8:0/10:0)+H2PO4,577.302417,465.3052,171.139,168.0431
SM(d8:0/12:0)+H2PO4,605.333717,493.3365,199.1703,168.0431
SM(d8:0/13:0)+H2PO4,619.349417,507.3522,213.186,168.0431
SM(d8:0/14:0)+H2PO4,633.365017,521.3678,227.2016,168.0431
SM(d8:0/14:1)+H2PO4,631.349417,519.3522,225.186,168.0431
SM(d8:0/15:0)+H2PO4,647.380717,535.3835,241.2173,168.0431
SM(d8:0/15:1)+H2PO4,645.365017,533.3678,239.2016,168.0431
SM(d8:0/16:0)+H2PO4,661.396317,549.3991,255.2329,168.0431
SM(d8:0/16:1)+H2PO4,659.380717,547.3835,253.2173,168.0431
SM(d8:0/17:0)+H2PO4,675.412017,563.4148,269.2486,168.0431
SM(d8:0/17:1)+H2PO4,673.396317,561.3991,267.2329,168.0431
SM(d8:0/17:2)+H2PO4,671.380717,559.3835,265.2173,168.0431
SM(d8:0/18:0)+H2PO4,689.427617,577.4304,283.2642,168.0431
SM(d8:0/18:1)+H2PO4,687.412017,575.4148,281.2486,168.0431
SM(d8:0/18:2)+H2PO4,685.396317,573.3991,279.2329,168.0431
SM(d8:0/18:3)+H2PO4,683.380717,571.3835,277.2173,168.0431
SM(d8:0/18:4)+H2PO4,681.365017,569.3678,275.2016,168.0431
SM(d8:0/19:0)+H2PO4,703.443317,591.4461,297.2799,168.0431
SM(d8:0/20:0)+H2PO4,717.458917,605.4617,311.2955,168.0431
SM(d8:0/20:1)+H2PO4,715.443317,603.4461,309.2799,168.0431
SM(d8:0/20:2)+H2PO4,713.427617,601.4304,307.2642,168.0431
SM(d8:0/20:3)+H2PO4,711.412017,599.4148,305.2486,168.0431
SM(d8:0/20:4)+H2PO4,709.396317,597.3991,303.2329,168.0431
SM(d8:0/20:5)+H2PO4,707.380717,595.3835,301.2173,168.0431
SM(d8:0/21:0)+H2PO4,731.474617,619.4774,325.3112,168.0431
SM(d8:0/22:0)+H2PO4,745.490217,633.493,339.3268,168.0431
