Plasmenyl-PC,[M+HCOO]-,[M-CH3]-,[M-choline]-,[M-FA-CH3]-,[M-FA-CH3-H2O]-,[M-FA-Choline]-,[Glycerophosphocholine-CH3-H2O]-,[M-FA]-,[Phosphocholine-CH3]-,[Glycerol-3-phosphate-H2O]-,[H2PO4]-,[PO3]-
Plasmenyl-PC(P-24:0/24:1),984.80026,924.77912,853.70562,576.43985,558.42929,487.3558,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/25:0),1000.83156,940.81042,869.73692,576.43985,558.42929,487.3558,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:0/26:0),1014.84716,954.82602,883.75252,576.43985,558.42929,487.3558,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/8:0),760.54986,700.52872,629.45522,574.42425,556.41369,485.3402,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/10:0),788.58116,728.56002,657.48652,574.42425,556.41369,485.3402,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/12:0),816.61246,756.59132,685.51782,574.42425,556.41369,485.3402,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/13:0),830.62816,770.60702,699.53352,574.42425,556.41369,485.3402,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/14:0),844.64376,784.62262,713.54912,574.42425,556.41369,485.3402,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/14:1),842.62816,782.60702,711.53352,574.42425,556.41369,485.3402,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/15:0),858.65946,798.63832,727.56482,574.42425,556.41369,485.3402,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/15:1),856.64376,796.62262,725.54912,574.42425,556.41369,485.3402,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/16:0),872.67506,812.65392,741.58042,574.42425,556.41369,485.3402,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/16:1),870.65946,810.63832,739.56482,574.42425,556.41369,485.3402,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:0),886.69076,826.66962,755.59612,574.42425,556.41369,485.3402,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:1),884.67506,824.65392,753.58042,574.42425,556.41369,485.3402,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/17:2),882.65946,822.63832,751.56482,574.42425,556.41369,485.3402,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:0),900.70636,840.68522,769.61172,574.42425,556.41369,485.3402,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:1),898.69076,838.66962,767.59612,574.42425,556.41369,485.3402,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:2),896.67506,836.65392,765.58042,574.42425,556.41369,485.3402,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:3),894.65946,834.63832,763.56482,574.42425,556.41369,485.3402,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/18:4),892.64376,832.62262,761.54912,574.42425,556.41369,485.3402,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/19:0),914.72206,854.70092,783.62742,574.42425,556.41369,485.3402,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:0),928.73766,868.71652,797.64302,574.42425,556.41369,485.3402,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:1),926.72206,866.70092,795.62742,574.42425,556.41369,485.3402,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:2),924.70636,864.68522,793.61172,574.42425,556.41369,485.3402,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:3),922.69076,862.66962,791.59612,574.42425,556.41369,485.3402,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:4),920.67506,860.65392,789.58042,574.42425,556.41369,485.3402,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/20:5),918.65946,858.63832,787.56482,574.42425,556.41369,485.3402,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/21:0),942.75336,882.73222,811.65872,574.42425,556.41369,485.3402,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:0),956.76896,896.74782,825.67432,574.42425,556.41369,485.3402,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:1),954.75336,894.73222,823.65872,574.42425,556.41369,485.3402,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:2),952.73766,892.71652,821.64302,574.42425,556.41369,485.3402,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:3),950.72206,890.70092,819.62742,574.42425,556.41369,485.3402,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:4),948.70636,888.68522,817.61172,574.42425,556.41369,485.3402,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:5),946.69076,886.66962,815.59612,574.42425,556.41369,485.3402,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/22:6),944.67506,884.65392,813.58042,574.42425,556.41369,485.3402,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/23:0),970.78466,910.76352,839.69002,574.42425,556.41369,485.3402,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/24:0),984.80026,924.77912,853.70562,574.42425,556.41369,485.3402,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/24:1),982.78466,922.76352,851.69002,574.42425,556.41369,485.3402,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/25:0),998.81596,938.79482,867.72132,574.42425,556.41369,485.3402,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:1/26:0),1012.83156,952.81042,881.73692,574.42425,556.41369,485.3402,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/8:0),758.53426,698.51312,627.43962,572.40865,554.39809,483.3246,224.06881,143.10775,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/10:0),786.56556,726.54442,655.47092,572.40865,554.39809,483.3246,224.06881,171.13905,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/12:0),814.59686,754.57572,683.50222,572.40865,554.39809,483.3246,224.06881,199.17035,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/13:0),828.61256,768.59142,697.51792,572.40865,554.39809,483.3246,224.06881,213.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/14:0),842.62816,782.60702,711.53352,572.40865,554.39809,483.3246,224.06881,227.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/14:1),840.61256,780.59142,709.51792,572.40865,554.39809,483.3246,224.06881,225.18605,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/15:0),856.64386,796.62272,725.54922,572.40865,554.39809,483.3246,224.06881,241.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/15:1),854.62816,794.60702,723.53352,572.40865,554.39809,483.3246,224.06881,239.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/16:0),870.65946,810.63832,739.56482,572.40865,554.39809,483.3246,224.06881,255.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/16:1),868.64386,808.62272,737.54922,572.40865,554.39809,483.3246,224.06881,253.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:0),884.67516,824.65402,753.58052,572.40865,554.39809,483.3246,224.06881,269.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:1),882.65946,822.63832,751.56482,572.40865,554.39809,483.3246,224.06881,267.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/17:2),880.64386,820.62272,749.54922,572.40865,554.39809,483.3246,224.06881,265.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:0),898.69076,838.66962,767.59612,572.40865,554.39809,483.3246,224.06881,283.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:1),896.67516,836.65402,765.58052,572.40865,554.39809,483.3246,224.06881,281.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:2),894.65946,834.63832,763.56482,572.40865,554.39809,483.3246,224.06881,279.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:3),892.64386,832.62272,761.54922,572.40865,554.39809,483.3246,224.06881,277.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/18:4),890.62816,830.60702,759.53352,572.40865,554.39809,483.3246,224.06881,275.20165,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/19:0),912.70646,852.68532,781.61182,572.40865,554.39809,483.3246,224.06881,297.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:0),926.72206,866.70092,795.62742,572.40865,554.39809,483.3246,224.06881,311.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:1),924.70646,864.68532,793.61182,572.40865,554.39809,483.3246,224.06881,309.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:2),922.69076,862.66962,791.59612,572.40865,554.39809,483.3246,224.06881,307.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:3),920.67516,860.65402,789.58052,572.40865,554.39809,483.3246,224.06881,305.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:4),918.65946,858.63832,787.56482,572.40865,554.39809,483.3246,224.06881,303.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/20:5),916.64386,856.62272,785.54922,572.40865,554.39809,483.3246,224.06881,301.21735,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/21:0),940.73776,880.71662,809.64312,572.40865,554.39809,483.3246,224.06881,325.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:0),954.75336,894.73222,823.65872,572.40865,554.39809,483.3246,224.06881,339.32685,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:1),952.73776,892.71662,821.64312,572.40865,554.39809,483.3246,224.06881,337.31125,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:2),950.72206,890.70092,819.62742,572.40865,554.39809,483.3246,224.06881,335.29555,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:3),948.70646,888.68532,817.61182,572.40865,554.39809,483.3246,224.06881,333.27995,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:4),946.69076,886.66962,815.59612,572.40865,554.39809,483.3246,224.06881,331.26425,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:5),944.67516,884.65402,813.58052,572.40865,554.39809,483.3246,224.06881,329.24865,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/22:6),942.65946,882.63832,811.56482,572.40865,554.39809,483.3246,224.06881,327.23295,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/23:0),968.76906,908.74792,837.67442,572.40865,554.39809,483.3246,224.06881,353.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:0),982.78466,922.76352,851.69002,572.40865,554.39809,483.3246,224.06881,367.35815,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/24:1),980.76906,920.74792,849.67442,572.40865,554.39809,483.3246,224.06881,365.34255,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/25:0),996.80036,936.77922,865.70572,572.40865,554.39809,483.3246,224.06881,381.37385,168.04314,152.99586,96.96964,78.95852
Plasmenyl-PC(P-24:2/26:0),1010.81596,950.79482,879.72132,572.40865,554.39809,483.3246,224.06881,395.38945,168.04314,152.99586,96.96964,78.95852
scores,0.01,0.45,0.01,0.01,0.01,0.01,0.01,0.45,0.01,0.01,0.01,0.01
