HexCer,[M+K]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d27:1/19:1),904.70078,848.73434,686.6815,668.6709,408.42,390.4094
HexCer(d27:1/20:0),920.73208,864.76564,702.7128,684.7022,408.42,390.4094
HexCer(d27:1/20:1),918.71648,862.75004,700.6971,682.6866,408.42,390.4094
HexCer(d27:1/20:2),916.70078,860.73434,698.6815,680.6709,408.42,390.4094
HexCer(d27:1/21:0),934.74778,878.78134,716.7285,698.7179,408.42,390.4094
HexCer(d27:1/21:1),932.73208,876.76564,714.7128,696.7022,408.42,390.4094
HexCer(d27:1/22:0),948.76338,892.79694,730.7441,712.7335,408.42,390.4094
HexCer(d27:1/22:1),946.74778,890.78134,728.7285,710.7179,408.42,390.4094
HexCer(d27:1/22:2),944.73208,888.76564,726.7128,708.7022,408.42,390.4094
HexCer(d27:1/23:0),962.77898,906.81254,744.7598,726.7491,408.42,390.4094
HexCer(d27:1/23:1),960.76338,904.79694,742.7441,724.7335,408.42,390.4094
HexCer(d27:1/24:0),976.79468,920.82824,758.7754,740.7648,408.42,390.4094
HexCer(d27:1/24:1),974.77898,918.81254,756.7598,738.7491,408.42,390.4094
HexCer(d27:1/24:2),972.76338,916.79694,754.7441,736.7335,408.42,390.4094
HexCer(d27:1/25:0),990.81028,934.84384,772.791,754.7805,408.42,390.4094
HexCer(d27:1/25:1),988.79468,932.82824,770.7754,752.7648,408.42,390.4094
HexCer(d27:1/26:0),1004.82598,948.85954,786.8067,768.7961,408.42,390.4094
HexCer(d27:1/26:1),1002.81028,946.84384,784.791,766.7805,408.42,390.4094
HexCer(d27:1/26:2),1000.79468,944.82824,782.7754,764.7648,408.42,390.4094
HexCer(d27:1/27:0),1018.84158,962.87514,800.8223,782.8118,408.42,390.4094
HexCer(d27:1/27:1),1016.82598,960.85954,798.8067,780.7961,408.42,390.4094
HexCer(d27:1/28:0),1032.85728,976.89084,814.838,796.8274,408.42,390.4094
HexCer(d27:1/28:1),1030.84158,974.87514,812.8223,794.8118,408.42,390.4094
HexCer(d27:1/28:2),1028.82598,972.85954,810.8067,792.7961,408.42,390.4094
HexCer(d27:1/29:0),1046.87288,990.90644,828.8536,810.8431,408.42,390.4094
HexCer(d27:1/29:1),1044.85688,988.89044,826.838,808.8274,408.42,390.4094
HexCer(d27:1/30:0),1060.88888,1004.92244,842.8693,824.8587,408.42,390.4094
HexCer(d27:1/30:1),1058.87288,1002.90644,840.8536,822.8431,408.42,390.4094
HexCer(d27:1/30:2),1056.85688,1000.89044,838.838,820.8274,408.42,390.4094
HexCer(d27:1/31:0),1074.90388,1018.93744,856.8849,838.8744,408.42,390.4094
HexCer(d27:1/31:1),1072.88888,1016.92244,854.8693,836.8587,408.42,390.4094
HexCer(d27:1/32:0),1088.91988,1032.95344,870.9006,852.89,408.42,390.4094
HexCer(d27:1/32:1),1086.90388,1030.93744,868.8849,850.8744,408.42,390.4094
HexCer(d27:1/32:2),1084.88888,1028.92244,866.8693,848.8587,408.42,390.4094
HexCer(d27:1/33:0),1102.93588,1046.96944,884.9163,866.9056,408.42,390.4094
HexCer(d27:1/33:1),1100.91988,1044.95344,882.9006,864.89,408.42,390.4094
HexCer(d27:1/34:0),1116.95088,1060.98444,898.9319,880.9213,408.42,390.4094
HexCer(d27:1/34:1),1114.93588,1058.96944,896.9163,878.9056,408.42,390.4094
HexCer(d27:1/34:2),1112.91988,1056.95344,894.9006,876.89,408.42,390.4094
HexCer(d27:1/35:0),1130.96688,1075.00044,912.9475,894.937,408.42,390.4094
HexCer(d27:1/35:1),1128.95088,1072.98444,910.9319,892.9213,408.42,390.4094
HexCer(d27:1/36:0),1144.98288,1089.01644,926.9632,908.9526,408.42,390.4094
HexCer(d27:1/36:1),1142.96688,1087.00044,924.9475,906.937,408.42,390.4094
HexCer(d27:1/36:2),1140.95088,1084.98444,922.9319,904.9213,408.42,390.4094
HexCer(d27:1/38:0),1173.01388,1117.04744,954.9945,936.9839,408.42,390.4094
HexCer(d27:1/38:1),1170.99788,1115.03144,952.9788,934.9683,408.42,390.4094
HexCer(d27:1/38:2),1168.98288,1113.01644,950.9632,932.9526,408.42,390.4094
HexCer(d27:1/40:0),1201.04488,1145.07844,983.0258,965.0152,408.42,390.4094
HexCer(d27:1/40:1),1199.02888,1143.06244,981.0101,962.9996,408.42,390.4094
HexCer(d27:1/40:2),1197.01388,1141.04744,978.9945,960.9839,408.42,390.4094
HexCer(d27:1/42:0),1229.07588,1173.10944,1011.057,993.0465,408.42,390.4094
HexCer(d27:1/42:1),1227.06088,1171.09444,1009.041,991.0309,408.42,390.4094
HexCer(d27:1/42:2),1225.04488,1169.07844,1007.026,989.0152,408.42,390.4094
HexCer(d27:2/12:0),806.59118,750.62474,588.572,570.5613,406.4044,388.3938
HexCer(d27:2/12:1),804.57558,748.60914,586.5563,568.5457,406.4044,388.3938
HexCer(d27:2/13:0),820.60688,764.64044,602.5876,584.577,406.4044,388.3938
HexCer(d27:2/13:1),818.59118,762.62474,600.572,582.5613,406.4044,388.3938
HexCer(d27:2/14:0),834.62248,778.65604,616.6032,598.5927,406.4044,388.3938
HexCer(d27:2/14:1),832.60688,776.64044,614.5876,596.577,406.4044,388.3938
HexCer(d27:2/15:0),848.63818,792.67174,630.6189,612.6083,406.4044,388.3938
HexCer(d27:2/15:1),846.62248,790.65604,628.6032,610.5927,406.4044,388.3938
HexCer(d27:2/16:0),862.65378,806.68734,644.6345,626.624,406.4044,388.3938
HexCer(d27:2/16:1),860.63818,804.67174,642.6189,624.6083,406.4044,388.3938
HexCer(d27:2/16:2),858.62248,802.65604,640.6032,622.5927,406.4044,388.3938
HexCer(d27:2/17:0),876.66948,820.70304,658.6502,640.6396,406.4044,388.3938
HexCer(d27:2/18:0),890.68508,834.71864,672.6658,654.6553,406.4044,388.3938
HexCer(d27:2/18:1),888.66948,832.70304,670.6502,652.6396,406.4044,388.3938
HexCer(d27:2/18:2),886.65378,830.68734,668.6345,650.624,406.4044,388.3938
HexCer(d27:2/19:0),904.70078,848.73434,686.6815,668.6709,406.4044,388.3938
HexCer(d27:2/19:1),902.68508,846.71864,684.6658,666.6553,406.4044,388.3938
HexCer(d27:2/20:0),918.71648,862.75004,700.6971,682.6866,406.4044,388.3938
HexCer(d27:2/20:1),916.70078,860.73434,698.6815,680.6709,406.4044,388.3938
HexCer(d27:2/20:2),914.68508,858.71864,696.6658,678.6553,406.4044,388.3938
HexCer(d27:2/21:0),932.73208,876.76564,714.7128,696.7022,406.4044,388.3938
HexCer(d27:2/21:1),930.71648,874.75004,712.6971,694.6866,406.4044,388.3938
HexCer(d27:2/22:0),946.74778,890.78134,728.7285,710.7179,406.4044,388.3938
HexCer(d27:2/22:1),944.73208,888.76564,726.7128,708.7022,406.4044,388.3938
HexCer(d27:2/22:2),942.71648,886.75004,724.6971,706.6866,406.4044,388.3938
HexCer(d27:2/23:0),960.76338,904.79694,742.7441,724.7335,406.4044,388.3938
HexCer(d27:2/23:1),958.74778,902.78134,740.7285,722.7179,406.4044,388.3938
HexCer(d27:2/24:0),974.77898,918.81254,756.7598,738.7491,406.4044,388.3938
HexCer(d27:2/24:1),972.76338,916.79694,754.7441,736.7335,406.4044,388.3938
HexCer(d27:2/24:2),970.74778,914.78134,752.7285,734.7179,406.4044,388.3938
HexCer(d27:2/25:0),988.79468,932.82824,770.7754,752.7648,406.4044,388.3938
HexCer(d27:2/25:1),986.77898,930.81254,768.7598,750.7491,406.4044,388.3938
HexCer(d27:2/26:0),1002.81028,946.84384,784.791,766.7805,406.4044,388.3938
HexCer(d27:2/26:1),1000.79468,944.82824,782.7754,764.7648,406.4044,388.3938
HexCer(d27:2/26:2),998.77898,942.81254,780.7598,762.7491,406.4044,388.3938
HexCer(d27:2/27:0),1016.82598,960.85954,798.8067,780.7961,406.4044,388.3938
HexCer(d27:2/27:1),1014.81028,958.84384,796.791,778.7805,406.4044,388.3938
HexCer(d27:2/28:0),1030.84158,974.87514,812.8223,794.8118,406.4044,388.3938
HexCer(d27:2/28:1),1028.82598,972.85954,810.8067,792.7961,406.4044,388.3938
HexCer(d27:2/28:2),1026.81028,970.84384,808.791,790.7805,406.4044,388.3938
HexCer(d27:2/29:0),1044.85688,988.89044,826.838,808.8274,406.4044,388.3938
HexCer(d27:2/29:1),1042.84188,986.87544,824.8223,806.8118,406.4044,388.3938
HexCer(d27:2/30:0),1058.87288,1002.90644,840.8536,822.8431,406.4044,388.3938
HexCer(d27:2/30:1),1056.85688,1000.89044,838.838,820.8274,406.4044,388.3938
HexCer(d27:2/30:2),1054.84188,998.87544,836.8223,818.8118,406.4044,388.3938
HexCer(d27:2/31:0),1072.88888,1016.92244,854.8693,836.8587,406.4044,388.3938
HexCer(d27:2/31:1),1070.87288,1014.90644,852.8536,834.8431,406.4044,388.3938
HexCer(d27:2/32:0),1086.90388,1030.93744,868.8849,850.8744,406.4044,388.3938
HexCer(d27:2/32:1),1084.88888,1028.92244,866.8693,848.8587,406.4044,388.3938
HexCer(d27:2/32:2),1082.87288,1026.90644,864.8536,846.8431,406.4044,388.3938
HexCer(d27:2/33:0),1100.91988,1044.95344,882.9006,864.89,406.4044,388.3938
HexCer(d27:2/33:1),1098.90388,1042.93744,880.8849,862.8744,406.4044,388.3938
HexCer(d27:2/34:0),1114.93588,1058.96944,896.9163,878.9056,406.4044,388.3938
HexCer(d27:2/34:1),1112.91988,1056.95344,894.9006,876.89,406.4044,388.3938
HexCer(d27:2/34:2),1110.90388,1054.93744,892.8849,874.8744,406.4044,388.3938
HexCer(d27:2/35:0),1128.95088,1072.98444,910.9319,892.9213,406.4044,388.3938
HexCer(d27:2/35:1),1126.93588,1070.96944,908.9163,890.9056,406.4044,388.3938
HexCer(d27:2/36:0),1142.96688,1087.00044,924.9475,906.937,406.4044,388.3938
HexCer(d27:2/36:1),1140.95088,1084.98444,922.9319,904.9213,406.4044,388.3938
HexCer(d27:2/36:2),1138.93588,1082.96944,920.9163,902.9056,406.4044,388.3938
HexCer(d27:2/38:0),1170.99788,1115.03144,952.9788,934.9683,406.4044,388.3938
HexCer(d27:2/38:1),1168.98288,1113.01644,950.9632,932.9526,406.4044,388.3938
HexCer(d27:2/38:2),1166.96688,1111.00044,948.9475,930.937,406.4044,388.3938
HexCer(d27:2/40:0),1199.02888,1143.06244,981.0101,962.9996,406.4044,388.3938
HexCer(d27:2/40:1),1197.01388,1141.04744,978.9945,960.9839,406.4044,388.3938
HexCer(d27:2/40:2),1194.99788,1139.03144,976.9788,958.9683,406.4044,388.3938
HexCer(d27:2/42:0),1227.06088,1171.09444,1009.041,991.0309,406.4044,388.3938
HexCer(d27:2/42:1),1225.04488,1169.07844,1007.026,989.0152,406.4044,388.3938
HexCer(d27:2/42:2),1223.02888,1167.06244,1005.01,986.9996,406.4044,388.3938
HexCer(d27:3/12:0),804.57558,748.60914,586.5563,568.5457,404.3887,386.3781
HexCer(d27:3/12:1),802.55998,746.59354,584.5406,566.5301,404.3887,386.3781
HexCer(d27:3/13:0),818.59118,762.62474,600.572,582.5613,404.3887,386.3781
HexCer(d27:3/13:1),816.57558,760.60914,598.5563,580.5457,404.3887,386.3781
HexCer(d27:3/14:0),832.60688,776.64044,614.5876,596.577,404.3887,386.3781
HexCer(d27:3/14:1),830.59118,774.62474,612.572,594.5613,404.3887,386.3781
HexCer(d27:3/15:0),846.62248,790.65604,628.6032,610.5927,404.3887,386.3781
HexCer(d27:3/15:1),844.60688,788.64044,626.5876,608.577,404.3887,386.3781
HexCer(d27:3/16:0),860.63818,804.67174,642.6189,624.6083,404.3887,386.3781
HexCer(d27:3/16:1),858.62248,802.65604,640.6032,622.5927,404.3887,386.3781
HexCer(d27:3/16:2),856.60688,800.64044,638.5876,620.577,404.3887,386.3781
HexCer(d27:3/17:0),874.65378,818.68734,656.6345,638.624,404.3887,386.3781
HexCer(d27:3/18:0),888.66948,832.70304,670.6502,652.6396,404.3887,386.3781
HexCer(d27:3/18:1),886.65378,830.68734,668.6345,650.624,404.3887,386.3781
HexCer(d27:3/18:2),884.63818,828.67174,666.6189,648.6083,404.3887,386.3781
HexCer(d27:3/19:0),902.68508,846.71864,684.6658,666.6553,404.3887,386.3781
HexCer(d27:3/19:1),900.66948,844.70304,682.6502,664.6396,404.3887,386.3781
HexCer(d27:3/20:0),916.70078,860.73434,698.6815,680.6709,404.3887,386.3781
HexCer(d27:3/20:1),914.68508,858.71864,696.6658,678.6553,404.3887,386.3781
HexCer(d27:3/20:2),912.66948,856.70304,694.6502,676.6396,404.3887,386.3781
HexCer(d27:3/21:0),930.71648,874.75004,712.6971,694.6866,404.3887,386.3781
HexCer(d27:3/21:1),928.70078,872.73434,710.6815,692.6709,404.3887,386.3781
HexCer(d27:3/22:0),944.73208,888.76564,726.7128,708.7022,404.3887,386.3781
HexCer(d27:3/22:1),942.71648,886.75004,724.6971,706.6866,404.3887,386.3781
HexCer(d27:3/22:2),940.70078,884.73434,722.6815,704.6709,404.3887,386.3781
HexCer(d27:3/23:0),958.74778,902.78134,740.7285,722.7179,404.3887,386.3781
HexCer(d27:3/23:1),956.73208,900.76564,738.7128,720.7022,404.3887,386.3781
HexCer(d27:3/24:0),972.76338,916.79694,754.7441,736.7335,404.3887,386.3781
HexCer(d27:3/24:1),970.74778,914.78134,752.7285,734.7179,404.3887,386.3781
HexCer(d27:3/24:2),968.73208,912.76564,750.7128,732.7022,404.3887,386.3781
HexCer(d27:3/25:0),986.77898,930.81254,768.7598,750.7491,404.3887,386.3781
HexCer(d27:3/25:1),984.76338,928.79694,766.7441,748.7335,404.3887,386.3781
HexCer(d27:3/26:0),1000.79468,944.82824,782.7754,764.7648,404.3887,386.3781
HexCer(d27:3/26:1),998.77898,942.81254,780.7598,762.7491,404.3887,386.3781
HexCer(d27:3/26:2),996.76338,940.79694,778.7441,760.7335,404.3887,386.3781
HexCer(d27:3/27:0),1014.81028,958.84384,796.791,778.7805,404.3887,386.3781
HexCer(d27:3/27:1),1012.79468,956.82824,794.7754,776.7648,404.3887,386.3781
HexCer(d27:3/28:0),1028.82598,972.85954,810.8067,792.7961,404.3887,386.3781
HexCer(d27:3/28:1),1026.81028,970.84384,808.791,790.7805,404.3887,386.3781
HexCer(d27:3/28:2),1024.79468,968.82824,806.7754,788.7648,404.3887,386.3781
HexCer(d27:3/29:0),1042.84188,986.87544,824.8223,806.8118,404.3887,386.3781
HexCer(d27:3/29:1),1040.82588,984.85944,822.8067,804.7961,404.3887,386.3781
HexCer(d27:3/30:0),1056.85688,1000.89044,838.838,820.8274,404.3887,386.3781
HexCer(d27:3/30:1),1054.84188,998.87544,836.8223,818.8118,404.3887,386.3781
HexCer(d27:3/30:2),1052.82588,996.85944,834.8067,816.7961,404.3887,386.3781
HexCer(d27:3/31:0),1070.87288,1014.90644,852.8536,834.8431,404.3887,386.3781
HexCer(d27:3/31:1),1068.85688,1012.89044,850.838,832.8274,404.3887,386.3781
HexCer(d27:3/32:0),1084.88888,1028.92244,866.8693,848.8587,404.3887,386.3781
HexCer(d27:3/32:1),1082.87288,1026.90644,864.8536,846.8431,404.3887,386.3781
HexCer(d27:3/32:2),1080.85688,1024.89044,862.838,844.8274,404.3887,386.3781
HexCer(d27:3/33:0),1098.90388,1042.93744,880.8849,862.8744,404.3887,386.3781
HexCer(d27:3/33:1),1096.88888,1040.92244,878.8693,860.8587,404.3887,386.3781
HexCer(d27:3/34:0),1112.91988,1056.95344,894.9006,876.89,404.3887,386.3781
HexCer(d27:3/34:1),1110.90388,1054.93744,892.8849,874.8744,404.3887,386.3781
HexCer(d27:3/34:2),1108.88888,1052.92244,890.8693,872.8587,404.3887,386.3781
HexCer(d27:3/35:0),1126.93588,1070.96944,908.9163,890.9056,404.3887,386.3781
HexCer(d27:3/35:1),1124.91988,1068.95344,906.9006,888.89,404.3887,386.3781
HexCer(d27:3/36:0),1140.95088,1084.98444,922.9319,904.9213,404.3887,386.3781
HexCer(d27:3/36:1),1138.93588,1082.96944,920.9163,902.9056,404.3887,386.3781
HexCer(d27:3/36:2),1136.91988,1080.95344,918.9006,900.89,404.3887,386.3781
HexCer(d27:3/38:0),1168.98288,1113.01644,950.9632,932.9526,404.3887,386.3781
HexCer(d27:3/38:1),1166.96688,1111.00044,948.9475,930.937,404.3887,386.3781
HexCer(d27:3/38:2),1164.95088,1108.98444,946.9319,928.9213,404.3887,386.3781
HexCer(d27:3/40:0),1197.01388,1141.04744,978.9945,960.9839,404.3887,386.3781
HexCer(d27:3/40:1),1194.99788,1139.03144,976.9788,958.9683,404.3887,386.3781
HexCer(d27:3/40:2),1192.98288,1137.01644,974.9632,956.9526,404.3887,386.3781
HexCer(d27:3/42:0),1225.04488,1169.07844,1007.026,989.0152,404.3887,386.3781
HexCer(d27:3/42:1),1223.02888,1167.06244,1005.01,986.9996,404.3887,386.3781
HexCer(d27:3/42:2),1221.01388,1165.04744,1002.995,984.9839,404.3887,386.3781
HexCer(d28:1/12:0),822.62248,766.65604,604.6032,586.5927,422.4356,404.4251
HexCer(d28:1/12:1),820.60688,764.64044,602.5876,584.577,422.4356,404.4251
HexCer(d28:1/13:0),836.63818,780.67174,618.6189,600.6083,422.4356,404.4251
HexCer(d28:1/13:1),834.62248,778.65604,616.6032,598.5927,422.4356,404.4251
HexCer(d28:1/14:0),850.65378,794.68734,632.6345,614.624,422.4356,404.4251
HexCer(d28:1/14:1),848.63818,792.67174,630.6189,612.6083,422.4356,404.4251
HexCer(d28:1/15:0),864.66948,808.70304,646.6502,628.6396,422.4356,404.4251
HexCer(d28:1/15:1),862.65378,806.68734,644.6345,626.624,422.4356,404.4251
HexCer(d28:1/16:0),878.68508,822.71864,660.6658,642.6553,422.4356,404.4251
HexCer(d28:1/16:1),876.66948,820.70304,658.6502,640.6396,422.4356,404.4251
HexCer(d28:1/16:2),874.65378,818.68734,656.6345,638.624,422.4356,404.4251
HexCer(d28:1/17:0),892.70078,836.73434,674.6815,656.6709,422.4356,404.4251
HexCer(d28:1/18:0),906.71648,850.75004,688.6971,670.6866,422.4356,404.4251
HexCer(d28:1/18:1),904.70078,848.73434,686.6815,668.6709,422.4356,404.4251
HexCer(d28:1/18:2),902.68508,846.71864,684.6658,666.6553,422.4356,404.4251
HexCer(d28:1/19:0),920.73208,864.76564,702.7128,684.7022,422.4356,404.4251
HexCer(d28:1/19:1),918.71648,862.75004,700.6971,682.6866,422.4356,404.4251
HexCer(d28:1/20:0),934.74778,878.78134,716.7285,698.7179,422.4356,404.4251
HexCer(d28:1/20:1),932.73208,876.76564,714.7128,696.7022,422.4356,404.4251
HexCer(d28:1/20:2),930.71648,874.75004,712.6971,694.6866,422.4356,404.4251
HexCer(d28:1/21:0),948.76338,892.79694,730.7441,712.7335,422.4356,404.4251
HexCer(d28:1/21:1),946.74778,890.78134,728.7285,710.7179,422.4356,404.4251
HexCer(d28:1/22:0),962.77898,906.81254,744.7598,726.7491,422.4356,404.4251
HexCer(d28:1/22:1),960.76338,904.79694,742.7441,724.7335,422.4356,404.4251
HexCer(d28:1/22:2),958.74778,902.78134,740.7285,722.7179,422.4356,404.4251
HexCer(d28:1/23:0),976.79468,920.82824,758.7754,740.7648,422.4356,404.4251
HexCer(d28:1/23:1),974.77898,918.81254,756.7598,738.7491,422.4356,404.4251
HexCer(d28:1/24:0),990.81028,934.84384,772.791,754.7805,422.4356,404.4251
HexCer(d28:1/24:1),988.79468,932.82824,770.7754,752.7648,422.4356,404.4251
HexCer(d28:1/24:2),986.77898,930.81254,768.7598,750.7491,422.4356,404.4251
HexCer(d28:1/25:0),1004.82598,948.85954,786.8067,768.7961,422.4356,404.4251
HexCer(d28:1/25:1),1002.81028,946.84384,784.791,766.7805,422.4356,404.4251
HexCer(d28:1/26:0),1018.84158,962.87514,800.8223,782.8118,422.4356,404.4251
HexCer(d28:1/26:1),1016.82598,960.85954,798.8067,780.7961,422.4356,404.4251
HexCer(d28:1/26:2),1014.81028,958.84384,796.791,778.7805,422.4356,404.4251
HexCer(d28:1/27:0),1032.85728,976.89084,814.838,796.8274,422.4356,404.4251
HexCer(d28:1/27:1),1030.84158,974.87514,812.8223,794.8118,422.4356,404.4251
HexCer(d28:1/28:0),1046.87288,990.90644,828.8536,810.8431,422.4356,404.4251
HexCer(d28:1/28:1),1044.85688,988.89044,826.838,808.8274,422.4356,404.4251
HexCer(d28:1/28:2),1042.84188,986.87544,824.8223,806.8118,422.4356,404.4251
HexCer(d28:1/29:0),1060.88888,1004.92244,842.8693,824.8587,422.4356,404.4251
HexCer(d28:1/29:1),1058.87288,1002.90644,840.8536,822.8431,422.4356,404.4251
HexCer(d28:1/30:0),1074.90388,1018.93744,856.8849,838.8744,422.4356,404.4251
HexCer(d28:1/30:1),1072.88888,1016.92244,854.8693,836.8587,422.4356,404.4251
HexCer(d28:1/30:2),1070.87288,1014.90644,852.8536,834.8431,422.4356,404.4251
HexCer(d28:1/31:0),1088.91988,1032.95344,870.9006,852.89,422.4356,404.4251
HexCer(d28:1/31:1),1086.90388,1030.93744,868.8849,850.8744,422.4356,404.4251
HexCer(d28:1/32:0),1102.93588,1046.96944,884.9163,866.9056,422.4356,404.4251
HexCer(d28:1/32:1),1100.91988,1044.95344,882.9006,864.89,422.4356,404.4251
HexCer(d28:1/32:2),1098.90388,1042.93744,880.8849,862.8744,422.4356,404.4251
HexCer(d28:1/33:0),1116.95088,1060.98444,898.9319,880.9213,422.4356,404.4251
HexCer(d28:1/33:1),1114.93588,1058.96944,896.9163,878.9056,422.4356,404.4251
HexCer(d28:1/34:0),1130.96688,1075.00044,912.9475,894.937,422.4356,404.4251
HexCer(d28:1/34:1),1128.95088,1072.98444,910.9319,892.9213,422.4356,404.4251
HexCer(d28:1/34:2),1126.93588,1070.96944,908.9163,890.9056,422.4356,404.4251
HexCer(d28:1/35:0),1144.98288,1089.01644,926.9632,908.9526,422.4356,404.4251
HexCer(d28:1/35:1),1142.96688,1087.00044,924.9475,906.937,422.4356,404.4251
HexCer(d28:1/36:0),1158.99788,1103.03144,940.9788,922.9683,422.4356,404.4251
HexCer(d28:1/36:1),1156.98288,1101.01644,938.9632,920.9526,422.4356,404.4251
HexCer(d28:1/36:2),1154.96688,1099.00044,936.9475,918.937,422.4356,404.4251
HexCer(d28:1/38:0),1187.02888,1131.06244,969.0101,950.9996,422.4356,404.4251
HexCer(d28:1/38:1),1185.01388,1129.04744,966.9945,948.9839,422.4356,404.4251
HexCer(d28:1/38:2),1182.99788,1127.03144,964.9788,946.9683,422.4356,404.4251
HexCer(d28:1/40:0),1215.06088,1159.09444,997.0414,979.0309,422.4356,404.4251
HexCer(d28:1/40:1),1213.04488,1157.07844,995.0258,977.0152,422.4356,404.4251
HexCer(d28:1/40:2),1211.02888,1155.06244,993.0101,974.9996,422.4356,404.4251
HexCer(d28:1/42:0),1243.09188,1187.12544,1025.073,1007.062,422.4356,404.4251
HexCer(d28:1/42:1),1241.07588,1185.10944,1023.057,1005.047,422.4356,404.4251
HexCer(d28:1/42:2),1239.06088,1183.09444,1021.041,1003.031,422.4356,404.4251
HexCer(d28:2/12:0),820.60688,764.64044,602.5876,584.577,420.42,402.4094
HexCer(d28:2/12:1),818.59118,762.62474,600.572,582.5613,420.42,402.4094
HexCer(d28:2/13:0),834.62248,778.65604,616.6032,598.5927,420.42,402.4094
HexCer(d28:2/13:1),832.60688,776.64044,614.5876,596.577,420.42,402.4094
HexCer(d28:2/14:0),848.63818,792.67174,630.6189,612.6083,420.42,402.4094
HexCer(d28:2/14:1),846.62248,790.65604,628.6032,610.5927,420.42,402.4094
HexCer(d28:2/15:0),862.65378,806.68734,644.6345,626.624,420.42,402.4094
HexCer(d28:2/15:1),860.63818,804.67174,642.6189,624.6083,420.42,402.4094
HexCer(d28:2/16:0),876.66948,820.70304,658.6502,640.6396,420.42,402.4094
HexCer(d28:2/16:1),874.65378,818.68734,656.6345,638.624,420.42,402.4094
HexCer(d28:2/16:2),872.63818,816.67174,654.6189,636.6083,420.42,402.4094
HexCer(d28:2/17:0),890.68508,834.71864,672.6658,654.6553,420.42,402.4094
HexCer(d28:2/18:0),904.70078,848.73434,686.6815,668.6709,420.42,402.4094
HexCer(d28:2/18:1),902.68508,846.71864,684.6658,666.6553,420.42,402.4094
HexCer(d28:2/18:2),900.66948,844.70304,682.6502,664.6396,420.42,402.4094
HexCer(d28:2/19:0),918.71648,862.75004,700.6971,682.6866,420.42,402.4094
HexCer(d28:2/19:1),916.70078,860.73434,698.6815,680.6709,420.42,402.4094
HexCer(d28:2/20:0),932.73208,876.76564,714.7128,696.7022,420.42,402.4094
HexCer(d28:2/20:1),930.71648,874.75004,712.6971,694.6866,420.42,402.4094
HexCer(d28:2/20:2),928.70078,872.73434,710.6815,692.6709,420.42,402.4094
HexCer(d28:2/21:0),946.74778,890.78134,728.7285,710.7179,420.42,402.4094
HexCer(d28:2/21:1),944.73208,888.76564,726.7128,708.7022,420.42,402.4094
HexCer(d28:2/22:0),960.76338,904.79694,742.7441,724.7335,420.42,402.4094
HexCer(d28:2/22:1),958.74778,902.78134,740.7285,722.7179,420.42,402.4094
HexCer(d28:2/22:2),956.73208,900.76564,738.7128,720.7022,420.42,402.4094
HexCer(d28:2/23:0),974.77898,918.81254,756.7598,738.7491,420.42,402.4094
HexCer(d28:2/23:1),972.76338,916.79694,754.7441,736.7335,420.42,402.4094
HexCer(d28:2/24:0),988.79468,932.82824,770.7754,752.7648,420.42,402.4094
HexCer(d28:2/24:1),986.77898,930.81254,768.7598,750.7491,420.42,402.4094
HexCer(d28:2/24:2),984.76338,928.79694,766.7441,748.7335,420.42,402.4094
HexCer(d28:2/25:0),1002.81028,946.84384,784.791,766.7805,420.42,402.4094
HexCer(d28:2/25:1),1000.79468,944.82824,782.7754,764.7648,420.42,402.4094
HexCer(d28:2/26:0),1016.82598,960.85954,798.8067,780.7961,420.42,402.4094
HexCer(d28:2/26:1),1014.81028,958.84384,796.791,778.7805,420.42,402.4094
HexCer(d28:2/26:2),1012.79468,956.82824,794.7754,776.7648,420.42,402.4094
HexCer(d28:2/27:0),1030.84158,974.87514,812.8223,794.8118,420.42,402.4094
HexCer(d28:2/27:1),1028.82598,972.85954,810.8067,792.7961,420.42,402.4094
HexCer(d28:2/28:0),1044.85688,988.89044,826.838,808.8274,420.42,402.4094
HexCer(d28:2/28:1),1042.84188,986.87544,824.8223,806.8118,420.42,402.4094
HexCer(d28:2/28:2),1040.82588,984.85944,822.8067,804.7961,420.42,402.4094
HexCer(d28:2/29:0),1058.87288,1002.90644,840.8536,822.8431,420.42,402.4094
HexCer(d28:2/29:1),1056.85688,1000.89044,838.838,820.8274,420.42,402.4094
HexCer(d28:2/30:0),1072.88888,1016.92244,854.8693,836.8587,420.42,402.4094
HexCer(d28:2/30:1),1070.87288,1014.90644,852.8536,834.8431,420.42,402.4094
HexCer(d28:2/30:2),1068.85688,1012.89044,850.838,832.8274,420.42,402.4094
HexCer(d28:2/31:0),1086.90388,1030.93744,868.8849,850.8744,420.42,402.4094
HexCer(d28:2/31:1),1084.88888,1028.92244,866.8693,848.8587,420.42,402.4094
HexCer(d28:2/32:0),1100.91988,1044.95344,882.9006,864.89,420.42,402.4094
HexCer(d28:2/32:1),1098.90388,1042.93744,880.8849,862.8744,420.42,402.4094
HexCer(d28:2/32:2),1096.88888,1040.92244,878.8693,860.8587,420.42,402.4094
HexCer(d28:2/33:0),1114.93588,1058.96944,896.9163,878.9056,420.42,402.4094
HexCer(d28:2/33:1),1112.91988,1056.95344,894.9006,876.89,420.42,402.4094
HexCer(d28:2/34:0),1128.95088,1072.98444,910.9319,892.9213,420.42,402.4094
