"TG","[M+K]+","[M+K-acyl-sn1-H2O]+","[M+K-acyl-sn2-H2O]+","[M+K-acyl-sn3-H2O]+"
"TG(60:2) TG(19:0_19:0_22:2)",1009.8561,711.569006,711.569006,673.553406
"TG(60:2) TG(19:0_20:2_21:0)",1009.8561,711.569006,701.584706,683.537706
"TG(60:2) TG(18:1_18:1_24:0)",1009.8561,727.600306,727.600306,641.490806
"TG(60:2) TG(18:0_18:1_24:1)",1009.8561,725.584706,727.600306,643.506406
"TG(60:2) TG(18:0_20:1_22:1)",1009.8561,725.584706,699.569006,671.537706
"TG(60:2) TG(18:1_20:1_22:0)",1009.8561,727.600306,699.569006,669.522106
"TG(60:2) TG(18:1_20:0_22:1)",1009.8561,727.600306,697.553406,671.537706
"TG(60:2) TG(18:2_19:0_23:0)",1009.8561,729.616006,711.569006,655.506406
"TG(60:2) TG(18:2_21:0_21:0)",1009.8561,729.616006,683.537706,683.537706
"TG(60:2) TG(17:0_20:2_23:0)",1009.8561,739.600306,701.584706,655.506406
"TG(60:2) TG(17:0_21:0_22:2)",1009.8561,739.600306,683.537706,673.553406
"TG(60:2) TG(16:0_20:1_24:1)",1009.8561,753.616006,699.569006,643.506406
"TG(60:2) TG(16:0_22:1_22:1)",1009.8561,753.616006,671.537706,671.537706
"TG(60:2) TG(16:1_20:1_24:0)",1009.8561,755.631606,699.569006,641.490806
"TG(60:2) TG(16:1_20:0_24:1)",1009.8561,755.631606,697.553406,643.506406
"TG(60:2) TG(16:1_22:0_22:1)",1009.8561,755.631606,669.522106,671.537706
"TG(60:2) TG(15:0_22:2_23:0)",1009.8561,767.631606,673.553406,655.506406
"TG(60:2) TG(14:0_22:1_24:1)",1009.8561,781.647306,671.537706,643.506406
"TG(60:2) TG(14:1_22:1_24:0)",1009.8561,783.662906,671.537706,641.490806
"TG(60:2) TG(14:1_22:0_24:1)",1009.8561,783.662906,669.522106,643.506406
"TG(60:2) TG(12:0_24:1_24:1)",1009.8561,809.678606,643.506406,643.506406
"TG(62:15) TG(20:4_20:5_22:6)",1011.6839,707.443806,709.459406,683.443806
"TG(62:15) TG(18:3_22:6_22:6)",1011.6839,733.459406,683.443806,683.443806
"TG(62:15) TG(18:4_22:5_22:6)",1011.6839,735.475106,681.428106,683.443806
"TG(62:15) TG(20:5_20:5_22:5)",1011.684,709.459506,709.459506,681.428206
"TG(61:8) TG(20:4_20:4_21:0)",1011.7778,707.537706,707.537706,685.459406
"TG(61:8) TG(19:0_20:4_22:4)",1011.7778,713.490706,707.537706,679.506406
"TG(61:8) TG(19:0_20:2_22:6)",1011.7778,713.490706,703.506406,683.537706
"TG(61:8) TG(18:2_21:0_22:6)",1011.7778,731.537706,685.459406,683.537706
"TG(61:8) TG(18:4_20:4_23:0)",1011.7778,735.569006,707.537706,657.428106
"TG(61:8) TG(18:4_21:0_22:4)",1011.7778,735.569006,685.459406,679.506406
"TG(61:8) TG(17:0_22:2_22:6)",1011.7778,741.522006,675.475106,683.537706
"TG(61:8) TG(17:0_22:4_22:4)",1011.7778,741.522006,679.506406,679.506406
"TG(61:8) TG(20:3_20:5_21:0)",1011.7779,705.522106,709.553406,685.459506
"TG(61:8) TG(19:0_20:3_22:5)",1011.7779,713.490806,705.522106,681.522106
"TG(61:8) TG(18:3_20:5_23:0)",1011.7779,733.553406,709.553406,657.428206
"TG(61:8) TG(18:3_21:0_22:5)",1011.7779,733.553406,685.459506,681.522106
"TG(60:1) TG(20:0_20:0_20:1)",1011.8717,699.569006,699.569006,701.584606
"TG(60:1) TG(18:0_18:0_24:1)",1011.8717,727.600306,727.600306,645.522006
"TG(60:1) TG(18:0_18:1_24:0)",1011.8717,727.600306,729.615906,643.506406
"TG(60:1) TG(18:0_20:1_22:0)",1011.8717,727.600306,701.584606,671.537706
"TG(60:1) TG(18:0_20:0_22:1)",1011.8717,727.600306,699.569006,673.553306
"TG(60:1) TG(18:1_20:0_22:0)",1011.8717,729.615906,699.569006,671.537706
"TG(60:1) TG(16:0_20:1_24:0)",1011.8717,755.631606,701.584606,643.506406
"TG(60:1) TG(16:0_20:0_24:1)",1011.8717,755.631606,699.569006,645.522006
"TG(60:1) TG(16:0_22:0_22:1)",1011.8717,755.631606,671.537706,673.553306
"TG(60:1) TG(16:1_20:0_24:0)",1011.8717,757.647206,699.569006,643.506406
"TG(60:1) TG(16:1_22:0_22:0)",1011.8717,757.647206,671.537706,671.537706
"TG(60:1) TG(14:0_22:1_24:0)",1011.8717,783.662906,673.553306,643.506406
"TG(60:1) TG(14:0_22:0_24:1)",1011.8717,783.662906,671.537706,645.522006
"TG(60:1) TG(14:1_22:0_24:0)",1011.8717,785.678506,671.537706,643.506406
"TG(60:1) TG(12:0_24:0_24:1)",1011.8717,811.694206,643.506406,645.522006
"TG(60:1) TG(19:0_19:0_22:1)",1011.8718,713.584706,713.584706,673.553406
"TG(60:1) TG(19:0_20:1_21:0)",1011.8718,713.584706,701.584706,685.553406
"TG(60:1) TG(18:1_19:0_23:0)",1011.8718,729.616006,713.584706,657.522106
"TG(60:1) TG(18:1_21:0_21:0)",1011.8718,729.616006,685.553406,685.553406
"TG(60:1) TG(17:0_19:0_24:1)",1011.8718,741.616006,713.584706,645.522106
"TG(60:1) TG(17:0_20:1_23:0)",1011.8718,741.616006,701.584706,657.522106
"TG(60:1) TG(17:0_21:0_22:1)",1011.8718,741.616006,685.553406,673.553406
"TG(60:1) TG(16:1_21:0_23:0)",1011.8718,757.647306,685.553406,657.522106
"TG(60:1) TG(15:0_21:0_24:1)",1011.8718,769.647306,685.553406,645.522106
"TG(60:1) TG(15:0_22:1_23:0)",1011.8718,769.647306,673.553406,657.522106
"TG(60:1) TG(14:1_23:0_23:0)",1011.8718,785.678606,657.522106,657.522106
"TG(60:1) TG(13:0_23:0_24:1)",1011.8718,797.678606,657.522106,645.522106
"TG(62:14) TG(20:4_20:4_22:6)",1013.6995,709.459406,709.459406,685.459406
"TG(62:14) TG(18:2_22:6_22:6)",1013.6995,733.459406,685.459406,685.459406
"TG(62:14) TG(18:4_22:4_22:6)",1013.6995,737.490706,681.428106,685.459406
"TG(62:14) TG(20:5_20:5_22:4)",1013.6996,711.475106,711.475106,681.428206
"TG(62:14) TG(20:4_20:5_22:5)",1013.6996,709.459506,711.475106,683.443806
"TG(62:14) TG(20:3_20:5_22:6)",1013.6996,707.443806,711.475106,685.459506
"TG(62:14) TG(18:3_22:5_22:6)",1013.6996,735.475106,683.443806,685.459506
"TG(62:14) TG(18:4_22:5_22:5)",1013.6996,737.490806,683.443806,683.443806
"TG(61:7) TG(20:3_20:4_21:0)",1013.7935,707.537706,709.553406,687.475106
"TG(61:7) TG(20:2_20:5_21:0)",1013.7935,705.522106,711.569006,687.475106
"TG(61:7) TG(19:0_20:5_22:2)",1013.7935,715.506406,711.569006,677.490806
"TG(61:7) TG(19:0_20:3_22:4)",1013.7935,715.506406,707.537706,681.522106
"TG(61:7) TG(19:0_20:2_22:5)",1013.7935,715.506406,705.522106,683.537706
"TG(61:7) TG(19:0_20:1_22:6)",1013.7935,715.506406,703.506406,685.553406
"TG(61:7) TG(18:1_21:0_22:6)",1013.7935,731.537706,687.475106,685.553406
"TG(61:7) TG(18:2_20:5_23:0)",1013.7935,733.553406,711.569006,659.443806
"TG(61:7) TG(18:2_21:0_22:5)",1013.7935,733.553406,687.475106,683.537706
"TG(61:7) TG(18:3_20:4_23:0)",1013.7935,735.569006,709.553406,659.443806
"TG(61:7) TG(18:3_21:0_22:4)",1013.7935,735.569006,687.475106,681.522106
"TG(61:7) TG(18:4_20:3_23:0)",1013.7935,737.584706,707.537706,659.443806
"TG(61:7) TG(17:0_22:1_22:6)",1013.7935,743.537706,675.475106,685.553406
"TG(61:7) TG(17:0_22:2_22:5)",1013.7935,743.537706,677.490806,683.537706
"TG(61:7) TG(16:1_22:6_23:0)",1013.7935,759.569006,685.553406,659.443806
"TG(61:7) TG(15:0_22:6_24:1)",1013.7935,771.569006,685.553406,647.443806
"TG(60:0) TG(20:0_20:0_20:0)",1013.8873,701.584606,701.584606,701.584606
"TG(60:0) TG(18:0_18:0_24:0)",1013.8873,729.615906,729.615906,645.522006
"TG(60:0) TG(18:0_20:0_22:0)",1013.8873,729.615906,701.584606,673.553306
"TG(60:0) TG(16:0_20:0_24:0)",1013.8873,757.647206,701.584606,645.522006
"TG(60:0) TG(16:0_22:0_22:0)",1013.8873,757.647206,673.553306,673.553306
"TG(60:0) TG(14:0_22:0_24:0)",1013.8873,785.678506,673.553306,645.522006
"TG(60:0) TG(12:0_24:0_24:0)",1013.8873,813.709806,645.522006,645.522006
"TG(60:0) TG(19:0_19:0_22:0)",1013.8874,715.600306,715.600306,673.553406
"TG(60:0) TG(19:0_20:0_21:0)",1013.8874,715.600306,701.584706,687.569006
"TG(60:0) TG(18:0_19:0_23:0)",1013.8874,729.616006,715.600306,659.537706
"TG(60:0) TG(18:0_21:0_21:0)",1013.8874,729.616006,687.569006,687.569006
"TG(60:0) TG(17:0_19:0_24:0)",1013.8874,743.631606,715.600306,645.522106
"TG(60:0) TG(17:0_20:0_23:0)",1013.8874,743.631606,701.584706,659.537706
"TG(60:0) TG(17:0_21:0_22:0)",1013.8874,743.631606,687.569006,673.553406
"TG(60:0) TG(16:0_21:0_23:0)",1013.8874,757.647306,687.569006,659.537706
"TG(60:0) TG(15:0_21:0_24:0)",1013.8874,771.662906,687.569006,645.522106
"TG(60:0) TG(15:0_22:0_23:0)",1013.8874,771.662906,673.553406,659.537706
"TG(60:0) TG(14:0_23:0_23:0)",1013.8874,785.678606,659.537706,659.537706
"TG(60:0) TG(13:0_23:0_24:0)",1013.8874,799.694206,659.537706,645.522106
"TG(62:13) TG(20:4_20:4_22:5)",1015.7152,711.475106,711.475106,685.459406
"TG(62:13) TG(20:3_20:4_22:6)",1015.7152,709.459406,711.475106,687.475106
"TG(62:13) TG(20:4_20:5_22:4)",1015.7152,711.475106,713.490706,683.443806
"TG(62:13) TG(20:2_20:5_22:6)",1015.7152,707.443806,713.490706,687.475106
"TG(62:13) TG(18:1_22:6_22:6)",1015.7152,733.459406,687.475106,687.475106
"TG(62:13) TG(18:2_22:5_22:6)",1015.7152,735.475106,685.459406,687.475106
"TG(62:13) TG(18:3_22:4_22:6)",1015.7152,737.490706,683.443806,687.475106
"TG(62:13) TG(18:4_22:4_22:5)",1015.7152,739.506406,683.443806,685.459406
"TG(62:13) TG(20:3_20:5_22:5)",1015.7153,709.459506,713.490806,685.459506
"TG(62:13) TG(18:3_22:5_22:5)",1015.7153,737.490806,685.459506,685.459506
"TG(61:6) TG(20:2_20:4_21:0)",1015.8091,707.537706,711.569006,689.490706
"TG(61:6) TG(19:0_20:4_22:2)",1015.8091,717.522006,711.569006,679.506406
"TG(61:6) TG(19:0_20:2_22:4)",1015.8091,717.522006,707.537706,683.537706
"TG(61:6) TG(19:0_20:0_22:6)",1015.8091,717.522006,703.506406,687.569006
"TG(61:6) TG(18:0_21:0_22:6)",1015.8091,731.537706,689.490706,687.569006
"TG(61:6) TG(18:2_20:4_23:0)",1015.8091,735.569006,711.569006,661.459406
"TG(61:6) TG(18:2_21:0_22:4)",1015.8091,735.569006,689.490706,683.537706
"TG(61:6) TG(18:4_20:2_23:0)",1015.8091,739.600306,707.537706,661.459406
"TG(61:6) TG(18:4_21:0_22:2)",1015.8091,739.600306,689.490706,679.506406
"TG(61:6) TG(17:0_22:0_22:6)",1015.8091,745.553306,675.475106,687.569006
"TG(61:6) TG(17:0_22:2_22:4)",1015.8091,745.553306,679.506406,683.537706
"TG(61:6) TG(16:0_22:6_23:0)",1015.8091,759.569006,687.569006,661.459406
"TG(61:6) TG(15:0_22:6_24:0)",1015.8091,773.584606,687.569006,647.443806
"TG(61:6) TG(20:3_20:3_21:0)",1015.8092,709.553406,709.553406,689.490806
"TG(61:6) TG(20:1_20:5_21:0)",1015.8092,705.522106,713.584706,689.490806
"TG(61:6) TG(19:0_20:5_22:1)",1015.8092,717.522106,713.584706,677.490806
"TG(61:6) TG(19:0_20:1_22:5)",1015.8092,717.522106,705.522106,685.553406
"TG(61:6) TG(18:1_20:5_23:0)",1015.8092,733.553406,713.584706,661.459506
"TG(61:6) TG(18:1_21:0_22:5)",1015.8092,733.553406,689.490806,685.553406
"TG(61:6) TG(18:3_20:3_23:0)",1015.8092,737.584706,709.553406,661.459506
"TG(61:6) TG(17:0_20:5_24:1)",1015.8092,745.553406,713.584706,649.459506
"TG(61:6) TG(17:0_22:1_22:5)",1015.8092,745.553406,677.490806,685.553406
"TG(61:6) TG(16:1_22:5_23:0)",1015.8092,761.584706,685.553406,661.459506
"TG(61:6) TG(15:0_22:5_24:1)",1015.8092,773.584706,685.553406,649.459506
"TG(62:12) TG(20:4_20:4_22:4)",1017.7308,713.490706,713.490706,685.459406
"TG(62:12) TG(20:2_20:4_22:6)",1017.7308,709.459406,713.490706,689.490706
"TG(62:12) TG(18:0_22:6_22:6)",1017.7308,733.459406,689.490706,689.490706
"TG(62:12) TG(18:2_22:4_22:6)",1017.7308,737.490706,685.459406,689.490706
"TG(62:12) TG(18:4_22:2_22:6)",1017.7308,741.522006,681.428106,689.490706
"TG(62:12) TG(18:4_22:4_22:4)",1017.7308,741.522006,685.459406,685.459406
"TG(62:12) TG(20:3_20:3_22:6)",1017.7309,711.475106,711.475106,689.490806
"TG(62:12) TG(20:3_20:4_22:5)",1017.7309,711.475106,713.490806,687.475106
"TG(62:12) TG(20:5_20:5_22:2)",1017.7309,715.506406,715.506406,681.428206
"TG(62:12) TG(20:3_20:5_22:4)",1017.7309,711.475106,715.506406,685.459506
"TG(62:12) TG(20:2_20:5_22:5)",1017.7309,709.459506,715.506406,687.475106
"TG(62:12) TG(20:1_20:5_22:6)",1017.7309,707.443806,715.506406,689.490806
"TG(62:12) TG(18:1_22:5_22:6)",1017.7309,735.475106,687.475106,689.490806
"TG(62:12) TG(18:2_22:5_22:5)",1017.7309,737.490806,687.475106,687.475106
"TG(62:12) TG(18:3_22:4_22:5)",1017.7309,739.506406,685.459506,687.475106
"TG(61:5) TG(20:2_20:3_21:0)",1017.8248,709.553406,711.569006,691.506406
"TG(61:5) TG(20:1_20:4_21:0)",1017.8248,707.537706,713.584706,691.506406
"TG(61:5) TG(20:0_20:5_21:0)",1017.8248,705.522106,715.600306,691.506406
"TG(61:5) TG(19:0_20:5_22:0)",1017.8248,719.537706,715.600306,677.490806
"TG(61:5) TG(19:0_20:4_22:1)",1017.8248,719.537706,713.584706,679.506406
"TG(61:5) TG(19:0_20:3_22:2)",1017.8248,719.537706,711.569006,681.522106
"TG(61:5) TG(19:0_20:1_22:4)",1017.8248,719.537706,707.537706,685.553406
"TG(61:5) TG(19:0_20:0_22:5)",1017.8248,719.537706,705.522106,687.569006
"TG(61:5) TG(18:0_20:5_23:0)",1017.8248,733.553406,715.600306,663.475106
"TG(61:5) TG(18:0_21:0_22:5)",1017.8248,733.553406,691.506406,687.569006
"TG(61:5) TG(18:1_20:4_23:0)",1017.8248,735.569006,713.584706,663.475106
"TG(61:5) TG(18:1_21:0_22:4)",1017.8248,735.569006,691.506406,685.553406
"TG(61:5) TG(18:2_20:3_23:0)",1017.8248,737.584706,711.569006,663.475106
"TG(61:5) TG(18:3_20:2_23:0)",1017.8248,739.600306,709.553406,663.475106
"TG(61:5) TG(18:3_21:0_22:2)",1017.8248,739.600306,691.506406,681.522106
"TG(61:5) TG(18:4_19:0_24:1)",1017.8248,741.616006,719.537706,651.475106
"TG(61:5) TG(18:4_20:1_23:0)",1017.8248,741.616006,707.537706,663.475106
"TG(61:5) TG(18:4_21:0_22:1)",1017.8248,741.616006,691.506406,679.506406
"TG(61:5) TG(17:0_20:5_24:0)",1017.8248,747.569006,715.600306,649.459506
"TG(61:5) TG(17:0_20:4_24:1)",1017.8248,747.569006,713.584706,651.475106
"TG(61:5) TG(17:0_22:0_22:5)",1017.8248,747.569006,677.490806,687.569006
"TG(61:5) TG(17:0_22:1_22:4)",1017.8248,747.569006,679.506406,685.553406
"TG(61:5) TG(16:0_22:5_23:0)",1017.8248,761.584706,687.569006,663.475106
"TG(61:5) TG(16:1_22:4_23:0)",1017.8248,763.600306,685.553406,663.475106
"TG(61:5) TG(15:0_22:5_24:0)",1017.8248,775.600306,687.569006,649.459506
"TG(61:5) TG(15:0_22:4_24:1)",1017.8248,775.600306,685.553406,651.475106
"TG(62:11) TG(20:2_20:3_22:6)",1019.7465,711.475106,713.490706,691.506406
"TG(62:11) TG(20:3_20:4_22:4)",1019.7465,713.490706,715.506406,687.475106
"TG(62:11) TG(20:2_20:4_22:5)",1019.7465,711.475106,715.506406,689.490706
"TG(62:11) TG(20:1_20:4_22:6)",1019.7465,709.459406,715.506406,691.506406
"TG(62:11) TG(20:4_20:5_22:2)",1019.7465,715.506406,717.522006,683.443806
"TG(62:11) TG(20:2_20:5_22:4)",1019.7465,711.475106,717.522006,687.475106
"TG(62:11) TG(20:0_20:5_22:6)",1019.7465,707.443806,717.522006,691.506406
"TG(62:11) TG(18:0_22:5_22:6)",1019.7465,735.475106,689.490706,691.506406
"TG(62:11) TG(18:1_22:4_22:6)",1019.7465,737.490706,687.475106,691.506406
"TG(62:11) TG(18:2_22:4_22:5)",1019.7465,739.506406,687.475106,689.490706
"TG(62:11) TG(18:3_22:2_22:6)",1019.7465,741.522006,683.443806,691.506406
"TG(62:11) TG(18:3_22:4_22:4)",1019.7465,741.522006,687.475106,687.475106
"TG(62:11) TG(18:4_22:1_22:6)",1019.7465,743.537706,681.428106,691.506406
"TG(62:11) TG(18:4_22:2_22:5)",1019.7465,743.537706,683.443806,689.490706
"TG(62:11) TG(20:3_20:3_22:5)",1019.7466,713.490806,713.490806,689.490806
"TG(62:11) TG(20:5_20:5_22:1)",1019.7466,717.522106,717.522106,681.428206
"TG(62:11) TG(20:1_20:5_22:5)",1019.7466,709.459506,717.522106,689.490806
"TG(62:11) TG(18:1_22:5_22:5)",1019.7466,737.490806,689.490806,689.490806
"TG(61:4) TG(20:2_20:2_21:0)",1019.8404,711.569006,711.569006,693.522006
"TG(61:4) TG(20:0_20:4_21:0)",1019.8404,707.537706,715.600306,693.522006
"TG(61:4) TG(19:0_20:4_22:0)",1019.8404,721.553306,715.600306,679.506406
"TG(61:4) TG(19:0_20:2_22:2)",1019.8404,721.553306,711.569006,683.537706
"TG(61:4) TG(19:0_20:0_22:4)",1019.8404,721.553306,707.537706,687.569006
"TG(61:4) TG(18:0_20:4_23:0)",1019.8404,735.569006,715.600306,665.490706
"TG(61:4) TG(18:0_21:0_22:4)",1019.8404,735.569006,693.522006,687.569006
"TG(61:4) TG(18:2_20:2_23:0)",1019.8404,739.600306,711.569006,665.490706
"TG(61:4) TG(18:2_21:0_22:2)",1019.8404,739.600306,693.522006,683.537706
"TG(61:4) TG(18:4_19:0_24:0)",1019.8404,743.631606,721.553306,651.475106
"TG(61:4) TG(18:4_20:0_23:0)",1019.8404,743.631606,707.537706,665.490706
"TG(61:4) TG(18:4_21:0_22:0)",1019.8404,743.631606,693.522006,679.506406
"TG(61:4) TG(17:0_20:4_24:0)",1019.8404,749.584606,715.600306,651.475106
"TG(61:4) TG(17:0_22:0_22:4)",1019.8404,749.584606,679.506406,687.569006
"TG(61:4) TG(17:0_22:2_22:2)",1019.8404,749.584606,683.537706,683.537706
"TG(61:4) TG(16:0_22:4_23:0)",1019.8404,763.600306,687.569006,665.490706
"TG(61:4) TG(15:0_22:4_24:0)",1019.8404,777.615906,687.569006,651.475106
"TG(61:4) TG(20:1_20:3_21:0)",1019.8405,709.553406,713.584706,693.522106
"TG(61:4) TG(19:0_20:3_22:1)",1019.8405,721.553406,713.584706,681.522106
"TG(61:4) TG(18:1_20:3_23:0)",1019.8405,737.584706,713.584706,665.490806
"TG(61:4) TG(18:3_19:0_24:1)",1019.8405,741.616006,721.553406,653.490806
"TG(61:4) TG(18:3_20:1_23:0)",1019.8405,741.616006,709.553406,665.490806
"TG(61:4) TG(18:3_21:0_22:1)",1019.8405,741.616006,693.522106,681.522106
"TG(61:4) TG(17:0_20:3_24:1)",1019.8405,749.584706,713.584706,653.490806
"TG(62:10) TG(20:2_20:2_22:6)",1021.7621,713.490706,713.490706,693.522006
"TG(62:10) TG(20:4_20:4_22:2)",1021.7621,717.522006,717.522006,685.459406
"TG(62:10) TG(20:2_20:4_22:4)",1021.7621,713.490706,717.522006,689.490706
"TG(62:10) TG(20:0_20:4_22:6)",1021.7621,709.459406,717.522006,693.522006
"TG(62:10) TG(18:0_22:4_22:6)",1021.7621,737.490706,689.490706,693.522006
"TG(62:10) TG(18:2_22:2_22:6)",1021.7621,741.522006,685.459406,693.522006
"TG(62:10) TG(18:2_22:4_22:4)",1021.7621,741.522006,689.490706,689.490706
"TG(62:10) TG(18:4_22:0_22:6)",1021.7621,745.553306,681.428106,693.522006
"TG(62:10) TG(18:4_22:2_22:4)",1021.7621,745.553306,685.459406,689.490706
"TG(62:10) TG(20:3_20:3_22:4)",1021.7622,715.506406,715.506406,689.490806
"TG(62:10) TG(20:2_20:3_22:5)",1021.7622,713.490806,715.506406,691.506406
"TG(62:10) TG(20:1_20:3_22:6)",1021.7622,711.475106,715.506406,693.522106
"TG(62:10) TG(20:1_20:4_22:5)",1021.7622,711.475106,717.522106,691.506406
"TG(62:10) TG(20:5_20:5_22:0)",1021.7622,719.537706,719.537706,681.428206
"TG(62:10) TG(20:4_20:5_22:1)",1021.7622,717.522106,719.537706,683.443806
"TG(62:10) TG(20:3_20:5_22:2)",1021.7622,715.506406,719.537706,685.459506
"TG(62:10) TG(20:1_20:5_22:4)",1021.7622,711.475106,719.537706,689.490806
"TG(62:10) TG(20:0_20:5_22:5)",1021.7622,709.459506,719.537706,691.506406
"TG(62:10) TG(18:0_22:5_22:5)",1021.7622,737.490806,691.506406,691.506406
"TG(62:10) TG(18:1_22:4_22:5)",1021.7622,739.506406,689.490806,691.506406
"TG(62:10) TG(18:3_22:1_22:6)",1021.7622,743.537706,683.443806,693.522106
"TG(62:10) TG(18:3_22:2_22:5)",1021.7622,743.537706,685.459506,691.506406
"TG(62:10) TG(18:4_20:5_24:1)",1021.7622,745.553406,719.537706,655.412506
"TG(62:10) TG(18:4_22:1_22:5)",1021.7622,745.553406,683.443806,691.506406
"TG(61:3) TG(20:1_20:2_21:0)",1021.8561,711.569006,713.584706,695.537706
"TG(61:3) TG(20:0_20:3_21:0)",1021.8561,709.553406,715.600306,695.537706
"TG(61:3) TG(19:0_20:3_22:0)",1021.8561,723.569006,715.600306,681.522106
"TG(61:3) TG(19:0_20:2_22:1)",1021.8561,723.569006,713.584706,683.537706
"TG(61:3) TG(19:0_20:1_22:2)",1021.8561,723.569006,711.569006,685.553406
"TG(61:3) TG(18:0_20:3_23:0)",1021.8561,737.584706,715.600306,667.506406
"TG(61:3) TG(18:1_20:2_23:0)",1021.8561,739.600306,713.584706,667.506406
"TG(61:3) TG(18:1_21:0_22:2)",1021.8561,739.600306,695.537706,685.553406
"TG(61:3) TG(18:2_19:0_24:1)",1021.8561,741.616006,723.569006,655.506406
"TG(61:3) TG(18:2_20:1_23:0)",1021.8561,741.616006,711.569006,667.506406
"TG(61:3) TG(18:2_21:0_22:1)",1021.8561,741.616006,695.537706,683.537706
"TG(61:3) TG(18:3_19:0_24:0)",1021.8561,743.631606,723.569006,653.490806
"TG(61:3) TG(18:3_20:0_23:0)",1021.8561,743.631606,709.553406,667.506406
"TG(61:3) TG(18:3_21:0_22:0)",1021.8561,743.631606,695.537706,681.522106
"TG(61:3) TG(17:0_20:3_24:0)",1021.8561,751.600306,715.600306,653.490806
"TG(61:3) TG(17:0_20:2_24:1)",1021.8561,751.600306,713.584706,655.506406
"TG(61:3) TG(17:0_22:1_22:2)",1021.8561,751.600306,683.537706,685.553406
"TG(61:3) TG(16:1_22:2_23:0)",1021.8561,767.631606,685.553406,667.506406
"TG(61:3) TG(15:0_22:2_24:1)",1021.8561,779.631606,685.553406,655.506406
"TG(62:9) TG(20:2_20:2_22:5)",1023.7778,715.506406,715.506406,693.522006
"TG(62:9) TG(20:1_20:2_22:6)",1023.7778,713.490706,715.506406,695.537706
"TG(62:9) TG(20:2_20:3_22:4)",1023.7778,715.506406,717.522006,691.506406
"TG(62:9) TG(20:0_20:3_22:6)",1023.7778,711.475106,717.522006,695.537706
"TG(62:9) TG(20:4_20:4_22:1)",1023.7778,719.537706,719.537706,685.459406
"TG(62:9) TG(20:3_20:4_22:2)",1023.7778,717.522006,719.537706,687.475106
"TG(62:9) TG(20:1_20:4_22:4)",1023.7778,713.490706,719.537706,691.506406
"TG(62:9) TG(20:0_20:4_22:5)",1023.7778,711.475106,719.537706,693.522006
"TG(62:9) TG(20:4_20:5_22:0)",1023.7778,719.537706,721.553306,683.443806
"TG(62:9) TG(20:2_20:5_22:2)",1023.7778,715.506406,721.553306,687.475106
"TG(62:9) TG(20:0_20:5_22:4)",1023.7778,711.475106,721.553306,691.506406
"TG(62:9) TG(18:0_22:4_22:5)",1023.7778,739.506406,691.506406,693.522006
"TG(62:9) TG(18:1_22:2_22:6)",1023.7778,741.522006,687.475106,695.537706
"TG(62:9) TG(18:1_22:4_22:4)",1023.7778,741.522006,691.506406,691.506406
"TG(62:9) TG(18:2_22:1_22:6)",1023.7778,743.537706,685.459406,695.537706
"TG(62:9) TG(18:2_22:2_22:5)",1023.7778,743.537706,687.475106,693.522006
"TG(62:9) TG(18:3_22:0_22:6)",1023.7778,745.553306,683.443806,695.537706
"TG(62:9) TG(18:3_22:2_22:4)",1023.7778,745.553306,687.475106,691.506406
"TG(62:9) TG(18:4_20:5_24:0)",1023.7778,747.569006,721.553306,655.412506
"TG(62:9) TG(18:4_20:4_24:1)",1023.7778,747.569006,719.537706,657.428106
"TG(62:9) TG(18:4_22:0_22:5)",1023.7778,747.569006,683.443806,693.522006
"TG(62:9) TG(18:4_22:1_22:4)",1023.7778,747.569006,685.459406,691.506406
"TG(62:9) TG(20:1_20:3_22:5)",1023.7779,713.490806,717.522106,693.522106
"TG(62:9) TG(20:3_20:5_22:1)",1023.7779,717.522106,721.553406,685.459506
"TG(62:9) TG(18:3_20:5_24:1)",1023.7779,745.553406,721.553406,657.428206
"TG(62:9) TG(18:3_22:1_22:5)",1023.7779,745.553406,685.459506,693.522106
"TG(61:2) TG(20:0_20:2_21:0)",1023.8717,711.569006,715.600306,697.553306
"TG(61:2) TG(19:0_20:2_22:0)",1023.8717,725.584606,715.600306,683.537706
"TG(61:2) TG(19:0_20:0_22:2)",1023.8717,725.584606,711.569006,687.569006
"TG(61:2) TG(18:0_20:2_23:0)",1023.8717,739.600306,715.600306,669.522006
"TG(61:2) TG(18:0_21:0_22:2)",1023.8717,739.600306,697.553306,687.569006
"TG(61:2) TG(18:2_19:0_24:0)",1023.8717,743.631606,725.584606,655.506406
"TG(61:2) TG(18:2_20:0_23:0)",1023.8717,743.631606,711.569006,669.522006
"TG(61:2) TG(18:2_21:0_22:0)",1023.8717,743.631606,697.553306,683.537706
"TG(61:2) TG(17:0_20:2_24:0)",1023.8717,753.615906,715.600306,655.506406
"TG(61:2) TG(17:0_22:0_22:2)",1023.8717,753.615906,683.537706,687.569006
"TG(61:2) TG(16:0_22:2_23:0)",1023.8717,767.631606,687.569006,669.522006
"TG(61:2) TG(15:0_22:2_24:0)",1023.8717,781.647206,687.569006,655.506406
"TG(61:2) TG(20:1_20:1_21:0)",1023.8718,713.584706,713.584706,697.553406
"TG(61:2) TG(19:0_20:1_22:1)",1023.8718,725.584706,713.584706,685.553406
"TG(61:2) TG(18:1_19:0_24:1)",1023.8718,741.616006,725.584706,657.522106
"TG(61:2) TG(18:1_20:1_23:0)",1023.8718,741.616006,713.584706,669.522106
