"TG","[M+K]+","[M+K-acyl-sn1-H2O]+","[M+K-acyl-sn2-H2O]+","[M+K-acyl-sn3-H2O]+"
"TG(61:2) TG(18:1_21:0_22:1)",1023.8718,741.616006,697.553406,685.553406
"TG(61:2) TG(17:0_20:1_24:1)",1023.8718,753.616006,713.584706,657.522106
"TG(61:2) TG(17:0_22:1_22:1)",1023.8718,753.616006,685.553406,685.553406
"TG(61:2) TG(16:1_21:0_24:1)",1023.8718,769.647306,697.553406,657.522106
"TG(61:2) TG(16:1_22:1_23:0)",1023.8718,769.647306,685.553406,669.522106
"TG(61:2) TG(15:0_22:1_24:1)",1023.8718,781.647306,685.553406,657.522106
"TG(61:2) TG(14:1_23:0_24:1)",1023.8718,797.678606,669.522106,657.522106
"TG(61:2) TG(13:0_24:1_24:1)",1023.8718,809.678606,657.522106,657.522106
"TG(62:8) TG(20:2_20:2_22:4)",1025.7934,717.522006,717.522006,693.522006
"TG(62:8) TG(20:0_20:2_22:6)",1025.7934,713.490706,717.522006,697.553306
"TG(62:8) TG(20:4_20:4_22:0)",1025.7934,721.553306,721.553306,685.459406
"TG(62:8) TG(20:2_20:4_22:2)",1025.7934,717.522006,721.553306,689.490706
"TG(62:8) TG(20:0_20:4_22:4)",1025.7934,713.490706,721.553306,693.522006
"TG(62:8) TG(18:0_22:2_22:6)",1025.7934,741.522006,689.490706,697.553306
"TG(62:8) TG(18:0_22:4_22:4)",1025.7934,741.522006,693.522006,693.522006
"TG(62:8) TG(18:2_22:0_22:6)",1025.7934,745.553306,685.459406,697.553306
"TG(62:8) TG(18:2_22:2_22:4)",1025.7934,745.553306,689.490706,693.522006
"TG(62:8) TG(18:4_20:4_24:0)",1025.7934,749.584606,721.553306,657.428106
"TG(62:8) TG(18:4_22:0_22:4)",1025.7934,749.584606,685.459406,693.522006
"TG(62:8) TG(18:4_22:2_22:2)",1025.7934,749.584606,689.490706,689.490706
"TG(62:8) TG(20:1_20:1_22:6)",1025.7935,715.506406,715.506406,697.553406
"TG(62:8) TG(20:1_20:2_22:5)",1025.7935,715.506406,717.522106,695.537706
"TG(62:8) TG(20:3_20:3_22:2)",1025.7935,719.537706,719.537706,689.490806
"TG(62:8) TG(20:1_20:3_22:4)",1025.7935,715.506406,719.537706,693.522106
"TG(62:8) TG(20:0_20:3_22:5)",1025.7935,713.490806,719.537706,695.537706
"TG(62:8) TG(20:3_20:4_22:1)",1025.7935,719.537706,721.553406,687.475106
"TG(62:8) TG(20:3_20:5_22:0)",1025.7935,719.537706,723.569006,685.459506
"TG(62:8) TG(20:2_20:5_22:1)",1025.7935,717.522106,723.569006,687.475106
"TG(62:8) TG(20:1_20:5_22:2)",1025.7935,715.506406,723.569006,689.490806
"TG(62:8) TG(18:1_22:1_22:6)",1025.7935,743.537706,687.475106,697.553406
"TG(62:8) TG(18:1_22:2_22:5)",1025.7935,743.537706,689.490806,695.537706
"TG(62:8) TG(18:2_20:5_24:1)",1025.7935,745.553406,723.569006,659.443806
"TG(62:8) TG(18:2_22:1_22:5)",1025.7935,745.553406,687.475106,695.537706
"TG(62:8) TG(18:3_20:5_24:0)",1025.7935,747.569006,723.569006,657.428206
"TG(62:8) TG(18:3_20:4_24:1)",1025.7935,747.569006,721.553406,659.443806
"TG(62:8) TG(18:3_22:0_22:5)",1025.7935,747.569006,685.459506,695.537706
"TG(62:8) TG(18:3_22:1_22:4)",1025.7935,747.569006,687.475106,693.522106
"TG(62:8) TG(18:4_20:3_24:1)",1025.7935,749.584706,719.537706,659.443806
"TG(62:8) TG(16:1_22:6_24:1)",1025.7935,771.569006,697.553406,659.443806
"TG(61:1) TG(20:0_20:1_21:0)",1025.8874,713.584706,715.600306,699.569006
"TG(61:1) TG(19:0_20:1_22:0)",1025.8874,727.600306,715.600306,685.553406
"TG(61:1) TG(19:0_20:0_22:1)",1025.8874,727.600306,713.584706,687.569006
"TG(61:1) TG(18:0_19:0_24:1)",1025.8874,741.616006,727.600306,659.537706
"TG(61:1) TG(18:0_20:1_23:0)",1025.8874,741.616006,715.600306,671.537706
"TG(61:1) TG(18:0_21:0_22:1)",1025.8874,741.616006,699.569006,687.569006
"TG(61:1) TG(18:1_19:0_24:0)",1025.8874,743.631606,727.600306,657.522106
"TG(61:1) TG(18:1_20:0_23:0)",1025.8874,743.631606,713.584706,671.537706
"TG(61:1) TG(18:1_21:0_22:0)",1025.8874,743.631606,699.569006,685.553406
"TG(61:1) TG(17:0_20:1_24:0)",1025.8874,755.631606,715.600306,657.522106
"TG(61:1) TG(17:0_20:0_24:1)",1025.8874,755.631606,713.584706,659.537706
"TG(61:1) TG(17:0_22:0_22:1)",1025.8874,755.631606,685.553406,687.569006
"TG(61:1) TG(16:0_21:0_24:1)",1025.8874,769.647306,699.569006,659.537706
"TG(61:1) TG(16:0_22:1_23:0)",1025.8874,769.647306,687.569006,671.537706
"TG(61:1) TG(16:1_21:0_24:0)",1025.8874,771.662906,699.569006,657.522106
"TG(61:1) TG(16:1_22:0_23:0)",1025.8874,771.662906,685.553406,671.537706
"TG(61:1) TG(15:0_22:1_24:0)",1025.8874,783.662906,687.569006,657.522106
"TG(61:1) TG(15:0_22:0_24:1)",1025.8874,783.662906,685.553406,659.537706
"TG(61:1) TG(14:0_23:0_24:1)",1025.8874,797.678606,671.537706,659.537706
"TG(61:1) TG(14:1_23:0_24:0)",1025.8874,799.694206,671.537706,657.522106
"TG(61:1) TG(13:0_24:0_24:1)",1025.8874,811.694206,657.522106,659.537706
"TG(62:7) TG(20:0_20:1_22:6)",1027.8091,715.506406,717.522006,699.569006
"TG(62:7) TG(20:1_20:2_22:4)",1027.8091,717.522006,719.537706,695.537706
"TG(62:7) TG(20:0_20:2_22:5)",1027.8091,715.506406,719.537706,697.553306
"TG(62:7) TG(20:2_20:3_22:2)",1027.8091,719.537706,721.553306,691.506406
"TG(62:7) TG(20:0_20:3_22:4)",1027.8091,715.506406,721.553306,695.537706
"TG(62:7) TG(20:3_20:4_22:0)",1027.8091,721.553306,723.569006,687.475106
"TG(62:7) TG(20:2_20:4_22:1)",1027.8091,719.537706,723.569006,689.490706
"TG(62:7) TG(20:1_20:4_22:2)",1027.8091,717.522006,723.569006,691.506406
"TG(62:7) TG(20:2_20:5_22:0)",1027.8091,719.537706,725.584606,687.475106
"TG(62:7) TG(20:0_20:5_22:2)",1027.8091,715.506406,725.584606,691.506406
"TG(62:7) TG(18:0_22:1_22:6)",1027.8091,743.537706,689.490706,699.569006
"TG(62:7) TG(18:0_22:2_22:5)",1027.8091,743.537706,691.506406,697.553306
"TG(62:7) TG(18:1_22:0_22:6)",1027.8091,745.553306,687.475106,699.569006
"TG(62:7) TG(18:1_22:2_22:4)",1027.8091,745.553306,691.506406,695.537706
"TG(62:7) TG(18:2_20:5_24:0)",1027.8091,747.569006,725.584606,659.443806
"TG(62:7) TG(18:2_20:4_24:1)",1027.8091,747.569006,723.569006,661.459406
"TG(62:7) TG(18:2_22:0_22:5)",1027.8091,747.569006,687.475106,697.553306
"TG(62:7) TG(18:2_22:1_22:4)",1027.8091,747.569006,689.490706,695.537706
"TG(62:7) TG(18:3_20:4_24:0)",1027.8091,749.584606,723.569006,659.443806
"TG(62:7) TG(18:3_22:0_22:4)",1027.8091,749.584606,687.475106,695.537706
"TG(62:7) TG(18:3_22:2_22:2)",1027.8091,749.584606,691.506406,691.506406
"TG(62:7) TG(18:4_20:3_24:0)",1027.8091,751.600306,721.553306,659.443806
"TG(62:7) TG(18:4_20:2_24:1)",1027.8091,751.600306,719.537706,661.459406
"TG(62:7) TG(18:4_22:1_22:2)",1027.8091,751.600306,689.490706,691.506406
"TG(62:7) TG(16:0_22:6_24:1)",1027.8091,771.569006,699.569006,661.459406
"TG(62:7) TG(16:1_22:6_24:0)",1027.8091,773.584606,699.569006,659.443806
"TG(62:7) TG(20:1_20:1_22:5)",1027.8092,717.522106,717.522106,697.553406
"TG(62:7) TG(20:3_20:3_22:1)",1027.8092,721.553406,721.553406,689.490806
"TG(62:7) TG(20:1_20:5_22:1)",1027.8092,717.522106,725.584706,689.490806
"TG(62:7) TG(18:1_20:5_24:1)",1027.8092,745.553406,725.584706,661.459506
"TG(62:7) TG(18:1_22:1_22:5)",1027.8092,745.553406,689.490806,697.553406
"TG(62:7) TG(18:3_20:3_24:1)",1027.8092,749.584706,721.553406,661.459506
"TG(62:7) TG(16:1_22:5_24:1)",1027.8092,773.584706,697.553406,661.459506
"TG(61:0) TG(20:0_20:0_21:0)",1027.903,715.600306,715.600306,701.584606
"TG(61:0) TG(19:0_20:0_22:0)",1027.903,729.615906,715.600306,687.569006
"TG(61:0) TG(18:0_19:0_24:0)",1027.903,743.631606,729.615906,659.537706
"TG(61:0) TG(18:0_20:0_23:0)",1027.903,743.631606,715.600306,673.553306
"TG(61:0) TG(18:0_21:0_22:0)",1027.903,743.631606,701.584606,687.569006
"TG(61:0) TG(17:0_20:0_24:0)",1027.903,757.647206,715.600306,659.537706
"TG(61:0) TG(17:0_22:0_22:0)",1027.903,757.647206,687.569006,687.569006
"TG(61:0) TG(16:0_21:0_24:0)",1027.903,771.662906,701.584606,659.537706
"TG(61:0) TG(16:0_22:0_23:0)",1027.903,771.662906,687.569006,673.553306
"TG(61:0) TG(15:0_22:0_24:0)",1027.903,785.678506,687.569006,659.537706
"TG(61:0) TG(14:0_23:0_24:0)",1027.903,799.694206,673.553306,659.537706
"TG(61:0) TG(13:0_24:0_24:0)",1027.903,813.709806,659.537706,659.537706
"TG(61:0) TG(19:0_19:0_23:0)",1027.9031,729.616006,729.616006,673.553406
"TG(61:0) TG(19:0_21:0_21:0)",1027.9031,729.616006,701.584706,701.584706
"TG(61:0) TG(17:0_21:0_23:0)",1027.9031,757.647306,701.584706,673.553406
"TG(61:0) TG(15:0_23:0_23:0)",1027.9031,785.678606,673.553406,673.553406
"TG(62:6) TG(20:0_20:0_22:6)",1029.8247,717.522006,717.522006,701.584606
"TG(62:6) TG(20:2_20:2_22:2)",1029.8247,721.553306,721.553306,693.522006
"TG(62:6) TG(20:0_20:2_22:4)",1029.8247,717.522006,721.553306,697.553306
"TG(62:6) TG(20:2_20:4_22:0)",1029.8247,721.553306,725.584606,689.490706
"TG(62:6) TG(20:0_20:4_22:2)",1029.8247,717.522006,725.584606,693.522006
"TG(62:6) TG(18:0_22:0_22:6)",1029.8247,745.553306,689.490706,701.584606
"TG(62:6) TG(18:0_22:2_22:4)",1029.8247,745.553306,693.522006,697.553306
"TG(62:6) TG(18:2_20:4_24:0)",1029.8247,749.584606,725.584606,661.459406
"TG(62:6) TG(18:2_22:0_22:4)",1029.8247,749.584606,689.490706,697.553306
"TG(62:6) TG(18:2_22:2_22:2)",1029.8247,749.584606,693.522006,693.522006
"TG(62:6) TG(18:4_20:2_24:0)",1029.8247,753.615906,721.553306,661.459406
"TG(62:6) TG(18:4_22:0_22:2)",1029.8247,753.615906,689.490706,693.522006
"TG(62:6) TG(16:0_22:6_24:0)",1029.8247,773.584606,701.584606,661.459406
"TG(62:6) TG(20:1_20:1_22:4)",1029.8248,719.537706,719.537706,697.553406
"TG(62:6) TG(20:0_20:1_22:5)",1029.8248,717.522106,719.537706,699.569006
"TG(62:6) TG(20:3_20:3_22:0)",1029.8248,723.569006,723.569006,689.490806
"TG(62:6) TG(20:2_20:3_22:1)",1029.8248,721.553406,723.569006,691.506406
"TG(62:6) TG(20:1_20:3_22:2)",1029.8248,719.537706,723.569006,693.522106
"TG(62:6) TG(20:1_20:4_22:1)",1029.8248,719.537706,725.584706,691.506406
"TG(62:6) TG(20:1_20:5_22:0)",1029.8248,719.537706,727.600306,689.490806
"TG(62:6) TG(20:0_20:5_22:1)",1029.8248,717.522106,727.600306,691.506406
"TG(62:6) TG(19:0_21:0_22:6)",1029.8248,731.537706,703.506406,701.584706
"TG(62:6) TG(18:0_20:5_24:1)",1029.8248,745.553406,727.600306,663.475106
"TG(62:6) TG(18:0_22:1_22:5)",1029.8248,745.553406,691.506406,699.569006
"TG(62:6) TG(18:1_20:5_24:0)",1029.8248,747.569006,727.600306,661.459506
"TG(62:6) TG(18:1_20:4_24:1)",1029.8248,747.569006,725.584706,663.475106
"TG(62:6) TG(18:1_22:0_22:5)",1029.8248,747.569006,689.490806,699.569006
"TG(62:6) TG(18:1_22:1_22:4)",1029.8248,747.569006,691.506406,697.553406
"TG(62:6) TG(18:2_20:3_24:1)",1029.8248,749.584706,723.569006,663.475106
"TG(62:6) TG(18:3_20:3_24:0)",1029.8248,751.600306,723.569006,661.459506
"TG(62:6) TG(18:3_20:2_24:1)",1029.8248,751.600306,721.553406,663.475106
"TG(62:6) TG(18:3_22:1_22:2)",1029.8248,751.600306,691.506406,693.522106
"TG(62:6) TG(18:4_20:1_24:1)",1029.8248,753.616006,719.537706,663.475106
"TG(62:6) TG(18:4_22:1_22:1)",1029.8248,753.616006,691.506406,691.506406
"TG(62:6) TG(17:0_22:6_23:0)",1029.8248,759.569006,701.584706,675.475106
"TG(62:6) TG(16:0_22:5_24:1)",1029.8248,773.584706,699.569006,663.475106
"TG(62:6) TG(16:1_22:5_24:0)",1029.8248,775.600306,699.569006,661.459506
"TG(62:6) TG(16:1_22:4_24:1)",1029.8248,775.600306,697.553406,663.475106
"TG(63:12) TG(19:0_22:6_22:6)",1031.7465,733.459406,703.506406,703.506406
"TG(62:5) TG(20:0_20:0_22:5)",1031.8404,719.537706,719.537706,701.584606
"TG(62:5) TG(20:0_20:1_22:4)",1031.8404,719.537706,721.553306,699.569006
"TG(62:5) TG(20:2_20:2_22:1)",1031.8404,723.569006,723.569006,693.522006
"TG(62:5) TG(20:1_20:2_22:2)",1031.8404,721.553306,723.569006,695.537706
"TG(62:5) TG(20:2_20:3_22:0)",1031.8404,723.569006,725.584606,691.506406
"TG(62:5) TG(20:0_20:3_22:2)",1031.8404,719.537706,725.584606,695.537706
"TG(62:5) TG(20:1_20:4_22:0)",1031.8404,721.553306,727.600306,691.506406
"TG(62:5) TG(20:0_20:4_22:1)",1031.8404,719.537706,727.600306,693.522006
"TG(62:5) TG(20:0_20:5_22:0)",1031.8404,719.537706,729.615906,691.506406
"TG(62:5) TG(18:0_20:5_24:0)",1031.8404,747.569006,729.615906,663.475106
"TG(62:5) TG(18:0_20:4_24:1)",1031.8404,747.569006,727.600306,665.490706
"TG(62:5) TG(18:0_22:0_22:5)",1031.8404,747.569006,691.506406,701.584606
"TG(62:5) TG(18:0_22:1_22:4)",1031.8404,747.569006,693.522006,699.569006
"TG(62:5) TG(18:1_20:4_24:0)",1031.8404,749.584606,727.600306,663.475106
"TG(62:5) TG(18:1_22:0_22:4)",1031.8404,749.584606,691.506406,699.569006
"TG(62:5) TG(18:1_22:2_22:2)",1031.8404,749.584606,695.537706,695.537706
"TG(62:5) TG(18:2_20:3_24:0)",1031.8404,751.600306,725.584606,663.475106
"TG(62:5) TG(18:2_20:2_24:1)",1031.8404,751.600306,723.569006,665.490706
"TG(62:5) TG(18:2_22:1_22:2)",1031.8404,751.600306,693.522006,695.537706
"TG(62:5) TG(18:3_20:2_24:0)",1031.8404,753.615906,723.569006,663.475106
"TG(62:5) TG(18:3_22:0_22:2)",1031.8404,753.615906,691.506406,695.537706
"TG(62:5) TG(18:4_20:1_24:0)",1031.8404,755.631606,721.553306,663.475106
"TG(62:5) TG(18:4_20:0_24:1)",1031.8404,755.631606,719.537706,665.490706
"TG(62:5) TG(18:4_22:0_22:1)",1031.8404,755.631606,691.506406,693.522006
"TG(62:5) TG(16:0_22:5_24:0)",1031.8404,775.600306,701.584606,663.475106
"TG(62:5) TG(16:0_22:4_24:1)",1031.8404,775.600306,699.569006,665.490706
"TG(62:5) TG(16:1_22:4_24:0)",1031.8404,777.615906,699.569006,663.475106
"TG(62:5) TG(20:1_20:3_22:1)",1031.8405,721.553406,725.584706,693.522106
"TG(62:5) TG(20:5_21:0_21:0)",1031.8405,729.616006,705.522106,705.522106
"TG(62:5) TG(19:0_20:5_23:0)",1031.8405,733.553406,729.616006,677.490806
"TG(62:5) TG(19:0_21:0_22:5)",1031.8405,733.553406,705.522106,701.584706
"TG(62:5) TG(18:1_20:3_24:1)",1031.8405,749.584706,725.584706,665.490806
"TG(62:5) TG(18:3_20:1_24:1)",1031.8405,753.616006,721.553406,665.490806
"TG(62:5) TG(18:3_22:1_22:1)",1031.8405,753.616006,693.522106,693.522106
"TG(62:5) TG(17:0_22:5_23:0)",1031.8405,761.584706,701.584706,677.490806
"TG(63:11) TG(20:5_21:0_22:6)",1033.7622,731.537706,707.443806,705.522106
"TG(63:11) TG(19:0_22:5_22:6)",1033.7622,735.475106,703.506406,705.522106
"TG(62:4) TG(20:0_20:0_22:4)",1033.856,721.553306,721.553306,701.584606
"TG(62:4) TG(20:2_20:2_22:0)",1033.856,725.584606,725.584606,693.522006
"TG(62:4) TG(20:0_20:2_22:2)",1033.856,721.553306,725.584606,697.553306
"TG(62:4) TG(20:0_20:4_22:0)",1033.856,721.553306,729.615906,693.522006
"TG(62:4) TG(18:0_20:4_24:0)",1033.856,749.584606,729.615906,665.490706
"TG(62:4) TG(18:0_22:0_22:4)",1033.856,749.584606,693.522006,701.584606
"TG(62:4) TG(18:0_22:2_22:2)",1033.856,749.584606,697.553306,697.553306
"TG(62:4) TG(18:2_20:2_24:0)",1033.856,753.615906,725.584606,665.490706
"TG(62:4) TG(18:2_22:0_22:2)",1033.856,753.615906,693.522006,697.553306
"TG(62:4) TG(18:4_20:0_24:0)",1033.856,757.647206,721.553306,665.490706
"TG(62:4) TG(18:4_22:0_22:0)",1033.856,757.647206,693.522006,693.522006
"TG(62:4) TG(16:0_22:4_24:0)",1033.856,777.615906,701.584606,665.490706
"TG(62:4) TG(20:1_20:1_22:2)",1033.8561,723.569006,723.569006,697.553406
"TG(62:4) TG(20:1_20:2_22:1)",1033.8561,723.569006,725.584706,695.537706
"TG(62:4) TG(20:1_20:3_22:0)",1033.8561,723.569006,727.600306,693.522106
"TG(62:4) TG(20:0_20:3_22:1)",1033.8561,721.553406,727.600306,695.537706
"TG(62:4) TG(20:4_21:0_21:0)",1033.8561,729.616006,707.537706,707.537706
"TG(62:4) TG(19:0_20:4_23:0)",1033.8561,735.569006,729.616006,679.506406
"TG(62:4) TG(19:0_21:0_22:4)",1033.8561,735.569006,707.537706,701.584706
"TG(62:4) TG(18:0_20:3_24:1)",1033.8561,749.584706,727.600306,667.506406
"TG(62:4) TG(18:1_20:3_24:0)",1033.8561,751.600306,727.600306,665.490806
"TG(62:4) TG(18:1_20:2_24:1)",1033.8561,751.600306,725.584706,667.506406
"TG(62:4) TG(18:1_22:1_22:2)",1033.8561,751.600306,695.537706,697.553406
"TG(62:4) TG(18:2_20:1_24:1)",1033.8561,753.616006,723.569006,667.506406
"TG(62:4) TG(18:2_22:1_22:1)",1033.8561,753.616006,695.537706,695.537706
"TG(62:4) TG(18:3_20:1_24:0)",1033.8561,755.631606,723.569006,665.490806
"TG(62:4) TG(18:3_20:0_24:1)",1033.8561,755.631606,721.553406,667.506406
"TG(62:4) TG(18:3_22:0_22:1)",1033.8561,755.631606,693.522106,695.537706
"TG(62:4) TG(18:4_21:0_23:0)",1033.8561,757.647306,707.537706,679.506406
"TG(62:4) TG(17:0_22:4_23:0)",1033.8561,763.600306,701.584706,679.506406
"TG(62:4) TG(16:1_22:2_24:1)",1033.8561,779.631606,697.553406,667.506406
"TG(64:17) TG(20:5_22:6_22:6)",1035.6839,733.459406,707.443806,707.443806
"TG(63:10) TG(20:4_21:0_22:6)",1035.7778,731.537706,709.459406,707.537706
"TG(63:10) TG(19:0_22:4_22:6)",1035.7778,737.490706,703.506406,707.537706
"TG(63:10) TG(18:4_22:6_23:0)",1035.7778,759.569006,707.537706,681.428106
"TG(63:10) TG(20:5_20:5_23:0)",1035.7779,733.553406,733.553406,681.428206
"TG(63:10) TG(20:5_21:0_22:5)",1035.7779,733.553406,709.459506,705.522106
"TG(63:10) TG(19:0_22:5_22:5)",1035.7779,737.490806,705.522106,705.522106
"TG(62:3) TG(20:0_20:1_22:2)",1035.8717,723.569006,725.584606,699.569006
"TG(62:3) TG(20:1_20:2_22:0)",1035.8717,725.584606,727.600306,695.537706
"TG(62:3) TG(20:0_20:2_22:1)",1035.8717,723.569006,727.600306,697.553306
"TG(62:3) TG(20:0_20:3_22:0)",1035.8717,723.569006,729.615906,695.537706
"TG(62:3) TG(18:0_20:3_24:0)",1035.8717,751.600306,729.615906,667.506406
"TG(62:3) TG(18:0_20:2_24:1)",1035.8717,751.600306,727.600306,669.522006
"TG(62:3) TG(18:0_22:1_22:2)",1035.8717,751.600306,697.553306,699.569006
"TG(62:3) TG(18:1_20:2_24:0)",1035.8717,753.615906,727.600306,667.506406
"TG(62:3) TG(18:1_22:0_22:2)",1035.8717,753.615906,695.537706,699.569006
"TG(62:3) TG(18:2_20:1_24:0)",1035.8717,755.631606,725.584606,667.506406
"TG(62:3) TG(18:2_20:0_24:1)",1035.8717,755.631606,723.569006,669.522006
"TG(62:3) TG(18:2_22:0_22:1)",1035.8717,755.631606,695.537706,697.553306
"TG(62:3) TG(18:3_20:0_24:0)",1035.8717,757.647206,723.569006,667.506406
"TG(62:3) TG(18:3_22:0_22:0)",1035.8717,757.647206,695.537706,695.537706
"TG(62:3) TG(16:0_22:2_24:1)",1035.8717,779.631606,699.569006,669.522006
"TG(62:3) TG(16:1_22:2_24:0)",1035.8717,781.647206,699.569006,667.506406
"TG(62:3) TG(20:1_20:1_22:1)",1035.8718,725.584706,725.584706,697.553406
"TG(62:3) TG(20:3_21:0_21:0)",1035.8718,729.616006,709.553406,709.553406
"TG(62:3) TG(19:0_20:3_23:0)",1035.8718,737.584706,729.616006,681.522106
"TG(62:3) TG(18:1_20:1_24:1)",1035.8718,753.616006,725.584706,669.522106
"TG(62:3) TG(18:1_22:1_22:1)",1035.8718,753.616006,697.553406,697.553406
"TG(62:3) TG(18:3_21:0_23:0)",1035.8718,757.647306,709.553406,681.522106
"TG(62:3) TG(16:1_22:1_24:1)",1035.8718,781.647306,697.553406,669.522106
"TG(62:3) TG(14:1_24:1_24:1)",1035.8718,809.678606,669.522106,669.522106
"TG(64:16) TG(20:4_22:6_22:6)",1037.6995,733.459406,709.459406,709.459406
"TG(64:16) TG(20:5_22:5_22:6)",1037.6996,735.475106,707.443806,709.459506
"TG(63:9) TG(20:3_21:0_22:6)",1037.7935,731.537706,711.475106,709.553406
"TG(63:9) TG(20:4_21:0_22:5)",1037.7935,733.553406,711.475106,707.537706
"TG(63:9) TG(20:4_20:5_23:0)",1037.7935,733.553406,735.569006,683.443806
"TG(63:9) TG(20:5_21:0_22:4)",1037.7935,735.569006,711.475106,705.522106
"TG(63:9) TG(19:0_22:4_22:5)",1037.7935,739.506406,705.522106,707.537706
"TG(63:9) TG(18:3_22:6_23:0)",1037.7935,759.569006,709.553406,683.443806
"TG(63:9) TG(18:4_22:5_23:0)",1037.7935,761.584706,707.537706,683.443806
"TG(62:2) TG(20:0_20:0_22:2)",1037.8873,725.584606,725.584606,701.584606
"TG(62:2) TG(20:0_20:2_22:0)",1037.8873,725.584606,729.615906,697.553306
"TG(62:2) TG(18:0_20:2_24:0)",1037.8873,753.615906,729.615906,669.522006
"TG(62:2) TG(18:0_22:0_22:2)",1037.8873,753.615906,697.553306,701.584606
"TG(62:2) TG(18:2_20:0_24:0)",1037.8873,757.647206,725.584606,669.522006
"TG(62:2) TG(18:2_22:0_22:0)",1037.8873,757.647206,697.553306,697.553306
"TG(62:2) TG(16:0_22:2_24:0)",1037.8873,781.647206,701.584606,669.522006
"TG(62:2) TG(20:1_20:1_22:0)",1037.8874,727.600306,727.600306,697.553406
"TG(62:2) TG(20:0_20:1_22:1)",1037.8874,725.584706,727.600306,699.569006
"TG(62:2) TG(20:2_21:0_21:0)",1037.8874,729.616006,711.569006,711.569006
"TG(62:2) TG(19:0_20:2_23:0)",1037.8874,739.600306,729.616006,683.537706
"TG(62:2) TG(19:0_21:0_22:2)",1037.8874,739.600306,711.569006,701.584706
"TG(62:2) TG(18:0_20:1_24:1)",1037.8874,753.616006,727.600306,671.537706
"TG(62:2) TG(18:0_22:1_22:1)",1037.8874,753.616006,699.569006,699.569006
"TG(62:2) TG(18:1_20:1_24:0)",1037.8874,755.631606,727.600306,669.522106
"TG(62:2) TG(18:1_20:0_24:1)",1037.8874,755.631606,725.584706,671.537706
"TG(62:2) TG(18:1_22:0_22:1)",1037.8874,755.631606,697.553406,699.569006
"TG(62:2) TG(18:2_21:0_23:0)",1037.8874,757.647306,711.569006,683.537706
"TG(62:2) TG(17:0_22:2_23:0)",1037.8874,767.631606,701.584706,683.537706
"TG(62:2) TG(16:0_22:1_24:1)",1037.8874,781.647306,699.569006,671.537706
"TG(62:2) TG(16:1_22:1_24:0)",1037.8874,783.662906,699.569006,669.522106
"TG(62:2) TG(16:1_22:0_24:1)",1037.8874,783.662906,697.553406,671.537706
"TG(62:2) TG(14:0_24:1_24:1)",1037.8874,809.678606,671.537706,671.537706
"TG(62:2) TG(14:1_24:0_24:1)",1037.8874,811.694206,669.522106,671.537706
"TG(64:15) TG(20:3_22:6_22:6)",1039.7152,733.459406,711.475106,711.475106
"TG(64:15) TG(20:4_22:5_22:6)",1039.7152,735.475106,709.459406,711.475106
"TG(64:15) TG(20:5_22:4_22:6)",1039.7152,737.490706,707.443806,711.475106
"TG(64:15) TG(20:5_22:5_22:5)",1039.7153,737.490806,709.459506,709.459506
"TG(63:8) TG(20:2_21:0_22:6)",1039.8091,731.537706,713.490706,711.569006
"TG(63:8) TG(20:4_20:4_23:0)",1039.8091,735.569006,735.569006,685.459406
"TG(63:8) TG(20:4_21:0_22:4)",1039.8091,735.569006,713.490706,707.537706
"TG(63:8) TG(19:0_22:2_22:6)",1039.8091,741.522006,703.506406,711.569006
"TG(63:8) TG(19:0_22:4_22:4)",1039.8091,741.522006,707.537706,707.537706
"TG(63:8) TG(18:2_22:6_23:0)",1039.8091,759.569006,711.569006,685.459406
"TG(63:8) TG(18:4_22:4_23:0)",1039.8091,763.600306,707.537706,685.459406
"TG(63:8) TG(20:3_21:0_22:5)",1039.8092,733.553406,713.490806,709.553406
"TG(63:8) TG(20:3_20:5_23:0)",1039.8092,733.553406,737.584706,685.459506
"TG(63:8) TG(18:3_22:5_23:0)",1039.8092,761.584706,709.553406,685.459506
"TG(62:1) TG(20:0_20:0_22:1)",1039.903,727.600306,727.600306,701.584606
"TG(62:1) TG(20:0_20:1_22:0)",1039.903,727.600306,729.615906,699.569006
"TG(62:1) TG(18:0_20:1_24:0)",1039.903,755.631606,729.615906,671.537706
"TG(62:1) TG(18:0_20:0_24:1)",1039.903,755.631606,727.600306,673.553306
"TG(62:1) TG(18:0_22:0_22:1)",1039.903,755.631606,699.569006,701.584606
"TG(62:1) TG(18:1_20:0_24:0)",1039.903,757.647206,727.600306,671.537706
"TG(62:1) TG(18:1_22:0_22:0)",1039.903,757.647206,699.569006,699.569006
"TG(62:1) TG(16:0_22:1_24:0)",1039.903,783.662906,701.584606,671.537706
"TG(62:1) TG(16:0_22:0_24:1)",1039.903,783.662906,699.569006,673.553306
"TG(62:1) TG(16:1_22:0_24:0)",1039.903,785.678506,699.569006,671.537706
"TG(62:1) TG(14:0_24:0_24:1)",1039.903,811.694206,671.537706,673.553306
"TG(62:1) TG(14:1_24:0_24:0)",1039.903,813.709806,671.537706,671.537706
"TG(62:1) TG(20:1_21:0_21:0)",1039.9031,729.616006,713.584706,713.584706
