Plasmenyl-PC,[M+H]+,[M+H-PC]+,[M+H-sn1_ether]+,[M+H-sn1_ether-N(CH3)3]+,[M+H-sn2_acyl]+,[M+H-sn2_acyl-H2O]+,[LPC_acyl_sn2]+,[acyl_sn2_RCOO+58]+,[acyl2_RCO]+,[PC Head]+
Plasmenyl-PC(P-20:0/22:0),858.7309976,675.6649576,562.4232326,503.3497326,536.4075176,518.3969576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-20:0/22:1),856.7153976,673.6493576,560.4076326,501.3341326,536.4075176,518.3969576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-20:0/22:2),854.6996976,671.6336576,558.3919326,499.3184326,536.4075176,518.3969576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-20:0/22:3),852.6840976,669.6180576,556.3763326,497.3028326,536.4075176,518.3969576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-20:0/22:4),850.6683976,667.6023576,554.3606326,495.2871326,536.4075176,518.3969576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-20:0/22:5),848.6527976,665.5867576,552.3450326,493.2715326,536.4075176,518.3969576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-20:0/22:6),846.6370976,663.5710576,550.3293326,491.2558326,536.4075176,518.3969576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-20:0/23:0),872.7466976,689.6806576,576.4389326,517.3654326,536.4075176,518.3969576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-20:0/24:0),886.7622976,703.6962576,590.4545326,531.3810326,536.4075176,518.3969576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-20:0/24:1),884.7466976,701.6806576,588.4389326,529.3654326,536.4075176,518.3969576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-20:0/25:0),900.7779976,717.7119576,604.4702326,545.3967326,536.4075176,518.3969576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-20:0/26:0),914.7935976,731.7275576,618.4858326,559.4123326,536.4075176,518.3969576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-20:0/8:0),662.5118976,479.4458576,366.2041326,307.1306326,536.4075176,518.3969576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-20:1/10:0),688.5275976,505.4615576,394.2354326,335.1619326,534.3919176,516.3813576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-20:1/12:0),716.5588976,533.4928576,422.2667326,363.1932326,534.3919176,516.3813576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-20:1/13:0),730.5745976,547.5085576,436.2824326,377.2089326,534.3919176,516.3813576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-20:1/14:0),744.5901976,561.5241576,450.2980326,391.2245326,534.3919176,516.3813576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-20:1/14:1),742.5745976,559.5085576,448.2824326,389.2089326,534.3919176,516.3813576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-20:1/15:0),758.6058976,575.5398576,464.3137326,405.2402326,534.3919176,516.3813576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-20:1/15:1),756.5901976,573.5241576,462.2980326,403.2245326,534.3919176,516.3813576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-20:1/16:0),772.6214976,589.5554576,478.3293326,419.2558326,534.3919176,516.3813576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-20:1/16:1),770.6058976,587.5398576,476.3137326,417.2402326,534.3919176,516.3813576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-20:1/17:0),786.6371976,603.5711576,492.3450326,433.2715326,534.3919176,516.3813576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-20:1/17:1),784.6214976,601.5554576,490.3293326,431.2558326,534.3919176,516.3813576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-20:1/17:2),782.6058976,599.5398576,488.3137326,429.2402326,534.3919176,516.3813576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-20:1/18:0),800.6527976,617.5867576,506.3606326,447.2871326,534.3919176,516.3813576,524.37109,341.30503,267.2688,184.07332
Plasmenyl-PC(P-20:1/18:1),798.6371976,615.5711576,504.3450326,445.2715326,534.3919176,516.3813576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-20:1/18:2),796.6214976,613.5554576,502.3293326,443.2558326,534.3919176,516.3813576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-20:1/18:3),794.6058976,611.5398576,500.3137326,441.2402326,534.3919176,516.3813576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-20:1/18:4),792.5901976,609.5241576,498.2980326,439.2245326,534.3919176,516.3813576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-20:1/19:0),814.6684976,631.6024576,520.3763326,461.3028326,534.3919176,516.3813576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-20:1/20:0),828.6840976,645.6180576,534.3919326,475.3184326,534.3919176,516.3813576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-20:1/20:1),826.6684976,643.6024576,532.3763326,473.3028326,534.3919176,516.3813576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-20:1/20:2),824.6527976,641.5867576,530.3606326,471.2871326,534.3919176,516.3813576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-20:1/20:3),822.6371976,639.5711576,528.3450326,469.2715326,534.3919176,516.3813576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-20:1/20:4),820.6214976,637.5554576,526.3293326,467.2558326,534.3919176,516.3813576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-20:1/20:5),818.6058976,635.5398576,524.3137326,465.2402326,534.3919176,516.3813576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-20:1/21:0),842.6997976,659.6337576,548.4076326,489.3341326,534.3919176,516.3813576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-20:1/22:0),856.7153976,673.6493576,562.4232326,503.3497326,534.3919176,516.3813576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-20:1/22:1),854.6997976,671.6337576,560.4076326,501.3341326,534.3919176,516.3813576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-20:1/22:2),852.6840976,669.6180576,558.3919326,499.3184326,534.3919176,516.3813576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-20:1/22:3),850.6684976,667.6024576,556.3763326,497.3028326,534.3919176,516.3813576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-20:1/22:4),848.6527976,665.5867576,554.3606326,495.2871326,534.3919176,516.3813576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-20:1/22:5),846.6371976,663.5711576,552.3450326,493.2715326,534.3919176,516.3813576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-20:1/22:6),844.6214976,661.5554576,550.3293326,491.2558326,534.3919176,516.3813576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-20:1/23:0),870.7310976,687.6650576,576.4389326,517.3654326,534.3919176,516.3813576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-20:1/24:0),884.7466976,701.6806576,590.4545326,531.3810326,534.3919176,516.3813576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-20:1/24:1),882.7310976,699.6650576,588.4389326,529.3654326,534.3919176,516.3813576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-20:1/25:0),898.7623976,715.6963576,604.4702326,545.3967326,534.3919176,516.3813576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-20:1/26:0),912.7779976,729.7119576,618.4858326,559.4123326,534.3919176,516.3813576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-20:1/8:0),660.4962976,477.4302576,366.2041326,307.1306326,534.3919176,516.3813576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-22:0/8:0),690.5431976,507.4771576,366.2041326,307.1306326,564.4388176,546.4282576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-22:0/10:0),718.5744976,535.5084576,394.2354326,335.1619326,564.4388176,546.4282576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-22:0/12:0),746.6057976,563.5397576,422.2667326,363.1932326,564.4388176,546.4282576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-22:0/13:0),760.6214976,577.5554576,436.2824326,377.2089326,564.4388176,546.4282576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-22:0/14:0),774.6370976,591.5710576,450.2980326,391.2245326,564.4388176,546.4282576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-22:0/14:1),772.6214976,589.5554576,448.2824326,389.2089326,564.4388176,546.4282576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-22:0/15:0),788.6527976,605.5867576,464.3137326,405.2402326,564.4388176,546.4282576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-22:0/15:1),786.6370976,603.5710576,462.2980326,403.2245326,564.4388176,546.4282576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-22:0/16:0),802.6683976,619.6023576,478.3293326,419.2558326,564.4388176,546.4282576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-22:0/16:1),800.6527976,617.5867576,476.3137326,417.2402326,564.4388176,546.4282576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-22:0/17:0),816.6840976,633.6180576,492.3450326,433.2715326,564.4388176,546.4282576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-22:0/17:1),814.6683976,631.6023576,490.3293326,431.2558326,564.4388176,546.4282576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-22:0/17:2),812.6527976,629.5867576,488.3137326,429.2402326,564.4388176,546.4282576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-22:0/18:0),830.6996976,647.6336576,506.3606326,447.2871326,564.4388176,546.4282576,524.37109,341.30503,267.2688,184.07332
Plasmenyl-PC(P-22:0/18:1),828.6840976,645.6180576,504.3450326,445.2715326,564.4388176,546.4282576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-22:0/18:2),826.6683976,643.6023576,502.3293326,443.2558326,564.4388176,546.4282576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-22:0/18:3),824.6527976,641.5867576,500.3137326,441.2402326,564.4388176,546.4282576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-22:0/18:4),822.6370976,639.5710576,498.2980326,439.2245326,564.4388176,546.4282576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-22:0/19:0),844.7153976,661.6493576,520.3763326,461.3028326,564.4388176,546.4282576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-22:0/20:0),858.7309976,675.6649576,534.3919326,475.3184326,564.4388176,546.4282576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-22:0/20:1),856.7153976,673.6493576,532.3763326,473.3028326,564.4388176,546.4282576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-22:0/20:2),854.6996976,671.6336576,530.3606326,471.2871326,564.4388176,546.4282576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-22:0/20:3),852.6840976,669.6180576,528.3450326,469.2715326,564.4388176,546.4282576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-22:0/20:4),850.6683976,667.6023576,526.3293326,467.2558326,564.4388176,546.4282576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-22:0/20:5),848.6527976,665.5867576,524.3137326,465.2402326,564.4388176,546.4282576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-22:0/21:0),872.7466976,689.6806576,548.4076326,489.3341326,564.4388176,546.4282576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-22:0/22:0),886.7622976,703.6962576,562.4232326,503.3497326,564.4388176,546.4282576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-22:0/22:1),884.7466976,701.6806576,560.4076326,501.3341326,564.4388176,546.4282576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-22:0/22:2),882.7309976,699.6649576,558.3919326,499.3184326,564.4388176,546.4282576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-22:0/22:3),880.7153976,697.6493576,556.3763326,497.3028326,564.4388176,546.4282576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-22:0/22:4),878.6996976,695.6336576,554.3606326,495.2871326,564.4388176,546.4282576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-22:0/22:5),876.6840976,693.6180576,552.3450326,493.2715326,564.4388176,546.4282576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-22:0/22:6),874.6683976,691.6023576,550.3293326,491.2558326,564.4388176,546.4282576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-22:0/23:0),900.7779976,717.7119576,576.4389326,517.3654326,564.4388176,546.4282576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-22:0/24:0),914.7935976,731.7275576,590.4545326,531.3810326,564.4388176,546.4282576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-22:0/24:1),912.7779976,729.7119576,588.4389326,529.3654326,564.4388176,546.4282576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-22:0/25:0),928.8092976,745.7432576,604.4702326,545.3967326,564.4388176,546.4282576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-22:0/26:0),942.8248976,759.7588576,618.4858326,559.4123326,564.4388176,546.4282576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-22:1/8:0),688.5275976,505.4615576,366.2041326,307.1306326,562.4232176,544.4126576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-22:1/10:0),716.5588976,533.4928576,394.2354326,335.1619326,562.4232176,544.4126576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-22:1/12:0),744.5901976,561.5241576,422.2667326,363.1932326,562.4232176,544.4126576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-22:1/13:0),758.6058976,575.5398576,436.2824326,377.2089326,562.4232176,544.4126576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-22:1/14:0),772.6214976,589.5554576,450.2980326,391.2245326,562.4232176,544.4126576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-22:1/14:1),770.6058976,587.5398576,448.2824326,389.2089326,562.4232176,544.4126576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-22:1/15:0),786.6371976,603.5711576,464.3137326,405.2402326,562.4232176,544.4126576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-22:1/15:1),784.6214976,601.5554576,462.2980326,403.2245326,562.4232176,544.4126576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-22:1/16:0),800.6527976,617.5867576,478.3293326,419.2558326,562.4232176,544.4126576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-22:1/16:1),798.6371976,615.5711576,476.3137326,417.2402326,562.4232176,544.4126576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-22:1/17:0),814.6684976,631.6024576,492.3450326,433.2715326,562.4232176,544.4126576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-22:1/17:1),812.6527976,629.5867576,490.3293326,431.2558326,562.4232176,544.4126576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-22:1/17:2),810.6371976,627.5711576,488.3137326,429.2402326,562.4232176,544.4126576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-22:1/18:0),828.6840976,645.6180576,506.3606326,447.2871326,562.4232176,544.4126576,524.37109,341.30503,267.2688,184.07332
Plasmenyl-PC(P-22:1/18:1),826.6684976,643.6024576,504.3450326,445.2715326,562.4232176,544.4126576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-22:1/18:2),824.6527976,641.5867576,502.3293326,443.2558326,562.4232176,544.4126576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-22:1/18:3),822.6371976,639.5711576,500.3137326,441.2402326,562.4232176,544.4126576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-22:1/18:4),820.6214976,637.5554576,498.2980326,439.2245326,562.4232176,544.4126576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-22:1/19:0),842.6997976,659.6337576,520.3763326,461.3028326,562.4232176,544.4126576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-22:1/20:0),856.7153976,673.6493576,534.3919326,475.3184326,562.4232176,544.4126576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-22:1/20:1),854.6997976,671.6337576,532.3763326,473.3028326,562.4232176,544.4126576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-22:1/20:2),852.6840976,669.6180576,530.3606326,471.2871326,562.4232176,544.4126576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-22:1/20:3),850.6684976,667.6024576,528.3450326,469.2715326,562.4232176,544.4126576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-22:1/20:4),848.6527976,665.5867576,526.3293326,467.2558326,562.4232176,544.4126576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-22:1/20:5),846.6371976,663.5711576,524.3137326,465.2402326,562.4232176,544.4126576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-22:1/21:0),870.7310976,687.6650576,548.4076326,489.3341326,562.4232176,544.4126576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-22:1/22:0),884.7466976,701.6806576,562.4232326,503.3497326,562.4232176,544.4126576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-22:1/22:1),882.7310976,699.6650576,560.4076326,501.3341326,562.4232176,544.4126576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-22:1/22:2),880.7153976,697.6493576,558.3919326,499.3184326,562.4232176,544.4126576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-22:1/22:3),878.6997976,695.6337576,556.3763326,497.3028326,562.4232176,544.4126576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-22:1/22:4),876.6840976,693.6180576,554.3606326,495.2871326,562.4232176,544.4126576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-22:1/22:5),874.6684976,691.6024576,552.3450326,493.2715326,562.4232176,544.4126576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-22:1/22:6),872.6527976,689.5867576,550.3293326,491.2558326,562.4232176,544.4126576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-22:1/23:0),898.7623976,715.6963576,576.4389326,517.3654326,562.4232176,544.4126576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-22:1/24:0),912.7779976,729.7119576,590.4545326,531.3810326,562.4232176,544.4126576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-22:1/24:1),910.7623976,727.6963576,588.4389326,529.3654326,562.4232176,544.4126576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-22:1/25:0),926.7936976,743.7276576,604.4702326,545.3967326,562.4232176,544.4126576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-22:1/26:0),940.8092976,757.7432576,618.4858326,559.4123326,562.4232176,544.4126576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-24:0/8:0),718.5744976,535.5084576,366.2041326,307.1306326,592.4701176,574.4595576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-24:0/10:0),746.6057976,563.5397576,394.2354326,335.1619326,592.4701176,574.4595576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-24:0/12:0),774.6370976,591.5710576,422.2667326,363.1932326,592.4701176,574.4595576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-24:0/13:0),788.6527976,605.5867576,436.2824326,377.2089326,592.4701176,574.4595576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-24:0/14:0),802.6683976,619.6023576,450.2980326,391.2245326,592.4701176,574.4595576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-24:0/14:1),800.6527976,617.5867576,448.2824326,389.2089326,592.4701176,574.4595576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-24:0/15:0),816.6840976,633.6180576,464.3137326,405.2402326,592.4701176,574.4595576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-24:0/15:1),814.6683976,631.6023576,462.2980326,403.2245326,592.4701176,574.4595576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-24:0/16:0),830.6996976,647.6336576,478.3293326,419.2558326,592.4701176,574.4595576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-24:0/16:1),828.6840976,645.6180576,476.3137326,417.2402326,592.4701176,574.4595576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-24:0/17:0),844.7153976,661.6493576,492.3450326,433.2715326,592.4701176,574.4595576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-24:0/17:1),842.6996976,659.6336576,490.3293326,431.2558326,592.4701176,574.4595576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-24:0/17:2),840.6840976,657.6180576,488.3137326,429.2402326,592.4701176,574.4595576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-24:0/18:0),858.7309976,675.6649576,506.3606326,447.2871326,592.4701176,574.4595576,524.37109,341.30503,267.2688,184.07332
Plasmenyl-PC(P-24:0/18:1),856.7153976,673.6493576,504.3450326,445.2715326,592.4701176,574.4595576,522.35549,339.28943,265.2532,184.07332
Plasmenyl-PC(P-24:0/18:2),854.6996976,671.6336576,502.3293326,443.2558326,592.4701176,574.4595576,520.33979,337.27373,263.2375,184.07332
Plasmenyl-PC(P-24:0/18:3),852.6840976,669.6180576,500.3137326,441.2402326,592.4701176,574.4595576,518.32419,335.25813,261.2219,184.07332
Plasmenyl-PC(P-24:0/18:4),850.6683976,667.6023576,498.2980326,439.2245326,592.4701176,574.4595576,516.30849,333.24243,259.2062,184.07332
Plasmenyl-PC(P-24:0/19:0),872.7466976,689.6806576,520.3763326,461.3028326,592.4701176,574.4595576,538.38679,355.32073,281.2845,184.07332
Plasmenyl-PC(P-24:0/20:0),886.7622976,703.6962576,534.3919326,475.3184326,592.4701176,574.4595576,552.40239,369.33633,295.3001,184.07332
Plasmenyl-PC(P-24:0/20:1),884.7466976,701.6806576,532.3763326,473.3028326,592.4701176,574.4595576,550.38679,367.32073,293.2845,184.07332
Plasmenyl-PC(P-24:0/20:2),882.7309976,699.6649576,530.3606326,471.2871326,592.4701176,574.4595576,548.37109,365.30503,291.2688,184.07332
Plasmenyl-PC(P-24:0/20:3),880.7153976,697.6493576,528.3450326,469.2715326,592.4701176,574.4595576,546.35549,363.28943,289.2532,184.07332
Plasmenyl-PC(P-24:0/20:4),878.6996976,695.6336576,526.3293326,467.2558326,592.4701176,574.4595576,544.33979,361.27373,287.2375,184.07332
Plasmenyl-PC(P-24:0/20:5),876.6840976,693.6180576,524.3137326,465.2402326,592.4701176,574.4595576,542.32419,359.25813,285.2219,184.07332
Plasmenyl-PC(P-24:0/21:0),900.7779976,717.7119576,548.4076326,489.3341326,592.4701176,574.4595576,566.41809,383.35203,309.3158,184.07332
Plasmenyl-PC(P-24:0/22:0),914.7935976,731.7275576,562.4232326,503.3497326,592.4701176,574.4595576,580.43369,397.36763,323.3314,184.07332
Plasmenyl-PC(P-24:0/22:1),912.7779976,729.7119576,560.4076326,501.3341326,592.4701176,574.4595576,578.41809,395.35203,321.3158,184.07332
Plasmenyl-PC(P-24:0/22:2),910.7622976,727.6962576,558.3919326,499.3184326,592.4701176,574.4595576,576.40239,393.33633,319.3001,184.07332
Plasmenyl-PC(P-24:0/22:3),908.7466976,725.6806576,556.3763326,497.3028326,592.4701176,574.4595576,574.38679,391.32073,317.2845,184.07332
Plasmenyl-PC(P-24:0/22:4),906.7309976,723.6649576,554.3606326,495.2871326,592.4701176,574.4595576,572.37109,389.30503,315.2688,184.07332
Plasmenyl-PC(P-24:0/22:5),904.7153976,721.6493576,552.3450326,493.2715326,592.4701176,574.4595576,570.35549,387.28943,313.2532,184.07332
Plasmenyl-PC(P-24:0/22:6),902.6996976,719.6336576,550.3293326,491.2558326,592.4701176,574.4595576,568.33979,385.27373,311.2375,184.07332
Plasmenyl-PC(P-24:0/23:0),928.8092976,745.7432576,576.4389326,517.3654326,592.4701176,574.4595576,594.44939,411.38333,337.3471,184.07332
Plasmenyl-PC(P-24:0/24:0),942.8248976,759.7588576,590.4545326,531.3810326,592.4701176,574.4595576,608.46499,425.39893,351.3627,184.07332
Plasmenyl-PC(P-24:0/24:1),940.8092976,757.7432576,588.4389326,529.3654326,592.4701176,574.4595576,606.44939,423.38333,349.3471,184.07332
Plasmenyl-PC(P-24:0/25:0),956.8405976,773.7745576,604.4702326,545.3967326,592.4701176,574.4595576,622.48069,439.41463,365.3784,184.07332
Plasmenyl-PC(P-24:0/26:0),970.8561976,787.7901576,618.4858326,559.4123326,592.4701176,574.4595576,636.49629,453.43023,379.394,184.07332
Plasmenyl-PC(P-24:1/8:0),716.5588976,533.4928576,366.2041326,307.1306326,590.4545176,572.4439576,384.21459,201.14853,127.1123,184.07332
Plasmenyl-PC(P-24:1/10:0),744.5901976,561.5241576,394.2354326,335.1619326,590.4545176,572.4439576,412.24589,229.17983,155.1436,184.07332
Plasmenyl-PC(P-24:1/12:0),772.6214976,589.5554576,422.2667326,363.1932326,590.4545176,572.4439576,440.27719,257.21113,183.1749,184.07332
Plasmenyl-PC(P-24:1/13:0),786.6371976,603.5711576,436.2824326,377.2089326,590.4545176,572.4439576,454.29289,271.22683,197.1906,184.07332
Plasmenyl-PC(P-24:1/14:0),800.6527976,617.5867576,450.2980326,391.2245326,590.4545176,572.4439576,468.30849,285.24243,211.2062,184.07332
Plasmenyl-PC(P-24:1/14:1),798.6371976,615.5711576,448.2824326,389.2089326,590.4545176,572.4439576,466.29289,283.22683,209.1906,184.07332
Plasmenyl-PC(P-24:1/15:0),814.6684976,631.6024576,464.3137326,405.2402326,590.4545176,572.4439576,482.32419,299.25813,225.2219,184.07332
Plasmenyl-PC(P-24:1/15:1),812.6527976,629.5867576,462.2980326,403.2245326,590.4545176,572.4439576,480.30849,297.24243,223.2062,184.07332
Plasmenyl-PC(P-24:1/16:0),828.6840976,645.6180576,478.3293326,419.2558326,590.4545176,572.4439576,496.33979,313.27373,239.2375,184.07332
Plasmenyl-PC(P-24:1/16:1),826.6684976,643.6024576,476.3137326,417.2402326,590.4545176,572.4439576,494.32419,311.25813,237.2219,184.07332
Plasmenyl-PC(P-24:1/17:0),842.6997976,659.6337576,492.3450326,433.2715326,590.4545176,572.4439576,510.35549,327.28943,253.2532,184.07332
Plasmenyl-PC(P-24:1/17:1),840.6840976,657.6180576,490.3293326,431.2558326,590.4545176,572.4439576,508.33979,325.27373,251.2375,184.07332
Plasmenyl-PC(P-24:1/17:2),838.6684976,655.6024576,488.3137326,429.2402326,590.4545176,572.4439576,506.32419,323.25813,249.2219,184.07332
Plasmenyl-PC(P-24:1/18:0),856.7153976,673.6493576,506.3606326,447.2871326,590.4545176,572.4439576,524.37109,341.30503,267.2688,184.07332
