"PC","[M+Na]+","[M+Na-PC]+","[M+Na-N(CH3)3]+","[M+Na-NaPC]+","[M+Na-tail1-N(CH3)3]+","[M+Na-tail2-N(CH3)3]+","[M+Na-tail1]+","[M+Na-tail2]+","[C2H5O4NaP]+"
"PC(16:0) PC(8:0_8:0)",532.30098,349.23494,473.227481,327.253,329.112451,329.112451,388.18595,388.18595,146.98179
"PC(18:0) PC(8:0_10:0)",560.33228,377.26624,501.258781,355.2843,357.143751,329.112451,416.21725,388.18595,146.98179
"PC(20:0) PC(8:0_12:0)",588.36358,405.29754,529.290081,383.3156,385.175051,329.112451,444.24855,388.18595,146.98179
"PC(21:0) PC(8:0_13:0)",602.37928,419.31324,543.305781,397.3313,399.190751,329.112451,458.26425,388.18595,146.98179
"PC(22:0) PC(8:0_14:0)",616.39488,433.32884,557.321381,411.3469,413.206351,329.112451,472.27985,388.18595,146.98179
"PC(22:1) PC(8:0_14:1)",614.37928,431.31324,555.305781,409.3313,411.190751,329.112451,470.26425,388.18595,146.98179
"PC(23:0) PC(8:0_15:0)",630.41058,447.34454,571.337081,425.3626,427.222051,329.112451,486.29555,388.18595,146.98179
"PC(23:1) PC(8:0_15:1)",628.39488,445.32884,569.321381,423.3469,425.206351,329.112451,484.27985,388.18595,146.98179
"PC(24:0) PC(8:0_16:0)",644.42618,461.36014,585.352681,439.3782,441.237651,329.112451,500.31115,388.18595,146.98179
"PC(24:1) PC(8:0_16:1)",642.41058,459.34454,583.337081,437.3626,439.222051,329.112451,498.29555,388.18595,146.98179
"PC(25:0) PC(8:0_17:0)",658.44188,475.37584,599.368381,453.3939,455.253351,329.112451,514.32685,388.18595,146.98179
"PC(25:1) PC(8:0_17:1)",656.42618,473.36014,597.352681,451.3782,453.237651,329.112451,512.31115,388.18595,146.98179
"PC(25:2) PC(8:0_17:2)",654.41058,471.34454,595.337081,449.3626,451.222051,329.112451,510.29555,388.18595,146.98179
"PC(26:0) PC(8:0_18:0)",672.45748,489.39144,613.383981,467.4095,469.268951,329.112451,528.34245,388.18595,146.98179
"PC(26:1) PC(8:0_18:1)",670.44188,487.37584,611.368381,465.3939,467.253351,329.112451,526.32685,388.18595,146.98179
"PC(26:2) PC(8:0_18:2)",668.42618,485.36014,609.352681,463.3782,465.237651,329.112451,524.31115,388.18595,146.98179
"PC(26:3) PC(8:0_18:3)",666.41058,483.34454,607.337081,461.3626,463.222051,329.112451,522.29555,388.18595,146.98179
"PC(26:4) PC(8:0_18:4)",664.39488,481.32884,605.321381,459.3469,461.206351,329.112451,520.27985,388.18595,146.98179
"PC(27:0) PC(8:0_19:0)",686.47318,503.40714,627.399681,481.4252,483.284651,329.112451,542.35815,388.18595,146.98179
"PC(28:0) PC(8:0_20:0)",700.48878,517.42274,641.415281,495.4408,497.300251,329.112451,556.37375,388.18595,146.98179
"PC(28:1) PC(8:0_20:1)",698.47318,515.40714,639.399681,493.4252,495.284651,329.112451,554.35815,388.18595,146.98179
"PC(28:2) PC(8:0_20:2)",696.45748,513.39144,637.383981,491.4095,493.268951,329.112451,552.34245,388.18595,146.98179
"PC(28:3) PC(8:0_20:3)",694.44188,511.37584,635.368381,489.3939,491.253351,329.112451,550.32685,388.18595,146.98179
"PC(28:4) PC(8:0_20:4)",692.42618,509.36014,633.352681,487.3782,489.237651,329.112451,548.31115,388.18595,146.98179
"PC(28:5) PC(8:0_20:5)",690.41058,507.34454,631.337081,485.3626,487.222051,329.112451,546.29555,388.18595,146.98179
"PC(29:0) PC(8:0_21:0)",714.50448,531.43844,655.430981,509.4565,511.315951,329.112451,570.38945,388.18595,146.98179
"PC(30:0) PC(8:0_22:0)",728.52008,545.45404,669.446581,523.4721,525.331551,329.112451,584.40505,388.18595,146.98179
"PC(30:1) PC(8:0_22:1)",726.50448,543.43844,667.430981,521.4565,523.315951,329.112451,582.38945,388.18595,146.98179
"PC(30:2) PC(8:0_22:2)",724.48878,541.42274,665.415281,519.4408,521.300251,329.112451,580.37375,388.18595,146.98179
"PC(30:3) PC(8:0_22:3)",722.47318,539.40714,663.399681,517.4252,519.284651,329.112451,578.35815,388.18595,146.98179
"PC(30:4) PC(8:0_22:4)",720.45748,537.39144,661.383981,515.4095,517.268951,329.112451,576.34245,388.18595,146.98179
"PC(30:5) PC(8:0_22:5)",718.44188,535.37584,659.368381,513.3939,515.253351,329.112451,574.32685,388.18595,146.98179
"PC(30:6) PC(8:0_22:6)",716.42618,533.36014,657.352681,511.3782,513.237651,329.112451,572.31115,388.18595,146.98179
"PC(31:0) PC(8:0_23:0)",742.53578,559.46974,683.462281,537.4878,539.347251,329.112451,598.42075,388.18595,146.98179
"PC(32:0) PC(8:0_24:0)",756.55138,573.48534,697.477881,551.5034,553.362851,329.112451,612.43635,388.18595,146.98179
"PC(32:1) PC(8:0_24:1)",754.53578,571.46974,695.462281,549.4878,551.347251,329.112451,610.42075,388.18595,146.98179
"PC(33:0) PC(8:0_25:0)",770.56708,587.50104,711.493581,565.5191,567.378551,329.112451,626.45205,388.18595,146.98179
"PC(34:0) PC(8:0_26:0)",784.58268,601.51664,725.509181,579.5347,581.394151,329.112451,640.46765,388.18595,146.98179
"PC(20:0) PC(10:0_10:0)",588.36358,405.29754,529.290081,383.3156,357.143751,357.143751,416.21725,416.21725,146.98179
"PC(22:0) PC(10:0_12:0)",616.39488,433.32884,557.321381,411.3469,385.175051,357.143751,444.24855,416.21725,146.98179
"PC(23:0) PC(10:0_13:0)",630.41058,447.34454,571.337081,425.3626,399.190751,357.143751,458.26425,416.21725,146.98179
"PC(24:0) PC(10:0_14:0)",644.42618,461.36014,585.352681,439.3782,413.206351,357.143751,472.27985,416.21725,146.98179
"PC(24:1) PC(10:0_14:1)",642.41058,459.34454,583.337081,437.3626,411.190751,357.143751,470.26425,416.21725,146.98179
"PC(25:0) PC(10:0_15:0)",658.44188,475.37584,599.368381,453.3939,427.222051,357.143751,486.29555,416.21725,146.98179
"PC(25:1) PC(10:0_15:1)",656.42618,473.36014,597.352681,451.3782,425.206351,357.143751,484.27985,416.21725,146.98179
"PC(26:0) PC(10:0_16:0)",672.45748,489.39144,613.383981,467.4095,441.237651,357.143751,500.31115,416.21725,146.98179
"PC(26:1) PC(10:0_16:1)",670.44188,487.37584,611.368381,465.3939,439.222051,357.143751,498.29555,416.21725,146.98179
"PC(27:0) PC(10:0_17:0)",686.47318,503.40714,627.399681,481.4252,455.253351,357.143751,514.32685,416.21725,146.98179
"PC(27:1) PC(10:0_17:1)",684.45748,501.39144,625.383981,479.4095,453.237651,357.143751,512.31115,416.21725,146.98179
"PC(27:2) PC(10:0_17:2)",682.44188,499.37584,623.368381,477.3939,451.222051,357.143751,510.29555,416.21725,146.98179
"PC(28:0) PC(10:0_18:0)",700.48878,517.42274,641.415281,495.4408,469.268951,357.143751,528.34245,416.21725,146.98179
"PC(28:1) PC(10:0_18:1)",698.47318,515.40714,639.399681,493.4252,467.253351,357.143751,526.32685,416.21725,146.98179
"PC(28:2) PC(10:0_18:2)",696.45748,513.39144,637.383981,491.4095,465.237651,357.143751,524.31115,416.21725,146.98179
"PC(28:3) PC(10:0_18:3)",694.44188,511.37584,635.368381,489.3939,463.222051,357.143751,522.29555,416.21725,146.98179
"PC(28:4) PC(10:0_18:4)",692.42618,509.36014,633.352681,487.3782,461.206351,357.143751,520.27985,416.21725,146.98179
"PC(29:0) PC(10:0_19:0)",714.50448,531.43844,655.430981,509.4565,483.284651,357.143751,542.35815,416.21725,146.98179
"PC(30:0) PC(10:0_20:0)",728.52008,545.45404,669.446581,523.4721,497.300251,357.143751,556.37375,416.21725,146.98179
"PC(30:1) PC(10:0_20:1)",726.50448,543.43844,667.430981,521.4565,495.284651,357.143751,554.35815,416.21725,146.98179
"PC(30:2) PC(10:0_20:2)",724.48878,541.42274,665.415281,519.4408,493.268951,357.143751,552.34245,416.21725,146.98179
"PC(30:3) PC(10:0_20:3)",722.47318,539.40714,663.399681,517.4252,491.253351,357.143751,550.32685,416.21725,146.98179
"PC(30:4) PC(10:0_20:4)",720.45748,537.39144,661.383981,515.4095,489.237651,357.143751,548.31115,416.21725,146.98179
"PC(30:5) PC(10:0_20:5)",718.44188,535.37584,659.368381,513.3939,487.222051,357.143751,546.29555,416.21725,146.98179
"PC(31:0) PC(10:0_21:0)",742.53578,559.46974,683.462281,537.4878,511.315951,357.143751,570.38945,416.21725,146.98179
"PC(32:0) PC(10:0_22:0)",756.55138,573.48534,697.477881,551.5034,525.331551,357.143751,584.40505,416.21725,146.98179
"PC(32:1) PC(10:0_22:1)",754.53578,571.46974,695.462281,549.4878,523.315951,357.143751,582.38945,416.21725,146.98179
"PC(32:2) PC(10:0_22:2)",752.52008,569.45404,693.446581,547.4721,521.300251,357.143751,580.37375,416.21725,146.98179
"PC(32:3) PC(10:0_22:3)",750.50448,567.43844,691.430981,545.4565,519.284651,357.143751,578.35815,416.21725,146.98179
"PC(32:4) PC(10:0_22:4)",748.48878,565.42274,689.415281,543.4408,517.268951,357.143751,576.34245,416.21725,146.98179
"PC(32:5) PC(10:0_22:5)",746.47318,563.40714,687.399681,541.4252,515.253351,357.143751,574.32685,416.21725,146.98179
"PC(32:6) PC(10:0_22:6)",744.45748,561.39144,685.383981,539.4095,513.237651,357.143751,572.31115,416.21725,146.98179
"PC(33:0) PC(10:0_23:0)",770.56708,587.50104,711.493581,565.5191,539.347251,357.143751,598.42075,416.21725,146.98179
"PC(34:0) PC(10:0_24:0)",784.58268,601.51664,725.509181,579.5347,553.362851,357.143751,612.43635,416.21725,146.98179
"PC(34:1) PC(10:0_24:1)",782.56708,599.50104,723.493581,577.5191,551.347251,357.143751,610.42075,416.21725,146.98179
"PC(35:0) PC(10:0_25:0)",798.59838,615.53234,739.524881,593.5504,567.378551,357.143751,626.45205,416.21725,146.98179
"PC(36:0) PC(10:0_26:0)",812.61398,629.54794,753.540481,607.566,581.394151,357.143751,640.46765,416.21725,146.98179
"PC(24:0) PC(12:0_12:0)",644.42618,461.36014,585.352681,439.3782,385.175051,385.175051,444.24855,444.24855,146.98179
"PC(25:0) PC(12:0_13:0)",658.44188,475.37584,599.368381,453.3939,399.190751,385.175051,458.26425,444.24855,146.98179
"PC(26:0) PC(12:0_14:0)",672.45748,489.39144,613.383981,467.4095,413.206351,385.175051,472.27985,444.24855,146.98179
"PC(26:1) PC(12:0_14:1)",670.44188,487.37584,611.368381,465.3939,411.190751,385.175051,470.26425,444.24855,146.98179
"PC(27:0) PC(12:0_15:0)",686.47318,503.40714,627.399681,481.4252,427.222051,385.175051,486.29555,444.24855,146.98179
"PC(27:1) PC(12:0_15:1)",684.45748,501.39144,625.383981,479.4095,425.206351,385.175051,484.27985,444.24855,146.98179
"PC(28:0) PC(12:0_16:0)",700.48878,517.42274,641.415281,495.4408,441.237651,385.175051,500.31115,444.24855,146.98179
"PC(28:1) PC(12:0_16:1)",698.47318,515.40714,639.399681,493.4252,439.222051,385.175051,498.29555,444.24855,146.98179
"PC(29:0) PC(12:0_17:0)",714.50448,531.43844,655.430981,509.4565,455.253351,385.175051,514.32685,444.24855,146.98179
"PC(29:1) PC(12:0_17:1)",712.48878,529.42274,653.415281,507.4408,453.237651,385.175051,512.31115,444.24855,146.98179
"PC(29:2) PC(12:0_17:2)",710.47318,527.40714,651.399681,505.4252,451.222051,385.175051,510.29555,444.24855,146.98179
"PC(30:0) PC(12:0_18:0)",728.52008,545.45404,669.446581,523.4721,469.268951,385.175051,528.34245,444.24855,146.98179
"PC(30:1) PC(12:0_18:1)",726.50448,543.43844,667.430981,521.4565,467.253351,385.175051,526.32685,444.24855,146.98179
"PC(30:2) PC(12:0_18:2)",724.48878,541.42274,665.415281,519.4408,465.237651,385.175051,524.31115,444.24855,146.98179
"PC(30:3) PC(12:0_18:3)",722.47318,539.40714,663.399681,517.4252,463.222051,385.175051,522.29555,444.24855,146.98179
"PC(30:4) PC(12:0_18:4)",720.45748,537.39144,661.383981,515.4095,461.206351,385.175051,520.27985,444.24855,146.98179
"PC(31:0) PC(12:0_19:0)",742.53578,559.46974,683.462281,537.4878,483.284651,385.175051,542.35815,444.24855,146.98179
"PC(32:0) PC(12:0_20:0)",756.55138,573.48534,697.477881,551.5034,497.300251,385.175051,556.37375,444.24855,146.98179
"PC(32:1) PC(12:0_20:1)",754.53578,571.46974,695.462281,549.4878,495.284651,385.175051,554.35815,444.24855,146.98179
"PC(32:2) PC(12:0_20:2)",752.52008,569.45404,693.446581,547.4721,493.268951,385.175051,552.34245,444.24855,146.98179
"PC(32:3) PC(12:0_20:3)",750.50448,567.43844,691.430981,545.4565,491.253351,385.175051,550.32685,444.24855,146.98179
"PC(32:4) PC(12:0_20:4)",748.48878,565.42274,689.415281,543.4408,489.237651,385.175051,548.31115,444.24855,146.98179
"PC(32:5) PC(12:0_20:5)",746.47318,563.40714,687.399681,541.4252,487.222051,385.175051,546.29555,444.24855,146.98179
"PC(33:0) PC(12:0_21:0)",770.56708,587.50104,711.493581,565.5191,511.315951,385.175051,570.38945,444.24855,146.98179
"PC(34:0) PC(12:0_22:0)",784.58268,601.51664,725.509181,579.5347,525.331551,385.175051,584.40505,444.24855,146.98179
"PC(34:1) PC(12:0_22:1)",782.56708,599.50104,723.493581,577.5191,523.315951,385.175051,582.38945,444.24855,146.98179
"PC(34:2) PC(12:0_22:2)",780.55138,597.48534,721.477881,575.5034,521.300251,385.175051,580.37375,444.24855,146.98179
"PC(34:3) PC(12:0_22:3)",778.53578,595.46974,719.462281,573.4878,519.284651,385.175051,578.35815,444.24855,146.98179
"PC(34:4) PC(12:0_22:4)",776.52008,593.45404,717.446581,571.4721,517.268951,385.175051,576.34245,444.24855,146.98179
"PC(34:5) PC(12:0_22:5)",774.50448,591.43844,715.430981,569.4565,515.253351,385.175051,574.32685,444.24855,146.98179
"PC(34:6) PC(12:0_22:6)",772.48878,589.42274,713.415281,567.4408,513.237651,385.175051,572.31115,444.24855,146.98179
"PC(35:0) PC(12:0_23:0)",798.59838,615.53234,739.524881,593.5504,539.347251,385.175051,598.42075,444.24855,146.98179
"PC(36:0) PC(12:0_24:0)",812.61398,629.54794,753.540481,607.566,553.362851,385.175051,612.43635,444.24855,146.98179
"PC(36:1) PC(12:0_24:1)",810.59838,627.53234,751.524881,605.5504,551.347251,385.175051,610.42075,444.24855,146.98179
"PC(37:0) PC(12:0_25:0)",826.62968,643.56364,767.556181,621.5817,567.378551,385.175051,626.45205,444.24855,146.98179
"PC(38:0) PC(12:0_26:0)",840.64528,657.57924,781.571781,635.5973,581.394151,385.175051,640.46765,444.24855,146.98179
"PC(26:0) PC(13:0_13:0)",672.45758,489.39154,613.384081,467.4096,399.190751,399.190751,458.26425,458.26425,146.98179
"PC(27:0) PC(13:0_14:0)",686.47318,503.40714,627.399681,481.4252,413.206351,399.190751,472.27985,458.26425,146.98179
"PC(27:1) PC(13:0_14:1)",684.45758,501.39154,625.384081,479.4096,411.190751,399.190751,470.26425,458.26425,146.98179
"PC(28:0) PC(13:0_15:0)",700.48888,517.42284,641.415381,495.4409,427.222051,399.190751,486.29555,458.26425,146.98179
"PC(28:1) PC(13:0_15:1)",698.47318,515.40714,639.399681,493.4252,425.206351,399.190751,484.27985,458.26425,146.98179
"PC(29:0) PC(13:0_16:0)",714.50448,531.43844,655.430981,509.4565,441.237651,399.190751,500.31115,458.26425,146.98179
"PC(29:1) PC(13:0_16:1)",712.48888,529.42284,653.415381,507.4409,439.222051,399.190751,498.29555,458.26425,146.98179
"PC(30:0) PC(13:0_17:0)",728.52018,545.45414,669.446681,523.4722,455.253351,399.190751,514.32685,458.26425,146.98179
"PC(30:1) PC(13:0_17:1)",726.50448,543.43844,667.430981,521.4565,453.237651,399.190751,512.31115,458.26425,146.98179
"PC(30:2) PC(13:0_17:2)",724.48888,541.42284,665.415381,519.4409,451.222051,399.190751,510.29555,458.26425,146.98179
"PC(31:0) PC(13:0_18:0)",742.53578,559.46974,683.462281,537.4878,469.268951,399.190751,528.34245,458.26425,146.98179
"PC(31:1) PC(13:0_18:1)",740.52018,557.45414,681.446681,535.4722,467.253351,399.190751,526.32685,458.26425,146.98179
"PC(31:2) PC(13:0_18:2)",738.50448,555.43844,679.430981,533.4565,465.237651,399.190751,524.31115,458.26425,146.98179
"PC(31:3) PC(13:0_18:3)",736.48888,553.42284,677.415381,531.4409,463.222051,399.190751,522.29555,458.26425,146.98179
"PC(31:4) PC(13:0_18:4)",734.47318,551.40714,675.399681,529.4252,461.206351,399.190751,520.27985,458.26425,146.98179
"PC(32:0) PC(13:0_19:0)",756.55148,573.48544,697.477981,551.5035,483.284651,399.190751,542.35815,458.26425,146.98179
"PC(33:0) PC(13:0_20:0)",770.56708,587.50104,711.493581,565.5191,497.300251,399.190751,556.37375,458.26425,146.98179
"PC(33:1) PC(13:0_20:1)",768.55148,585.48544,709.477981,563.5035,495.284651,399.190751,554.35815,458.26425,146.98179
"PC(33:2) PC(13:0_20:2)",766.53578,583.46974,707.462281,561.4878,493.268951,399.190751,552.34245,458.26425,146.98179
"PC(33:3) PC(13:0_20:3)",764.52018,581.45414,705.446681,559.4722,491.253351,399.190751,550.32685,458.26425,146.98179
"PC(33:4) PC(13:0_20:4)",762.50448,579.43844,703.430981,557.4565,489.237651,399.190751,548.31115,458.26425,146.98179
"PC(33:5) PC(13:0_20:5)",760.48888,577.42284,701.415381,555.4409,487.222051,399.190751,546.29555,458.26425,146.98179
"PC(34:0) PC(13:0_21:0)",784.58278,601.51674,725.509281,579.5348,511.315951,399.190751,570.38945,458.26425,146.98179
"PC(35:0) PC(13:0_22:0)",798.59838,615.53234,739.524881,593.5504,525.331551,399.190751,584.40505,458.26425,146.98179
"PC(35:1) PC(13:0_22:1)",796.58278,613.51674,737.509281,591.5348,523.315951,399.190751,582.38945,458.26425,146.98179
"PC(35:2) PC(13:0_22:2)",794.56708,611.50104,735.493581,589.5191,521.300251,399.190751,580.37375,458.26425,146.98179
"PC(35:3) PC(13:0_22:3)",792.55148,609.48544,733.477981,587.5035,519.284651,399.190751,578.35815,458.26425,146.98179
"PC(35:4) PC(13:0_22:4)",790.53578,607.46974,731.462281,585.4878,517.268951,399.190751,576.34245,458.26425,146.98179
"PC(35:5) PC(13:0_22:5)",788.52018,605.45414,729.446681,583.4722,515.253351,399.190751,574.32685,458.26425,146.98179
"PC(35:6) PC(13:0_22:6)",786.50448,603.43844,727.430981,581.4565,513.237651,399.190751,572.31115,458.26425,146.98179
"PC(36:0) PC(13:0_23:0)",812.61408,629.54804,753.540581,607.5661,539.347251,399.190751,598.42075,458.26425,146.98179
"PC(37:0) PC(13:0_24:0)",826.62968,643.56364,767.556181,621.5817,553.362851,399.190751,612.43635,458.26425,146.98179
"PC(37:1) PC(13:0_24:1)",824.61408,641.54804,765.540581,619.5661,551.347251,399.190751,610.42075,458.26425,146.98179
"PC(38:0) PC(13:0_25:0)",840.64538,657.57934,781.571881,635.5974,567.378551,399.190751,626.45205,458.26425,146.98179
"PC(39:0) PC(13:0_26:0)",854.66098,671.59494,795.587481,649.613,581.394151,399.190751,640.46765,458.26425,146.98179
"PC(28:0) PC(14:0_14:0)",700.48878,517.42274,641.415281,495.4408,413.206351,413.206351,472.27985,472.27985,146.98179
"PC(28:1) PC(14:0_14:1)",698.47318,515.40714,639.399681,493.4252,411.190751,413.206351,470.26425,472.27985,146.98179
"PC(29:0) PC(14:0_15:0)",714.50448,531.43844,655.430981,509.4565,427.222051,413.206351,486.29555,472.27985,146.98179
"PC(29:1) PC(14:0_15:1)",712.48878,529.42274,653.415281,507.4408,425.206351,413.206351,484.27985,472.27985,146.98179
"PC(30:0) PC(14:0_16:0)",728.52008,545.45404,669.446581,523.4721,441.237651,413.206351,500.31115,472.27985,146.98179
"PC(30:1) PC(14:0_16:1)",726.50448,543.43844,667.430981,521.4565,439.222051,413.206351,498.29555,472.27985,146.98179
