Cer,[M+H]+,[M+H-H2O]+,[M+H-2H2O]+,[M+H-R1-H2O]+,[M+H-R1-2H2O]+
Cer(d10:0/10:0),344.31588,326.3053,308.29472,172.169395,154.158815
Cer(d10:0/12:0),372.34718,354.3366,336.32602,172.169395,154.158815
Cer(d10:0/13:0),386.36288,368.3523,350.34172,172.169395,154.158815
Cer(d10:0/14:0),400.37848,382.3679,364.35732,172.169395,154.158815
Cer(d10:0/14:1),398.36288,380.3523,362.34172,172.169395,154.158815
Cer(d10:0/15:0),414.39418,396.3836,378.37302,172.169395,154.158815
Cer(d10:0/15:1),412.37848,394.3679,376.35732,172.169395,154.158815
Cer(d10:0/16:0),428.40978,410.3992,392.38862,172.169395,154.158815
Cer(d10:0/16:1),426.39418,408.3836,390.37302,172.169395,154.158815
Cer(d10:0/17:0),442.42548,424.4149,406.40432,172.169395,154.158815
Cer(d10:0/17:1),440.40978,422.3992,404.38862,172.169395,154.158815
Cer(d10:0/17:2),438.39418,420.3836,402.37302,172.169395,154.158815
Cer(d10:0/18:0),456.44108,438.4305,420.41992,172.169395,154.158815
Cer(d10:0/18:1),454.42548,436.4149,418.40432,172.169395,154.158815
Cer(d10:0/18:2),452.40978,434.3992,416.38862,172.169395,154.158815
Cer(d10:0/18:3),450.39418,432.3836,414.37302,172.169395,154.158815
Cer(d10:0/18:4),448.37848,430.3679,412.35732,172.169395,154.158815
Cer(d10:0/19:0),470.45678,452.4462,434.43562,172.169395,154.158815
Cer(d10:0/20:0),484.47238,466.4618,448.45122,172.169395,154.158815
Cer(d10:0/20:1),482.45678,464.4462,446.43562,172.169395,154.158815
Cer(d10:0/20:2),480.44108,462.4305,444.41992,172.169395,154.158815
Cer(d10:0/20:3),478.42548,460.4149,442.40432,172.169395,154.158815
Cer(d10:0/20:4),476.40978,458.3992,440.38862,172.169395,154.158815
Cer(d10:0/20:5),474.39418,456.3836,438.37302,172.169395,154.158815
Cer(d10:0/21:0),498.48808,480.4775,462.46692,172.169395,154.158815
Cer(d10:0/22:0),512.50368,494.4931,476.48252,172.169395,154.158815
Cer(d10:0/22:1),510.48808,492.4775,474.46692,172.169395,154.158815
Cer(d10:0/22:2),508.47238,490.4618,472.45122,172.169395,154.158815
Cer(d10:0/22:3),506.45678,488.4462,470.43562,172.169395,154.158815
Cer(d10:0/22:4),504.44108,486.4305,468.41992,172.169395,154.158815
Cer(d10:0/22:5),502.42548,484.4149,466.40432,172.169395,154.158815
Cer(d10:0/22:6),500.40978,482.3992,464.38862,172.169395,154.158815
Cer(d10:0/23:0),526.51938,508.5088,490.49822,172.169395,154.158815
Cer(d10:0/24:0),540.53498,522.5244,504.51382,172.169395,154.158815
Cer(d10:0/24:1),538.51938,520.5088,502.49822,172.169395,154.158815
Cer(d10:0/25:0),554.55068,536.5401,518.52952,172.169395,154.158815
Cer(d10:0/26:0),568.56628,550.5557,532.54512,172.169395,154.158815
Cer(d10:0/8:0),316.28458,298.274,280.26342,172.169395,154.158815
Cer(d12:0/10:0),372.34718,354.3366,336.32602,200.200695,182.190115
Cer(d12:0/12:0),400.37848,382.3679,364.35732,200.200695,182.190115
Cer(d12:0/12:0),400.37848,382.3679,364.35732,200.200695,182.190115
Cer(d12:0/13:0),414.39418,396.3836,378.37302,200.200695,182.190115
Cer(d12:0/14:0),428.40978,410.3992,392.38862,200.200695,182.190115
Cer(d12:0/14:1),426.39418,408.3836,390.37302,200.200695,182.190115
Cer(d12:0/15:0),442.42548,424.4149,406.40432,200.200695,182.190115
Cer(d12:0/15:1),440.40978,422.3992,404.38862,200.200695,182.190115
Cer(d12:0/16:0),456.44108,438.4305,420.41992,200.200695,182.190115
Cer(d12:0/16:1),454.42548,436.4149,418.40432,200.200695,182.190115
Cer(d12:0/17:0),470.45678,452.4462,434.43562,200.200695,182.190115
Cer(d12:0/17:1),468.44108,450.4305,432.41992,200.200695,182.190115
Cer(d12:0/17:2),466.42548,448.4149,430.40432,200.200695,182.190115
Cer(d12:0/18:0),484.47238,466.4618,448.45122,200.200695,182.190115
Cer(d12:0/18:1),482.45678,464.4462,446.43562,200.200695,182.190115
Cer(d12:0/18:2),480.44108,462.4305,444.41992,200.200695,182.190115
Cer(d12:0/18:3),478.42548,460.4149,442.40432,200.200695,182.190115
Cer(d12:0/18:4),476.40978,458.3992,440.38862,200.200695,182.190115
Cer(d12:0/19:0),498.48808,480.4775,462.46692,200.200695,182.190115
Cer(d12:0/20:0),512.50368,494.4931,476.48252,200.200695,182.190115
Cer(d12:0/20:1),510.48808,492.4775,474.46692,200.200695,182.190115
Cer(d12:0/20:2),508.47238,490.4618,472.45122,200.200695,182.190115
Cer(d12:0/20:3),506.45678,488.4462,470.43562,200.200695,182.190115
Cer(d12:0/20:4),504.44108,486.4305,468.41992,200.200695,182.190115
Cer(d12:0/20:5),502.42548,484.4149,466.40432,200.200695,182.190115
Cer(d12:0/21:0),526.51938,508.5088,490.49822,200.200695,182.190115
Cer(d12:0/22:0),540.53498,522.5244,504.51382,200.200695,182.190115
Cer(d12:0/22:1),538.51938,520.5088,502.49822,200.200695,182.190115
Cer(d12:0/22:2),536.50368,518.4931,500.48252,200.200695,182.190115
Cer(d12:0/22:3),534.48808,516.4775,498.46692,200.200695,182.190115
Cer(d12:0/22:4),532.47238,514.4618,496.45122,200.200695,182.190115
Cer(d12:0/22:5),530.45678,512.4462,494.43562,200.200695,182.190115
Cer(d12:0/22:6),528.44108,510.4305,492.41992,200.200695,182.190115
Cer(d12:0/23:0),554.55068,536.5401,518.52952,200.200695,182.190115
Cer(d12:0/24:0),568.56628,550.5557,532.54512,200.200695,182.190115
Cer(d12:0/24:1),566.55068,548.5401,530.52952,200.200695,182.190115
Cer(d12:0/25:0),582.58198,564.5714,546.56082,200.200695,182.190115
Cer(d12:0/26:0),596.59758,578.587,560.57642,200.200695,182.190115
Cer(d12:0/8:0),344.31588,326.3053,308.29472,200.200695,182.190115
Cer(d13:0/10:0),386.36288,368.3523,350.34172,214.216395,196.205815
Cer(d13:0/12:0),414.39418,396.3836,378.37302,214.216395,196.205815
Cer(d13:0/13:0),428.40988,410.3993,392.38872,214.216395,196.205815
Cer(d13:0/13:0),428.40988,410.3993,392.38872,214.216395,196.205815
Cer(d13:0/14:0),442.42548,424.4149,406.40432,214.216395,196.205815
Cer(d13:0/14:1),440.40988,422.3993,404.38872,214.216395,196.205815
Cer(d13:0/15:0),456.44118,438.4306,420.42002,214.216395,196.205815
Cer(d13:0/15:1),454.42548,436.4149,418.40432,214.216395,196.205815
Cer(d13:0/16:0),470.45678,452.4462,434.43562,214.216395,196.205815
Cer(d13:0/16:1),468.44118,450.4306,432.42002,214.216395,196.205815
Cer(d13:0/17:0),484.47248,466.4619,448.45132,214.216395,196.205815
Cer(d13:0/17:1),482.45678,464.4462,446.43562,214.216395,196.205815
Cer(d13:0/17:2),480.44118,462.4306,444.42002,214.216395,196.205815
Cer(d13:0/18:0),498.48808,480.4775,462.46692,214.216395,196.205815
Cer(d13:0/18:1),496.47248,478.4619,460.45132,214.216395,196.205815
Cer(d13:0/18:2),494.45678,476.4462,458.43562,214.216395,196.205815
Cer(d13:0/18:3),492.44118,474.4306,456.42002,214.216395,196.205815
Cer(d13:0/18:4),490.42548,472.4149,454.40432,214.216395,196.205815
Cer(d13:0/19:0),512.50378,494.4932,476.48262,214.216395,196.205815
Cer(d13:0/20:0),526.51938,508.5088,490.49822,214.216395,196.205815
Cer(d13:0/20:1),524.50378,506.4932,488.48262,214.216395,196.205815
Cer(d13:0/20:2),522.48808,504.4775,486.46692,214.216395,196.205815
Cer(d13:0/20:3),520.47248,502.4619,484.45132,214.216395,196.205815
Cer(d13:0/20:4),518.45678,500.4462,482.43562,214.216395,196.205815
Cer(d13:0/20:5),516.44118,498.4306,480.42002,214.216395,196.205815
Cer(d13:0/21:0),540.53508,522.5245,504.51392,214.216395,196.205815
Cer(d13:0/22:0),554.55068,536.5401,518.52952,214.216395,196.205815
Cer(d13:0/22:1),552.53508,534.5245,516.51392,214.216395,196.205815
Cer(d13:0/22:2),550.51938,532.5088,514.49822,214.216395,196.205815
Cer(d13:0/22:3),548.50378,530.4932,512.48262,214.216395,196.205815
Cer(d13:0/22:4),546.48808,528.4775,510.46692,214.216395,196.205815
Cer(d13:0/22:5),544.47248,526.4619,508.45132,214.216395,196.205815
Cer(d13:0/22:6),542.45678,524.4462,506.43562,214.216395,196.205815
Cer(d13:0/23:0),568.56638,550.5558,532.54522,214.216395,196.205815
Cer(d13:0/24:0),582.58198,564.5714,546.56082,214.216395,196.205815
Cer(d13:0/24:1),580.56638,562.5558,544.54522,214.216395,196.205815
Cer(d13:0/25:0),596.59768,578.5871,560.57652,214.216395,196.205815
Cer(d13:0/26:0),610.61328,592.6027,574.59212,214.216395,196.205815
Cer(d13:0/8:0),358.33158,340.321,322.31042,214.216395,196.205815
Cer(d14:0/10:0),400.37848,382.3679,364.35732,228.231995,210.221415
Cer(d14:0/12:0),428.40978,410.3992,392.38862,228.231995,210.221415
Cer(d14:0/13:0),442.42548,424.4149,406.40432,228.231995,210.221415
Cer(d14:0/14:0),456.44108,438.4305,420.41992,228.231995,210.221415
Cer(d14:0/14:0),456.44108,438.4305,420.41992,228.231995,210.221415
Cer(d14:0/14:1),454.42548,436.4149,418.40432,228.231995,210.221415
Cer(d14:0/15:0),470.45678,452.4462,434.43562,228.231995,210.221415
Cer(d14:0/15:1),468.44108,450.4305,432.41992,228.231995,210.221415
Cer(d14:0/16:0),484.47238,466.4618,448.45122,228.231995,210.221415
Cer(d14:0/16:1),482.45678,464.4462,446.43562,228.231995,210.221415
Cer(d14:0/17:0),498.48808,480.4775,462.46692,228.231995,210.221415
Cer(d14:0/17:1),496.47238,478.4618,460.45122,228.231995,210.221415
Cer(d14:0/17:2),494.45678,476.4462,458.43562,228.231995,210.221415
Cer(d14:0/18:0),512.50368,494.4931,476.48252,228.231995,210.221415
Cer(d14:0/18:1),510.48808,492.4775,474.46692,228.231995,210.221415
Cer(d14:0/18:2),508.47238,490.4618,472.45122,228.231995,210.221415
Cer(d14:0/18:3),506.45678,488.4462,470.43562,228.231995,210.221415
Cer(d14:0/18:4),504.44108,486.4305,468.41992,228.231995,210.221415
Cer(d14:0/19:0),526.51938,508.5088,490.49822,228.231995,210.221415
Cer(d14:0/20:0),540.53498,522.5244,504.51382,228.231995,210.221415
Cer(d14:0/20:1),538.51938,520.5088,502.49822,228.231995,210.221415
Cer(d14:0/20:2),536.50368,518.4931,500.48252,228.231995,210.221415
Cer(d14:0/20:3),534.48808,516.4775,498.46692,228.231995,210.221415
Cer(d14:0/20:4),532.47238,514.4618,496.45122,228.231995,210.221415
Cer(d14:0/20:5),530.45678,512.4462,494.43562,228.231995,210.221415
Cer(d14:0/21:0),554.55068,536.5401,518.52952,228.231995,210.221415
Cer(d14:0/22:0),568.56628,550.5557,532.54512,228.231995,210.221415
Cer(d14:0/22:1),566.55068,548.5401,530.52952,228.231995,210.221415
Cer(d14:0/22:2),564.53498,546.5244,528.51382,228.231995,210.221415
Cer(d14:0/22:3),562.51938,544.5088,526.49822,228.231995,210.221415
Cer(d14:0/22:4),560.50368,542.4931,524.48252,228.231995,210.221415
Cer(d14:0/22:5),558.48808,540.4775,522.46692,228.231995,210.221415
Cer(d14:0/22:6),556.47238,538.4618,520.45122,228.231995,210.221415
Cer(d14:0/23:0),582.58198,564.5714,546.56082,228.231995,210.221415
Cer(d14:0/24:0),596.59758,578.587,560.57642,228.231995,210.221415
Cer(d14:0/24:1),594.58198,576.5714,558.56082,228.231995,210.221415
Cer(d14:0/25:0),610.61328,592.6027,574.59212,228.231995,210.221415
Cer(d14:0/26:0),624.62888,606.6183,588.60772,228.231995,210.221415
Cer(d14:0/8:0),372.34718,354.3366,336.32602,228.231995,210.221415
Cer(d14:1/10:0),398.36288,380.3523,362.34172,226.216395,208.205815
Cer(d14:1/12:0),426.39418,408.3836,390.37302,226.216395,208.205815
Cer(d14:1/13:0),440.40988,422.3993,404.38872,226.216395,208.205815
Cer(d14:1/14:0),454.42548,436.4149,418.40432,226.216395,208.205815
Cer(d14:1/14:1),452.40988,434.3993,416.38872,226.216395,208.205815
Cer(d14:1/14:1),452.40988,434.3993,416.38872,226.216395,208.205815
Cer(d14:1/15:0),468.44118,450.4306,432.42002,226.216395,208.205815
Cer(d14:1/15:1),466.42548,448.4149,430.40432,226.216395,208.205815
Cer(d14:1/16:0),482.45678,464.4462,446.43562,226.216395,208.205815
Cer(d14:1/16:1),480.44118,462.4306,444.42002,226.216395,208.205815
Cer(d14:1/17:0),496.47248,478.4619,460.45132,226.216395,208.205815
Cer(d14:1/17:1),494.45678,476.4462,458.43562,226.216395,208.205815
Cer(d14:1/17:2),492.44118,474.4306,456.42002,226.216395,208.205815
Cer(d14:1/18:0),510.48808,492.4775,474.46692,226.216395,208.205815
Cer(d14:1/18:1),508.47248,490.4619,472.45132,226.216395,208.205815
Cer(d14:1/18:2),506.45678,488.4462,470.43562,226.216395,208.205815
Cer(d14:1/18:3),504.44118,486.4306,468.42002,226.216395,208.205815
Cer(d14:1/18:4),502.42548,484.4149,466.40432,226.216395,208.205815
Cer(d14:1/19:0),524.50378,506.4932,488.48262,226.216395,208.205815
Cer(d14:1/20:0),538.51938,520.5088,502.49822,226.216395,208.205815
Cer(d14:1/20:1),536.50378,518.4932,500.48262,226.216395,208.205815
Cer(d14:1/20:2),534.48808,516.4775,498.46692,226.216395,208.205815
Cer(d14:1/20:3),532.47248,514.4619,496.45132,226.216395,208.205815
Cer(d14:1/20:4),530.45678,512.4462,494.43562,226.216395,208.205815
Cer(d14:1/20:5),528.44118,510.4306,492.42002,226.216395,208.205815
Cer(d14:1/21:0),552.53508,534.5245,516.51392,226.216395,208.205815
Cer(d14:1/22:0),566.55068,548.5401,530.52952,226.216395,208.205815
Cer(d14:1/22:1),564.53508,546.5245,528.51392,226.216395,208.205815
Cer(d14:1/22:2),562.51938,544.5088,526.49822,226.216395,208.205815
Cer(d14:1/22:3),560.50378,542.4932,524.48262,226.216395,208.205815
Cer(d14:1/22:4),558.48808,540.4775,522.46692,226.216395,208.205815
Cer(d14:1/22:5),556.47248,538.4619,520.45132,226.216395,208.205815
Cer(d14:1/22:6),554.45678,536.4462,518.43562,226.216395,208.205815
Cer(d14:1/23:0),580.56638,562.5558,544.54522,226.216395,208.205815
Cer(d14:1/24:0),594.58198,576.5714,558.56082,226.216395,208.205815
Cer(d14:1/24:1),592.56638,574.5558,556.54522,226.216395,208.205815
Cer(d14:1/25:0),608.59768,590.5871,572.57652,226.216395,208.205815
Cer(d14:1/26:0),622.61328,604.6027,586.59212,226.216395,208.205815
Cer(d14:1/8:0),370.33158,352.321,334.31042,226.216395,208.205815
Cer(d15:0/10:0),414.39418,396.3836,378.37302,242.247695,224.237115
Cer(d15:0/12:0),442.42548,424.4149,406.40432,242.247695,224.237115
Cer(d15:0/13:0),456.44118,438.4306,420.42002,242.247695,224.237115
Cer(d15:0/14:0),470.45678,452.4462,434.43562,242.247695,224.237115
Cer(d15:0/14:1),468.44118,450.4306,432.42002,242.247695,224.237115
Cer(d15:0/15:0),484.47248,466.4619,448.45132,242.247695,224.237115
Cer(d15:0/15:0),484.47248,466.4619,448.45132,242.247695,224.237115
Cer(d15:0/15:1),482.45678,464.4462,446.43562,242.247695,224.237115
Cer(d15:0/16:0),498.48808,480.4775,462.46692,242.247695,224.237115
Cer(d15:0/16:1),496.47248,478.4619,460.45132,242.247695,224.237115
Cer(d15:0/17:0),512.50378,494.4932,476.48262,242.247695,224.237115
Cer(d15:0/17:1),510.48808,492.4775,474.46692,242.247695,224.237115
Cer(d15:0/17:2),508.47248,490.4619,472.45132,242.247695,224.237115
Cer(d15:0/18:0),526.51938,508.5088,490.49822,242.247695,224.237115
Cer(d15:0/18:1),524.50378,506.4932,488.48262,242.247695,224.237115
Cer(d15:0/18:2),522.48808,504.4775,486.46692,242.247695,224.237115
Cer(d15:0/18:3),520.47248,502.4619,484.45132,242.247695,224.237115
Cer(d15:0/18:4),518.45678,500.4462,482.43562,242.247695,224.237115
Cer(d15:0/19:0),540.53508,522.5245,504.51392,242.247695,224.237115
Cer(d15:0/20:0),554.55068,536.5401,518.52952,242.247695,224.237115
Cer(d15:0/20:1),552.53508,534.5245,516.51392,242.247695,224.237115
Cer(d15:0/20:2),550.51938,532.5088,514.49822,242.247695,224.237115
Cer(d15:0/20:3),548.50378,530.4932,512.48262,242.247695,224.237115
Cer(d15:0/20:4),546.48808,528.4775,510.46692,242.247695,224.237115
Cer(d15:0/20:5),544.47248,526.4619,508.45132,242.247695,224.237115
Cer(d15:0/21:0),568.56638,550.5558,532.54522,242.247695,224.237115
Cer(d15:0/22:0),582.58198,564.5714,546.56082,242.247695,224.237115
Cer(d15:0/22:1),580.56638,562.5558,544.54522,242.247695,224.237115
Cer(d15:0/22:2),578.55068,560.5401,542.52952,242.247695,224.237115
Cer(d15:0/22:3),576.53508,558.5245,540.51392,242.247695,224.237115
Cer(d15:0/22:4),574.51938,556.5088,538.49822,242.247695,224.237115
Cer(d15:0/22:5),572.50378,554.4932,536.48262,242.247695,224.237115
Cer(d15:0/22:6),570.48808,552.4775,534.46692,242.247695,224.237115
Cer(d15:0/23:0),596.59768,578.5871,560.57652,242.247695,224.237115
Cer(d15:0/24:0),610.61328,592.6027,574.59212,242.247695,224.237115
Cer(d15:0/24:1),608.59768,590.5871,572.57652,242.247695,224.237115
Cer(d15:0/25:0),624.62898,606.6184,588.60782,242.247695,224.237115
Cer(d15:0/26:0),638.64458,620.634,602.62342,242.247695,224.237115
Cer(d15:0/8:0),386.36288,368.3523,350.34172,242.247695,224.237115
Cer(d15:1/10:0),412.37848,394.3679,376.35732,240.231995,222.221415
Cer(d15:1/12:0),440.40978,422.3992,404.38862,240.231995,222.221415
Cer(d15:1/13:0),454.42548,436.4149,418.40432,240.231995,222.221415
Cer(d15:1/14:0),468.44108,450.4305,432.41992,240.231995,222.221415
Cer(d15:1/14:1),466.42548,448.4149,430.40432,240.231995,222.221415
Cer(d15:1/15:0),482.45678,464.4462,446.43562,240.231995,222.221415
Cer(d15:1/15:1),480.44108,462.4305,444.41992,240.231995,222.221415
Cer(d15:1/15:1),480.44108,462.4305,444.41992,240.231995,222.221415
Cer(d15:1/16:0),496.47238,478.4618,460.45122,240.231995,222.221415
Cer(d15:1/16:1),494.45678,476.4462,458.43562,240.231995,222.221415
Cer(d15:1/17:0),510.48808,492.4775,474.46692,240.231995,222.221415
Cer(d15:1/17:1),508.47238,490.4618,472.45122,240.231995,222.221415
Cer(d15:1/17:2),506.45678,488.4462,470.43562,240.231995,222.221415
Cer(d15:1/18:0),524.50368,506.4931,488.48252,240.231995,222.221415
Cer(d15:1/18:1),522.48808,504.4775,486.46692,240.231995,222.221415
Cer(d15:1/18:2),520.47238,502.4618,484.45122,240.231995,222.221415
Cer(d15:1/18:3),518.45678,500.4462,482.43562,240.231995,222.221415
Cer(d15:1/18:4),516.44108,498.4305,480.41992,240.231995,222.221415
Cer(d15:1/19:0),538.51938,520.5088,502.49822,240.231995,222.221415
Cer(d15:1/20:0),552.53498,534.5244,516.51382,240.231995,222.221415
Cer(d15:1/20:1),550.51938,532.5088,514.49822,240.231995,222.221415
Cer(d15:1/20:2),548.50368,530.4931,512.48252,240.231995,222.221415
Cer(d15:1/20:3),546.48808,528.4775,510.46692,240.231995,222.221415
Cer(d15:1/20:4),544.47238,526.4618,508.45122,240.231995,222.221415
Cer(d15:1/20:5),542.45678,524.4462,506.43562,240.231995,222.221415
Cer(d15:1/21:0),566.55068,548.5401,530.52952,240.231995,222.221415
Cer(d15:1/22:0),580.56628,562.5557,544.54512,240.231995,222.221415
Cer(d15:1/22:1),578.55068,560.5401,542.52952,240.231995,222.221415
Cer(d15:1/22:2),576.53498,558.5244,540.51382,240.231995,222.221415
Cer(d15:1/22:3),574.51938,556.5088,538.49822,240.231995,222.221415
Cer(d15:1/22:4),572.50368,554.4931,536.48252,240.231995,222.221415
Cer(d15:1/22:5),570.48808,552.4775,534.46692,240.231995,222.221415
Cer(d15:1/22:6),568.47238,550.4618,532.45122,240.231995,222.221415
Cer(d15:1/23:0),594.58198,576.5714,558.56082,240.231995,222.221415
Cer(d15:1/24:0),608.59758,590.587,572.57642,240.231995,222.221415
Cer(d15:1/24:1),606.58198,588.5714,570.56082,240.231995,222.221415
Cer(d15:1/25:0),622.61328,604.6027,586.59212,240.231995,222.221415
Cer(d15:1/26:0),636.62888,618.6183,600.60772,240.231995,222.221415
Cer(d15:1/8:0),384.34718,366.3366,348.32602,240.231995,222.221415
Cer(d16:0/10:0),428.40978,410.3992,392.38862,256.263295,238.252715
Cer(d16:0/12:0),456.44108,438.4305,420.41992,256.263295,238.252715
Cer(d16:0/13:0),470.45678,452.4462,434.43562,256.263295,238.252715
Cer(d16:0/14:0),484.47238,466.4618,448.45122,256.263295,238.252715
Cer(d16:0/14:1),482.45678,464.4462,446.43562,256.263295,238.252715
Cer(d16:0/15:0),498.48808,480.4775,462.46692,256.263295,238.252715
Cer(d16:0/15:1),496.47238,478.4618,460.45122,256.263295,238.252715
Cer(d16:0/16:0),512.50368,494.4931,476.48252,256.263295,238.252715
Cer(d16:0/16:0),512.50368,494.4931,476.48252,256.263295,238.252715
Cer(d16:0/16:1),510.48808,492.4775,474.46692,256.263295,238.252715
Cer(d16:0/17:0),526.51938,508.5088,490.49822,256.263295,238.252715
Cer(d16:0/17:1),524.50368,506.4931,488.48252,256.263295,238.252715
Cer(d16:0/17:2),522.48808,504.4775,486.46692,256.263295,238.252715
Cer(d16:0/18:0),540.53498,522.5244,504.51382,256.263295,238.252715
Cer(d16:0/18:1),538.51938,520.5088,502.49822,256.263295,238.252715
Cer(d16:0/18:2),536.50368,518.4931,500.48252,256.263295,238.252715
Cer(d16:0/18:3),534.48808,516.4775,498.46692,256.263295,238.252715
Cer(d16:0/18:4),532.47238,514.4618,496.45122,256.263295,238.252715
Cer(d16:0/19:0),554.55068,536.5401,518.52952,256.263295,238.252715
Cer(d16:0/20:0),568.56628,550.5557,532.54512,256.263295,238.252715
Cer(d16:0/20:1),566.55068,548.5401,530.52952,256.263295,238.252715
Cer(d16:0/20:2),564.53498,546.5244,528.51382,256.263295,238.252715
Cer(d16:0/20:3),562.51938,544.5088,526.49822,256.263295,238.252715
Cer(d16:0/20:4),560.50368,542.4931,524.48252,256.263295,238.252715
Cer(d16:0/20:5),558.48808,540.4775,522.46692,256.263295,238.252715
Cer(d16:0/21:0),582.58198,564.5714,546.56082,256.263295,238.252715
Cer(d16:0/22:0),596.59758,578.587,560.57642,256.263295,238.252715
Cer(d16:0/22:1),594.58198,576.5714,558.56082,256.263295,238.252715
Cer(d16:0/22:2),592.56628,574.5557,556.54512,256.263295,238.252715
Cer(d16:0/22:3),590.55068,572.5401,554.52952,256.263295,238.252715
Cer(d16:0/22:4),588.53498,570.5244,552.51382,256.263295,238.252715
Cer(d16:0/22:5),586.51938,568.5088,550.49822,256.263295,238.252715
Cer(d16:0/22:6),584.50368,566.4931,548.48252,256.263295,238.252715
Cer(d16:0/23:0),610.61328,592.6027,574.59212,256.263295,238.252715
Cer(d16:0/24:0),624.62888,606.6183,588.60772,256.263295,238.252715
Cer(d16:0/24:1),622.61328,604.6027,586.59212,256.263295,238.252715
Cer(d16:0/25:0),638.64458,620.634,602.62342,256.263295,238.252715
Cer(d16:0/26:0),652.66018,634.6496,616.63902,256.263295,238.252715
Cer(d16:0/8:0),400.37848,382.3679,364.35732,256.263295,238.252715
Cer(d16:1/10:0),426.39418,408.3836,390.37302,254.247695,236.237115
Cer(d16:1/12:0),454.42548,436.4149,418.40432,254.247695,236.237115
Cer(d16:1/13:0),468.44118,450.4306,432.42002,254.247695,236.237115
Cer(d16:1/14:0),482.45678,464.4462,446.43562,254.247695,236.237115
Cer(d16:1/14:1),480.44118,462.4306,444.42002,254.247695,236.237115
Cer(d16:1/15:0),496.47248,478.4619,460.45132,254.247695,236.237115
Cer(d16:1/15:1),494.45678,476.4462,458.43562,254.247695,236.237115
Cer(d16:1/16:0),510.48808,492.4775,474.46692,254.247695,236.237115
Cer(d16:1/16:1),508.47248,490.4619,472.45132,254.247695,236.237115
Cer(d16:1/16:1),508.47248,490.4619,472.45132,254.247695,236.237115
Cer(d16:1/17:0),524.50378,506.4932,488.48262,254.247695,236.237115
Cer(d16:1/17:1),522.48808,504.4775,486.46692,254.247695,236.237115
Cer(d16:1/17:2),520.47248,502.4619,484.45132,254.247695,236.237115
Cer(d16:1/18:0),538.51938,520.5088,502.49822,254.247695,236.237115
Cer(d16:1/18:1),536.50378,518.4932,500.48262,254.247695,236.237115
Cer(d16:1/18:2),534.48808,516.4775,498.46692,254.247695,236.237115
Cer(d16:1/18:3),532.47248,514.4619,496.45132,254.247695,236.237115
Cer(d16:1/18:4),530.45678,512.4462,494.43562,254.247695,236.237115
Cer(d16:1/19:0),552.53508,534.5245,516.51392,254.247695,236.237115
Cer(d16:1/20:0),566.55068,548.5401,530.52952,254.247695,236.237115
Cer(d16:1/20:1),564.53508,546.5245,528.51392,254.247695,236.237115
Cer(d16:1/20:2),562.51938,544.5088,526.49822,254.247695,236.237115
Cer(d16:1/20:3),560.50378,542.4932,524.48262,254.247695,236.237115
Cer(d16:1/20:4),558.48808,540.4775,522.46692,254.247695,236.237115
Cer(d16:1/20:5),556.47248,538.4619,520.45132,254.247695,236.237115
Cer(d16:1/21:0),580.56638,562.5558,544.54522,254.247695,236.237115
Cer(d16:1/22:0),594.58198,576.5714,558.56082,254.247695,236.237115
Cer(d16:1/22:1),592.56638,574.5558,556.54522,254.247695,236.237115
Cer(d16:1/22:2),590.55068,572.5401,554.52952,254.247695,236.237115
Cer(d16:1/22:3),588.53508,570.5245,552.51392,254.247695,236.237115
Cer(d16:1/22:4),586.51938,568.5088,550.49822,254.247695,236.237115
Cer(d16:1/22:5),584.50378,566.4932,548.48262,254.247695,236.237115
Cer(d16:1/22:6),582.48808,564.4775,546.46692,254.247695,236.237115
Cer(d16:1/23:0),608.59768,590.5871,572.57652,254.247695,236.237115
Cer(d16:1/24:0),622.61328,604.6027,586.59212,254.247695,236.237115
Cer(d16:1/24:1),620.59768,602.5871,584.57652,254.247695,236.237115
Cer(d16:1/25:0),636.62898,618.6184,600.60782,254.247695,236.237115
Cer(d16:1/26:0),650.64458,632.634,614.62342,254.247695,236.237115
Cer(d16:1/8:0),398.36288,380.3523,362.34172,254.247695,236.237115
Cer(d17:0/10:0),442.42548,424.4149,406.40432,270.278995,252.268415
Cer(d17:0/12:0),470.45678,452.4462,434.43562,270.278995,252.268415
Cer(d17:0/13:0),484.47248,466.4619,448.45132,270.278995,252.268415
Cer(d17:0/14:0),498.48808,480.4775,462.46692,270.278995,252.268415
Cer(d17:0/14:1),496.47248,478.4619,460.45132,270.278995,252.268415
Cer(d17:0/15:0),512.50378,494.4932,476.48262,270.278995,252.268415
Cer(d17:0/15:1),510.48808,492.4775,474.46692,270.278995,252.268415
Cer(d17:0/16:0),526.51938,508.5088,490.49822,270.278995,252.268415
Cer(d17:0/16:1),524.50378,506.4932,488.48262,270.278995,252.268415
Cer(d17:0/17:0),540.53508,522.5245,504.51392,270.278995,252.268415
Cer(d17:0/17:0),540.53508,522.5245,504.51392,270.278995,252.268415
Cer(d17:0/17:1),538.51938,520.5088,502.49822,270.278995,252.268415
Cer(d17:0/17:2),536.50378,518.4932,500.48262,270.278995,252.268415
Cer(d17:0/18:0),554.55068,536.5401,518.52952,270.278995,252.268415
Cer(d17:0/18:1),552.53508,534.5245,516.51392,270.278995,252.268415
Cer(d17:0/18:2),550.51938,532.5088,514.49822,270.278995,252.268415
Cer(d17:0/18:3),548.50378,530.4932,512.48262,270.278995,252.268415
