"TG","[M+NH4]+","[M+H-R1-H2O]+","[M+H-R2-H2O]+","[M+H-R3-H2O]+","[R1CO]+","[R2CO]+","[R3CO]+","[R1CO+74]+","[R2CO+74]+","[R3CO+74]+","[R1CO+74-H2O]+","[R2CO+74-H2O]+","[R3CO+74-H2O]+"
"TG(38:0) TG(12:0_13:0_13:0)",684.6137504,467.4095764,453.3938764,453.3938764,183.1743364,197.1900364,197.1900364,257.2111364,271.2268364,271.2268364,239.2005714,253.2162714,253.2162714
"TG(38:0) TG(10:0_13:0_15:0)",684.6137504,495.4408764,453.3938764,425.3625764,155.1430364,197.1900364,225.2213364,229.1798364,271.2268364,299.2581364,211.1692714,253.2162714,281.2475714
"TG(38:0) TG(13:0_17:0_8:0)",684.6137504,453.3938764,397.3312764,523.4721764,197.1900364,253.2526364,127.1117364,271.2268364,327.2894364,201.1485364,253.2162714,309.2788714,183.1379714
"TG(38:0) TG(15:0_15:0_8:0)",684.6137504,425.3625764,425.3625764,523.4721764,225.2213364,225.2213364,127.1117364,299.2581364,299.2581364,201.1485364,281.2475714,281.2475714,183.1379714
"TG(39:4) TG(13:0_18:4_8:0)",690.5667504,459.3468764,397.3312764,529.4251764,197.1900364,259.2056364,127.1117364,271.2268364,333.2424364,201.1485364,253.2162714,315.2318714,183.1379714
"TG(39:3) TG(13:0_18:3_8:0)",692.5824504,461.3625764,397.3312764,531.4408764,197.1900364,261.2213364,127.1117364,271.2268364,335.2581364,201.1485364,253.2162714,317.2475714,183.1379714
"TG(39:3) TG(14:1_17:2_8:0)",692.5824504,449.3625764,409.3312764,531.4408764,209.1900364,249.2213364,127.1117364,283.2268364,323.2581364,201.1485364,265.2162714,305.2475714,183.1379714
"TG(39:2) TG(10:0_12:0_17:2)",694.5980504,505.4251764,477.3938764,411.3468764,155.1430364,183.1743364,249.2213364,229.1798364,257.2111364,323.2581364,211.1692714,239.2005714,305.2475714
"TG(39:2) TG(10:0_14:1_15:1)",694.5980504,505.4251764,451.3781764,437.3625764,155.1430364,209.1900364,223.2056364,229.1798364,283.2268364,297.2424364,211.1692714,265.2162714,279.2318714
"TG(39:2) TG(13:0_18:2_8:0)",694.5980504,463.3781764,397.3312764,533.4564764,197.1900364,263.2369364,127.1117364,271.2268364,337.2737364,201.1485364,253.2162714,319.2631714,183.1379714
"TG(39:2) TG(14:1_17:1_8:0)",694.5980504,451.3781764,409.3312764,533.4564764,209.1900364,251.2369364,127.1117364,283.2268364,325.2737364,201.1485364,265.2162714,307.2631714,183.1379714
"TG(39:2) TG(14:0_17:2_8:0)",694.5980504,449.3625764,411.3468764,533.4564764,211.2056364,249.2213364,127.1117364,285.2424364,323.2581364,201.1485364,267.2318714,305.2475714,183.1379714
"TG(39:2) TG(15:1_16:1_8:0)",694.5980504,437.3625764,423.3468764,533.4564764,223.2056364,237.2213364,127.1117364,297.2424364,311.2581364,201.1485364,279.2318714,293.2475714,183.1379714
"TG(39:1) TG(12:0_12:0_15:1)",696.6136504,479.4094764,479.4094764,439.3781764,183.1743364,183.1743364,223.2056364,257.2111364,257.2111364,297.2424364,239.2005714,239.2005714,279.2318714
"TG(39:1) TG(10:0_12:0_17:1)",696.6136504,507.4407764,479.4094764,411.3468764,155.1430364,183.1743364,251.2369364,229.1798364,257.2111364,325.2737364,211.1692714,239.2005714,307.2631714
"TG(39:1) TG(10:0_14:0_15:1)",696.6136504,507.4407764,451.3781764,439.3781764,155.1430364,211.2056364,223.2056364,229.1798364,285.2424364,297.2424364,211.1692714,267.2318714,279.2318714
"TG(39:1) TG(14:0_17:1_8:0)",696.6136504,451.3781764,411.3468764,535.4720764,211.2056364,251.2369364,127.1117364,285.2424364,325.2737364,201.1485364,267.2318714,307.2631714,183.1379714
"TG(39:1) TG(15:1_16:0_8:0)",696.6136504,439.3781764,423.3468764,535.4720764,223.2056364,239.2369364,127.1117364,297.2424364,313.2737364,201.1485364,279.2318714,295.2631714,183.1379714
"TG(39:1) TG(12:0_13:0_14:1)",696.6137504,479.4095764,465.3938764,453.3938764,183.1743364,197.1900364,209.1900364,257.2111364,271.2268364,283.2268364,239.2005714,253.2162714,265.2162714
"TG(39:1) TG(10:0_13:0_16:1)",696.6137504,507.4408764,465.3938764,425.3625764,155.1430364,197.1900364,237.2213364,229.1798364,271.2268364,311.2581364,211.1692714,253.2162714,293.2475714
"TG(39:1) TG(10:0_14:1_15:0)",696.6137504,507.4408764,453.3938764,437.3625764,155.1430364,209.1900364,225.2213364,229.1798364,283.2268364,299.2581364,211.1692714,265.2162714,281.2475714
"TG(39:1) TG(13:0_18:1_8:0)",696.6137504,465.3938764,397.3312764,535.4721764,197.1900364,265.2526364,127.1117364,271.2268364,339.2894364,201.1485364,253.2162714,321.2788714,183.1379714
"TG(39:1) TG(14:1_17:0_8:0)",696.6137504,453.3938764,409.3312764,535.4721764,209.1900364,253.2526364,127.1117364,283.2268364,327.2894364,201.1485364,265.2162714,309.2788714,183.1379714
"TG(39:1) TG(15:0_16:1_8:0)",696.6137504,437.3625764,425.3625764,535.4721764,225.2213364,237.2213364,127.1117364,299.2581364,311.2581364,201.1485364,281.2475714,293.2475714,183.1379714
"TG(39:0) TG(12:0_12:0_15:0)",698.6293504,481.4251764,481.4251764,439.3781764,183.1743364,183.1743364,225.2213364,257.2111364,257.2111364,299.2581364,239.2005714,239.2005714,281.2475714
"TG(39:0) TG(12:0_13:0_14:0)",698.6293504,481.4251764,467.4094764,453.3938764,183.1743364,197.1900364,211.2056364,257.2111364,271.2268364,285.2424364,239.2005714,253.2162714,267.2318714
"TG(39:0) TG(10:0_10:0_19:0)",698.6293504,509.4564764,509.4564764,383.3155764,155.1430364,155.1430364,281.2839364,229.1798364,229.1798364,355.3207364,211.1692714,211.1692714,337.3101714
"TG(39:0) TG(10:0_12:0_17:0)",698.6293504,509.4564764,481.4251764,411.3468764,155.1430364,183.1743364,253.2526364,229.1798364,257.2111364,327.2894364,211.1692714,239.2005714,309.2788714
"TG(39:0) TG(10:0_13:0_16:0)",698.6293504,509.4564764,467.4094764,425.3625764,155.1430364,197.1900364,239.2369364,229.1798364,271.2268364,313.2737364,211.1692714,253.2162714,295.2631714
"TG(39:0) TG(10:0_14:0_15:0)",698.6293504,509.4564764,453.3938764,439.3781764,155.1430364,211.2056364,225.2213364,229.1798364,285.2424364,299.2581364,211.1692714,267.2318714,281.2475714
"TG(39:0) TG(23:0_8:0_8:0)",698.6293504,327.2529764,537.4877764,537.4877764,337.3465364,127.1117364,127.1117364,411.3833364,201.1485364,201.1485364,393.3727714,183.1379714,183.1379714
"TG(39:0) TG(10:0_21:0_8:0)",698.6293504,509.4564764,355.2842764,537.4877764,155.1430364,309.3152364,127.1117364,229.1798364,383.3520364,201.1485364,211.1692714,365.3414714,183.1379714
"TG(39:0) TG(12:0_19:0_8:0)",698.6293504,481.4251764,383.3155764,537.4877764,183.1743364,281.2839364,127.1117364,257.2111364,355.3207364,201.1485364,239.2005714,337.3101714,183.1379714
"TG(39:0) TG(13:0_18:0_8:0)",698.6293504,467.4094764,397.3312764,537.4877764,197.1900364,267.2682364,127.1117364,271.2268364,341.3050364,201.1485364,253.2162714,323.2944714,183.1379714
"TG(39:0) TG(14:0_17:0_8:0)",698.6293504,453.3938764,411.3468764,537.4877764,211.2056364,253.2526364,127.1117364,285.2424364,327.2894364,201.1485364,267.2318714,309.2788714,183.1379714
"TG(39:0) TG(15:0_16:0_8:0)",698.6293504,439.3781764,425.3625764,537.4877764,225.2213364,239.2369364,127.1117364,299.2581364,313.2737364,201.1485364,281.2475714,295.2631714,183.1379714
"TG(39:0) TG(13:0_13:0_13:0)",698.6294504,467.4095764,467.4095764,467.4095764,197.1900364,197.1900364,197.1900364,271.2268364,271.2268364,271.2268364,253.2162714,253.2162714,253.2162714
"TG(40:6) TG(10:0_22:6_8:0)",700.5510504,511.3781764,355.2842764,539.4094764,155.1430364,311.2369364,127.1117364,229.1798364,385.2737364,201.1485364,211.1692714,367.2631714,183.1379714
"TG(40:5) TG(10:0_10:0_20:5)",702.5667504,513.3938764,513.3938764,383.3155764,155.1430364,155.1430364,285.2213364,229.1798364,229.1798364,359.2581364,211.1692714,211.1692714,341.2475714
"TG(40:5) TG(10:0_22:5_8:0)",702.5667504,513.3938764,355.2842764,541.4251764,155.1430364,313.2526364,127.1117364,229.1798364,387.2894364,201.1485364,211.1692714,369.2788714,183.1379714
"TG(40:5) TG(12:0_20:5_8:0)",702.5667504,485.3625764,383.3155764,541.4251764,183.1743364,285.2213364,127.1117364,257.2111364,359.2581364,201.1485364,239.2005714,341.2475714,183.1379714
"TG(40:5) TG(14:1_18:4_8:0)",702.5667504,459.3468764,409.3312764,541.4251764,209.1900364,259.2056364,127.1117364,283.2268364,333.2424364,201.1485364,265.2162714,315.2318714,183.1379714
"TG(40:4) TG(10:0_10:0_20:4)",704.5823504,515.4094764,515.4094764,383.3155764,155.1430364,155.1430364,287.2369364,229.1798364,229.1798364,361.2737364,211.1692714,211.1692714,343.2631714
"TG(40:4) TG(10:0_12:0_18:4)",704.5823504,515.4094764,487.3781764,411.3468764,155.1430364,183.1743364,259.2056364,229.1798364,257.2111364,333.2424364,211.1692714,239.2005714,315.2318714
"TG(40:4) TG(10:0_22:4_8:0)",704.5823504,515.4094764,355.2842764,543.4407764,155.1430364,315.2682364,127.1117364,229.1798364,389.3050364,201.1485364,211.1692714,371.2944714,183.1379714
"TG(40:4) TG(12:0_20:4_8:0)",704.5823504,487.3781764,383.3155764,543.4407764,183.1743364,287.2369364,127.1117364,257.2111364,361.2737364,201.1485364,239.2005714,343.2631714,183.1379714
"TG(40:4) TG(14:0_18:4_8:0)",704.5823504,459.3468764,411.3468764,543.4407764,211.2056364,259.2056364,127.1117364,285.2424364,333.2424364,201.1485364,267.2318714,315.2318714,183.1379714
"TG(40:4) TG(14:1_18:3_8:0)",704.5824504,461.3625764,409.3312764,543.4408764,209.1900364,261.2213364,127.1117364,283.2268364,335.2581364,201.1485364,265.2162714,317.2475714,183.1379714
"TG(40:3) TG(10:0_10:0_20:3)",706.5980504,517.4251764,517.4251764,383.3155764,155.1430364,155.1430364,289.2526364,229.1798364,229.1798364,363.2894364,211.1692714,211.1692714,345.2788714
"TG(40:3) TG(10:0_12:0_18:3)",706.5980504,517.4251764,489.3938764,411.3468764,155.1430364,183.1743364,261.2213364,229.1798364,257.2111364,335.2581364,211.1692714,239.2005714,317.2475714
"TG(40:3) TG(10:0_22:3_8:0)",706.5980504,517.4251764,355.2842764,545.4564764,155.1430364,317.2839364,127.1117364,229.1798364,391.3207364,201.1485364,211.1692714,373.3101714,183.1379714
"TG(40:3) TG(12:0_20:3_8:0)",706.5980504,489.3938764,383.3155764,545.4564764,183.1743364,289.2526364,127.1117364,257.2111364,363.2894364,201.1485364,239.2005714,345.2788714,183.1379714
"TG(40:3) TG(14:1_18:2_8:0)",706.5980504,463.3781764,409.3312764,545.4564764,209.1900364,263.2369364,127.1117364,283.2268364,337.2737364,201.1485364,265.2162714,319.2631714,183.1379714
"TG(40:3) TG(14:0_18:3_8:0)",706.5980504,461.3625764,411.3468764,545.4564764,211.2056364,261.2213364,127.1117364,285.2424364,335.2581364,201.1485364,267.2318714,317.2475714,183.1379714
"TG(40:3) TG(15:1_17:2_8:0)",706.5980504,449.3625764,423.3468764,545.4564764,223.2056364,249.2213364,127.1117364,297.2424364,323.2581364,201.1485364,279.2318714,305.2475714,183.1379714
"TG(40:2) TG(10:0_10:0_20:2)",708.6136504,519.4407764,519.4407764,383.3155764,155.1430364,155.1430364,291.2682364,229.1798364,229.1798364,365.3050364,211.1692714,211.1692714,347.2944714
"TG(40:2) TG(10:0_12:0_18:2)",708.6136504,519.4407764,491.4094764,411.3468764,155.1430364,183.1743364,263.2369364,229.1798364,257.2111364,337.2737364,211.1692714,239.2005714,319.2631714
"TG(40:2) TG(10:0_15:1_15:1)",708.6136504,519.4407764,451.3781764,451.3781764,155.1430364,223.2056364,223.2056364,229.1798364,297.2424364,297.2424364,211.1692714,279.2318714,279.2318714
"TG(40:2) TG(10:0_22:2_8:0)",708.6136504,519.4407764,355.2842764,547.4720764,155.1430364,319.2995364,127.1117364,229.1798364,393.3363364,201.1485364,211.1692714,375.3257714,183.1379714
"TG(40:2) TG(12:0_20:2_8:0)",708.6136504,491.4094764,383.3155764,547.4720764,183.1743364,291.2682364,127.1117364,257.2111364,365.3050364,201.1485364,239.2005714,347.2944714,183.1379714
"TG(40:2) TG(14:0_18:2_8:0)",708.6136504,463.3781764,411.3468764,547.4720764,211.2056364,263.2369364,127.1117364,285.2424364,337.2737364,201.1485364,267.2318714,319.2631714,183.1379714
"TG(40:2) TG(15:1_17:1_8:0)",708.6136504,451.3781764,423.3468764,547.4720764,223.2056364,251.2369364,127.1117364,297.2424364,325.2737364,201.1485364,279.2318714,307.2631714,183.1379714
"TG(40:2) TG(12:0_14:1_14:1)",708.6137504,491.4095764,465.3938764,465.3938764,183.1743364,209.1900364,209.1900364,257.2111364,283.2268364,283.2268364,239.2005714,265.2162714,265.2162714
"TG(40:2) TG(10:0_13:0_17:2)",708.6137504,519.4408764,477.3938764,425.3625764,155.1430364,197.1900364,249.2213364,229.1798364,271.2268364,323.2581364,211.1692714,253.2162714,305.2475714
"TG(40:2) TG(10:0_14:1_16:1)",708.6137504,519.4408764,465.3938764,437.3625764,155.1430364,209.1900364,237.2213364,229.1798364,283.2268364,311.2581364,211.1692714,265.2162714,293.2475714
"TG(40:2) TG(14:1_18:1_8:0)",708.6137504,465.3938764,409.3312764,547.4721764,209.1900364,265.2526364,127.1117364,283.2268364,339.2894364,201.1485364,265.2162714,321.2788714,183.1379714
"TG(40:2) TG(15:0_17:2_8:0)",708.6137504,449.3625764,425.3625764,547.4721764,225.2213364,249.2213364,127.1117364,299.2581364,323.2581364,201.1485364,281.2475714,305.2475714,183.1379714
"TG(40:2) TG(16:1_16:1_8:0)",708.6137504,437.3625764,437.3625764,547.4721764,237.2213364,237.2213364,127.1117364,311.2581364,311.2581364,201.1485364,293.2475714,293.2475714,183.1379714
"TG(40:1) TG(12:0_12:0_16:1)",710.6293504,493.4251764,493.4251764,439.3781764,183.1743364,183.1743364,237.2213364,257.2111364,257.2111364,311.2581364,239.2005714,239.2005714,293.2475714
"TG(40:1) TG(12:0_13:0_15:1)",710.6293504,493.4251764,479.4094764,453.3938764,183.1743364,197.1900364,223.2056364,257.2111364,271.2268364,297.2424364,239.2005714,253.2162714,279.2318714
"TG(40:1) TG(12:0_14:0_14:1)",710.6293504,493.4251764,465.3938764,467.4094764,183.1743364,211.2056364,209.1900364,257.2111364,285.2424364,283.2268364,239.2005714,267.2318714,265.2162714
"TG(40:1) TG(10:0_10:0_20:1)",710.6293504,521.4564764,521.4564764,383.3155764,155.1430364,155.1430364,293.2839364,229.1798364,229.1798364,367.3207364,211.1692714,211.1692714,349.3101714
"TG(40:1) TG(10:0_12:0_18:1)",710.6293504,521.4564764,493.4251764,411.3468764,155.1430364,183.1743364,265.2526364,229.1798364,257.2111364,339.2894364,211.1692714,239.2005714,321.2788714
"TG(40:1) TG(10:0_13:0_17:1)",710.6293504,521.4564764,479.4094764,425.3625764,155.1430364,197.1900364,251.2369364,229.1798364,271.2268364,325.2737364,211.1692714,253.2162714,307.2631714
"TG(40:1) TG(10:0_14:1_16:0)",710.6293504,521.4564764,467.4094764,437.3625764,155.1430364,209.1900364,239.2369364,229.1798364,283.2268364,313.2737364,211.1692714,265.2162714,295.2631714
"TG(40:1) TG(10:0_14:0_16:1)",710.6293504,521.4564764,465.3938764,439.3781764,155.1430364,211.2056364,237.2213364,229.1798364,285.2424364,311.2581364,211.1692714,267.2318714,293.2475714
"TG(40:1) TG(10:0_15:0_15:1)",710.6293504,521.4564764,451.3781764,453.3938764,155.1430364,225.2213364,223.2056364,229.1798364,299.2581364,297.2424364,211.1692714,281.2475714,279.2318714
"TG(40:1) TG(24:1_8:0_8:0)",710.6293504,327.2529764,549.4877764,549.4877764,349.3465364,127.1117364,127.1117364,423.3833364,201.1485364,201.1485364,405.3727714,183.1379714,183.1379714
"TG(40:1) TG(10:0_22:1_8:0)",710.6293504,521.4564764,355.2842764,549.4877764,155.1430364,321.3152364,127.1117364,229.1798364,395.3520364,201.1485364,211.1692714,377.3414714,183.1379714
"TG(40:1) TG(12:0_20:1_8:0)",710.6293504,493.4251764,383.3155764,549.4877764,183.1743364,293.2839364,127.1117364,257.2111364,367.3207364,201.1485364,239.2005714,349.3101714,183.1379714
"TG(40:1) TG(14:1_18:0_8:0)",710.6293504,467.4094764,409.3312764,549.4877764,209.1900364,267.2682364,127.1117364,283.2268364,341.3050364,201.1485364,265.2162714,323.2944714,183.1379714
"TG(40:1) TG(14:0_18:1_8:0)",710.6293504,465.3938764,411.3468764,549.4877764,211.2056364,265.2526364,127.1117364,285.2424364,339.2894364,201.1485364,267.2318714,321.2788714,183.1379714
"TG(40:1) TG(15:1_17:0_8:0)",710.6293504,453.3938764,423.3468764,549.4877764,223.2056364,253.2526364,127.1117364,297.2424364,327.2894364,201.1485364,279.2318714,309.2788714,183.1379714
"TG(40:1) TG(15:0_17:1_8:0)",710.6293504,451.3781764,425.3625764,549.4877764,225.2213364,251.2369364,127.1117364,299.2581364,325.2737364,201.1485364,281.2475714,307.2631714,183.1379714
"TG(40:1) TG(16:0_16:1_8:0)",710.6293504,437.3625764,439.3781764,549.4877764,239.2369364,237.2213364,127.1117364,313.2737364,311.2581364,201.1485364,295.2631714,293.2475714,183.1379714
"TG(40:1) TG(13:0_13:0_14:1)",710.6294504,479.4095764,479.4095764,467.4095764,197.1900364,197.1900364,209.1900364,271.2268364,271.2268364,283.2268364,253.2162714,253.2162714,265.2162714
"TG(40:0) TG(12:0_12:0_16:0)",712.6449504,495.4407764,495.4407764,439.3781764,183.1743364,183.1743364,239.2369364,257.2111364,257.2111364,313.2737364,239.2005714,239.2005714,295.2631714
"TG(40:0) TG(12:0_14:0_14:0)",712.6449504,495.4407764,467.4094764,467.4094764,183.1743364,211.2056364,211.2056364,257.2111364,285.2424364,285.2424364,239.2005714,267.2318714,267.2318714
"TG(40:0) TG(10:0_10:0_20:0)",712.6449504,523.4720764,523.4720764,383.3155764,155.1430364,155.1430364,295.2995364,229.1798364,229.1798364,369.3363364,211.1692714,211.1692714,351.3257714
"TG(40:0) TG(10:0_12:0_18:0)",712.6449504,523.4720764,495.4407764,411.3468764,155.1430364,183.1743364,267.2682364,229.1798364,257.2111364,341.3050364,211.1692714,239.2005714,323.2944714
"TG(40:0) TG(10:0_14:0_16:0)",712.6449504,523.4720764,467.4094764,439.3781764,155.1430364,211.2056364,239.2369364,229.1798364,285.2424364,313.2737364,211.1692714,267.2318714,295.2631714
"TG(40:0) TG(24:0_8:0_8:0)",712.6449504,327.2529764,551.5033764,551.5033764,351.3621364,127.1117364,127.1117364,425.3989364,201.1485364,201.1485364,407.3883714,183.1379714,183.1379714
"TG(40:0) TG(10:0_22:0_8:0)",712.6449504,523.4720764,355.2842764,551.5033764,155.1430364,323.3308364,127.1117364,229.1798364,397.3676364,201.1485364,211.1692714,379.3570714,183.1379714
"TG(40:0) TG(12:0_20:0_8:0)",712.6449504,495.4407764,383.3155764,551.5033764,183.1743364,295.2995364,127.1117364,257.2111364,369.3363364,201.1485364,239.2005714,351.3257714,183.1379714
"TG(40:0) TG(14:0_18:0_8:0)",712.6449504,467.4094764,411.3468764,551.5033764,211.2056364,267.2682364,127.1117364,285.2424364,341.3050364,201.1485364,267.2318714,323.2944714,183.1379714
"TG(40:0) TG(16:0_16:0_8:0)",712.6449504,439.3781764,439.3781764,551.5033764,239.2369364,239.2369364,127.1117364,313.2737364,313.2737364,201.1485364,295.2631714,295.2631714,183.1379714
"TG(40:0) TG(13:0_13:0_14:0)",712.6450504,481.4251764,481.4251764,467.4095764,197.1900364,197.1900364,211.2056364,271.2268364,271.2268364,285.2424364,253.2162714,253.2162714,267.2318714
"TG(40:0) TG(12:0_13:0_15:0)",712.6450504,495.4408764,481.4251764,453.3938764,183.1743364,197.1900364,225.2213364,257.2111364,271.2268364,299.2581364,239.2005714,253.2162714,281.2475714
"TG(40:0) TG(10:0_13:0_17:0)",712.6450504,523.4721764,481.4251764,425.3625764,155.1430364,197.1900364,253.2526364,229.1798364,271.2268364,327.2894364,211.1692714,253.2162714,309.2788714
"TG(40:0) TG(10:0_15:0_15:0)",712.6450504,523.4721764,453.3938764,453.3938764,155.1430364,225.2213364,225.2213364,229.1798364,299.2581364,299.2581364,211.1692714,281.2475714,281.2475714
"TG(40:0) TG(13:0_19:0_8:0)",712.6450504,481.4251764,397.3312764,551.5034764,197.1900364,281.2839364,127.1117364,271.2268364,355.3207364,201.1485364,253.2162714,337.3101714,183.1379714
"TG(40:0) TG(15:0_17:0_8:0)",712.6450504,453.3938764,425.3625764,551.5034764,225.2213364,253.2526364,127.1117364,299.2581364,327.2894364,201.1485364,281.2475714,309.2788714,183.1379714
"TG(41:5) TG(15:1_18:4_8:0)",716.5823504,459.3468764,423.3468764,555.4407764,223.2056364,259.2056364,127.1117364,297.2424364,333.2424364,201.1485364,279.2318714,315.2318714,183.1379714
"TG(41:5) TG(13:0_20:5_8:0)",716.5824504,485.3625764,397.3312764,555.4408764,197.1900364,285.2213364,127.1117364,271.2268364,359.2581364,201.1485364,253.2162714,341.2475714,183.1379714
"TG(41:4) TG(10:0_13:0_18:4)",718.5980504,529.4251764,487.3781764,425.3625764,155.1430364,197.1900364,259.2056364,229.1798364,271.2268364,333.2424364,211.1692714,253.2162714,315.2318714
"TG(41:4) TG(13:0_20:4_8:0)",718.5980504,487.3781764,397.3312764,557.4564764,197.1900364,287.2369364,127.1117364,271.2268364,361.2737364,201.1485364,253.2162714,343.2631714,183.1379714
"TG(41:4) TG(15:1_18:3_8:0)",718.5980504,461.3625764,423.3468764,557.4564764,223.2056364,261.2213364,127.1117364,297.2424364,335.2581364,201.1485364,279.2318714,317.2475714,183.1379714
"TG(41:4) TG(15:0_18:4_8:0)",718.5980504,459.3468764,425.3625764,557.4564764,225.2213364,259.2056364,127.1117364,299.2581364,333.2424364,201.1485364,281.2475714,315.2318714,183.1379714
"TG(41:3) TG(15:1_18:2_8:0)",720.6136504,463.3781764,423.3468764,559.4720764,223.2056364,263.2369364,127.1117364,297.2424364,337.2737364,201.1485364,279.2318714,319.2631714,183.1379714
"TG(41:3) TG(10:0_13:0_18:3)",720.6137504,531.4408764,489.3938764,425.3625764,155.1430364,197.1900364,261.2213364,229.1798364,271.2268364,335.2581364,211.1692714,253.2162714,317.2475714
"TG(41:3) TG(10:0_14:1_17:2)",720.6137504,531.4408764,477.3938764,437.3625764,155.1430364,209.1900364,249.2213364,229.1798364,283.2268364,323.2581364,211.1692714,265.2162714,305.2475714
