HexCer,[M+H]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d28:2/12:1),780.6353,762.62474,600.572,582.5613,420.42,402.4094
HexCer(d28:2/13:0),796.6666,778.65604,616.6032,598.5927,420.42,402.4094
HexCer(d28:2/13:1),794.651,776.64044,614.5876,596.577,420.42,402.4094
HexCer(d28:2/14:0),810.6823,792.67174,630.6189,612.6083,420.42,402.4094
HexCer(d28:2/14:1),808.6666,790.65604,628.6032,610.5927,420.42,402.4094
HexCer(d28:2/15:0),824.6979,806.68734,644.6345,626.624,420.42,402.4094
HexCer(d28:2/15:1),822.6823,804.67174,642.6189,624.6083,420.42,402.4094
HexCer(d28:2/16:0),838.7136,820.70304,658.6502,640.6396,420.42,402.4094
HexCer(d28:2/16:1),836.6979,818.68734,656.6345,638.624,420.42,402.4094
HexCer(d28:2/16:2),834.6823,816.67174,654.6189,636.6083,420.42,402.4094
HexCer(d28:2/17:0),852.7292,834.71864,672.6658,654.6553,420.42,402.4094
HexCer(d28:2/18:0),866.7449,848.73434,686.6815,668.6709,420.42,402.4094
HexCer(d28:2/18:1),864.7292,846.71864,684.6658,666.6553,420.42,402.4094
HexCer(d28:2/18:2),862.7136,844.70304,682.6502,664.6396,420.42,402.4094
HexCer(d28:2/19:0),880.7606,862.75004,700.6971,682.6866,420.42,402.4094
HexCer(d28:2/19:1),878.7449,860.73434,698.6815,680.6709,420.42,402.4094
HexCer(d28:2/20:0),894.7762,876.76564,714.7128,696.7022,420.42,402.4094
HexCer(d28:2/20:1),892.7606,874.75004,712.6971,694.6866,420.42,402.4094
HexCer(d28:2/20:2),890.7449,872.73434,710.6815,692.6709,420.42,402.4094
HexCer(d28:2/21:0),908.7919,890.78134,728.7285,710.7179,420.42,402.4094
HexCer(d28:2/21:1),906.7762,888.76564,726.7128,708.7022,420.42,402.4094
HexCer(d28:2/22:0),922.8075,904.79694,742.7441,724.7335,420.42,402.4094
HexCer(d28:2/22:1),920.7919,902.78134,740.7285,722.7179,420.42,402.4094
HexCer(d28:2/22:2),918.7762,900.76564,738.7128,720.7022,420.42,402.4094
HexCer(d28:2/23:0),936.8231,918.81254,756.7598,738.7491,420.42,402.4094
HexCer(d28:2/23:1),934.8075,916.79694,754.7441,736.7335,420.42,402.4094
HexCer(d28:2/24:0),950.8388,932.82824,770.7754,752.7648,420.42,402.4094
HexCer(d28:2/24:1),948.8231,930.81254,768.7598,750.7491,420.42,402.4094
HexCer(d28:2/24:2),946.8075,928.79694,766.7441,748.7335,420.42,402.4094
HexCer(d28:2/25:0),964.8544,946.84384,784.791,766.7805,420.42,402.4094
HexCer(d28:2/25:1),962.8388,944.82824,782.7754,764.7648,420.42,402.4094
HexCer(d28:2/26:0),978.8701,960.85954,798.8067,780.7961,420.42,402.4094
HexCer(d28:2/26:1),976.8544,958.84384,796.791,778.7805,420.42,402.4094
HexCer(d28:2/26:2),974.8388,956.82824,794.7754,776.7648,420.42,402.4094
HexCer(d28:2/27:0),992.8857,974.87514,812.8223,794.8118,420.42,402.4094
HexCer(d28:2/27:1),990.8701,972.85954,810.8067,792.7961,420.42,402.4094
HexCer(d28:2/28:0),1006.901,988.89044,826.838,808.8274,420.42,402.4094
HexCer(d28:2/28:1),1004.886,986.87544,824.8223,806.8118,420.42,402.4094
HexCer(d28:2/28:2),1002.87,984.85944,822.8067,804.7961,420.42,402.4094
HexCer(d28:2/29:0),1020.917,1002.90644,840.8536,822.8431,420.42,402.4094
HexCer(d28:2/29:1),1018.901,1000.89044,838.838,820.8274,420.42,402.4094
HexCer(d28:2/30:0),1034.933,1016.92244,854.8693,836.8587,420.42,402.4094
HexCer(d28:2/30:1),1032.917,1014.90644,852.8536,834.8431,420.42,402.4094
HexCer(d28:2/30:2),1030.901,1012.89044,850.838,832.8274,420.42,402.4094
HexCer(d28:2/31:0),1048.948,1030.93744,868.8849,850.8744,420.42,402.4094
HexCer(d28:2/31:1),1046.933,1028.92244,866.8693,848.8587,420.42,402.4094
HexCer(d28:2/32:0),1062.964,1044.95344,882.9006,864.89,420.42,402.4094
HexCer(d28:2/32:1),1060.948,1042.93744,880.8849,862.8744,420.42,402.4094
HexCer(d28:2/32:2),1058.933,1040.92244,878.8693,860.8587,420.42,402.4094
HexCer(d28:2/33:0),1076.98,1058.96944,896.9163,878.9056,420.42,402.4094
HexCer(d28:2/33:1),1074.964,1056.95344,894.9006,876.89,420.42,402.4094
HexCer(d28:2/34:0),1090.995,1072.98444,910.9319,892.9213,420.42,402.4094
HexCer(d28:2/34:1),1088.98,1070.96944,908.9163,890.9056,420.42,402.4094
HexCer(d28:2/34:2),1086.964,1068.95344,906.9006,888.89,420.42,402.4094
HexCer(d28:2/35:0),1105.011,1087.00044,924.9475,906.937,420.42,402.4094
HexCer(d28:2/35:1),1102.995,1084.98444,922.9319,904.9213,420.42,402.4094
HexCer(d28:2/36:0),1119.027,1101.01644,938.9632,920.9526,420.42,402.4094
HexCer(d28:2/36:1),1117.011,1099.00044,936.9475,918.937,420.42,402.4094
HexCer(d28:2/36:2),1114.995,1096.98444,934.9319,916.9213,420.42,402.4094
HexCer(d28:2/38:0),1147.058,1129.04744,966.9945,948.9839,420.42,402.4094
HexCer(d28:2/38:1),1145.042,1127.03144,964.9788,946.9683,420.42,402.4094
HexCer(d28:2/38:2),1143.027,1125.01644,962.9632,944.9526,420.42,402.4094
HexCer(d28:2/40:0),1175.089,1157.07844,995.0258,977.0152,420.42,402.4094
HexCer(d28:2/40:1),1173.073,1155.06244,993.0101,974.9996,420.42,402.4094
HexCer(d28:2/40:2),1171.058,1153.04744,990.9945,972.9839,420.42,402.4094
HexCer(d28:2/42:0),1203.12,1185.10944,1023.057,1005.047,420.42,402.4094
HexCer(d28:2/42:1),1201.105,1183.09444,1021.041,1003.031,420.42,402.4094
HexCer(d28:2/42:2),1199.089,1181.07844,1019.026,1001.015,420.42,402.4094
HexCer(d28:3/12:0),780.6353,762.62474,600.572,582.5613,418.4044,400.3938
HexCer(d28:3/12:1),778.6197,760.60914,598.5563,580.5457,418.4044,400.3938
HexCer(d28:3/13:0),794.651,776.64044,614.5876,596.577,418.4044,400.3938
HexCer(d28:3/13:1),792.6353,774.62474,612.572,594.5613,418.4044,400.3938
HexCer(d28:3/14:0),808.6666,790.65604,628.6032,610.5927,418.4044,400.3938
HexCer(d28:3/14:1),806.651,788.64044,626.5876,608.577,418.4044,400.3938
HexCer(d28:3/15:0),822.6823,804.67174,642.6189,624.6083,418.4044,400.3938
HexCer(d28:3/15:1),820.6666,802.65604,640.6032,622.5927,418.4044,400.3938
HexCer(d28:3/16:0),836.6979,818.68734,656.6345,638.624,418.4044,400.3938
HexCer(d28:3/16:1),834.6823,816.67174,654.6189,636.6083,418.4044,400.3938
HexCer(d28:3/16:2),832.6666,814.65604,652.6032,634.5927,418.4044,400.3938
HexCer(d28:3/17:0),850.7136,832.70304,670.6502,652.6396,418.4044,400.3938
HexCer(d28:3/18:0),864.7292,846.71864,684.6658,666.6553,418.4044,400.3938
HexCer(d28:3/18:1),862.7136,844.70304,682.6502,664.6396,418.4044,400.3938
HexCer(d28:3/18:2),860.6979,842.68734,680.6345,662.624,418.4044,400.3938
HexCer(d28:3/19:0),878.7449,860.73434,698.6815,680.6709,418.4044,400.3938
HexCer(d28:3/19:1),876.7292,858.71864,696.6658,678.6553,418.4044,400.3938
HexCer(d28:3/20:0),892.7606,874.75004,712.6971,694.6866,418.4044,400.3938
HexCer(d28:3/20:1),890.7449,872.73434,710.6815,692.6709,418.4044,400.3938
HexCer(d28:3/20:2),888.7292,870.71864,708.6658,690.6553,418.4044,400.3938
HexCer(d28:3/21:0),906.7762,888.76564,726.7128,708.7022,418.4044,400.3938
HexCer(d28:3/21:1),904.7606,886.75004,724.6971,706.6866,418.4044,400.3938
HexCer(d28:3/22:0),920.7919,902.78134,740.7285,722.7179,418.4044,400.3938
HexCer(d28:3/22:1),918.7762,900.76564,738.7128,720.7022,418.4044,400.3938
HexCer(d28:3/22:2),916.7606,898.75004,736.6971,718.6866,418.4044,400.3938
HexCer(d28:3/23:0),934.8075,916.79694,754.7441,736.7335,418.4044,400.3938
HexCer(d28:3/23:1),932.7919,914.78134,752.7285,734.7179,418.4044,400.3938
HexCer(d28:3/24:0),948.8231,930.81254,768.7598,750.7491,418.4044,400.3938
HexCer(d28:3/24:1),946.8075,928.79694,766.7441,748.7335,418.4044,400.3938
HexCer(d28:3/24:2),944.7919,926.78134,764.7285,746.7179,418.4044,400.3938
HexCer(d28:3/25:0),962.8388,944.82824,782.7754,764.7648,418.4044,400.3938
HexCer(d28:3/25:1),960.8231,942.81254,780.7598,762.7491,418.4044,400.3938
HexCer(d28:3/26:0),976.8544,958.84384,796.791,778.7805,418.4044,400.3938
HexCer(d28:3/26:1),974.8388,956.82824,794.7754,776.7648,418.4044,400.3938
HexCer(d28:3/26:2),972.8231,954.81254,792.7598,774.7491,418.4044,400.3938
HexCer(d28:3/27:0),990.8701,972.85954,810.8067,792.7961,418.4044,400.3938
HexCer(d28:3/27:1),988.8544,970.84384,808.791,790.7805,418.4044,400.3938
HexCer(d28:3/28:0),1004.886,986.87544,824.8223,806.8118,418.4044,400.3938
HexCer(d28:3/28:1),1002.87,984.85944,822.8067,804.7961,418.4044,400.3938
HexCer(d28:3/28:2),1000.854,982.84344,820.791,802.7805,418.4044,400.3938
HexCer(d28:3/29:0),1018.901,1000.89044,838.838,820.8274,418.4044,400.3938
HexCer(d28:3/29:1),1016.886,998.87544,836.8223,818.8118,418.4044,400.3938
HexCer(d28:3/30:0),1032.917,1014.90644,852.8536,834.8431,418.4044,400.3938
HexCer(d28:3/30:1),1030.901,1012.89044,850.838,832.8274,418.4044,400.3938
HexCer(d28:3/30:2),1028.886,1010.87544,848.8223,830.8118,418.4044,400.3938
HexCer(d28:3/31:0),1046.933,1028.92244,866.8693,848.8587,418.4044,400.3938
HexCer(d28:3/31:1),1044.917,1026.90644,864.8536,846.8431,418.4044,400.3938
HexCer(d28:3/32:0),1060.948,1042.93744,880.8849,862.8744,418.4044,400.3938
HexCer(d28:3/32:1),1058.933,1040.92244,878.8693,860.8587,418.4044,400.3938
HexCer(d28:3/32:2),1056.917,1038.90644,876.8536,858.8431,418.4044,400.3938
HexCer(d28:3/33:0),1074.964,1056.95344,894.9006,876.89,418.4044,400.3938
HexCer(d28:3/33:1),1072.948,1054.93744,892.8849,874.8744,418.4044,400.3938
HexCer(d28:3/34:0),1088.98,1070.96944,908.9163,890.9056,418.4044,400.3938
HexCer(d28:3/34:1),1086.964,1068.95344,906.9006,888.89,418.4044,400.3938
HexCer(d28:3/34:2),1084.948,1066.93744,904.8849,886.8744,418.4044,400.3938
HexCer(d28:3/35:0),1102.995,1084.98444,922.9319,904.9213,418.4044,400.3938
HexCer(d28:3/35:1),1100.98,1082.96944,920.9163,902.9056,418.4044,400.3938
HexCer(d28:3/36:0),1117.011,1099.00044,936.9475,918.937,418.4044,400.3938
HexCer(d28:3/36:1),1114.995,1096.98444,934.9319,916.9213,418.4044,400.3938
HexCer(d28:3/36:2),1112.98,1094.96944,932.9163,914.9056,418.4044,400.3938
HexCer(d28:3/38:0),1145.042,1127.03144,964.9788,946.9683,418.4044,400.3938
HexCer(d28:3/38:1),1143.027,1125.01644,962.9632,944.9526,418.4044,400.3938
HexCer(d28:3/38:2),1141.011,1123.00044,960.9475,942.937,418.4044,400.3938
HexCer(d28:3/40:0),1173.073,1155.06244,993.0101,974.9996,418.4044,400.3938
HexCer(d28:3/40:1),1171.058,1153.04744,990.9945,972.9839,418.4044,400.3938
HexCer(d28:3/40:2),1169.042,1151.03144,988.9788,970.9683,418.4044,400.3938
HexCer(d28:3/42:0),1201.105,1183.09444,1021.041,1003.031,418.4044,400.3938
HexCer(d28:3/42:1),1199.089,1181.07844,1019.026,1001.015,418.4044,400.3938
HexCer(d28:3/42:2),1197.073,1179.06244,1017.01,998.9996,418.4044,400.3938
HexCer(d29:1/12:0),798.6823,780.67174,618.6189,600.6083,436.4513,418.4407
HexCer(d29:1/12:1),796.6666,778.65604,616.6032,598.5927,436.4513,418.4407
HexCer(d29:1/13:0),812.6979,794.68734,632.6345,614.624,436.4513,418.4407
HexCer(d29:1/13:1),810.6823,792.67174,630.6189,612.6083,436.4513,418.4407
HexCer(d29:1/14:0),826.7136,808.70304,646.6502,628.6396,436.4513,418.4407
HexCer(d29:1/14:1),824.6979,806.68734,644.6345,626.624,436.4513,418.4407
HexCer(d29:1/15:0),840.7292,822.71864,660.6658,642.6553,436.4513,418.4407
HexCer(d29:1/15:1),838.7136,820.70304,658.6502,640.6396,436.4513,418.4407
HexCer(d29:1/16:0),854.7449,836.73434,674.6815,656.6709,436.4513,418.4407
HexCer(d29:1/16:1),852.7292,834.71864,672.6658,654.6553,436.4513,418.4407
HexCer(d29:1/16:2),850.7136,832.70304,670.6502,652.6396,436.4513,418.4407
HexCer(d29:1/17:0),868.7606,850.75004,688.6971,670.6866,436.4513,418.4407
HexCer(d29:1/18:0),882.7762,864.76564,702.7128,684.7022,436.4513,418.4407
HexCer(d29:1/18:1),880.7606,862.75004,700.6971,682.6866,436.4513,418.4407
HexCer(d29:1/18:2),878.7449,860.73434,698.6815,680.6709,436.4513,418.4407
HexCer(d29:1/19:0),896.7919,878.78134,716.7285,698.7179,436.4513,418.4407
HexCer(d29:1/19:1),894.7762,876.76564,714.7128,696.7022,436.4513,418.4407
HexCer(d29:1/20:0),910.8075,892.79694,730.7441,712.7335,436.4513,418.4407
HexCer(d29:1/20:1),908.7919,890.78134,728.7285,710.7179,436.4513,418.4407
HexCer(d29:1/20:2),906.7762,888.76564,726.7128,708.7022,436.4513,418.4407
HexCer(d29:1/21:0),924.8231,906.81254,744.7598,726.7491,436.4513,418.4407
HexCer(d29:1/21:1),922.8075,904.79694,742.7441,724.7335,436.4513,418.4407
HexCer(d29:1/22:0),938.8388,920.82824,758.7754,740.7648,436.4513,418.4407
HexCer(d29:1/22:1),936.8231,918.81254,756.7598,738.7491,436.4513,418.4407
HexCer(d29:1/22:2),934.8075,916.79694,754.7441,736.7335,436.4513,418.4407
HexCer(d29:1/23:0),952.8544,934.84384,772.791,754.7805,436.4513,418.4407
HexCer(d29:1/23:1),950.8388,932.82824,770.7754,752.7648,436.4513,418.4407
HexCer(d29:1/24:0),966.8701,948.85954,786.8067,768.7961,436.4513,418.4407
HexCer(d29:1/24:1),964.8544,946.84384,784.791,766.7805,436.4513,418.4407
HexCer(d29:1/24:2),962.8388,944.82824,782.7754,764.7648,436.4513,418.4407
HexCer(d29:1/25:0),980.8857,962.87514,800.8223,782.8118,436.4513,418.4407
HexCer(d29:1/25:1),978.8701,960.85954,798.8067,780.7961,436.4513,418.4407
HexCer(d29:1/26:0),994.9014,976.89084,814.838,796.8274,436.4513,418.4407
HexCer(d29:1/26:1),992.8857,974.87514,812.8223,794.8118,436.4513,418.4407
HexCer(d29:1/26:2),990.8701,972.85954,810.8067,792.7961,436.4513,418.4407
HexCer(d29:1/27:0),1008.917,990.90644,828.8536,810.8431,436.4513,418.4407
HexCer(d29:1/27:1),1006.901,988.89044,826.838,808.8274,436.4513,418.4407
HexCer(d29:1/28:0),1022.933,1004.92244,842.8693,824.8587,436.4513,418.4407
HexCer(d29:1/28:1),1020.917,1002.90644,840.8536,822.8431,436.4513,418.4407
HexCer(d29:1/28:2),1018.901,1000.89044,838.838,820.8274,436.4513,418.4407
HexCer(d29:1/29:0),1036.948,1018.93744,856.8849,838.8744,436.4513,418.4407
HexCer(d29:1/29:1),1034.933,1016.92244,854.8693,836.8587,436.4513,418.4407
HexCer(d29:1/30:0),1050.964,1032.95344,870.9006,852.89,436.4513,418.4407
HexCer(d29:1/30:1),1048.948,1030.93744,868.8849,850.8744,436.4513,418.4407
HexCer(d29:1/30:2),1046.933,1028.92244,866.8693,848.8587,436.4513,418.4407
HexCer(d29:1/31:0),1064.98,1046.96944,884.9163,866.9056,436.4513,418.4407
HexCer(d29:1/31:1),1062.964,1044.95344,882.9006,864.89,436.4513,418.4407
HexCer(d29:1/32:0),1078.995,1060.98444,898.9319,880.9213,436.4513,418.4407
HexCer(d29:1/32:1),1076.98,1058.96944,896.9163,878.9056,436.4513,418.4407
HexCer(d29:1/32:2),1074.964,1056.95344,894.9006,876.89,436.4513,418.4407
HexCer(d29:1/33:0),1093.011,1075.00044,912.9475,894.937,436.4513,418.4407
HexCer(d29:1/33:1),1090.995,1072.98444,910.9319,892.9213,436.4513,418.4407
HexCer(d29:1/34:0),1107.027,1089.01644,926.9632,908.9526,436.4513,418.4407
HexCer(d29:1/34:1),1105.011,1087.00044,924.9475,906.937,436.4513,418.4407
HexCer(d29:1/34:2),1102.995,1084.98444,922.9319,904.9213,436.4513,418.4407
HexCer(d29:1/35:0),1121.042,1103.03144,940.9788,922.9683,436.4513,418.4407
HexCer(d29:1/35:1),1119.027,1101.01644,938.9632,920.9526,436.4513,418.4407
HexCer(d29:1/36:0),1135.058,1117.04744,954.9945,936.9839,436.4513,418.4407
HexCer(d29:1/36:1),1133.042,1115.03144,952.9788,934.9683,436.4513,418.4407
HexCer(d29:1/36:2),1131.027,1113.01644,950.9632,932.9526,436.4513,418.4407
HexCer(d29:1/38:0),1163.089,1145.07844,983.0258,965.0152,436.4513,418.4407
HexCer(d29:1/38:1),1161.073,1143.06244,981.0101,962.9996,436.4513,418.4407
HexCer(d29:1/38:2),1159.058,1141.04744,978.9945,960.9839,436.4513,418.4407
HexCer(d29:1/40:0),1191.12,1173.10944,1011.057,993.0465,436.4513,418.4407
HexCer(d29:1/40:1),1189.105,1171.09444,1009.041,991.0309,436.4513,418.4407
HexCer(d29:1/40:2),1187.089,1169.07844,1007.026,989.0152,436.4513,418.4407
HexCer(d29:1/42:0),1219.152,1201.14144,1039.088,1021.078,436.4513,418.4407
HexCer(d29:1/42:1),1217.136,1199.12544,1037.073,1019.062,436.4513,418.4407
HexCer(d29:1/42:2),1215.12,1197.10944,1035.057,1017.047,436.4513,418.4407
HexCer(d29:2/12:0),796.6666,778.65604,616.6032,598.5927,434.4356,416.4251
HexCer(d29:2/12:1),794.651,776.64044,614.5876,596.577,434.4356,416.4251
HexCer(d29:2/13:0),810.6823,792.67174,630.6189,612.6083,434.4356,416.4251
HexCer(d29:2/13:1),808.6666,790.65604,628.6032,610.5927,434.4356,416.4251
HexCer(d29:2/14:0),824.6979,806.68734,644.6345,626.624,434.4356,416.4251
HexCer(d29:2/14:1),822.6823,804.67174,642.6189,624.6083,434.4356,416.4251
HexCer(d29:2/15:0),838.7136,820.70304,658.6502,640.6396,434.4356,416.4251
HexCer(d29:2/15:1),836.6979,818.68734,656.6345,638.624,434.4356,416.4251
HexCer(d29:2/16:0),852.7292,834.71864,672.6658,654.6553,434.4356,416.4251
HexCer(d29:2/16:1),850.7136,832.70304,670.6502,652.6396,434.4356,416.4251
HexCer(d29:2/16:2),848.6979,830.68734,668.6345,650.624,434.4356,416.4251
HexCer(d29:2/17:0),866.7449,848.73434,686.6815,668.6709,434.4356,416.4251
HexCer(d29:2/18:0),880.7606,862.75004,700.6971,682.6866,434.4356,416.4251
HexCer(d29:2/18:1),878.7449,860.73434,698.6815,680.6709,434.4356,416.4251
HexCer(d29:2/18:2),876.7292,858.71864,696.6658,678.6553,434.4356,416.4251
HexCer(d29:2/19:0),894.7762,876.76564,714.7128,696.7022,434.4356,416.4251
HexCer(d29:2/19:1),892.7606,874.75004,712.6971,694.6866,434.4356,416.4251
HexCer(d29:2/20:0),908.7919,890.78134,728.7285,710.7179,434.4356,416.4251
HexCer(d29:2/20:1),906.7762,888.76564,726.7128,708.7022,434.4356,416.4251
HexCer(d29:2/20:2),904.7606,886.75004,724.6971,706.6866,434.4356,416.4251
HexCer(d29:2/21:0),922.8075,904.79694,742.7441,724.7335,434.4356,416.4251
HexCer(d29:2/21:1),920.7919,902.78134,740.7285,722.7179,434.4356,416.4251
HexCer(d29:2/22:0),936.8231,918.81254,756.7598,738.7491,434.4356,416.4251
HexCer(d29:2/22:1),934.8075,916.79694,754.7441,736.7335,434.4356,416.4251
HexCer(d29:2/22:2),932.7919,914.78134,752.7285,734.7179,434.4356,416.4251
HexCer(d29:2/23:0),950.8388,932.82824,770.7754,752.7648,434.4356,416.4251
HexCer(d29:2/23:1),948.8231,930.81254,768.7598,750.7491,434.4356,416.4251
HexCer(d29:2/24:0),964.8544,946.84384,784.791,766.7805,434.4356,416.4251
HexCer(d29:2/24:1),962.8388,944.82824,782.7754,764.7648,434.4356,416.4251
HexCer(d29:2/24:2),960.8231,942.81254,780.7598,762.7491,434.4356,416.4251
HexCer(d29:2/25:0),978.8701,960.85954,798.8067,780.7961,434.4356,416.4251
HexCer(d29:2/25:1),976.8544,958.84384,796.791,778.7805,434.4356,416.4251
HexCer(d29:2/26:0),992.8857,974.87514,812.8223,794.8118,434.4356,416.4251
HexCer(d29:2/26:1),990.8701,972.85954,810.8067,792.7961,434.4356,416.4251
HexCer(d29:2/26:2),988.8544,970.84384,808.791,790.7805,434.4356,416.4251
HexCer(d29:2/27:0),1006.901,988.89044,826.838,808.8274,434.4356,416.4251
HexCer(d29:2/27:1),1004.886,986.87544,824.8223,806.8118,434.4356,416.4251
HexCer(d29:2/28:0),1020.917,1002.90644,840.8536,822.8431,434.4356,416.4251
HexCer(d29:2/28:1),1018.901,1000.89044,838.838,820.8274,434.4356,416.4251
HexCer(d29:2/28:2),1016.886,998.87544,836.8223,818.8118,434.4356,416.4251
HexCer(d29:2/29:0),1034.933,1016.92244,854.8693,836.8587,434.4356,416.4251
HexCer(d29:2/29:1),1032.917,1014.90644,852.8536,834.8431,434.4356,416.4251
HexCer(d29:2/30:0),1048.948,1030.93744,868.8849,850.8744,434.4356,416.4251
HexCer(d29:2/30:1),1046.933,1028.92244,866.8693,848.8587,434.4356,416.4251
HexCer(d29:2/30:2),1044.917,1026.90644,864.8536,846.8431,434.4356,416.4251
HexCer(d29:2/31:0),1062.964,1044.95344,882.9006,864.89,434.4356,416.4251
HexCer(d29:2/31:1),1060.948,1042.93744,880.8849,862.8744,434.4356,416.4251
HexCer(d29:2/32:0),1076.98,1058.96944,896.9163,878.9056,434.4356,416.4251
HexCer(d29:2/32:1),1074.964,1056.95344,894.9006,876.89,434.4356,416.4251
HexCer(d29:2/32:2),1072.948,1054.93744,892.8849,874.8744,434.4356,416.4251
HexCer(d29:2/33:0),1090.995,1072.98444,910.9319,892.9213,434.4356,416.4251
HexCer(d29:2/33:1),1088.98,1070.96944,908.9163,890.9056,434.4356,416.4251
HexCer(d29:2/34:0),1105.011,1087.00044,924.9475,906.937,434.4356,416.4251
HexCer(d29:2/34:1),1102.995,1084.98444,922.9319,904.9213,434.4356,416.4251
HexCer(d29:2/34:2),1100.98,1082.96944,920.9163,902.9056,434.4356,416.4251
HexCer(d29:2/35:0),1119.027,1101.01644,938.9632,920.9526,434.4356,416.4251
HexCer(d29:2/35:1),1117.011,1099.00044,936.9475,918.937,434.4356,416.4251
HexCer(d29:2/36:0),1133.042,1115.03144,952.9788,934.9683,434.4356,416.4251
HexCer(d29:2/36:1),1131.027,1113.01644,950.9632,932.9526,434.4356,416.4251
HexCer(d29:2/36:2),1129.011,1111.00044,948.9475,930.937,434.4356,416.4251
HexCer(d29:2/38:0),1161.073,1143.06244,981.0101,962.9996,434.4356,416.4251
HexCer(d29:2/38:1),1159.058,1141.04744,978.9945,960.9839,434.4356,416.4251
HexCer(d29:2/38:2),1157.042,1139.03144,976.9788,958.9683,434.4356,416.4251
HexCer(d29:2/40:0),1189.105,1171.09444,1009.041,991.0309,434.4356,416.4251
HexCer(d29:2/40:1),1187.089,1169.07844,1007.026,989.0152,434.4356,416.4251
HexCer(d29:2/40:2),1185.073,1167.06244,1005.01,986.9996,434.4356,416.4251
HexCer(d29:2/42:0),1217.136,1199.12544,1037.073,1019.062,434.4356,416.4251
HexCer(d29:2/42:1),1215.12,1197.10944,1035.057,1017.047,434.4356,416.4251
HexCer(d29:2/42:2),1213.105,1195.09444,1033.041,1015.031,434.4356,416.4251
HexCer(d29:3/12:0),794.651,776.64044,614.5876,596.577,432.42,414.4094
HexCer(d29:3/12:1),792.6353,774.62474,612.572,594.5613,432.42,414.4094
HexCer(d29:3/13:0),808.6666,790.65604,628.6032,610.5927,432.42,414.4094
HexCer(d29:3/13:1),806.651,788.64044,626.5876,608.577,432.42,414.4094
HexCer(d29:3/14:0),822.6823,804.67174,642.6189,624.6083,432.42,414.4094
HexCer(d29:3/14:1),820.6666,802.65604,640.6032,622.5927,432.42,414.4094
HexCer(d29:3/15:0),836.6979,818.68734,656.6345,638.624,432.42,414.4094
HexCer(d29:3/15:1),834.6823,816.67174,654.6189,636.6083,432.42,414.4094
HexCer(d29:3/16:0),850.7136,832.70304,670.6502,652.6396,432.42,414.4094
HexCer(d29:3/16:1),848.6979,830.68734,668.6345,650.624,432.42,414.4094
HexCer(d29:3/16:2),846.6823,828.67174,666.6189,648.6083,432.42,414.4094
HexCer(d29:3/17:0),864.7292,846.71864,684.6658,666.6553,432.42,414.4094
