HexCer,[M+H]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d26:3/24:2),916.7606,898.75004,736.6971,718.6866,390.373,372.3625
HexCer(d26:3/25:0),934.8075,916.79694,754.7441,736.7335,390.373,372.3625
HexCer(d26:3/25:1),932.7919,914.78134,752.7285,734.7179,390.373,372.3625
HexCer(d26:3/26:0),948.8231,930.81254,768.7598,750.7491,390.373,372.3625
HexCer(d26:3/26:1),946.8075,928.79694,766.7441,748.7335,390.373,372.3625
HexCer(d26:3/26:2),944.7919,926.78134,764.7285,746.7179,390.373,372.3625
HexCer(d26:3/27:0),962.8388,944.82824,782.7754,764.7648,390.373,372.3625
HexCer(d26:3/27:1),960.8231,942.81254,780.7598,762.7491,390.373,372.3625
HexCer(d26:3/28:0),976.8544,958.84384,796.791,778.7805,390.373,372.3625
HexCer(d26:3/28:1),974.8388,956.82824,794.7754,776.7648,390.373,372.3625
HexCer(d26:3/28:2),972.8231,954.81254,792.7598,774.7491,390.373,372.3625
HexCer(d26:3/29:0),990.8701,972.85954,810.8067,792.7961,390.373,372.3625
HexCer(d26:3/29:1),988.8544,970.84384,808.791,790.7805,390.373,372.3625
HexCer(d26:3/30:0),1004.886,986.87544,824.8223,806.8118,390.373,372.3625
HexCer(d26:3/30:1),1002.87,984.85944,822.8067,804.7961,390.373,372.3625
HexCer(d26:3/30:2),1000.854,982.84344,820.791,802.7805,390.373,372.3625
HexCer(d26:3/31:0),1018.901,1000.89044,838.838,820.8274,390.373,372.3625
HexCer(d26:3/31:1),1016.886,998.87544,836.8223,818.8118,390.373,372.3625
HexCer(d26:3/32:0),1032.917,1014.90644,852.8536,834.8431,390.373,372.3625
HexCer(d26:3/32:1),1030.901,1012.89044,850.838,832.8274,390.373,372.3625
HexCer(d26:3/32:2),1028.886,1010.87544,848.8223,830.8118,390.373,372.3625
HexCer(d26:3/33:0),1046.933,1028.92244,866.8693,848.8587,390.373,372.3625
HexCer(d26:3/33:1),1044.917,1026.90644,864.8536,846.8431,390.373,372.3625
HexCer(d26:3/34:0),1060.948,1042.93744,880.8849,862.8744,390.373,372.3625
HexCer(d26:3/34:1),1058.933,1040.92244,878.8693,860.8587,390.373,372.3625
HexCer(d26:3/34:2),1056.917,1038.90644,876.8536,858.8431,390.373,372.3625
HexCer(d26:3/35:0),1074.964,1056.95344,894.9006,876.89,390.373,372.3625
HexCer(d26:3/35:1),1072.948,1054.93744,892.8849,874.8744,390.373,372.3625
HexCer(d26:3/36:0),1088.98,1070.96944,908.9163,890.9056,390.373,372.3625
HexCer(d26:3/36:1),1086.964,1068.95344,906.9006,888.89,390.373,372.3625
HexCer(d26:3/36:2),1084.948,1066.93744,904.8849,886.8744,390.373,372.3625
HexCer(d26:3/38:0),1117.011,1099.00044,936.9475,918.937,390.373,372.3625
HexCer(d26:3/38:1),1114.995,1096.98444,934.9319,916.9213,390.373,372.3625
HexCer(d26:3/38:2),1112.98,1094.96944,932.9163,914.9056,390.373,372.3625
HexCer(d26:3/40:0),1145.042,1127.03144,964.9788,946.9683,390.373,372.3625
HexCer(d26:3/40:1),1143.027,1125.01644,962.9632,944.9526,390.373,372.3625
HexCer(d26:3/40:2),1141.011,1123.00044,960.9475,942.937,390.373,372.3625
HexCer(d26:3/42:0),1173.073,1155.06244,993.0101,974.9996,390.373,372.3625
HexCer(d26:3/42:1),1171.058,1153.04744,990.9945,972.9839,390.373,372.3625
HexCer(d26:3/42:2),1169.042,1151.03144,988.9788,970.9683,390.373,372.3625
HexCer(d27:1/12:0),770.651,752.64044,590.5876,572.577,408.42,390.4094
HexCer(d27:1/12:1),768.6353,750.62474,588.572,570.5613,408.42,390.4094
HexCer(d27:1/13:0),784.6666,766.65604,604.6032,586.5927,408.42,390.4094
HexCer(d27:1/13:1),782.651,764.64044,602.5876,584.577,408.42,390.4094
HexCer(d27:1/14:0),798.6823,780.67174,618.6189,600.6083,408.42,390.4094
HexCer(d27:1/14:1),796.6666,778.65604,616.6032,598.5927,408.42,390.4094
HexCer(d27:1/15:0),812.6979,794.68734,632.6345,614.624,408.42,390.4094
HexCer(d27:1/15:1),810.6823,792.67174,630.6189,612.6083,408.42,390.4094
HexCer(d27:1/16:0),826.7136,808.70304,646.6502,628.6396,408.42,390.4094
HexCer(d27:1/16:1),824.6979,806.68734,644.6345,626.624,408.42,390.4094
HexCer(d27:1/16:2),822.6823,804.67174,642.6189,624.6083,408.42,390.4094
HexCer(d27:1/17:0),840.7292,822.71864,660.6658,642.6553,408.42,390.4094
HexCer(d27:1/18:0),854.7449,836.73434,674.6815,656.6709,408.42,390.4094
HexCer(d27:1/18:1),852.7292,834.71864,672.6658,654.6553,408.42,390.4094
HexCer(d27:1/18:2),850.7136,832.70304,670.6502,652.6396,408.42,390.4094
HexCer(d27:1/19:0),868.7606,850.75004,688.6971,670.6866,408.42,390.4094
HexCer(d27:1/19:1),866.7449,848.73434,686.6815,668.6709,408.42,390.4094
HexCer(d27:1/20:0),882.7762,864.76564,702.7128,684.7022,408.42,390.4094
HexCer(d27:1/20:1),880.7606,862.75004,700.6971,682.6866,408.42,390.4094
HexCer(d27:1/20:2),878.7449,860.73434,698.6815,680.6709,408.42,390.4094
HexCer(d27:1/21:0),896.7919,878.78134,716.7285,698.7179,408.42,390.4094
HexCer(d27:1/21:1),894.7762,876.76564,714.7128,696.7022,408.42,390.4094
HexCer(d27:1/22:0),910.8075,892.79694,730.7441,712.7335,408.42,390.4094
HexCer(d27:1/22:1),908.7919,890.78134,728.7285,710.7179,408.42,390.4094
HexCer(d27:1/22:2),906.7762,888.76564,726.7128,708.7022,408.42,390.4094
HexCer(d27:1/23:0),924.8231,906.81254,744.7598,726.7491,408.42,390.4094
HexCer(d27:1/23:1),922.8075,904.79694,742.7441,724.7335,408.42,390.4094
HexCer(d27:1/24:0),938.8388,920.82824,758.7754,740.7648,408.42,390.4094
HexCer(d27:1/24:1),936.8231,918.81254,756.7598,738.7491,408.42,390.4094
HexCer(d27:1/24:2),934.8075,916.79694,754.7441,736.7335,408.42,390.4094
HexCer(d27:1/25:0),952.8544,934.84384,772.791,754.7805,408.42,390.4094
HexCer(d27:1/25:1),950.8388,932.82824,770.7754,752.7648,408.42,390.4094
HexCer(d27:1/26:0),966.8701,948.85954,786.8067,768.7961,408.42,390.4094
HexCer(d27:1/26:1),964.8544,946.84384,784.791,766.7805,408.42,390.4094
HexCer(d27:1/26:2),962.8388,944.82824,782.7754,764.7648,408.42,390.4094
HexCer(d27:1/27:0),980.8857,962.87514,800.8223,782.8118,408.42,390.4094
HexCer(d27:1/27:1),978.8701,960.85954,798.8067,780.7961,408.42,390.4094
HexCer(d27:1/28:0),994.9014,976.89084,814.838,796.8274,408.42,390.4094
HexCer(d27:1/28:1),992.8857,974.87514,812.8223,794.8118,408.42,390.4094
HexCer(d27:1/28:2),990.8701,972.85954,810.8067,792.7961,408.42,390.4094
HexCer(d27:1/29:0),1008.917,990.90644,828.8536,810.8431,408.42,390.4094
HexCer(d27:1/29:1),1006.901,988.89044,826.838,808.8274,408.42,390.4094
HexCer(d27:1/30:0),1022.933,1004.92244,842.8693,824.8587,408.42,390.4094
HexCer(d27:1/30:1),1020.917,1002.90644,840.8536,822.8431,408.42,390.4094
HexCer(d27:1/30:2),1018.901,1000.89044,838.838,820.8274,408.42,390.4094
HexCer(d27:1/31:0),1036.948,1018.93744,856.8849,838.8744,408.42,390.4094
HexCer(d27:1/31:1),1034.933,1016.92244,854.8693,836.8587,408.42,390.4094
HexCer(d27:1/32:0),1050.964,1032.95344,870.9006,852.89,408.42,390.4094
HexCer(d27:1/32:1),1048.948,1030.93744,868.8849,850.8744,408.42,390.4094
HexCer(d27:1/32:2),1046.933,1028.92244,866.8693,848.8587,408.42,390.4094
HexCer(d27:1/33:0),1064.98,1046.96944,884.9163,866.9056,408.42,390.4094
HexCer(d27:1/33:1),1062.964,1044.95344,882.9006,864.89,408.42,390.4094
HexCer(d27:1/34:0),1078.995,1060.98444,898.9319,880.9213,408.42,390.4094
HexCer(d27:1/34:1),1076.98,1058.96944,896.9163,878.9056,408.42,390.4094
HexCer(d27:1/34:2),1074.964,1056.95344,894.9006,876.89,408.42,390.4094
HexCer(d27:1/35:0),1093.011,1075.00044,912.9475,894.937,408.42,390.4094
HexCer(d27:1/35:1),1090.995,1072.98444,910.9319,892.9213,408.42,390.4094
HexCer(d27:1/36:0),1107.027,1089.01644,926.9632,908.9526,408.42,390.4094
HexCer(d27:1/36:1),1105.011,1087.00044,924.9475,906.937,408.42,390.4094
HexCer(d27:1/36:2),1102.995,1084.98444,922.9319,904.9213,408.42,390.4094
HexCer(d27:1/38:0),1135.058,1117.04744,954.9945,936.9839,408.42,390.4094
HexCer(d27:1/38:1),1133.042,1115.03144,952.9788,934.9683,408.42,390.4094
HexCer(d27:1/38:2),1131.027,1113.01644,950.9632,932.9526,408.42,390.4094
HexCer(d27:1/40:0),1163.089,1145.07844,983.0258,965.0152,408.42,390.4094
HexCer(d27:1/40:1),1161.073,1143.06244,981.0101,962.9996,408.42,390.4094
HexCer(d27:1/40:2),1159.058,1141.04744,978.9945,960.9839,408.42,390.4094
HexCer(d27:1/42:0),1191.12,1173.10944,1011.057,993.0465,408.42,390.4094
HexCer(d27:1/42:1),1189.105,1171.09444,1009.041,991.0309,408.42,390.4094
HexCer(d27:1/42:2),1187.089,1169.07844,1007.026,989.0152,408.42,390.4094
HexCer(d27:2/12:0),768.6353,750.62474,588.572,570.5613,406.4044,388.3938
HexCer(d27:2/12:1),766.6197,748.60914,586.5563,568.5457,406.4044,388.3938
HexCer(d27:2/13:0),782.651,764.64044,602.5876,584.577,406.4044,388.3938
HexCer(d27:2/13:1),780.6353,762.62474,600.572,582.5613,406.4044,388.3938
HexCer(d27:2/14:0),796.6666,778.65604,616.6032,598.5927,406.4044,388.3938
HexCer(d27:2/14:1),794.651,776.64044,614.5876,596.577,406.4044,388.3938
HexCer(d27:2/15:0),810.6823,792.67174,630.6189,612.6083,406.4044,388.3938
HexCer(d27:2/15:1),808.6666,790.65604,628.6032,610.5927,406.4044,388.3938
HexCer(d27:2/16:0),824.6979,806.68734,644.6345,626.624,406.4044,388.3938
HexCer(d27:2/16:1),822.6823,804.67174,642.6189,624.6083,406.4044,388.3938
HexCer(d27:2/16:2),820.6666,802.65604,640.6032,622.5927,406.4044,388.3938
HexCer(d27:2/17:0),838.7136,820.70304,658.6502,640.6396,406.4044,388.3938
HexCer(d27:2/18:0),852.7292,834.71864,672.6658,654.6553,406.4044,388.3938
HexCer(d27:2/18:1),850.7136,832.70304,670.6502,652.6396,406.4044,388.3938
HexCer(d27:2/18:2),848.6979,830.68734,668.6345,650.624,406.4044,388.3938
HexCer(d27:2/19:0),866.7449,848.73434,686.6815,668.6709,406.4044,388.3938
HexCer(d27:2/19:1),864.7292,846.71864,684.6658,666.6553,406.4044,388.3938
HexCer(d27:2/20:0),880.7606,862.75004,700.6971,682.6866,406.4044,388.3938
HexCer(d27:2/20:1),878.7449,860.73434,698.6815,680.6709,406.4044,388.3938
HexCer(d27:2/20:2),876.7292,858.71864,696.6658,678.6553,406.4044,388.3938
HexCer(d27:2/21:0),894.7762,876.76564,714.7128,696.7022,406.4044,388.3938
HexCer(d27:2/21:1),892.7606,874.75004,712.6971,694.6866,406.4044,388.3938
HexCer(d27:2/22:0),908.7919,890.78134,728.7285,710.7179,406.4044,388.3938
HexCer(d27:2/22:1),906.7762,888.76564,726.7128,708.7022,406.4044,388.3938
HexCer(d27:2/22:2),904.7606,886.75004,724.6971,706.6866,406.4044,388.3938
HexCer(d27:2/23:0),922.8075,904.79694,742.7441,724.7335,406.4044,388.3938
HexCer(d27:2/23:1),920.7919,902.78134,740.7285,722.7179,406.4044,388.3938
HexCer(d27:2/24:0),936.8231,918.81254,756.7598,738.7491,406.4044,388.3938
HexCer(d27:2/24:1),934.8075,916.79694,754.7441,736.7335,406.4044,388.3938
HexCer(d27:2/24:2),932.7919,914.78134,752.7285,734.7179,406.4044,388.3938
HexCer(d27:2/25:0),950.8388,932.82824,770.7754,752.7648,406.4044,388.3938
HexCer(d27:2/25:1),948.8231,930.81254,768.7598,750.7491,406.4044,388.3938
HexCer(d27:2/26:0),964.8544,946.84384,784.791,766.7805,406.4044,388.3938
HexCer(d27:2/26:1),962.8388,944.82824,782.7754,764.7648,406.4044,388.3938
HexCer(d27:2/26:2),960.8231,942.81254,780.7598,762.7491,406.4044,388.3938
HexCer(d27:2/27:0),978.8701,960.85954,798.8067,780.7961,406.4044,388.3938
HexCer(d27:2/27:1),976.8544,958.84384,796.791,778.7805,406.4044,388.3938
HexCer(d27:2/28:0),992.8857,974.87514,812.8223,794.8118,406.4044,388.3938
HexCer(d27:2/28:1),990.8701,972.85954,810.8067,792.7961,406.4044,388.3938
HexCer(d27:2/28:2),988.8544,970.84384,808.791,790.7805,406.4044,388.3938
HexCer(d27:2/29:0),1006.901,988.89044,826.838,808.8274,406.4044,388.3938
HexCer(d27:2/29:1),1004.886,986.87544,824.8223,806.8118,406.4044,388.3938
HexCer(d27:2/30:0),1020.917,1002.90644,840.8536,822.8431,406.4044,388.3938
HexCer(d27:2/30:1),1018.901,1000.89044,838.838,820.8274,406.4044,388.3938
HexCer(d27:2/30:2),1016.886,998.87544,836.8223,818.8118,406.4044,388.3938
HexCer(d27:2/31:0),1034.933,1016.92244,854.8693,836.8587,406.4044,388.3938
HexCer(d27:2/31:1),1032.917,1014.90644,852.8536,834.8431,406.4044,388.3938
HexCer(d27:2/32:0),1048.948,1030.93744,868.8849,850.8744,406.4044,388.3938
HexCer(d27:2/32:1),1046.933,1028.92244,866.8693,848.8587,406.4044,388.3938
HexCer(d27:2/32:2),1044.917,1026.90644,864.8536,846.8431,406.4044,388.3938
HexCer(d27:2/33:0),1062.964,1044.95344,882.9006,864.89,406.4044,388.3938
HexCer(d27:2/33:1),1060.948,1042.93744,880.8849,862.8744,406.4044,388.3938
HexCer(d27:2/34:0),1076.98,1058.96944,896.9163,878.9056,406.4044,388.3938
HexCer(d27:2/34:1),1074.964,1056.95344,894.9006,876.89,406.4044,388.3938
HexCer(d27:2/34:2),1072.948,1054.93744,892.8849,874.8744,406.4044,388.3938
HexCer(d27:2/35:0),1090.995,1072.98444,910.9319,892.9213,406.4044,388.3938
HexCer(d27:2/35:1),1088.98,1070.96944,908.9163,890.9056,406.4044,388.3938
HexCer(d27:2/36:0),1105.011,1087.00044,924.9475,906.937,406.4044,388.3938
HexCer(d27:2/36:1),1102.995,1084.98444,922.9319,904.9213,406.4044,388.3938
HexCer(d27:2/36:2),1100.98,1082.96944,920.9163,902.9056,406.4044,388.3938
HexCer(d27:2/38:0),1133.042,1115.03144,952.9788,934.9683,406.4044,388.3938
HexCer(d27:2/38:1),1131.027,1113.01644,950.9632,932.9526,406.4044,388.3938
HexCer(d27:2/38:2),1129.011,1111.00044,948.9475,930.937,406.4044,388.3938
HexCer(d27:2/40:0),1161.073,1143.06244,981.0101,962.9996,406.4044,388.3938
HexCer(d27:2/40:1),1159.058,1141.04744,978.9945,960.9839,406.4044,388.3938
HexCer(d27:2/40:2),1157.042,1139.03144,976.9788,958.9683,406.4044,388.3938
HexCer(d27:2/42:0),1189.105,1171.09444,1009.041,991.0309,406.4044,388.3938
HexCer(d27:2/42:1),1187.089,1169.07844,1007.026,989.0152,406.4044,388.3938
HexCer(d27:2/42:2),1185.073,1167.06244,1005.01,986.9996,406.4044,388.3938
HexCer(d27:3/12:0),766.6197,748.60914,586.5563,568.5457,404.3887,386.3781
HexCer(d27:3/12:1),764.6041,746.59354,584.5406,566.5301,404.3887,386.3781
HexCer(d27:3/13:0),780.6353,762.62474,600.572,582.5613,404.3887,386.3781
HexCer(d27:3/13:1),778.6197,760.60914,598.5563,580.5457,404.3887,386.3781
HexCer(d27:3/14:0),794.651,776.64044,614.5876,596.577,404.3887,386.3781
HexCer(d27:3/14:1),792.6353,774.62474,612.572,594.5613,404.3887,386.3781
HexCer(d27:3/15:0),808.6666,790.65604,628.6032,610.5927,404.3887,386.3781
HexCer(d27:3/15:1),806.651,788.64044,626.5876,608.577,404.3887,386.3781
HexCer(d27:3/16:0),822.6823,804.67174,642.6189,624.6083,404.3887,386.3781
HexCer(d27:3/16:1),820.6666,802.65604,640.6032,622.5927,404.3887,386.3781
HexCer(d27:3/16:2),818.651,800.64044,638.5876,620.577,404.3887,386.3781
HexCer(d27:3/17:0),836.6979,818.68734,656.6345,638.624,404.3887,386.3781
HexCer(d27:3/18:0),850.7136,832.70304,670.6502,652.6396,404.3887,386.3781
HexCer(d27:3/18:1),848.6979,830.68734,668.6345,650.624,404.3887,386.3781
HexCer(d27:3/18:2),846.6823,828.67174,666.6189,648.6083,404.3887,386.3781
HexCer(d27:3/19:0),864.7292,846.71864,684.6658,666.6553,404.3887,386.3781
HexCer(d27:3/19:1),862.7136,844.70304,682.6502,664.6396,404.3887,386.3781
HexCer(d27:3/20:0),878.7449,860.73434,698.6815,680.6709,404.3887,386.3781
HexCer(d27:3/20:1),876.7292,858.71864,696.6658,678.6553,404.3887,386.3781
HexCer(d27:3/20:2),874.7136,856.70304,694.6502,676.6396,404.3887,386.3781
HexCer(d27:3/21:0),892.7606,874.75004,712.6971,694.6866,404.3887,386.3781
HexCer(d27:3/21:1),890.7449,872.73434,710.6815,692.6709,404.3887,386.3781
HexCer(d27:3/22:0),906.7762,888.76564,726.7128,708.7022,404.3887,386.3781
HexCer(d27:3/22:1),904.7606,886.75004,724.6971,706.6866,404.3887,386.3781
HexCer(d27:3/22:2),902.7449,884.73434,722.6815,704.6709,404.3887,386.3781
HexCer(d27:3/23:0),920.7919,902.78134,740.7285,722.7179,404.3887,386.3781
HexCer(d27:3/23:1),918.7762,900.76564,738.7128,720.7022,404.3887,386.3781
HexCer(d27:3/24:0),934.8075,916.79694,754.7441,736.7335,404.3887,386.3781
HexCer(d27:3/24:1),932.7919,914.78134,752.7285,734.7179,404.3887,386.3781
HexCer(d27:3/24:2),930.7762,912.76564,750.7128,732.7022,404.3887,386.3781
HexCer(d27:3/25:0),948.8231,930.81254,768.7598,750.7491,404.3887,386.3781
HexCer(d27:3/25:1),946.8075,928.79694,766.7441,748.7335,404.3887,386.3781
HexCer(d27:3/26:0),962.8388,944.82824,782.7754,764.7648,404.3887,386.3781
HexCer(d27:3/26:1),960.8231,942.81254,780.7598,762.7491,404.3887,386.3781
HexCer(d27:3/26:2),958.8075,940.79694,778.7441,760.7335,404.3887,386.3781
HexCer(d27:3/27:0),976.8544,958.84384,796.791,778.7805,404.3887,386.3781
HexCer(d27:3/27:1),974.8388,956.82824,794.7754,776.7648,404.3887,386.3781
HexCer(d27:3/28:0),990.8701,972.85954,810.8067,792.7961,404.3887,386.3781
HexCer(d27:3/28:1),988.8544,970.84384,808.791,790.7805,404.3887,386.3781
HexCer(d27:3/28:2),986.8388,968.82824,806.7754,788.7648,404.3887,386.3781
HexCer(d27:3/29:0),1004.886,986.87544,824.8223,806.8118,404.3887,386.3781
HexCer(d27:3/29:1),1002.87,984.85944,822.8067,804.7961,404.3887,386.3781
HexCer(d27:3/30:0),1018.901,1000.89044,838.838,820.8274,404.3887,386.3781
HexCer(d27:3/30:1),1016.886,998.87544,836.8223,818.8118,404.3887,386.3781
HexCer(d27:3/30:2),1014.87,996.85944,834.8067,816.7961,404.3887,386.3781
HexCer(d27:3/31:0),1032.917,1014.90644,852.8536,834.8431,404.3887,386.3781
HexCer(d27:3/31:1),1030.901,1012.89044,850.838,832.8274,404.3887,386.3781
HexCer(d27:3/32:0),1046.933,1028.92244,866.8693,848.8587,404.3887,386.3781
HexCer(d27:3/32:1),1044.917,1026.90644,864.8536,846.8431,404.3887,386.3781
HexCer(d27:3/32:2),1042.901,1024.89044,862.838,844.8274,404.3887,386.3781
HexCer(d27:3/33:0),1060.948,1042.93744,880.8849,862.8744,404.3887,386.3781
HexCer(d27:3/33:1),1058.933,1040.92244,878.8693,860.8587,404.3887,386.3781
HexCer(d27:3/34:0),1074.964,1056.95344,894.9006,876.89,404.3887,386.3781
HexCer(d27:3/34:1),1072.948,1054.93744,892.8849,874.8744,404.3887,386.3781
HexCer(d27:3/34:2),1070.933,1052.92244,890.8693,872.8587,404.3887,386.3781
HexCer(d27:3/35:0),1088.98,1070.96944,908.9163,890.9056,404.3887,386.3781
HexCer(d27:3/35:1),1086.964,1068.95344,906.9006,888.89,404.3887,386.3781
HexCer(d27:3/36:0),1102.995,1084.98444,922.9319,904.9213,404.3887,386.3781
HexCer(d27:3/36:1),1100.98,1082.96944,920.9163,902.9056,404.3887,386.3781
HexCer(d27:3/36:2),1098.964,1080.95344,918.9006,900.89,404.3887,386.3781
HexCer(d27:3/38:0),1131.027,1113.01644,950.9632,932.9526,404.3887,386.3781
HexCer(d27:3/38:1),1129.011,1111.00044,948.9475,930.937,404.3887,386.3781
HexCer(d27:3/38:2),1126.995,1108.98444,946.9319,928.9213,404.3887,386.3781
HexCer(d27:3/40:0),1159.058,1141.04744,978.9945,960.9839,404.3887,386.3781
HexCer(d27:3/40:1),1157.042,1139.03144,976.9788,958.9683,404.3887,386.3781
HexCer(d27:3/40:2),1155.027,1137.01644,974.9632,956.9526,404.3887,386.3781
HexCer(d27:3/42:0),1187.089,1169.07844,1007.026,989.0152,404.3887,386.3781
HexCer(d27:3/42:1),1185.073,1167.06244,1005.01,986.9996,404.3887,386.3781
HexCer(d27:3/42:2),1183.058,1165.04744,1002.995,984.9839,404.3887,386.3781
HexCer(d28:1/12:0),784.6666,766.65604,604.6032,586.5927,422.4356,404.4251
HexCer(d28:1/12:1),782.651,764.64044,602.5876,584.577,422.4356,404.4251
HexCer(d28:1/13:0),798.6823,780.67174,618.6189,600.6083,422.4356,404.4251
HexCer(d28:1/13:1),796.6666,778.65604,616.6032,598.5927,422.4356,404.4251
HexCer(d28:1/14:0),812.6979,794.68734,632.6345,614.624,422.4356,404.4251
HexCer(d28:1/14:1),810.6823,792.67174,630.6189,612.6083,422.4356,404.4251
HexCer(d28:1/15:0),826.7136,808.70304,646.6502,628.6396,422.4356,404.4251
HexCer(d28:1/15:1),824.6979,806.68734,644.6345,626.624,422.4356,404.4251
HexCer(d28:1/16:0),840.7292,822.71864,660.6658,642.6553,422.4356,404.4251
HexCer(d28:1/16:1),838.7136,820.70304,658.6502,640.6396,422.4356,404.4251
HexCer(d28:1/16:2),836.6979,818.68734,656.6345,638.624,422.4356,404.4251
HexCer(d28:1/17:0),854.7449,836.73434,674.6815,656.6709,422.4356,404.4251
HexCer(d28:1/18:0),868.7606,850.75004,688.6971,670.6866,422.4356,404.4251
HexCer(d28:1/18:1),866.7449,848.73434,686.6815,668.6709,422.4356,404.4251
HexCer(d28:1/18:2),864.7292,846.71864,684.6658,666.6553,422.4356,404.4251
HexCer(d28:1/19:0),882.7762,864.76564,702.7128,684.7022,422.4356,404.4251
HexCer(d28:1/19:1),880.7606,862.75004,700.6971,682.6866,422.4356,404.4251
HexCer(d28:1/20:0),896.7919,878.78134,716.7285,698.7179,422.4356,404.4251
HexCer(d28:1/20:1),894.7762,876.76564,714.7128,696.7022,422.4356,404.4251
HexCer(d28:1/20:2),892.7606,874.75004,712.6971,694.6866,422.4356,404.4251
HexCer(d28:1/21:0),910.8075,892.79694,730.7441,712.7335,422.4356,404.4251
HexCer(d28:1/21:1),908.7919,890.78134,728.7285,710.7179,422.4356,404.4251
HexCer(d28:1/22:0),924.8231,906.81254,744.7598,726.7491,422.4356,404.4251
HexCer(d28:1/22:1),922.8075,904.79694,742.7441,724.7335,422.4356,404.4251
HexCer(d28:1/22:2),920.7919,902.78134,740.7285,722.7179,422.4356,404.4251
HexCer(d28:1/23:0),938.8388,920.82824,758.7754,740.7648,422.4356,404.4251
HexCer(d28:1/23:1),936.8231,918.81254,756.7598,738.7491,422.4356,404.4251
HexCer(d28:1/24:0),952.8544,934.84384,772.791,754.7805,422.4356,404.4251
HexCer(d28:1/24:1),950.8388,932.82824,770.7754,752.7648,422.4356,404.4251
HexCer(d28:1/24:2),948.8231,930.81254,768.7598,750.7491,422.4356,404.4251
HexCer(d28:1/25:0),966.8701,948.85954,786.8067,768.7961,422.4356,404.4251
HexCer(d28:1/25:1),964.8544,946.84384,784.791,766.7805,422.4356,404.4251
HexCer(d28:1/26:0),980.8857,962.87514,800.8223,782.8118,422.4356,404.4251
HexCer(d28:1/26:1),978.8701,960.85954,798.8067,780.7961,422.4356,404.4251
HexCer(d28:1/26:2),976.8544,958.84384,796.791,778.7805,422.4356,404.4251
HexCer(d28:1/27:0),994.9014,976.89084,814.838,796.8274,422.4356,404.4251
HexCer(d28:1/27:1),992.8857,974.87514,812.8223,794.8118,422.4356,404.4251
HexCer(d28:1/28:0),1008.917,990.90644,828.8536,810.8431,422.4356,404.4251
HexCer(d28:1/28:1),1006.901,988.89044,826.838,808.8274,422.4356,404.4251
HexCer(d28:1/28:2),1004.886,986.87544,824.8223,806.8118,422.4356,404.4251
HexCer(d28:1/29:0),1022.933,1004.92244,842.8693,824.8587,422.4356,404.4251
HexCer(d28:1/29:1),1020.917,1002.90644,840.8536,822.8431,422.4356,404.4251
HexCer(d28:1/30:0),1036.948,1018.93744,856.8849,838.8744,422.4356,404.4251
HexCer(d28:1/30:1),1034.933,1016.92244,854.8693,836.8587,422.4356,404.4251
HexCer(d28:1/30:2),1032.917,1014.90644,852.8536,834.8431,422.4356,404.4251
HexCer(d28:1/31:0),1050.964,1032.95344,870.9006,852.89,422.4356,404.4251
HexCer(d28:1/31:1),1048.948,1030.93744,868.8849,850.8744,422.4356,404.4251
HexCer(d28:1/32:0),1064.98,1046.96944,884.9163,866.9056,422.4356,404.4251
HexCer(d28:1/32:1),1062.964,1044.95344,882.9006,864.89,422.4356,404.4251
HexCer(d28:1/32:2),1060.948,1042.93744,880.8849,862.8744,422.4356,404.4251
HexCer(d28:1/33:0),1078.995,1060.98444,898.9319,880.9213,422.4356,404.4251
HexCer(d28:1/33:1),1076.98,1058.96944,896.9163,878.9056,422.4356,404.4251
HexCer(d28:1/34:0),1093.011,1075.00044,912.9475,894.937,422.4356,404.4251
HexCer(d28:1/34:1),1090.995,1072.98444,910.9319,892.9213,422.4356,404.4251
HexCer(d28:1/34:2),1088.98,1070.96944,908.9163,890.9056,422.4356,404.4251
HexCer(d28:1/35:0),1107.027,1089.01644,926.9632,908.9526,422.4356,404.4251
HexCer(d28:1/35:1),1105.011,1087.00044,924.9475,906.937,422.4356,404.4251
HexCer(d28:1/36:0),1121.042,1103.03144,940.9788,922.9683,422.4356,404.4251
HexCer(d28:1/36:1),1119.027,1101.01644,938.9632,920.9526,422.4356,404.4251
HexCer(d28:1/36:2),1117.011,1099.00044,936.9475,918.937,422.4356,404.4251
HexCer(d28:1/38:0),1149.073,1131.06244,969.0101,950.9996,422.4356,404.4251
HexCer(d28:1/38:1),1147.058,1129.04744,966.9945,948.9839,422.4356,404.4251
HexCer(d28:1/38:2),1145.042,1127.03144,964.9788,946.9683,422.4356,404.4251
HexCer(d28:1/40:0),1177.105,1159.09444,997.0414,979.0309,422.4356,404.4251
HexCer(d28:1/40:1),1175.089,1157.07844,995.0258,977.0152,422.4356,404.4251
HexCer(d28:1/40:2),1173.073,1155.06244,993.0101,974.9996,422.4356,404.4251
HexCer(d28:1/42:0),1205.136,1187.12544,1025.073,1007.062,422.4356,404.4251
HexCer(d28:1/42:1),1203.12,1185.10944,1023.057,1005.047,422.4356,404.4251
HexCer(d28:1/42:2),1201.105,1183.09444,1021.041,1003.031,422.4356,404.4251
HexCer(d28:2/12:0),782.651,764.64044,602.5876,584.577,420.42,402.4094
