"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(56:7) PC(26:2_30:5)",1056.83584,873.7698,605.39666,555.381,664.47016,614.4545,632.46525,682.48091,184.07332
"PC(56:8) PC(26:2_30:6)",1054.82018,871.75414,603.381,555.381,662.4545,614.4545,632.46525,680.46525,184.07332
"PC(57:2) PC(26:2_31:0)",1080.9298,897.86376,629.49062,555.381,688.56412,614.4545,632.46525,706.57487,184.07332
"PC(57:3) PC(26:2_31:1)",1078.91414,895.8481,627.47496,555.381,686.54846,614.4545,632.46525,704.55921,184.07332
"PC(57:4) PC(26:2_31:2)",1076.89848,893.83244,625.4593,555.381,684.5328,614.4545,632.46525,702.54355,184.07332
"PC(57:5) PC(26:2_31:3)",1074.88282,891.81678,623.44364,555.381,682.51714,614.4545,632.46525,700.52789,184.07332
"PC(57:6) PC(26:2_31:4)",1072.86716,889.80112,621.42798,555.381,680.50148,614.4545,632.46525,698.51223,184.07332
"PC(57:7) PC(26:2_31:5)",1070.8515,887.78546,619.41232,555.381,678.48582,614.4545,632.46525,696.49657,184.07332
"PC(57:8) PC(26:2_31:6)",1068.83584,885.7698,617.39666,555.381,676.47016,614.4545,632.46525,694.48091,184.07332
"PC(58:2) PC(26:2_32:0)",1094.94546,911.87942,643.50628,555.381,702.57978,614.4545,632.46525,720.59053,184.07332
"PC(58:3) PC(26:2_32:1)",1092.9298,909.86376,641.49062,555.381,700.56412,614.4545,632.46525,718.57487,184.07332
"PC(58:4) PC(26:2_32:2)",1090.91414,907.8481,639.47496,555.381,698.54846,614.4545,632.46525,716.55921,184.07332
"PC(58:5) PC(26:2_32:3)",1088.89848,905.83244,637.4593,555.381,696.5328,614.4545,632.46525,714.54355,184.07332
"PC(58:6) PC(26:2_32:4)",1086.88282,903.81678,635.44364,555.381,694.51714,614.4545,632.46525,712.52789,184.07332
"PC(58:7) PC(26:2_32:5)",1084.86716,901.80112,633.42798,555.381,692.50148,614.4545,632.46525,710.51223,184.07332
"PC(58:8) PC(26:2_32:6)",1082.8515,899.78546,631.41232,555.381,690.48582,614.4545,632.46525,708.49657,184.07332
"PC(59:2) PC(26:2_33:0)",1108.96112,925.89508,657.52194,555.381,716.59544,614.4545,632.46525,734.60619,184.07332
"PC(59:3) PC(26:2_33:1)",1106.94546,923.87942,655.50628,555.381,714.57978,614.4545,632.46525,732.59053,184.07332
"PC(59:4) PC(26:2_33:2)",1104.9298,921.86376,653.49062,555.381,712.56412,614.4545,632.46525,730.57487,184.07332
"PC(59:5) PC(26:2_33:3)",1102.91414,919.8481,651.47496,555.381,710.54846,614.4545,632.46525,728.55921,184.07332
"PC(59:6) PC(26:2_33:4)",1100.89848,917.83244,649.4593,555.381,708.5328,614.4545,632.46525,726.54355,184.07332
"PC(59:7) PC(26:2_33:5)",1098.88282,915.81678,647.44364,555.381,706.51714,614.4545,632.46525,724.52789,184.07332
"PC(59:8) PC(26:2_33:6)",1096.86716,913.80112,645.42798,555.381,704.50148,614.4545,632.46525,722.51223,184.07332
"PC(60:2) PC(26:2_34:0)",1122.97678,939.91074,671.5376,555.381,730.6111,614.4545,632.46525,748.62185,184.07332
"PC(60:3) PC(26:2_34:1)",1120.96112,937.89508,669.52194,555.381,728.59544,614.4545,632.46525,746.60619,184.07332
"PC(60:4) PC(26:2_34:2)",1118.94546,935.87942,667.50628,555.381,726.57978,614.4545,632.46525,744.59053,184.07332
"PC(60:5) PC(26:2_34:3)",1116.9298,933.86376,665.49062,555.381,724.56412,614.4545,632.46525,742.57487,184.07332
"PC(60:6) PC(26:2_34:4)",1114.91414,931.8481,663.47496,555.381,722.54846,614.4545,632.46525,740.55921,184.07332
"PC(60:7) PC(26:2_34:5)",1112.89848,929.83244,661.4593,555.381,720.5328,614.4545,632.46525,738.54355,184.07332
"PC(60:8) PC(26:2_34:6)",1110.88282,927.81678,659.44364,555.381,718.51714,614.4545,632.46525,736.52789,184.07332
"PC(61:2) PC(26:2_35:0)",1136.99244,953.9264,685.55326,555.381,744.62676,614.4545,632.46525,762.63751,184.07332
"PC(61:3) PC(26:2_35:1)",1134.97678,951.91074,683.5376,555.381,742.6111,614.4545,632.46525,760.62185,184.07332
"PC(61:4) PC(26:2_35:2)",1132.96112,949.89508,681.52194,555.381,740.59544,614.4545,632.46525,758.60619,184.07332
"PC(61:5) PC(26:2_35:3)",1130.94546,947.87942,679.50628,555.381,738.57978,614.4545,632.46525,756.59053,184.07332
"PC(61:6) PC(26:2_35:4)",1128.9298,945.86376,677.49062,555.381,736.56412,614.4545,632.46525,754.57487,184.07332
"PC(61:7) PC(26:2_35:5)",1126.91414,943.8481,675.47496,555.381,734.54846,614.4545,632.46525,752.55921,184.07332
"PC(61:8) PC(26:2_35:6)",1124.89848,941.83244,673.4593,555.381,732.5328,614.4545,632.46525,750.54355,184.07332
"PC(62:2) PC(26:2_36:0)",1151.0081,967.94206,699.56892,555.381,758.64242,614.4545,632.46525,776.65317,184.07332
"PC(62:3) PC(26:2_36:1)",1148.99244,965.9264,697.55326,555.381,756.62676,614.4545,632.46525,774.63751,184.07332
"PC(62:4) PC(26:2_36:2)",1146.97678,963.91074,695.5376,555.381,754.6111,614.4545,632.46525,772.62185,184.07332
"PC(62:5) PC(26:2_36:3)",1144.96112,961.89508,693.52194,555.381,752.59544,614.4545,632.46525,770.60619,184.07332
"PC(62:6) PC(26:2_36:4)",1142.94546,959.87942,691.50628,555.381,750.57978,614.4545,632.46525,768.59053,184.07332
"PC(62:7) PC(26:2_36:5)",1140.9298,957.86376,689.49062,555.381,748.56412,614.4545,632.46525,766.57487,184.07332
"PC(62:8) PC(26:2_36:6)",1138.91414,955.8481,687.47496,555.381,746.54846,614.4545,632.46525,764.55921,184.07332
"PC(52:6) PC(26:3_26:3)",1002.78886,819.72282,553.36534,553.36534,612.43884,612.43884,630.44959,630.44959,184.07332
"PC(52:7) PC(26:3_26:4)",1000.7732,817.70716,551.34968,553.36534,610.42318,612.43884,630.44959,628.43393,184.07332
"PC(52:8) PC(26:3_26:5)",998.75754,815.6915,549.33402,553.36534,608.40752,612.43884,630.44959,626.41827,184.07332
"PC(52:9) PC(26:3_26:6)",996.74188,813.67584,547.31836,553.36534,606.39186,612.43884,630.44959,624.40261,184.07332
"PC(53:3) PC(26:3_27:0)",1022.8515,839.78546,573.42798,553.36534,632.50148,612.43884,630.44959,650.51223,184.07332
"PC(53:4) PC(26:3_27:1)",1020.83584,837.7698,571.41232,553.36534,630.48582,612.43884,630.44959,648.49657,184.07332
"PC(53:5) PC(26:3_27:2)",1018.82018,835.75414,569.39666,553.36534,628.47016,612.43884,630.44959,646.48091,184.07332
"PC(53:6) PC(26:3_27:3)",1016.80452,833.73848,567.381,553.36534,626.4545,612.43884,630.44959,644.46525,184.07332
"PC(53:7) PC(26:3_27:4)",1014.78886,831.72282,565.36534,553.36534,624.43884,612.43884,630.44959,642.44959,184.07332
"PC(53:8) PC(26:3_27:5)",1012.7732,829.70716,563.34968,553.36534,622.42318,612.43884,630.44959,640.43393,184.07332
"PC(53:9) PC(26:3_27:6)",1010.75754,827.6915,561.33402,553.36534,620.40752,612.43884,630.44959,638.41827,184.07332
"PC(54:3) PC(26:3_28:0)",1036.86716,853.80112,587.44364,553.36534,646.51714,612.43884,630.44959,664.52789,184.07332
"PC(54:4) PC(26:3_28:1)",1034.8515,851.78546,585.42798,553.36534,644.50148,612.43884,630.44959,662.51223,184.07332
"PC(54:5) PC(26:3_28:2)",1032.83584,849.7698,583.41232,553.36534,642.48582,612.43884,630.44959,660.49657,184.07332
"PC(54:6) PC(26:3_28:3)",1030.82018,847.75414,581.39666,553.36534,640.47016,612.43884,630.44959,658.48091,184.07332
"PC(54:7) PC(26:3_28:4)",1028.80452,845.73848,579.381,553.36534,638.4545,612.43884,630.44959,656.46525,184.07332
"PC(54:8) PC(26:3_28:5)",1026.78886,843.72282,577.36534,553.36534,636.43884,612.43884,630.44959,654.44959,184.07332
"PC(54:9) PC(26:3_28:6)",1024.7732,841.70716,575.34968,553.36534,634.42318,612.43884,630.44959,652.43393,184.07332
"PC(55:3) PC(26:3_29:0)",1050.88282,867.81678,601.4593,553.36534,660.5328,612.43884,630.44959,678.54355,184.07332
"PC(55:4) PC(26:3_29:1)",1048.86716,865.80112,599.44364,553.36534,658.51714,612.43884,630.44959,676.52789,184.07332
"PC(55:5) PC(26:3_29:2)",1046.8515,863.78546,597.42798,553.36534,656.50148,612.43884,630.44959,674.51223,184.07332
"PC(55:6) PC(26:3_29:3)",1044.83584,861.7698,595.41232,553.36534,654.48582,612.43884,630.44959,672.49657,184.07332
"PC(55:7) PC(26:3_29:4)",1042.82018,859.75414,593.39666,553.36534,652.47016,612.43884,630.44959,670.48091,184.07332
"PC(55:8) PC(26:3_29:5)",1040.80452,857.73848,591.381,553.36534,650.4545,612.43884,630.44959,668.46525,184.07332
"PC(55:9) PC(26:3_29:6)",1038.78886,855.72282,589.36534,553.36534,648.43884,612.43884,630.44959,666.44959,184.07332
"PC(56:3) PC(26:3_30:0)",1064.89848,881.83244,615.47496,553.36534,674.54846,612.43884,630.44959,692.55921,184.07332
"PC(56:4) PC(26:3_30:1)",1062.88282,879.81678,613.4593,553.36534,672.5328,612.43884,630.44959,690.54355,184.07332
"PC(56:5) PC(26:3_30:2)",1060.86716,877.80112,611.44364,553.36534,670.51714,612.43884,630.44959,688.52789,184.07332
"PC(56:6) PC(26:3_30:3)",1058.8515,875.78546,609.42798,553.36534,668.50148,612.43884,630.44959,686.51223,184.07332
"PC(56:7) PC(26:3_30:4)",1056.83584,873.7698,607.41232,553.36534,666.48582,612.43884,630.44959,684.49657,184.07332
"PC(56:8) PC(26:3_30:5)",1054.82018,871.75414,605.39666,553.36534,664.47016,612.43884,630.44959,682.48091,184.07332
"PC(56:9) PC(26:3_30:6)",1052.80452,869.73848,603.381,553.36534,662.4545,612.43884,630.44959,680.46525,184.07332
"PC(57:3) PC(26:3_31:0)",1078.91414,895.8481,629.49062,553.36534,688.56412,612.43884,630.44959,706.57487,184.07332
"PC(57:4) PC(26:3_31:1)",1076.89848,893.83244,627.47496,553.36534,686.54846,612.43884,630.44959,704.55921,184.07332
"PC(57:5) PC(26:3_31:2)",1074.88282,891.81678,625.4593,553.36534,684.5328,612.43884,630.44959,702.54355,184.07332
"PC(57:6) PC(26:3_31:3)",1072.86716,889.80112,623.44364,553.36534,682.51714,612.43884,630.44959,700.52789,184.07332
"PC(57:7) PC(26:3_31:4)",1070.8515,887.78546,621.42798,553.36534,680.50148,612.43884,630.44959,698.51223,184.07332
"PC(57:8) PC(26:3_31:5)",1068.83584,885.7698,619.41232,553.36534,678.48582,612.43884,630.44959,696.49657,184.07332
"PC(57:9) PC(26:3_31:6)",1066.82018,883.75414,617.39666,553.36534,676.47016,612.43884,630.44959,694.48091,184.07332
"PC(58:3) PC(26:3_32:0)",1092.9298,909.86376,643.50628,553.36534,702.57978,612.43884,630.44959,720.59053,184.07332
"PC(58:4) PC(26:3_32:1)",1090.91414,907.8481,641.49062,553.36534,700.56412,612.43884,630.44959,718.57487,184.07332
"PC(58:5) PC(26:3_32:2)",1088.89848,905.83244,639.47496,553.36534,698.54846,612.43884,630.44959,716.55921,184.07332
"PC(58:6) PC(26:3_32:3)",1086.88282,903.81678,637.4593,553.36534,696.5328,612.43884,630.44959,714.54355,184.07332
"PC(58:7) PC(26:3_32:4)",1084.86716,901.80112,635.44364,553.36534,694.51714,612.43884,630.44959,712.52789,184.07332
"PC(58:8) PC(26:3_32:5)",1082.8515,899.78546,633.42798,553.36534,692.50148,612.43884,630.44959,710.51223,184.07332
"PC(58:9) PC(26:3_32:6)",1080.83584,897.7698,631.41232,553.36534,690.48582,612.43884,630.44959,708.49657,184.07332
"PC(59:3) PC(26:3_33:0)",1106.94546,923.87942,657.52194,553.36534,716.59544,612.43884,630.44959,734.60619,184.07332
"PC(59:4) PC(26:3_33:1)",1104.9298,921.86376,655.50628,553.36534,714.57978,612.43884,630.44959,732.59053,184.07332
"PC(59:5) PC(26:3_33:2)",1102.91414,919.8481,653.49062,553.36534,712.56412,612.43884,630.44959,730.57487,184.07332
"PC(59:6) PC(26:3_33:3)",1100.89848,917.83244,651.47496,553.36534,710.54846,612.43884,630.44959,728.55921,184.07332
"PC(59:7) PC(26:3_33:4)",1098.88282,915.81678,649.4593,553.36534,708.5328,612.43884,630.44959,726.54355,184.07332
"PC(59:8) PC(26:3_33:5)",1096.86716,913.80112,647.44364,553.36534,706.51714,612.43884,630.44959,724.52789,184.07332
"PC(59:9) PC(26:3_33:6)",1094.8515,911.78546,645.42798,553.36534,704.50148,612.43884,630.44959,722.51223,184.07332
"PC(60:3) PC(26:3_34:0)",1120.96112,937.89508,671.5376,553.36534,730.6111,612.43884,630.44959,748.62185,184.07332
"PC(60:4) PC(26:3_34:1)",1118.94546,935.87942,669.52194,553.36534,728.59544,612.43884,630.44959,746.60619,184.07332
"PC(60:5) PC(26:3_34:2)",1116.9298,933.86376,667.50628,553.36534,726.57978,612.43884,630.44959,744.59053,184.07332
"PC(60:6) PC(26:3_34:3)",1114.91414,931.8481,665.49062,553.36534,724.56412,612.43884,630.44959,742.57487,184.07332
"PC(60:7) PC(26:3_34:4)",1112.89848,929.83244,663.47496,553.36534,722.54846,612.43884,630.44959,740.55921,184.07332
"PC(60:8) PC(26:3_34:5)",1110.88282,927.81678,661.4593,553.36534,720.5328,612.43884,630.44959,738.54355,184.07332
"PC(60:9) PC(26:3_34:6)",1108.86716,925.80112,659.44364,553.36534,718.51714,612.43884,630.44959,736.52789,184.07332
"PC(61:3) PC(26:3_35:0)",1134.97678,951.91074,685.55326,553.36534,744.62676,612.43884,630.44959,762.63751,184.07332
"PC(61:4) PC(26:3_35:1)",1132.96112,949.89508,683.5376,553.36534,742.6111,612.43884,630.44959,760.62185,184.07332
"PC(61:5) PC(26:3_35:2)",1130.94546,947.87942,681.52194,553.36534,740.59544,612.43884,630.44959,758.60619,184.07332
"PC(61:6) PC(26:3_35:3)",1128.9298,945.86376,679.50628,553.36534,738.57978,612.43884,630.44959,756.59053,184.07332
"PC(61:7) PC(26:3_35:4)",1126.91414,943.8481,677.49062,553.36534,736.56412,612.43884,630.44959,754.57487,184.07332
"PC(61:8) PC(26:3_35:5)",1124.89848,941.83244,675.47496,553.36534,734.54846,612.43884,630.44959,752.55921,184.07332
"PC(61:9) PC(26:3_35:6)",1122.88282,939.81678,673.4593,553.36534,732.5328,612.43884,630.44959,750.54355,184.07332
"PC(62:3) PC(26:3_36:0)",1148.99244,965.9264,699.56892,553.36534,758.64242,612.43884,630.44959,776.65317,184.07332
"PC(62:4) PC(26:3_36:1)",1146.97678,963.91074,697.55326,553.36534,756.62676,612.43884,630.44959,774.63751,184.07332
"PC(62:5) PC(26:3_36:2)",1144.96112,961.89508,695.5376,553.36534,754.6111,612.43884,630.44959,772.62185,184.07332
"PC(62:6) PC(26:3_36:3)",1142.94546,959.87942,693.52194,553.36534,752.59544,612.43884,630.44959,770.60619,184.07332
"PC(62:7) PC(26:3_36:4)",1140.9298,957.86376,691.50628,553.36534,750.57978,612.43884,630.44959,768.59053,184.07332
"PC(62:8) PC(26:3_36:5)",1138.91414,955.8481,689.49062,553.36534,748.56412,612.43884,630.44959,766.57487,184.07332
"PC(62:9) PC(26:3_36:6)",1136.89848,953.83244,687.47496,553.36534,746.54846,612.43884,630.44959,764.55921,184.07332
"PC(52:8) PC(26:4_26:4)",998.75754,815.6915,551.34968,551.34968,610.42318,610.42318,628.43393,628.43393,184.07332
"PC(52:9) PC(26:4_26:5)",996.74188,813.67584,549.33402,551.34968,608.40752,610.42318,628.43393,626.41827,184.07332
"PC(52:10) PC(26:4_26:6)",994.72622,811.66018,547.31836,551.34968,606.39186,610.42318,628.43393,624.40261,184.07332
"PC(53:4) PC(26:4_27:0)",1020.83584,837.7698,573.42798,551.34968,632.50148,610.42318,628.43393,650.51223,184.07332
"PC(53:5) PC(26:4_27:1)",1018.82018,835.75414,571.41232,551.34968,630.48582,610.42318,628.43393,648.49657,184.07332
"PC(53:6) PC(26:4_27:2)",1016.80452,833.73848,569.39666,551.34968,628.47016,610.42318,628.43393,646.48091,184.07332
"PC(53:7) PC(26:4_27:3)",1014.78886,831.72282,567.381,551.34968,626.4545,610.42318,628.43393,644.46525,184.07332
"PC(53:8) PC(26:4_27:4)",1012.7732,829.70716,565.36534,551.34968,624.43884,610.42318,628.43393,642.44959,184.07332
"PC(53:9) PC(26:4_27:5)",1010.75754,827.6915,563.34968,551.34968,622.42318,610.42318,628.43393,640.43393,184.07332
"PC(53:10) PC(26:4_27:6)",1008.74188,825.67584,561.33402,551.34968,620.40752,610.42318,628.43393,638.41827,184.07332
"PC(54:4) PC(26:4_28:0)",1034.8515,851.78546,587.44364,551.34968,646.51714,610.42318,628.43393,664.52789,184.07332
"PC(54:5) PC(26:4_28:1)",1032.83584,849.7698,585.42798,551.34968,644.50148,610.42318,628.43393,662.51223,184.07332
"PC(54:6) PC(26:4_28:2)",1030.82018,847.75414,583.41232,551.34968,642.48582,610.42318,628.43393,660.49657,184.07332
"PC(54:7) PC(26:4_28:3)",1028.80452,845.73848,581.39666,551.34968,640.47016,610.42318,628.43393,658.48091,184.07332
"PC(54:8) PC(26:4_28:4)",1026.78886,843.72282,579.381,551.34968,638.4545,610.42318,628.43393,656.46525,184.07332
"PC(54:9) PC(26:4_28:5)",1024.7732,841.70716,577.36534,551.34968,636.43884,610.42318,628.43393,654.44959,184.07332
"PC(54:10) PC(26:4_28:6)",1022.75754,839.6915,575.34968,551.34968,634.42318,610.42318,628.43393,652.43393,184.07332
"PC(55:4) PC(26:4_29:0)",1048.86716,865.80112,601.4593,551.34968,660.5328,610.42318,628.43393,678.54355,184.07332
"PC(55:5) PC(26:4_29:1)",1046.8515,863.78546,599.44364,551.34968,658.51714,610.42318,628.43393,676.52789,184.07332
"PC(55:6) PC(26:4_29:2)",1044.83584,861.7698,597.42798,551.34968,656.50148,610.42318,628.43393,674.51223,184.07332
"PC(55:7) PC(26:4_29:3)",1042.82018,859.75414,595.41232,551.34968,654.48582,610.42318,628.43393,672.49657,184.07332
"PC(55:8) PC(26:4_29:4)",1040.80452,857.73848,593.39666,551.34968,652.47016,610.42318,628.43393,670.48091,184.07332
"PC(55:9) PC(26:4_29:5)",1038.78886,855.72282,591.381,551.34968,650.4545,610.42318,628.43393,668.46525,184.07332
"PC(55:10) PC(26:4_29:6)",1036.7732,853.70716,589.36534,551.34968,648.43884,610.42318,628.43393,666.44959,184.07332
"PC(56:4) PC(26:4_30:0)",1062.88282,879.81678,615.47496,551.34968,674.54846,610.42318,628.43393,692.55921,184.07332
"PC(56:5) PC(26:4_30:1)",1060.86716,877.80112,613.4593,551.34968,672.5328,610.42318,628.43393,690.54355,184.07332
"PC(56:6) PC(26:4_30:2)",1058.8515,875.78546,611.44364,551.34968,670.51714,610.42318,628.43393,688.52789,184.07332
"PC(56:7) PC(26:4_30:3)",1056.83584,873.7698,609.42798,551.34968,668.50148,610.42318,628.43393,686.51223,184.07332
"PC(56:8) PC(26:4_30:4)",1054.82018,871.75414,607.41232,551.34968,666.48582,610.42318,628.43393,684.49657,184.07332
"PC(56:9) PC(26:4_30:5)",1052.80452,869.73848,605.39666,551.34968,664.47016,610.42318,628.43393,682.48091,184.07332
"PC(56:10) PC(26:4_30:6)",1050.78886,867.72282,603.381,551.34968,662.4545,610.42318,628.43393,680.46525,184.07332
"PC(57:4) PC(26:4_31:0)",1076.89848,893.83244,629.49062,551.34968,688.56412,610.42318,628.43393,706.57487,184.07332
"PC(57:5) PC(26:4_31:1)",1074.88282,891.81678,627.47496,551.34968,686.54846,610.42318,628.43393,704.55921,184.07332
"PC(57:6) PC(26:4_31:2)",1072.86716,889.80112,625.4593,551.34968,684.5328,610.42318,628.43393,702.54355,184.07332
"PC(57:7) PC(26:4_31:3)",1070.8515,887.78546,623.44364,551.34968,682.51714,610.42318,628.43393,700.52789,184.07332
"PC(57:8) PC(26:4_31:4)",1068.83584,885.7698,621.42798,551.34968,680.50148,610.42318,628.43393,698.51223,184.07332
"PC(57:9) PC(26:4_31:5)",1066.82018,883.75414,619.41232,551.34968,678.48582,610.42318,628.43393,696.49657,184.07332
"PC(57:10) PC(26:4_31:6)",1064.80452,881.73848,617.39666,551.34968,676.47016,610.42318,628.43393,694.48091,184.07332
"PC(58:4) PC(26:4_32:0)",1090.91414,907.8481,643.50628,551.34968,702.57978,610.42318,628.43393,720.59053,184.07332
"PC(58:5) PC(26:4_32:1)",1088.89848,905.83244,641.49062,551.34968,700.56412,610.42318,628.43393,718.57487,184.07332
"PC(58:6) PC(26:4_32:2)",1086.88282,903.81678,639.47496,551.34968,698.54846,610.42318,628.43393,716.55921,184.07332
"PC(58:7) PC(26:4_32:3)",1084.86716,901.80112,637.4593,551.34968,696.5328,610.42318,628.43393,714.54355,184.07332
"PC(58:8) PC(26:4_32:4)",1082.8515,899.78546,635.44364,551.34968,694.51714,610.42318,628.43393,712.52789,184.07332
"PC(58:9) PC(26:4_32:5)",1080.83584,897.7698,633.42798,551.34968,692.50148,610.42318,628.43393,710.51223,184.07332
"PC(58:10) PC(26:4_32:6)",1078.82018,895.75414,631.41232,551.34968,690.48582,610.42318,628.43393,708.49657,184.07332
"PC(59:4) PC(26:4_33:0)",1104.9298,921.86376,657.52194,551.34968,716.59544,610.42318,628.43393,734.60619,184.07332
"PC(59:5) PC(26:4_33:1)",1102.91414,919.8481,655.50628,551.34968,714.57978,610.42318,628.43393,732.59053,184.07332
"PC(59:6) PC(26:4_33:2)",1100.89848,917.83244,653.49062,551.34968,712.56412,610.42318,628.43393,730.57487,184.07332
"PC(59:7) PC(26:4_33:3)",1098.88282,915.81678,651.47496,551.34968,710.54846,610.42318,628.43393,728.55921,184.07332
"PC(59:8) PC(26:4_33:4)",1096.86716,913.80112,649.4593,551.34968,708.5328,610.42318,628.43393,726.54355,184.07332
"PC(59:9) PC(26:4_33:5)",1094.8515,911.78546,647.44364,551.34968,706.51714,610.42318,628.43393,724.52789,184.07332
"PC(59:10) PC(26:4_33:6)",1092.83584,909.7698,645.42798,551.34968,704.50148,610.42318,628.43393,722.51223,184.07332
"PC(60:4) PC(26:4_34:0)",1118.94546,935.87942,671.5376,551.34968,730.6111,610.42318,628.43393,748.62185,184.07332
"PC(60:5) PC(26:4_34:1)",1116.9298,933.86376,669.52194,551.34968,728.59544,610.42318,628.43393,746.60619,184.07332
"PC(60:6) PC(26:4_34:2)",1114.91414,931.8481,667.50628,551.34968,726.57978,610.42318,628.43393,744.59053,184.07332
"PC(60:7) PC(26:4_34:3)",1112.89848,929.83244,665.49062,551.34968,724.56412,610.42318,628.43393,742.57487,184.07332
"PC(60:8) PC(26:4_34:4)",1110.88282,927.81678,663.47496,551.34968,722.54846,610.42318,628.43393,740.55921,184.07332
"PC(60:9) PC(26:4_34:5)",1108.86716,925.80112,661.4593,551.34968,720.5328,610.42318,628.43393,738.54355,184.07332
"PC(60:10) PC(26:4_34:6)",1106.8515,923.78546,659.44364,551.34968,718.51714,610.42318,628.43393,736.52789,184.07332
"PC(61:4) PC(26:4_35:0)",1132.96112,949.89508,685.55326,551.34968,744.62676,610.42318,628.43393,762.63751,184.07332
"PC(61:5) PC(26:4_35:1)",1130.94546,947.87942,683.5376,551.34968,742.6111,610.42318,628.43393,760.62185,184.07332
"PC(61:6) PC(26:4_35:2)",1128.9298,945.86376,681.52194,551.34968,740.59544,610.42318,628.43393,758.60619,184.07332
"PC(61:7) PC(26:4_35:3)",1126.91414,943.8481,679.50628,551.34968,738.57978,610.42318,628.43393,756.59053,184.07332
"PC(61:8) PC(26:4_35:4)",1124.89848,941.83244,677.49062,551.34968,736.56412,610.42318,628.43393,754.57487,184.07332
"PC(61:9) PC(26:4_35:5)",1122.88282,939.81678,675.47496,551.34968,734.54846,610.42318,628.43393,752.55921,184.07332
"PC(61:10) PC(26:4_35:6)",1120.86716,937.80112,673.4593,551.34968,732.5328,610.42318,628.43393,750.54355,184.07332
"PC(62:4) PC(26:4_36:0)",1146.97678,963.91074,699.56892,551.34968,758.64242,610.42318,628.43393,776.65317,184.07332
"PC(62:5) PC(26:4_36:1)",1144.96112,961.89508,697.55326,551.34968,756.62676,610.42318,628.43393,774.63751,184.07332
"PC(62:6) PC(26:4_36:2)",1142.94546,959.87942,695.5376,551.34968,754.6111,610.42318,628.43393,772.62185,184.07332
"PC(62:7) PC(26:4_36:3)",1140.9298,957.86376,693.52194,551.34968,752.59544,610.42318,628.43393,770.60619,184.07332
"PC(62:8) PC(26:4_36:4)",1138.91414,955.8481,691.50628,551.34968,750.57978,610.42318,628.43393,768.59053,184.07332
"PC(62:9) PC(26:4_36:5)",1136.89848,953.83244,689.49062,551.34968,748.56412,610.42318,628.43393,766.57487,184.07332
"PC(62:10) PC(26:4_36:6)",1134.88282,951.81678,687.47496,551.34968,746.54846,610.42318,628.43393,764.55921,184.07332
"PC(52:10) PC(26:5_26:5)",994.72622,811.66018,549.33402,549.33402,608.40752,608.40752,626.41827,626.41827,184.07332
"PC(52:11) PC(26:5_26:6)",992.71056,809.64452,547.31836,549.33402,606.39186,608.40752,626.41827,624.40261,184.07332
"PC(53:5) PC(26:5_27:0)",1018.82018,835.75414,573.42798,549.33402,632.50148,608.40752,626.41827,650.51223,184.07332
"PC(53:6) PC(26:5_27:1)",1016.80452,833.73848,571.41232,549.33402,630.48582,608.40752,626.41827,648.49657,184.07332
"PC(53:7) PC(26:5_27:2)",1014.78886,831.72282,569.39666,549.33402,628.47016,608.40752,626.41827,646.48091,184.07332
"PC(53:8) PC(26:5_27:3)",1012.7732,829.70716,567.381,549.33402,626.4545,608.40752,626.41827,644.46525,184.07332
"PC(53:9) PC(26:5_27:4)",1010.75754,827.6915,565.36534,549.33402,624.43884,608.40752,626.41827,642.44959,184.07332
"PC(53:10) PC(26:5_27:5)",1008.74188,825.67584,563.34968,549.33402,622.42318,608.40752,626.41827,640.43393,184.07332
"PC(53:11) PC(26:5_27:6)",1006.72622,823.66018,561.33402,549.33402,620.40752,608.40752,626.41827,638.41827,184.07332
"PC(54:5) PC(26:5_28:0)",1032.83584,849.7698,587.44364,549.33402,646.51714,608.40752,626.41827,664.52789,184.07332
"PC(54:6) PC(26:5_28:1)",1030.82018,847.75414,585.42798,549.33402,644.50148,608.40752,626.41827,662.51223,184.07332
"PC(54:7) PC(26:5_28:2)",1028.80452,845.73848,583.41232,549.33402,642.48582,608.40752,626.41827,660.49657,184.07332
"PC(54:8) PC(26:5_28:3)",1026.78886,843.72282,581.39666,549.33402,640.47016,608.40752,626.41827,658.48091,184.07332
"PC(54:9) PC(26:5_28:4)",1024.7732,841.70716,579.381,549.33402,638.4545,608.40752,626.41827,656.46525,184.07332
"PC(54:10) PC(26:5_28:5)",1022.75754,839.6915,577.36534,549.33402,636.43884,608.40752,626.41827,654.44959,184.07332
"PC(54:11) PC(26:5_28:6)",1020.74188,837.67584,575.34968,549.33402,634.42318,608.40752,626.41827,652.43393,184.07332
"PC(55:5) PC(26:5_29:0)",1046.8515,863.78546,601.4593,549.33402,660.5328,608.40752,626.41827,678.54355,184.07332
"PC(55:6) PC(26:5_29:1)",1044.83584,861.7698,599.44364,549.33402,658.51714,608.40752,626.41827,676.52789,184.07332
"PC(55:7) PC(26:5_29:2)",1042.82018,859.75414,597.42798,549.33402,656.50148,608.40752,626.41827,674.51223,184.07332
"PC(55:8) PC(26:5_29:3)",1040.80452,857.73848,595.41232,549.33402,654.48582,608.40752,626.41827,672.49657,184.07332
