"PC","[M+H]+","[M+H-PC]+","[M+H-tail1-N(CH3)3]+","[M+H-tail2-N(CH3)3]+","[M+H-tail1]+","[M+H-tail2]+","[LPC_tail1]+","[LPC_tail2]+","[PC Head]+"
"PC(55:9) PC(26:5_29:4)",1038.78886,855.72282,593.39666,549.33402,652.47016,608.40752,626.41827,670.48091,184.07332
"PC(55:10) PC(26:5_29:5)",1036.7732,853.70716,591.381,549.33402,650.4545,608.40752,626.41827,668.46525,184.07332
"PC(55:11) PC(26:5_29:6)",1034.75754,851.6915,589.36534,549.33402,648.43884,608.40752,626.41827,666.44959,184.07332
"PC(56:5) PC(26:5_30:0)",1060.86716,877.80112,615.47496,549.33402,674.54846,608.40752,626.41827,692.55921,184.07332
"PC(56:6) PC(26:5_30:1)",1058.8515,875.78546,613.4593,549.33402,672.5328,608.40752,626.41827,690.54355,184.07332
"PC(56:7) PC(26:5_30:2)",1056.83584,873.7698,611.44364,549.33402,670.51714,608.40752,626.41827,688.52789,184.07332
"PC(56:8) PC(26:5_30:3)",1054.82018,871.75414,609.42798,549.33402,668.50148,608.40752,626.41827,686.51223,184.07332
"PC(56:9) PC(26:5_30:4)",1052.80452,869.73848,607.41232,549.33402,666.48582,608.40752,626.41827,684.49657,184.07332
"PC(56:10) PC(26:5_30:5)",1050.78886,867.72282,605.39666,549.33402,664.47016,608.40752,626.41827,682.48091,184.07332
"PC(56:11) PC(26:5_30:6)",1048.7732,865.70716,603.381,549.33402,662.4545,608.40752,626.41827,680.46525,184.07332
"PC(57:5) PC(26:5_31:0)",1074.88282,891.81678,629.49062,549.33402,688.56412,608.40752,626.41827,706.57487,184.07332
"PC(57:6) PC(26:5_31:1)",1072.86716,889.80112,627.47496,549.33402,686.54846,608.40752,626.41827,704.55921,184.07332
"PC(57:7) PC(26:5_31:2)",1070.8515,887.78546,625.4593,549.33402,684.5328,608.40752,626.41827,702.54355,184.07332
"PC(57:8) PC(26:5_31:3)",1068.83584,885.7698,623.44364,549.33402,682.51714,608.40752,626.41827,700.52789,184.07332
"PC(57:9) PC(26:5_31:4)",1066.82018,883.75414,621.42798,549.33402,680.50148,608.40752,626.41827,698.51223,184.07332
"PC(57:10) PC(26:5_31:5)",1064.80452,881.73848,619.41232,549.33402,678.48582,608.40752,626.41827,696.49657,184.07332
"PC(57:11) PC(26:5_31:6)",1062.78886,879.72282,617.39666,549.33402,676.47016,608.40752,626.41827,694.48091,184.07332
"PC(58:5) PC(26:5_32:0)",1088.89848,905.83244,643.50628,549.33402,702.57978,608.40752,626.41827,720.59053,184.07332
"PC(58:6) PC(26:5_32:1)",1086.88282,903.81678,641.49062,549.33402,700.56412,608.40752,626.41827,718.57487,184.07332
"PC(58:7) PC(26:5_32:2)",1084.86716,901.80112,639.47496,549.33402,698.54846,608.40752,626.41827,716.55921,184.07332
"PC(58:8) PC(26:5_32:3)",1082.8515,899.78546,637.4593,549.33402,696.5328,608.40752,626.41827,714.54355,184.07332
"PC(58:9) PC(26:5_32:4)",1080.83584,897.7698,635.44364,549.33402,694.51714,608.40752,626.41827,712.52789,184.07332
"PC(58:10) PC(26:5_32:5)",1078.82018,895.75414,633.42798,549.33402,692.50148,608.40752,626.41827,710.51223,184.07332
"PC(58:11) PC(26:5_32:6)",1076.80452,893.73848,631.41232,549.33402,690.48582,608.40752,626.41827,708.49657,184.07332
"PC(59:5) PC(26:5_33:0)",1102.91414,919.8481,657.52194,549.33402,716.59544,608.40752,626.41827,734.60619,184.07332
"PC(59:6) PC(26:5_33:1)",1100.89848,917.83244,655.50628,549.33402,714.57978,608.40752,626.41827,732.59053,184.07332
"PC(59:7) PC(26:5_33:2)",1098.88282,915.81678,653.49062,549.33402,712.56412,608.40752,626.41827,730.57487,184.07332
"PC(59:8) PC(26:5_33:3)",1096.86716,913.80112,651.47496,549.33402,710.54846,608.40752,626.41827,728.55921,184.07332
"PC(59:9) PC(26:5_33:4)",1094.8515,911.78546,649.4593,549.33402,708.5328,608.40752,626.41827,726.54355,184.07332
"PC(59:10) PC(26:5_33:5)",1092.83584,909.7698,647.44364,549.33402,706.51714,608.40752,626.41827,724.52789,184.07332
"PC(59:11) PC(26:5_33:6)",1090.82018,907.75414,645.42798,549.33402,704.50148,608.40752,626.41827,722.51223,184.07332
"PC(60:5) PC(26:5_34:0)",1116.9298,933.86376,671.5376,549.33402,730.6111,608.40752,626.41827,748.62185,184.07332
"PC(60:6) PC(26:5_34:1)",1114.91414,931.8481,669.52194,549.33402,728.59544,608.40752,626.41827,746.60619,184.07332
"PC(60:7) PC(26:5_34:2)",1112.89848,929.83244,667.50628,549.33402,726.57978,608.40752,626.41827,744.59053,184.07332
"PC(60:8) PC(26:5_34:3)",1110.88282,927.81678,665.49062,549.33402,724.56412,608.40752,626.41827,742.57487,184.07332
"PC(60:9) PC(26:5_34:4)",1108.86716,925.80112,663.47496,549.33402,722.54846,608.40752,626.41827,740.55921,184.07332
"PC(60:10) PC(26:5_34:5)",1106.8515,923.78546,661.4593,549.33402,720.5328,608.40752,626.41827,738.54355,184.07332
"PC(60:11) PC(26:5_34:6)",1104.83584,921.7698,659.44364,549.33402,718.51714,608.40752,626.41827,736.52789,184.07332
"PC(61:5) PC(26:5_35:0)",1130.94546,947.87942,685.55326,549.33402,744.62676,608.40752,626.41827,762.63751,184.07332
"PC(61:6) PC(26:5_35:1)",1128.9298,945.86376,683.5376,549.33402,742.6111,608.40752,626.41827,760.62185,184.07332
"PC(61:7) PC(26:5_35:2)",1126.91414,943.8481,681.52194,549.33402,740.59544,608.40752,626.41827,758.60619,184.07332
"PC(61:8) PC(26:5_35:3)",1124.89848,941.83244,679.50628,549.33402,738.57978,608.40752,626.41827,756.59053,184.07332
"PC(61:9) PC(26:5_35:4)",1122.88282,939.81678,677.49062,549.33402,736.56412,608.40752,626.41827,754.57487,184.07332
"PC(61:10) PC(26:5_35:5)",1120.86716,937.80112,675.47496,549.33402,734.54846,608.40752,626.41827,752.55921,184.07332
"PC(61:11) PC(26:5_35:6)",1118.8515,935.78546,673.4593,549.33402,732.5328,608.40752,626.41827,750.54355,184.07332
"PC(62:5) PC(26:5_36:0)",1144.96112,961.89508,699.56892,549.33402,758.64242,608.40752,626.41827,776.65317,184.07332
"PC(62:6) PC(26:5_36:1)",1142.94546,959.87942,697.55326,549.33402,756.62676,608.40752,626.41827,774.63751,184.07332
"PC(62:7) PC(26:5_36:2)",1140.9298,957.86376,695.5376,549.33402,754.6111,608.40752,626.41827,772.62185,184.07332
"PC(62:8) PC(26:5_36:3)",1138.91414,955.8481,693.52194,549.33402,752.59544,608.40752,626.41827,770.60619,184.07332
"PC(62:9) PC(26:5_36:4)",1136.89848,953.83244,691.50628,549.33402,750.57978,608.40752,626.41827,768.59053,184.07332
"PC(62:10) PC(26:5_36:5)",1134.88282,951.81678,689.49062,549.33402,748.56412,608.40752,626.41827,766.57487,184.07332
"PC(62:11) PC(26:5_36:6)",1132.86716,949.80112,687.47496,549.33402,746.54846,608.40752,626.41827,764.55921,184.07332
"PC(52:12) PC(26:6_26:6)",990.6949,807.62886,547.31836,547.31836,606.39186,606.39186,624.40261,624.40261,184.07332
"PC(53:6) PC(26:6_27:0)",1016.80452,833.73848,573.42798,547.31836,632.50148,606.39186,624.40261,650.51223,184.07332
"PC(53:7) PC(26:6_27:1)",1014.78886,831.72282,571.41232,547.31836,630.48582,606.39186,624.40261,648.49657,184.07332
"PC(53:8) PC(26:6_27:2)",1012.7732,829.70716,569.39666,547.31836,628.47016,606.39186,624.40261,646.48091,184.07332
"PC(53:9) PC(26:6_27:3)",1010.75754,827.6915,567.381,547.31836,626.4545,606.39186,624.40261,644.46525,184.07332
"PC(53:10) PC(26:6_27:4)",1008.74188,825.67584,565.36534,547.31836,624.43884,606.39186,624.40261,642.44959,184.07332
"PC(53:11) PC(26:6_27:5)",1006.72622,823.66018,563.34968,547.31836,622.42318,606.39186,624.40261,640.43393,184.07332
"PC(53:12) PC(26:6_27:6)",1004.71056,821.64452,561.33402,547.31836,620.40752,606.39186,624.40261,638.41827,184.07332
"PC(54:6) PC(26:6_28:0)",1030.82018,847.75414,587.44364,547.31836,646.51714,606.39186,624.40261,664.52789,184.07332
"PC(54:7) PC(26:6_28:1)",1028.80452,845.73848,585.42798,547.31836,644.50148,606.39186,624.40261,662.51223,184.07332
"PC(54:8) PC(26:6_28:2)",1026.78886,843.72282,583.41232,547.31836,642.48582,606.39186,624.40261,660.49657,184.07332
"PC(54:9) PC(26:6_28:3)",1024.7732,841.70716,581.39666,547.31836,640.47016,606.39186,624.40261,658.48091,184.07332
"PC(54:10) PC(26:6_28:4)",1022.75754,839.6915,579.381,547.31836,638.4545,606.39186,624.40261,656.46525,184.07332
"PC(54:11) PC(26:6_28:5)",1020.74188,837.67584,577.36534,547.31836,636.43884,606.39186,624.40261,654.44959,184.07332
"PC(54:12) PC(26:6_28:6)",1018.72622,835.66018,575.34968,547.31836,634.42318,606.39186,624.40261,652.43393,184.07332
"PC(55:6) PC(26:6_29:0)",1044.83584,861.7698,601.4593,547.31836,660.5328,606.39186,624.40261,678.54355,184.07332
"PC(55:7) PC(26:6_29:1)",1042.82018,859.75414,599.44364,547.31836,658.51714,606.39186,624.40261,676.52789,184.07332
"PC(55:8) PC(26:6_29:2)",1040.80452,857.73848,597.42798,547.31836,656.50148,606.39186,624.40261,674.51223,184.07332
"PC(55:9) PC(26:6_29:3)",1038.78886,855.72282,595.41232,547.31836,654.48582,606.39186,624.40261,672.49657,184.07332
"PC(55:10) PC(26:6_29:4)",1036.7732,853.70716,593.39666,547.31836,652.47016,606.39186,624.40261,670.48091,184.07332
"PC(55:11) PC(26:6_29:5)",1034.75754,851.6915,591.381,547.31836,650.4545,606.39186,624.40261,668.46525,184.07332
"PC(55:12) PC(26:6_29:6)",1032.74188,849.67584,589.36534,547.31836,648.43884,606.39186,624.40261,666.44959,184.07332
"PC(56:6) PC(26:6_30:0)",1058.8515,875.78546,615.47496,547.31836,674.54846,606.39186,624.40261,692.55921,184.07332
"PC(56:7) PC(26:6_30:1)",1056.83584,873.7698,613.4593,547.31836,672.5328,606.39186,624.40261,690.54355,184.07332
"PC(56:8) PC(26:6_30:2)",1054.82018,871.75414,611.44364,547.31836,670.51714,606.39186,624.40261,688.52789,184.07332
"PC(56:9) PC(26:6_30:3)",1052.80452,869.73848,609.42798,547.31836,668.50148,606.39186,624.40261,686.51223,184.07332
"PC(56:10) PC(26:6_30:4)",1050.78886,867.72282,607.41232,547.31836,666.48582,606.39186,624.40261,684.49657,184.07332
"PC(56:11) PC(26:6_30:5)",1048.7732,865.70716,605.39666,547.31836,664.47016,606.39186,624.40261,682.48091,184.07332
"PC(56:12) PC(26:6_30:6)",1046.75754,863.6915,603.381,547.31836,662.4545,606.39186,624.40261,680.46525,184.07332
"PC(57:6) PC(26:6_31:0)",1072.86716,889.80112,629.49062,547.31836,688.56412,606.39186,624.40261,706.57487,184.07332
"PC(57:7) PC(26:6_31:1)",1070.8515,887.78546,627.47496,547.31836,686.54846,606.39186,624.40261,704.55921,184.07332
"PC(57:8) PC(26:6_31:2)",1068.83584,885.7698,625.4593,547.31836,684.5328,606.39186,624.40261,702.54355,184.07332
"PC(57:9) PC(26:6_31:3)",1066.82018,883.75414,623.44364,547.31836,682.51714,606.39186,624.40261,700.52789,184.07332
"PC(57:10) PC(26:6_31:4)",1064.80452,881.73848,621.42798,547.31836,680.50148,606.39186,624.40261,698.51223,184.07332
"PC(57:11) PC(26:6_31:5)",1062.78886,879.72282,619.41232,547.31836,678.48582,606.39186,624.40261,696.49657,184.07332
"PC(57:12) PC(26:6_31:6)",1060.7732,877.70716,617.39666,547.31836,676.47016,606.39186,624.40261,694.48091,184.07332
"PC(58:6) PC(26:6_32:0)",1086.88282,903.81678,643.50628,547.31836,702.57978,606.39186,624.40261,720.59053,184.07332
"PC(58:7) PC(26:6_32:1)",1084.86716,901.80112,641.49062,547.31836,700.56412,606.39186,624.40261,718.57487,184.07332
"PC(58:8) PC(26:6_32:2)",1082.8515,899.78546,639.47496,547.31836,698.54846,606.39186,624.40261,716.55921,184.07332
"PC(58:9) PC(26:6_32:3)",1080.83584,897.7698,637.4593,547.31836,696.5328,606.39186,624.40261,714.54355,184.07332
"PC(58:10) PC(26:6_32:4)",1078.82018,895.75414,635.44364,547.31836,694.51714,606.39186,624.40261,712.52789,184.07332
"PC(58:11) PC(26:6_32:5)",1076.80452,893.73848,633.42798,547.31836,692.50148,606.39186,624.40261,710.51223,184.07332
"PC(58:12) PC(26:6_32:6)",1074.78886,891.72282,631.41232,547.31836,690.48582,606.39186,624.40261,708.49657,184.07332
"PC(59:6) PC(26:6_33:0)",1100.89848,917.83244,657.52194,547.31836,716.59544,606.39186,624.40261,734.60619,184.07332
"PC(59:7) PC(26:6_33:1)",1098.88282,915.81678,655.50628,547.31836,714.57978,606.39186,624.40261,732.59053,184.07332
"PC(59:8) PC(26:6_33:2)",1096.86716,913.80112,653.49062,547.31836,712.56412,606.39186,624.40261,730.57487,184.07332
"PC(59:9) PC(26:6_33:3)",1094.8515,911.78546,651.47496,547.31836,710.54846,606.39186,624.40261,728.55921,184.07332
"PC(59:10) PC(26:6_33:4)",1092.83584,909.7698,649.4593,547.31836,708.5328,606.39186,624.40261,726.54355,184.07332
"PC(59:11) PC(26:6_33:5)",1090.82018,907.75414,647.44364,547.31836,706.51714,606.39186,624.40261,724.52789,184.07332
"PC(59:12) PC(26:6_33:6)",1088.80452,905.73848,645.42798,547.31836,704.50148,606.39186,624.40261,722.51223,184.07332
"PC(60:6) PC(26:6_34:0)",1114.91414,931.8481,671.5376,547.31836,730.6111,606.39186,624.40261,748.62185,184.07332
"PC(60:7) PC(26:6_34:1)",1112.89848,929.83244,669.52194,547.31836,728.59544,606.39186,624.40261,746.60619,184.07332
"PC(60:8) PC(26:6_34:2)",1110.88282,927.81678,667.50628,547.31836,726.57978,606.39186,624.40261,744.59053,184.07332
"PC(60:9) PC(26:6_34:3)",1108.86716,925.80112,665.49062,547.31836,724.56412,606.39186,624.40261,742.57487,184.07332
"PC(60:10) PC(26:6_34:4)",1106.8515,923.78546,663.47496,547.31836,722.54846,606.39186,624.40261,740.55921,184.07332
"PC(60:11) PC(26:6_34:5)",1104.83584,921.7698,661.4593,547.31836,720.5328,606.39186,624.40261,738.54355,184.07332
"PC(60:12) PC(26:6_34:6)",1102.82018,919.75414,659.44364,547.31836,718.51714,606.39186,624.40261,736.52789,184.07332
"PC(61:6) PC(26:6_35:0)",1128.9298,945.86376,685.55326,547.31836,744.62676,606.39186,624.40261,762.63751,184.07332
"PC(61:7) PC(26:6_35:1)",1126.91414,943.8481,683.5376,547.31836,742.6111,606.39186,624.40261,760.62185,184.07332
"PC(61:8) PC(26:6_35:2)",1124.89848,941.83244,681.52194,547.31836,740.59544,606.39186,624.40261,758.60619,184.07332
"PC(61:9) PC(26:6_35:3)",1122.88282,939.81678,679.50628,547.31836,738.57978,606.39186,624.40261,756.59053,184.07332
"PC(61:10) PC(26:6_35:4)",1120.86716,937.80112,677.49062,547.31836,736.56412,606.39186,624.40261,754.57487,184.07332
"PC(61:11) PC(26:6_35:5)",1118.8515,935.78546,675.47496,547.31836,734.54846,606.39186,624.40261,752.55921,184.07332
"PC(61:12) PC(26:6_35:6)",1116.83584,933.7698,673.4593,547.31836,732.5328,606.39186,624.40261,750.54355,184.07332
"PC(62:6) PC(26:6_36:0)",1142.94546,959.87942,699.56892,547.31836,758.64242,606.39186,624.40261,776.65317,184.07332
"PC(62:7) PC(26:6_36:1)",1140.9298,957.86376,697.55326,547.31836,756.62676,606.39186,624.40261,774.63751,184.07332
"PC(62:8) PC(26:6_36:2)",1138.91414,955.8481,695.5376,547.31836,754.6111,606.39186,624.40261,772.62185,184.07332
"PC(62:9) PC(26:6_36:3)",1136.89848,953.83244,693.52194,547.31836,752.59544,606.39186,624.40261,770.60619,184.07332
"PC(62:10) PC(26:6_36:4)",1134.88282,951.81678,691.50628,547.31836,750.57978,606.39186,624.40261,768.59053,184.07332
"PC(62:11) PC(26:6_36:5)",1132.86716,949.80112,689.49062,547.31836,748.56412,606.39186,624.40261,766.57487,184.07332
"PC(62:12) PC(26:6_36:6)",1130.8515,947.78546,687.47496,547.31836,746.54846,606.39186,624.40261,764.55921,184.07332
"PC(54:0) PC(27:0_27:0)",1042.91414,859.8481,573.42798,573.42798,632.50148,632.50148,650.51223,650.51223,184.07332
"PC(54:1) PC(27:0_27:1)",1040.89848,857.83244,571.41232,573.42798,630.48582,632.50148,650.51223,648.49657,184.07332
"PC(54:2) PC(27:0_27:2)",1038.88282,855.81678,569.39666,573.42798,628.47016,632.50148,650.51223,646.48091,184.07332
"PC(54:3) PC(27:0_27:3)",1036.86716,853.80112,567.381,573.42798,626.4545,632.50148,650.51223,644.46525,184.07332
"PC(54:4) PC(27:0_27:4)",1034.8515,851.78546,565.36534,573.42798,624.43884,632.50148,650.51223,642.44959,184.07332
"PC(54:5) PC(27:0_27:5)",1032.83584,849.7698,563.34968,573.42798,622.42318,632.50148,650.51223,640.43393,184.07332
"PC(54:6) PC(27:0_27:6)",1030.82018,847.75414,561.33402,573.42798,620.40752,632.50148,650.51223,638.41827,184.07332
"PC(55:0) PC(27:0_28:0)",1056.9298,873.86376,587.44364,573.42798,646.51714,632.50148,650.51223,664.52789,184.07332
"PC(55:1) PC(27:0_28:1)",1054.91414,871.8481,585.42798,573.42798,644.50148,632.50148,650.51223,662.51223,184.07332
"PC(55:2) PC(27:0_28:2)",1052.89848,869.83244,583.41232,573.42798,642.48582,632.50148,650.51223,660.49657,184.07332
"PC(55:3) PC(27:0_28:3)",1050.88282,867.81678,581.39666,573.42798,640.47016,632.50148,650.51223,658.48091,184.07332
"PC(55:4) PC(27:0_28:4)",1048.86716,865.80112,579.381,573.42798,638.4545,632.50148,650.51223,656.46525,184.07332
"PC(55:5) PC(27:0_28:5)",1046.8515,863.78546,577.36534,573.42798,636.43884,632.50148,650.51223,654.44959,184.07332
"PC(55:6) PC(27:0_28:6)",1044.83584,861.7698,575.34968,573.42798,634.42318,632.50148,650.51223,652.43393,184.07332
"PC(56:0) PC(27:0_29:0)",1070.94546,887.87942,601.4593,573.42798,660.5328,632.50148,650.51223,678.54355,184.07332
"PC(56:1) PC(27:0_29:1)",1068.9298,885.86376,599.44364,573.42798,658.51714,632.50148,650.51223,676.52789,184.07332
"PC(56:2) PC(27:0_29:2)",1066.91414,883.8481,597.42798,573.42798,656.50148,632.50148,650.51223,674.51223,184.07332
"PC(56:3) PC(27:0_29:3)",1064.89848,881.83244,595.41232,573.42798,654.48582,632.50148,650.51223,672.49657,184.07332
"PC(56:4) PC(27:0_29:4)",1062.88282,879.81678,593.39666,573.42798,652.47016,632.50148,650.51223,670.48091,184.07332
"PC(56:5) PC(27:0_29:5)",1060.86716,877.80112,591.381,573.42798,650.4545,632.50148,650.51223,668.46525,184.07332
"PC(56:6) PC(27:0_29:6)",1058.8515,875.78546,589.36534,573.42798,648.43884,632.50148,650.51223,666.44959,184.07332
"PC(57:0) PC(27:0_30:0)",1084.96112,901.89508,615.47496,573.42798,674.54846,632.50148,650.51223,692.55921,184.07332
"PC(57:1) PC(27:0_30:1)",1082.94546,899.87942,613.4593,573.42798,672.5328,632.50148,650.51223,690.54355,184.07332
"PC(57:2) PC(27:0_30:2)",1080.9298,897.86376,611.44364,573.42798,670.51714,632.50148,650.51223,688.52789,184.07332
"PC(57:3) PC(27:0_30:3)",1078.91414,895.8481,609.42798,573.42798,668.50148,632.50148,650.51223,686.51223,184.07332
"PC(57:4) PC(27:0_30:4)",1076.89848,893.83244,607.41232,573.42798,666.48582,632.50148,650.51223,684.49657,184.07332
"PC(57:5) PC(27:0_30:5)",1074.88282,891.81678,605.39666,573.42798,664.47016,632.50148,650.51223,682.48091,184.07332
"PC(57:6) PC(27:0_30:6)",1072.86716,889.80112,603.381,573.42798,662.4545,632.50148,650.51223,680.46525,184.07332
"PC(58:0) PC(27:0_31:0)",1098.97678,915.91074,629.49062,573.42798,688.56412,632.50148,650.51223,706.57487,184.07332
"PC(58:1) PC(27:0_31:1)",1096.96112,913.89508,627.47496,573.42798,686.54846,632.50148,650.51223,704.55921,184.07332
"PC(58:2) PC(27:0_31:2)",1094.94546,911.87942,625.4593,573.42798,684.5328,632.50148,650.51223,702.54355,184.07332
"PC(58:3) PC(27:0_31:3)",1092.9298,909.86376,623.44364,573.42798,682.51714,632.50148,650.51223,700.52789,184.07332
"PC(58:4) PC(27:0_31:4)",1090.91414,907.8481,621.42798,573.42798,680.50148,632.50148,650.51223,698.51223,184.07332
"PC(58:5) PC(27:0_31:5)",1088.89848,905.83244,619.41232,573.42798,678.48582,632.50148,650.51223,696.49657,184.07332
"PC(58:6) PC(27:0_31:6)",1086.88282,903.81678,617.39666,573.42798,676.47016,632.50148,650.51223,694.48091,184.07332
"PC(59:0) PC(27:0_32:0)",1112.99244,929.9264,643.50628,573.42798,702.57978,632.50148,650.51223,720.59053,184.07332
"PC(59:1) PC(27:0_32:1)",1110.97678,927.91074,641.49062,573.42798,700.56412,632.50148,650.51223,718.57487,184.07332
"PC(59:2) PC(27:0_32:2)",1108.96112,925.89508,639.47496,573.42798,698.54846,632.50148,650.51223,716.55921,184.07332
"PC(59:3) PC(27:0_32:3)",1106.94546,923.87942,637.4593,573.42798,696.5328,632.50148,650.51223,714.54355,184.07332
"PC(59:4) PC(27:0_32:4)",1104.9298,921.86376,635.44364,573.42798,694.51714,632.50148,650.51223,712.52789,184.07332
"PC(59:5) PC(27:0_32:5)",1102.91414,919.8481,633.42798,573.42798,692.50148,632.50148,650.51223,710.51223,184.07332
"PC(59:6) PC(27:0_32:6)",1100.89848,917.83244,631.41232,573.42798,690.48582,632.50148,650.51223,708.49657,184.07332
"PC(60:0) PC(27:0_33:0)",1127.0081,943.94206,657.52194,573.42798,716.59544,632.50148,650.51223,734.60619,184.07332
"PC(60:1) PC(27:0_33:1)",1124.99244,941.9264,655.50628,573.42798,714.57978,632.50148,650.51223,732.59053,184.07332
"PC(60:2) PC(27:0_33:2)",1122.97678,939.91074,653.49062,573.42798,712.56412,632.50148,650.51223,730.57487,184.07332
"PC(60:3) PC(27:0_33:3)",1120.96112,937.89508,651.47496,573.42798,710.54846,632.50148,650.51223,728.55921,184.07332
"PC(60:4) PC(27:0_33:4)",1118.94546,935.87942,649.4593,573.42798,708.5328,632.50148,650.51223,726.54355,184.07332
"PC(60:5) PC(27:0_33:5)",1116.9298,933.86376,647.44364,573.42798,706.51714,632.50148,650.51223,724.52789,184.07332
"PC(60:6) PC(27:0_33:6)",1114.91414,931.8481,645.42798,573.42798,704.50148,632.50148,650.51223,722.51223,184.07332
"PC(61:0) PC(27:0_34:0)",1141.02376,957.95772,671.5376,573.42798,730.6111,632.50148,650.51223,748.62185,184.07332
"PC(61:1) PC(27:0_34:1)",1139.0081,955.94206,669.52194,573.42798,728.59544,632.50148,650.51223,746.60619,184.07332
"PC(61:2) PC(27:0_34:2)",1136.99244,953.9264,667.50628,573.42798,726.57978,632.50148,650.51223,744.59053,184.07332
"PC(61:3) PC(27:0_34:3)",1134.97678,951.91074,665.49062,573.42798,724.56412,632.50148,650.51223,742.57487,184.07332
"PC(61:4) PC(27:0_34:4)",1132.96112,949.89508,663.47496,573.42798,722.54846,632.50148,650.51223,740.55921,184.07332
"PC(61:5) PC(27:0_34:5)",1130.94546,947.87942,661.4593,573.42798,720.5328,632.50148,650.51223,738.54355,184.07332
"PC(61:6) PC(27:0_34:6)",1128.9298,945.86376,659.44364,573.42798,718.51714,632.50148,650.51223,736.52789,184.07332
"PC(62:0) PC(27:0_35:0)",1155.03942,971.97338,685.55326,573.42798,744.62676,632.50148,650.51223,762.63751,184.07332
"PC(62:1) PC(27:0_35:1)",1153.02376,969.95772,683.5376,573.42798,742.6111,632.50148,650.51223,760.62185,184.07332
