"TG","[M+Na]+","[M+Na-acyl-sn1-H2O]+","[M+Na-acyl-sn2-H2O]+","[M+Na-acyl-sn3-H2O]+"
"TG(61:7) TG(18:2_20:5_23:0)",997.8195404,717.5794464,695.5950464,643.4698464
"TG(61:7) TG(18:2_21:0_22:5)",997.8195404,717.5794464,671.5011464,667.5637464
"TG(61:7) TG(18:3_18:4_25:0)",997.8195404,719.5950464,721.6107464,615.4385464
"TG(61:7) TG(18:3_20:4_23:0)",997.8195404,719.5950464,693.5794464,643.4698464
"TG(61:7) TG(18:3_21:0_22:4)",997.8195404,719.5950464,671.5011464,665.5481464
"TG(61:7) TG(18:4_20:3_23:0)",997.8195404,721.6107464,691.5637464,643.4698464
"TG(61:7) TG(18:4_21:0_22:3)",997.8195404,721.6107464,671.5011464,663.5324464
"TG(61:7) TG(17:0_22:1_22:6)",997.8195404,727.5637464,659.5011464,669.5794464
"TG(61:7) TG(17:0_22:2_22:5)",997.8195404,727.5637464,661.5168464,667.5637464
"TG(61:7) TG(17:0_22:3_22:4)",997.8195404,727.5637464,663.5324464,665.5481464
"TG(61:7) TG(17:1_20:5_24:1)",997.8195404,729.5794464,695.5950464,631.4698464
"TG(61:7) TG(17:1_22:1_22:5)",997.8195404,729.5794464,659.5011464,667.5637464
"TG(61:7) TG(17:1_22:3_22:3)",997.8195404,729.5794464,663.5324464,663.5324464
"TG(61:7) TG(17:2_20:5_24:0)",997.8195404,731.5950464,695.5950464,629.4542464
"TG(61:7) TG(17:2_20:4_24:1)",997.8195404,731.5950464,693.5794464,631.4698464
"TG(61:7) TG(17:2_22:0_22:5)",997.8195404,731.5950464,657.4855464,667.5637464
"TG(61:7) TG(17:2_22:1_22:4)",997.8195404,731.5950464,659.5011464,665.5481464
"TG(61:7) TG(17:2_22:2_22:3)",997.8195404,731.5950464,661.5168464,663.5324464
"TG(61:7) TG(16:1_22:6_23:0)",997.8195404,743.5950464,669.5794464,643.4698464
"TG(61:7) TG(15:0_22:6_24:1)",997.8195404,755.5950464,669.5794464,631.4698464
"TG(61:7) TG(15:1_22:5_24:1)",997.8195404,757.6107464,667.5637464,631.4698464
"TG(61:7) TG(14:1_22:6_25:0)",997.8195404,771.6263464,669.5794464,615.4385464
"TG(60:0) TG(20:0_20:0_20:0)",997.9133404,685.6106464,685.6106464,685.6106464
"TG(60:0) TG(18:0_18:0_24:0)",997.9133404,713.6419464,713.6419464,629.5480464
"TG(60:0) TG(18:0_20:0_22:0)",997.9133404,713.6419464,685.6106464,657.5793464
"TG(60:0) TG(16:0_18:0_26:0)",997.9133404,741.6732464,713.6419464,601.5167464
"TG(60:0) TG(16:0_20:0_24:0)",997.9133404,741.6732464,685.6106464,629.5480464
"TG(60:0) TG(16:0_22:0_22:0)",997.9133404,741.6732464,657.5793464,657.5793464
"TG(60:0) TG(14:0_20:0_26:0)",997.9133404,769.7045464,685.6106464,601.5167464
"TG(60:0) TG(14:0_22:0_24:0)",997.9133404,769.7045464,657.5793464,629.5480464
"TG(60:0) TG(12:0_22:0_26:0)",997.9133404,797.7358464,657.5793464,601.5167464
"TG(60:0) TG(12:0_24:0_24:0)",997.9133404,797.7358464,629.5480464,629.5480464
"TG(60:0) TG(10:0_24:0_26:0)",997.9133404,825.7671464,629.5480464,601.5167464
"TG(60:0) TG(26:0_26:0_8:0)",997.9133404,601.5167464,601.5167464,853.7984464
"TG(60:0) TG(19:0_19:0_22:0)",997.9134404,699.6263464,699.6263464,657.5794464
"TG(60:0) TG(19:0_20:0_21:0)",997.9134404,699.6263464,685.6107464,671.5950464
"TG(60:0) TG(18:0_19:0_23:0)",997.9134404,713.6420464,699.6263464,643.5637464
"TG(60:0) TG(18:0_21:0_21:0)",997.9134404,713.6420464,671.5950464,671.5950464
"TG(60:0) TG(17:0_17:0_26:0)",997.9134404,727.6576464,727.6576464,601.5168464
"TG(60:0) TG(17:0_18:0_25:0)",997.9134404,727.6576464,713.6420464,615.5324464
"TG(60:0) TG(17:0_19:0_24:0)",997.9134404,727.6576464,699.6263464,629.5481464
"TG(60:0) TG(17:0_20:0_23:0)",997.9134404,727.6576464,685.6107464,643.5637464
"TG(60:0) TG(17:0_21:0_22:0)",997.9134404,727.6576464,671.5950464,657.5794464
"TG(60:0) TG(16:0_19:0_25:0)",997.9134404,741.6733464,699.6263464,615.5324464
"TG(60:0) TG(16:0_21:0_23:0)",997.9134404,741.6733464,671.5950464,643.5637464
"TG(60:0) TG(15:0_19:0_26:0)",997.9134404,755.6889464,699.6263464,601.5168464
"TG(60:0) TG(15:0_20:0_25:0)",997.9134404,755.6889464,685.6107464,615.5324464
"TG(60:0) TG(15:0_21:0_24:0)",997.9134404,755.6889464,671.5950464,629.5481464
"TG(60:0) TG(15:0_22:0_23:0)",997.9134404,755.6889464,657.5794464,643.5637464
"TG(60:0) TG(14:0_21:0_25:0)",997.9134404,769.7046464,671.5950464,615.5324464
"TG(60:0) TG(14:0_23:0_23:0)",997.9134404,769.7046464,643.5637464,643.5637464
"TG(60:0) TG(13:0_21:0_26:0)",997.9134404,783.7202464,671.5950464,601.5168464
"TG(60:0) TG(13:0_22:0_25:0)",997.9134404,783.7202464,657.5794464,615.5324464
"TG(60:0) TG(13:0_23:0_24:0)",997.9134404,783.7202464,643.5637464,629.5481464
"TG(60:0) TG(12:0_23:0_25:0)",997.9134404,797.7359464,643.5637464,615.5324464
"TG(60:0) TG(10:0_25:0_25:0)",997.9134404,825.7672464,615.5324464,615.5324464
"TG(62:13) TG(20:4_20:4_22:5)",999.7412404,695.5011464,695.5011464,669.4854464
"TG(62:13) TG(20:3_20:4_22:6)",999.7412404,693.4854464,695.5011464,671.5011464
"TG(62:13) TG(20:4_20:5_22:4)",999.7412404,695.5011464,697.5167464,667.4698464
"TG(62:13) TG(20:2_20:5_22:6)",999.7412404,691.4698464,697.5167464,671.5011464
"TG(62:13) TG(18:1_22:6_22:6)",999.7412404,717.4854464,671.5011464,671.5011464
"TG(62:13) TG(18:2_22:5_22:6)",999.7412404,719.5011464,669.4854464,671.5011464
"TG(62:13) TG(18:3_22:4_22:6)",999.7412404,721.5167464,667.4698464,671.5011464
"TG(62:13) TG(18:4_22:3_22:6)",999.7412404,723.5324464,665.4541464,671.5011464
"TG(62:13) TG(18:4_22:4_22:5)",999.7412404,723.5324464,667.4698464,669.4854464
"TG(62:13) TG(20:5_20:5_22:3)",999.7413404,697.5168464,697.5168464,665.4542464
"TG(62:13) TG(20:3_20:5_22:5)",999.7413404,693.4855464,697.5168464,669.4855464
"TG(62:13) TG(18:3_22:5_22:5)",999.7413404,721.5168464,669.4855464,669.4855464
"TG(61:6) TG(20:2_20:4_21:0)",999.8351404,691.5637464,695.5950464,673.5167464
"TG(61:6) TG(19:0_20:4_22:2)",999.8351404,701.5480464,695.5950464,663.5324464
"TG(61:6) TG(19:0_20:2_22:4)",999.8351404,701.5480464,691.5637464,667.5637464
"TG(61:6) TG(19:0_20:0_22:6)",999.8351404,701.5480464,687.5324464,671.5950464
"TG(61:6) TG(18:0_21:0_22:6)",999.8351404,715.5637464,673.5167464,671.5950464
"TG(61:6) TG(18:2_20:4_23:0)",999.8351404,719.5950464,695.5950464,645.4854464
"TG(61:6) TG(18:2_21:0_22:4)",999.8351404,719.5950464,673.5167464,667.5637464
"TG(61:6) TG(18:2_18:4_25:0)",999.8351404,719.5950464,723.6263464,617.4541464
"TG(61:6) TG(18:4_20:2_23:0)",999.8351404,723.6263464,691.5637464,645.4854464
"TG(61:6) TG(18:4_21:0_22:2)",999.8351404,723.6263464,673.5167464,663.5324464
"TG(61:6) TG(17:2_18:4_26:0)",999.8351404,733.6106464,723.6263464,603.4385464
"TG(61:6) TG(17:0_22:0_22:6)",999.8351404,729.5793464,659.5011464,671.5950464
"TG(61:6) TG(17:0_22:2_22:4)",999.8351404,729.5793464,663.5324464,667.5637464
"TG(61:6) TG(17:1_20:5_24:0)",999.8351404,731.5950464,697.6106464,631.4698464
"TG(61:6) TG(17:1_20:4_24:1)",999.8351404,731.5950464,695.5950464,633.4854464
"TG(61:6) TG(17:1_22:0_22:5)",999.8351404,731.5950464,659.5011464,669.5793464
"TG(61:6) TG(17:1_22:1_22:4)",999.8351404,731.5950464,661.5167464,667.5637464
"TG(61:6) TG(17:1_22:2_22:3)",999.8351404,731.5950464,663.5324464,665.5480464
"TG(61:6) TG(17:2_20:4_24:0)",999.8351404,733.6106464,695.5950464,631.4698464
"TG(61:6) TG(17:2_22:0_22:4)",999.8351404,733.6106464,659.5011464,667.5637464
"TG(61:6) TG(17:2_22:2_22:2)",999.8351404,733.6106464,663.5324464,663.5324464
"TG(61:6) TG(16:0_22:6_23:0)",999.8351404,743.5950464,671.5950464,645.4854464
"TG(61:6) TG(15:1_20:5_26:0)",999.8351404,759.6263464,697.6106464,603.4385464
"TG(61:6) TG(15:0_22:6_24:0)",999.8351404,757.6106464,671.5950464,631.4698464
"TG(61:6) TG(15:1_22:5_24:0)",999.8351404,759.6263464,669.5793464,631.4698464
"TG(61:6) TG(15:1_22:4_24:1)",999.8351404,759.6263464,667.5637464,633.4854464
"TG(61:6) TG(14:0_22:6_25:0)",999.8351404,771.6263464,671.5950464,617.4541464
"TG(61:6) TG(13:0_22:6_26:0)",999.8351404,785.6419464,671.5950464,603.4385464
"TG(61:6) TG(20:3_20:3_21:0)",999.8352404,693.5794464,693.5794464,673.5168464
"TG(61:6) TG(20:1_20:5_21:0)",999.8352404,689.5481464,697.6107464,673.5168464
"TG(61:6) TG(19:0_20:5_22:1)",999.8352404,701.5481464,697.6107464,661.5168464
"TG(61:6) TG(19:0_20:3_22:3)",999.8352404,701.5481464,693.5794464,665.5481464
"TG(61:6) TG(19:0_20:1_22:5)",999.8352404,701.5481464,689.5481464,669.5794464
"TG(61:6) TG(18:1_20:5_23:0)",999.8352404,717.5794464,697.6107464,645.4855464
"TG(61:6) TG(18:1_21:0_22:5)",999.8352404,717.5794464,673.5168464,669.5794464
"TG(61:6) TG(18:3_18:3_25:0)",999.8352404,721.6107464,721.6107464,617.4542464
"TG(61:6) TG(18:3_20:3_23:0)",999.8352404,721.6107464,693.5794464,645.4855464
"TG(61:6) TG(18:3_21:0_22:3)",999.8352404,721.6107464,673.5168464,665.5481464
"TG(61:6) TG(17:0_20:5_24:1)",999.8352404,729.5794464,697.6107464,633.4855464
"TG(61:6) TG(17:0_22:1_22:5)",999.8352404,729.5794464,661.5168464,669.5794464
"TG(61:6) TG(17:0_22:3_22:3)",999.8352404,729.5794464,665.5481464,665.5481464
"TG(61:6) TG(17:2_20:3_24:1)",999.8352404,733.6107464,693.5794464,633.4855464
"TG(61:6) TG(17:2_22:1_22:3)",999.8352404,733.6107464,661.5168464,665.5481464
"TG(61:6) TG(16:1_20:5_25:0)",999.8352404,745.6107464,697.6107464,617.4542464
"TG(61:6) TG(16:1_22:5_23:0)",999.8352404,745.6107464,669.5794464,645.4855464
"TG(61:6) TG(15:0_22:5_24:1)",999.8352404,757.6107464,669.5794464,633.4855464
"TG(61:6) TG(14:1_22:5_25:0)",999.8352404,773.6420464,669.5794464,617.4542464
"TG(62:12) TG(20:4_20:4_22:4)",1001.75684,697.5167464,697.5167464,669.4854464
"TG(62:12) TG(20:2_20:4_22:6)",1001.75684,693.4854464,697.5167464,673.5167464
"TG(62:12) TG(18:0_22:6_22:6)",1001.75684,717.4854464,673.5167464,673.5167464
"TG(62:12) TG(18:2_22:4_22:6)",1001.75684,721.5167464,669.4854464,673.5167464
"TG(62:12) TG(18:4_22:2_22:6)",1001.75684,725.5480464,665.4541464,673.5167464
"TG(62:12) TG(18:4_22:4_22:4)",1001.75684,725.5480464,669.4854464,669.4854464
"TG(62:12) TG(20:3_20:3_22:6)",1001.75694,695.5011464,695.5011464,673.5168464
"TG(62:12) TG(20:3_20:4_22:5)",1001.75694,695.5011464,697.5168464,671.5011464
"TG(62:12) TG(20:5_20:5_22:2)",1001.75694,699.5324464,699.5324464,665.4542464
"TG(62:12) TG(20:4_20:5_22:3)",1001.75694,697.5168464,699.5324464,667.4698464
"TG(62:12) TG(20:3_20:5_22:4)",1001.75694,695.5011464,699.5324464,669.4855464
"TG(62:12) TG(20:2_20:5_22:5)",1001.75694,693.4855464,699.5324464,671.5011464
"TG(62:12) TG(20:1_20:5_22:6)",1001.75694,691.4698464,699.5324464,673.5168464
"TG(62:12) TG(18:1_22:5_22:6)",1001.75694,719.5011464,671.5011464,673.5168464
"TG(62:12) TG(18:2_22:5_22:5)",1001.75694,721.5168464,671.5011464,671.5011464
"TG(62:12) TG(18:3_22:3_22:6)",1001.75694,723.5324464,667.4698464,673.5168464
"TG(62:12) TG(18:3_22:4_22:5)",1001.75694,723.5324464,669.4855464,671.5011464
"TG(62:12) TG(18:4_22:3_22:5)",1001.75694,725.5481464,667.4698464,671.5011464
"TG(61:5) TG(17:1_18:4_26:0)",1001.85074,733.6106464,725.6419464,605.4541464
"TG(61:5) TG(17:1_20:4_24:0)",1001.85074,733.6106464,697.6106464,633.4854464
"TG(61:5) TG(17:1_22:0_22:4)",1001.85074,733.6106464,661.5167464,669.5793464
"TG(61:5) TG(17:1_22:2_22:2)",1001.85074,733.6106464,665.5480464,665.5480464
"TG(61:5) TG(15:1_20:4_26:0)",1001.85074,761.6419464,697.6106464,605.4541464
"TG(61:5) TG(15:1_22:4_24:0)",1001.85074,761.6419464,669.5793464,633.4854464
"TG(61:5) TG(20:2_20:3_21:0)",1001.85084,693.5794464,695.5950464,675.5324464
"TG(61:5) TG(20:1_20:4_21:0)",1001.85084,691.5637464,697.6107464,675.5324464
"TG(61:5) TG(20:0_20:5_21:0)",1001.85084,689.5481464,699.6263464,675.5324464
"TG(61:5) TG(19:0_20:5_22:0)",1001.85084,703.5637464,699.6263464,661.5168464
"TG(61:5) TG(19:0_20:4_22:1)",1001.85084,703.5637464,697.6107464,663.5324464
"TG(61:5) TG(19:0_20:3_22:2)",1001.85084,703.5637464,695.5950464,665.5481464
"TG(61:5) TG(19:0_20:2_22:3)",1001.85084,703.5637464,693.5794464,667.5637464
"TG(61:5) TG(19:0_20:1_22:4)",1001.85084,703.5637464,691.5637464,669.5794464
"TG(61:5) TG(19:0_20:0_22:5)",1001.85084,703.5637464,689.5481464,671.5950464
"TG(61:5) TG(18:0_20:5_23:0)",1001.85084,717.5794464,699.6263464,647.5011464
"TG(61:5) TG(18:0_21:0_22:5)",1001.85084,717.5794464,675.5324464,671.5950464
"TG(61:5) TG(18:1_20:4_23:0)",1001.85084,719.5950464,697.6107464,647.5011464
"TG(61:5) TG(18:1_21:0_22:4)",1001.85084,719.5950464,675.5324464,669.5794464
"TG(61:5) TG(18:2_18:3_25:0)",1001.85084,721.6107464,723.6263464,619.4698464
"TG(61:5) TG(18:2_20:3_23:0)",1001.85084,721.6107464,695.5950464,647.5011464
"TG(61:5) TG(18:2_21:0_22:3)",1001.85084,721.6107464,675.5324464,667.5637464
"TG(61:5) TG(18:1_18:4_25:0)",1001.85084,719.5950464,725.6420464,619.4698464
"TG(61:5) TG(18:3_20:2_23:0)",1001.85084,723.6263464,693.5794464,647.5011464
"TG(61:5) TG(18:3_21:0_22:2)",1001.85084,723.6263464,675.5324464,665.5481464
"TG(61:5) TG(18:4_19:0_24:1)",1001.85084,725.6420464,703.5637464,635.5011464
"TG(61:5) TG(18:4_20:1_23:0)",1001.85084,725.6420464,691.5637464,647.5011464
"TG(61:5) TG(18:4_21:0_22:1)",1001.85084,725.6420464,675.5324464,663.5324464
"TG(61:5) TG(17:0_20:5_24:0)",1001.85084,731.5950464,699.6263464,633.4855464
"TG(61:5) TG(17:0_20:4_24:1)",1001.85084,731.5950464,697.6107464,635.5011464
"TG(61:5) TG(17:2_18:3_26:0)",1001.85084,735.6263464,723.6263464,605.4542464
"TG(61:5) TG(17:0_22:0_22:5)",1001.85084,731.5950464,661.5168464,671.5950464
"TG(61:5) TG(17:0_22:1_22:4)",1001.85084,731.5950464,663.5324464,669.5794464
"TG(61:5) TG(17:0_22:2_22:3)",1001.85084,731.5950464,665.5481464,667.5637464
"TG(61:5) TG(17:1_20:3_24:1)",1001.85084,733.6107464,695.5950464,635.5011464
"TG(61:5) TG(17:1_22:1_22:3)",1001.85084,733.6107464,663.5324464,667.5637464
"TG(61:5) TG(17:2_20:3_24:0)",1001.85084,735.6263464,695.5950464,633.4855464
"TG(61:5) TG(17:2_20:2_24:1)",1001.85084,735.6263464,693.5794464,635.5011464
"TG(61:5) TG(17:2_22:0_22:3)",1001.85084,735.6263464,661.5168464,667.5637464
"TG(61:5) TG(17:2_22:1_22:2)",1001.85084,735.6263464,663.5324464,665.5481464
"TG(61:5) TG(16:0_20:5_25:0)",1001.85084,745.6107464,699.6263464,619.4698464
"TG(61:5) TG(16:0_22:5_23:0)",1001.85084,745.6107464,671.5950464,647.5011464
"TG(61:5) TG(16:1_20:4_25:0)",1001.85084,747.6263464,697.6107464,619.4698464
"TG(61:5) TG(16:1_22:4_23:0)",1001.85084,747.6263464,669.5794464,647.5011464
"TG(61:5) TG(15:0_20:5_26:0)",1001.85084,759.6263464,699.6263464,605.4542464
"TG(61:5) TG(15:0_22:5_24:0)",1001.85084,759.6263464,671.5950464,633.4855464
"TG(61:5) TG(15:0_22:4_24:1)",1001.85084,759.6263464,669.5794464,635.5011464
"TG(61:5) TG(15:1_22:3_24:1)",1001.85084,761.6420464,667.5637464,635.5011464
"TG(61:5) TG(14:0_22:5_25:0)",1001.85084,773.6420464,671.5950464,619.4698464
"TG(61:5) TG(14:1_22:4_25:0)",1001.85084,775.6576464,669.5794464,619.4698464
"TG(61:5) TG(13:0_22:5_26:0)",1001.85084,787.6576464,671.5950464,605.4542464
"TG(62:11) TG(20:2_20:3_22:6)",1003.77254,695.5011464,697.5167464,675.5324464
"TG(62:11) TG(20:4_20:4_22:3)",1003.77254,699.5324464,699.5324464,669.4854464
"TG(62:11) TG(20:3_20:4_22:4)",1003.77254,697.5167464,699.5324464,671.5011464
"TG(62:11) TG(20:2_20:4_22:5)",1003.77254,695.5011464,699.5324464,673.5167464
"TG(62:11) TG(20:1_20:4_22:6)",1003.77254,693.4854464,699.5324464,675.5324464
"TG(62:11) TG(20:4_20:5_22:2)",1003.77254,699.5324464,701.5480464,667.4698464
"TG(62:11) TG(20:2_20:5_22:4)",1003.77254,695.5011464,701.5480464,671.5011464
"TG(62:11) TG(20:0_20:5_22:6)",1003.77254,691.4698464,701.5480464,675.5324464
"TG(62:11) TG(18:0_22:5_22:6)",1003.77254,719.5011464,673.5167464,675.5324464
"TG(62:11) TG(18:1_22:4_22:6)",1003.77254,721.5167464,671.5011464,675.5324464
"TG(62:11) TG(18:2_22:3_22:6)",1003.77254,723.5324464,669.4854464,675.5324464
"TG(62:11) TG(18:2_22:4_22:5)",1003.77254,723.5324464,671.5011464,673.5167464
"TG(62:11) TG(18:3_22:2_22:6)",1003.77254,725.5480464,667.4698464,675.5324464
"TG(62:11) TG(18:3_22:4_22:4)",1003.77254,725.5480464,671.5011464,671.5011464
"TG(62:11) TG(18:4_22:1_22:6)",1003.77254,727.5637464,665.4541464,675.5324464
"TG(62:11) TG(18:4_22:2_22:5)",1003.77254,727.5637464,667.4698464,673.5167464
"TG(62:11) TG(18:4_22:3_22:4)",1003.77254,727.5637464,669.4854464,671.5011464
"TG(62:11) TG(20:3_20:3_22:5)",1003.77264,697.5168464,697.5168464,673.5168464
"TG(62:11) TG(20:5_20:5_22:1)",1003.77264,701.5481464,701.5481464,665.4542464
"TG(62:11) TG(20:3_20:5_22:3)",1003.77264,697.5168464,701.5481464,669.4855464
"TG(62:11) TG(20:1_20:5_22:5)",1003.77264,693.4855464,701.5481464,673.5168464
"TG(62:11) TG(18:1_22:5_22:5)",1003.77264,721.5168464,673.5168464,673.5168464
"TG(62:11) TG(18:3_22:3_22:5)",1003.77264,725.5481464,669.4855464,673.5168464
"TG(61:4) TG(20:2_20:2_21:0)",1003.86644,695.5950464,695.5950464,677.5480464
"TG(61:4) TG(20:0_20:4_21:0)",1003.86644,691.5637464,699.6263464,677.5480464
"TG(61:4) TG(19:0_20:4_22:0)",1003.86644,705.5793464,699.6263464,663.5324464
"TG(61:4) TG(19:0_20:2_22:2)",1003.86644,705.5793464,695.5950464,667.5637464
"TG(61:4) TG(19:0_20:0_22:4)",1003.86644,705.5793464,691.5637464,671.5950464
"TG(61:4) TG(18:0_20:4_23:0)",1003.86644,719.5950464,699.6263464,649.5167464
"TG(61:4) TG(18:0_21:0_22:4)",1003.86644,719.5950464,677.5480464,671.5950464
"TG(61:4) TG(18:2_18:2_25:0)",1003.86644,723.6263464,723.6263464,621.4854464
"TG(61:4) TG(18:2_20:2_23:0)",1003.86644,723.6263464,695.5950464,649.5167464
"TG(61:4) TG(18:2_21:0_22:2)",1003.86644,723.6263464,677.5480464,667.5637464
"TG(61:4) TG(18:0_18:4_25:0)",1003.86644,719.5950464,727.6576464,621.4854464
"TG(61:4) TG(18:4_19:0_24:0)",1003.86644,727.6576464,705.5793464,635.5011464
"TG(61:4) TG(18:4_20:0_23:0)",1003.86644,727.6576464,691.5637464,649.5167464
"TG(61:4) TG(18:4_21:0_22:0)",1003.86644,727.6576464,677.5480464,663.5324464
"TG(61:4) TG(17:0_18:4_26:0)",1003.86644,733.6106464,727.6576464,607.4698464
"TG(61:4) TG(17:1_18:3_26:0)",1003.86644,735.6263464,725.6419464,607.4698464
"TG(61:4) TG(17:0_20:4_24:0)",1003.86644,733.6106464,699.6263464,635.5011464
"TG(61:4) TG(17:2_18:2_26:0)",1003.86644,737.6419464,723.6263464,607.4698464
"TG(61:4) TG(17:0_22:0_22:4)",1003.86644,733.6106464,663.5324464,671.5950464
"TG(61:4) TG(17:0_22:2_22:2)",1003.86644,733.6106464,667.5637464,667.5637464
"TG(61:4) TG(17:1_20:3_24:0)",1003.86644,735.6263464,697.6106464,635.5011464
"TG(61:4) TG(17:1_20:2_24:1)",1003.86644,735.6263464,695.5950464,637.5167464
"TG(61:4) TG(17:1_22:0_22:3)",1003.86644,735.6263464,663.5324464,669.5793464
"TG(61:4) TG(17:1_22:1_22:2)",1003.86644,735.6263464,665.5480464,667.5637464
"TG(61:4) TG(17:2_20:2_24:0)",1003.86644,737.6419464,695.5950464,635.5011464
"TG(61:4) TG(17:2_22:0_22:2)",1003.86644,737.6419464,663.5324464,667.5637464
"TG(61:4) TG(16:0_20:4_25:0)",1003.86644,747.6263464,699.6263464,621.4854464
"TG(61:4) TG(16:0_22:4_23:0)",1003.86644,747.6263464,671.5950464,649.5167464
"TG(61:4) TG(15:0_20:4_26:0)",1003.86644,761.6419464,699.6263464,607.4698464
"TG(61:4) TG(15:0_22:4_24:0)",1003.86644,761.6419464,671.5950464,635.5011464
"TG(61:4) TG(15:1_20:3_26:0)",1003.86644,763.6576464,697.6106464,607.4698464
"TG(61:4) TG(15:1_22:3_24:0)",1003.86644,763.6576464,669.5793464,635.5011464
"TG(61:4) TG(15:1_22:2_24:1)",1003.86644,763.6576464,667.5637464,637.5167464
"TG(61:4) TG(14:0_22:4_25:0)",1003.86644,775.6576464,671.5950464,621.4854464
"TG(61:4) TG(13:0_22:4_26:0)",1003.86644,789.6732464,671.5950464,607.4698464
"TG(61:4) TG(20:1_20:3_21:0)",1003.86654,693.5794464,697.6107464,677.5481464
"TG(61:4) TG(19:0_20:3_22:1)",1003.86654,705.5794464,697.6107464,665.5481464
"TG(61:4) TG(19:0_20:1_22:3)",1003.86654,705.5794464,693.5794464,669.5794464
"TG(61:4) TG(18:1_20:3_23:0)",1003.86654,721.6107464,697.6107464,649.5168464
"TG(61:4) TG(18:1_21:0_22:3)",1003.86654,721.6107464,677.5481464,669.5794464
"TG(61:4) TG(18:1_18:3_25:0)",1003.86654,721.6107464,725.6420464,621.4855464
"TG(61:4) TG(18:3_19:0_24:1)",1003.86654,725.6420464,705.5794464,637.5168464
"TG(61:4) TG(18:3_20:1_23:0)",1003.86654,725.6420464,693.5794464,649.5168464
"TG(61:4) TG(18:3_21:0_22:1)",1003.86654,725.6420464,677.5481464,665.5481464
"TG(61:4) TG(17:0_20:3_24:1)",1003.86654,733.6107464,697.6107464,637.5168464
"TG(61:4) TG(17:0_22:1_22:3)",1003.86654,733.6107464,665.5481464,669.5794464
"TG(61:4) TG(17:2_20:1_24:1)",1003.86654,737.6420464,693.5794464,637.5168464
"TG(61:4) TG(17:2_22:1_22:1)",1003.86654,737.6420464,665.5481464,665.5481464
"TG(61:4) TG(16:1_20:3_25:0)",1003.86654,749.6420464,697.6107464,621.4855464
"TG(61:4) TG(16:1_22:3_23:0)",1003.86654,749.6420464,669.5794464,649.5168464
"TG(61:4) TG(15:0_22:3_24:1)",1003.86654,761.6420464,669.5794464,637.5168464
"TG(61:4) TG(14:1_22:3_25:0)",1003.86654,777.6733464,669.5794464,621.4855464
"TG(62:10) TG(20:2_20:2_22:6)",1005.78814,697.5167464,697.5167464,677.5480464
"TG(62:10) TG(20:4_20:4_22:2)",1005.78814,701.5480464,701.5480464,669.4854464
"TG(62:10) TG(20:2_20:4_22:4)",1005.78814,697.5167464,701.5480464,673.5167464
"TG(62:10) TG(20:0_20:4_22:6)",1005.78814,693.4854464,701.5480464,677.5480464
"TG(62:10) TG(18:0_22:4_22:6)",1005.78814,721.5167464,673.5167464,677.5480464
"TG(62:10) TG(18:2_22:2_22:6)",1005.78814,725.5480464,669.4854464,677.5480464
"TG(62:10) TG(18:2_22:4_22:4)",1005.78814,725.5480464,673.5167464,673.5167464
"TG(62:10) TG(18:4_22:0_22:6)",1005.78814,729.5793464,665.4541464,677.5480464
"TG(62:10) TG(18:4_22:2_22:4)",1005.78814,729.5793464,669.4854464,673.5167464
"TG(62:10) TG(20:3_20:3_22:4)",1005.78824,699.5324464,699.5324464,673.5168464
"TG(62:10) TG(20:2_20:3_22:5)",1005.78824,697.5168464,699.5324464,675.5324464
"TG(62:10) TG(20:1_20:3_22:6)",1005.78824,695.5011464,699.5324464,677.5481464
"TG(62:10) TG(20:3_20:4_22:3)",1005.78824,699.5324464,701.5481464,671.5011464
"TG(62:10) TG(20:1_20:4_22:5)",1005.78824,695.5011464,701.5481464,675.5324464
"TG(62:10) TG(20:5_20:5_22:0)",1005.78824,703.5637464,703.5637464,665.4542464
"TG(62:10) TG(20:4_20:5_22:1)",1005.78824,701.5481464,703.5637464,667.4698464
"TG(62:10) TG(20:3_20:5_22:2)",1005.78824,699.5324464,703.5637464,669.4855464
"TG(62:10) TG(20:2_20:5_22:3)",1005.78824,697.5168464,703.5637464,671.5011464
"TG(62:10) TG(20:1_20:5_22:4)",1005.78824,695.5011464,703.5637464,673.5168464
"TG(62:10) TG(20:0_20:5_22:5)",1005.78824,693.4855464,703.5637464,675.5324464
"TG(62:10) TG(18:0_22:5_22:5)",1005.78824,721.5168464,675.5324464,675.5324464
"TG(62:10) TG(18:1_22:3_22:6)",1005.78824,723.5324464,671.5011464,677.5481464
"TG(62:10) TG(18:1_22:4_22:5)",1005.78824,723.5324464,673.5168464,675.5324464
"TG(62:10) TG(18:2_22:3_22:5)",1005.78824,725.5481464,671.5011464,675.5324464
"TG(62:10) TG(18:3_22:1_22:6)",1005.78824,727.5637464,667.4698464,677.5481464
"TG(62:10) TG(18:3_22:2_22:5)",1005.78824,727.5637464,669.4855464,675.5324464
"TG(62:10) TG(18:3_22:3_22:4)",1005.78824,727.5637464,671.5011464,673.5168464
"TG(62:10) TG(18:4_20:5_24:1)",1005.78824,729.5794464,703.5637464,639.4385464
"TG(62:10) TG(18:4_22:1_22:5)",1005.78824,729.5794464,667.4698464,675.5324464
"TG(62:10) TG(18:4_22:3_22:3)",1005.78824,729.5794464,671.5011464,671.5011464
"TG(61:3) TG(17:1_18:2_26:0)",1005.88204,737.6419464,725.6419464,609.4854464
