"TG","[M+Na]+","[M+Na-acyl-sn1-H2O]+","[M+Na-acyl-sn2-H2O]+","[M+Na-acyl-sn3-H2O]+"
"TG(51:1) TG(13:0_16:1_22:0)",869.7569404,655.5637464,615.5324464,529.4229464
"TG(51:1) TG(13:0_16:0_22:1)",869.7569404,655.5637464,613.5168464,531.4385464
"TG(51:1) TG(13:0_17:1_21:0)",869.7569404,655.5637464,601.5168464,543.4385464
"TG(51:1) TG(13:0_18:1_20:0)",869.7569404,655.5637464,587.5011464,557.4542464
"TG(51:1) TG(13:0_18:0_20:1)",869.7569404,655.5637464,585.4855464,559.4698464
"TG(51:1) TG(12:0_14:1_25:0)",869.7569404,669.5794464,643.5637464,487.3759464
"TG(51:1) TG(12:0_15:0_24:1)",869.7569404,669.5794464,627.5324464,503.4072464
"TG(51:1) TG(12:0_16:1_23:0)",869.7569404,669.5794464,615.5324464,515.4072464
"TG(51:1) TG(12:0_17:0_22:1)",869.7569404,669.5794464,599.5011464,531.4385464
"TG(51:1) TG(12:0_18:1_21:0)",869.7569404,669.5794464,587.5011464,543.4385464
"TG(51:1) TG(12:0_19:0_20:1)",869.7569404,669.5794464,571.4698464,559.4698464
"TG(51:1) TG(10:0_16:1_25:0)",869.7569404,697.6107464,615.5324464,487.3759464
"TG(51:1) TG(10:0_17:0_24:1)",869.7569404,697.6107464,599.5011464,503.4072464
"TG(51:1) TG(10:0_18:1_23:0)",869.7569404,697.6107464,587.5011464,515.4072464
"TG(51:1) TG(10:0_19:0_22:1)",869.7569404,697.6107464,571.4698464,531.4385464
"TG(51:1) TG(10:0_20:1_21:0)",869.7569404,697.6107464,559.4698464,543.4385464
"TG(51:1) TG(18:1_25:0_8:0)",869.7569404,587.5011464,487.3759464,725.6420464
"TG(51:1) TG(19:0_24:1_8:0)",869.7569404,571.4698464,503.4072464,725.6420464
"TG(51:1) TG(20:1_23:0_8:0)",869.7569404,559.4698464,515.4072464,725.6420464
"TG(51:1) TG(21:0_22:1_8:0)",869.7569404,543.4385464,531.4385464,725.6420464
"TG(52:7) TG(17:1_17:2_18:4)",871.6786404,603.4385464,605.4541464,595.4698464
"TG(52:7) TG(16:0_18:3_18:4)",871.6786404,615.4385464,593.4541464,595.4698464
"TG(52:7) TG(16:1_18:2_18:4)",871.6786404,617.4541464,591.4385464,595.4698464
"TG(52:7) TG(15:1_15:1_22:5)",871.6786404,631.4698464,631.4698464,541.4228464
"TG(52:7) TG(15:0_15:1_22:6)",871.6786404,629.4541464,631.4698464,543.4385464
"TG(52:7) TG(15:1_17:2_20:4)",871.6786404,631.4698464,605.4541464,567.4385464
"TG(52:7) TG(15:1_17:1_20:5)",871.6786404,631.4698464,603.4385464,569.4541464
"TG(52:7) TG(14:0_16:1_22:6)",871.6786404,643.4698464,617.4541464,543.4385464
"TG(52:7) TG(14:0_18:4_20:3)",871.6786404,643.4698464,595.4698464,565.4228464
"TG(52:7) TG(14:0_18:3_20:4)",871.6786404,643.4698464,593.4541464,567.4385464
"TG(52:7) TG(14:0_18:2_20:5)",871.6786404,643.4698464,591.4385464,569.4541464
"TG(52:7) TG(14:1_16:0_22:6)",871.6786404,645.4854464,615.4385464,543.4385464
"TG(52:7) TG(14:1_18:4_20:2)",871.6786404,645.4854464,595.4698464,563.4072464
"TG(52:7) TG(14:1_18:2_20:4)",871.6786404,645.4854464,591.4385464,567.4385464
"TG(52:7) TG(13:0_17:1_22:6)",871.6786404,657.4854464,603.4385464,543.4385464
"TG(52:7) TG(12:0_18:4_22:3)",871.6786404,671.5011464,595.4698464,537.3915464
"TG(52:7) TG(12:0_18:3_22:4)",871.6786404,671.5011464,593.4541464,539.4072464
"TG(52:7) TG(12:0_18:2_22:5)",871.6786404,671.5011464,591.4385464,541.4228464
"TG(52:7) TG(12:0_18:1_22:6)",871.6786404,671.5011464,589.4228464,543.4385464
"TG(52:7) TG(12:0_20:2_20:5)",871.6786404,671.5011464,563.4072464,569.4541464
"TG(52:7) TG(12:0_20:3_20:4)",871.6786404,671.5011464,565.4228464,567.4385464
"TG(52:7) TG(10:0_20:5_22:2)",871.6786404,699.5324464,569.4541464,535.3759464
"TG(52:7) TG(10:0_20:4_22:3)",871.6786404,699.5324464,567.4385464,537.3915464
"TG(52:7) TG(10:0_20:3_22:4)",871.6786404,699.5324464,565.4228464,539.4072464
"TG(52:7) TG(10:0_20:2_22:5)",871.6786404,699.5324464,563.4072464,541.4228464
"TG(52:7) TG(10:0_20:1_22:6)",871.6786404,699.5324464,561.3915464,543.4385464
"TG(52:7) TG(22:1_22:6_8:0)",871.6786404,533.3602464,543.4385464,727.5637464
"TG(52:7) TG(22:2_22:5_8:0)",871.6786404,535.3759464,541.4228464,727.5637464
"TG(52:7) TG(22:3_22:4_8:0)",871.6786404,537.3915464,539.4072464,727.5637464
"TG(52:7) TG(17:2_17:2_18:3)",871.6787404,605.4542464,605.4542464,593.4542464
"TG(52:7) TG(16:1_16:1_20:5)",871.6787404,617.4542464,617.4542464,569.4542464
"TG(52:7) TG(16:1_18:3_18:3)",871.6787404,617.4542464,593.4542464,593.4542464
"TG(52:7) TG(15:0_17:2_20:5)",871.6787404,629.4542464,605.4542464,569.4542464
"TG(52:7) TG(14:1_16:1_22:5)",871.6787404,645.4855464,617.4542464,541.4229464
"TG(52:7) TG(14:1_18:3_20:3)",871.6787404,645.4855464,593.4542464,565.4229464
"TG(52:7) TG(14:1_18:1_20:5)",871.6787404,645.4855464,589.4229464,569.4542464
"TG(52:7) TG(13:0_17:2_22:5)",871.6787404,657.4855464,605.4542464,541.4229464
"TG(51:0) TG(16:0_16:0_19:0)",871.7725404,615.5324464,615.5324464,573.4854464
"TG(51:0) TG(16:0_17:0_18:0)",871.7725404,615.5324464,601.5167464,587.5011464
"TG(51:0) TG(15:0_16:0_20:0)",871.7725404,629.5480464,615.5324464,559.4698464
"TG(51:0) TG(15:0_18:0_18:0)",871.7725404,629.5480464,587.5011464,587.5011464
"TG(51:0) TG(14:0_14:0_23:0)",871.7725404,643.5637464,643.5637464,517.4228464
"TG(51:0) TG(14:0_15:0_22:0)",871.7725404,643.5637464,629.5480464,531.4385464
"TG(51:0) TG(14:0_16:0_21:0)",871.7725404,643.5637464,615.5324464,545.4541464
"TG(51:0) TG(14:0_17:0_20:0)",871.7725404,643.5637464,601.5167464,559.4698464
"TG(51:0) TG(14:0_18:0_19:0)",871.7725404,643.5637464,587.5011464,573.4854464
"TG(51:0) TG(13:0_14:0_24:0)",871.7725404,657.5793464,643.5637464,503.4072464
"TG(51:0) TG(13:0_16:0_22:0)",871.7725404,657.5793464,615.5324464,531.4385464
"TG(51:0) TG(13:0_18:0_20:0)",871.7725404,657.5793464,587.5011464,559.4698464
"TG(51:0) TG(12:0_13:0_26:0)",871.7725404,671.5950464,657.5793464,475.3759464
"TG(51:0) TG(12:0_14:0_25:0)",871.7725404,671.5950464,643.5637464,489.3915464
"TG(51:0) TG(12:0_15:0_24:0)",871.7725404,671.5950464,629.5480464,503.4072464
"TG(51:0) TG(12:0_16:0_23:0)",871.7725404,671.5950464,615.5324464,517.4228464
"TG(51:0) TG(12:0_17:0_22:0)",871.7725404,671.5950464,601.5167464,531.4385464
"TG(51:0) TG(12:0_18:0_21:0)",871.7725404,671.5950464,587.5011464,545.4541464
"TG(51:0) TG(12:0_19:0_20:0)",871.7725404,671.5950464,573.4854464,559.4698464
"TG(51:0) TG(10:0_15:0_26:0)",871.7725404,699.6263464,629.5480464,475.3759464
"TG(51:0) TG(10:0_16:0_25:0)",871.7725404,699.6263464,615.5324464,489.3915464
"TG(51:0) TG(10:0_17:0_24:0)",871.7725404,699.6263464,601.5167464,503.4072464
"TG(51:0) TG(10:0_18:0_23:0)",871.7725404,699.6263464,587.5011464,517.4228464
"TG(51:0) TG(10:0_19:0_22:0)",871.7725404,699.6263464,573.4854464,531.4385464
"TG(51:0) TG(10:0_20:0_21:0)",871.7725404,699.6263464,559.4698464,545.4541464
"TG(51:0) TG(17:0_26:0_8:0)",871.7725404,601.5167464,475.3759464,727.6576464
"TG(51:0) TG(18:0_25:0_8:0)",871.7725404,587.5011464,489.3915464,727.6576464
"TG(51:0) TG(19:0_24:0_8:0)",871.7725404,573.4854464,503.4072464,727.6576464
"TG(51:0) TG(20:0_23:0_8:0)",871.7725404,559.4698464,517.4228464,727.6576464
"TG(51:0) TG(21:0_22:0_8:0)",871.7725404,545.4541464,531.4385464,727.6576464
"TG(51:0) TG(17:0_17:0_17:0)",871.7726404,601.5168464,601.5168464,601.5168464
"TG(51:0) TG(15:0_15:0_21:0)",871.7726404,629.5481464,629.5481464,545.4542464
"TG(51:0) TG(15:0_17:0_19:0)",871.7726404,629.5481464,601.5168464,573.4855464
"TG(51:0) TG(13:0_13:0_25:0)",871.7726404,657.5794464,657.5794464,489.3916464
"TG(51:0) TG(13:0_15:0_23:0)",871.7726404,657.5794464,629.5481464,517.4229464
"TG(51:0) TG(13:0_17:0_21:0)",871.7726404,657.5794464,601.5168464,545.4542464
"TG(51:0) TG(13:0_19:0_19:0)",871.7726404,657.5794464,573.4855464,573.4855464
"TG(52:6) TG(17:1_17:1_18:4)",873.6942404,605.4541464,605.4541464,597.4854464
"TG(52:6) TG(16:0_18:2_18:4)",873.6942404,617.4541464,593.4541464,597.4854464
"TG(52:6) TG(15:1_15:1_22:4)",873.6942404,633.4854464,633.4854464,541.4228464
"TG(52:6) TG(15:1_17:1_20:4)",873.6942404,633.4854464,605.4541464,569.4541464
"TG(52:6) TG(14:0_16:0_22:6)",873.6942404,645.4854464,617.4541464,545.4541464
"TG(52:6) TG(14:0_18:4_20:2)",873.6942404,645.4854464,597.4854464,565.4228464
"TG(52:6) TG(14:0_18:2_20:4)",873.6942404,645.4854464,593.4541464,569.4541464
"TG(52:6) TG(12:0_18:4_22:2)",873.6942404,673.5167464,597.4854464,537.3915464
"TG(52:6) TG(12:0_18:2_22:4)",873.6942404,673.5167464,593.4541464,541.4228464
"TG(52:6) TG(12:0_18:0_22:6)",873.6942404,673.5167464,589.4228464,545.4541464
"TG(52:6) TG(12:0_20:2_20:4)",873.6942404,673.5167464,565.4228464,569.4541464
"TG(52:6) TG(10:0_20:4_22:2)",873.6942404,701.5480464,569.4541464,537.3915464
"TG(52:6) TG(10:0_20:2_22:4)",873.6942404,701.5480464,565.4228464,541.4228464
"TG(52:6) TG(10:0_20:0_22:6)",873.6942404,701.5480464,561.3915464,545.4541464
"TG(52:6) TG(22:0_22:6_8:0)",873.6942404,533.3602464,545.4541464,729.5793464
"TG(52:6) TG(22:2_22:4_8:0)",873.6942404,537.3915464,541.4228464,729.5793464
"TG(52:6) TG(17:2_17:2_18:2)",873.6943404,607.4698464,607.4698464,593.4542464
"TG(52:6) TG(17:1_17:2_18:3)",873.6943404,605.4542464,607.4698464,595.4698464
"TG(52:6) TG(17:0_17:2_18:4)",873.6943404,603.4385464,607.4698464,597.4855464
"TG(52:6) TG(16:0_18:3_18:3)",873.6943404,617.4542464,595.4698464,595.4698464
"TG(52:6) TG(16:1_16:1_20:4)",873.6943404,619.4698464,619.4698464,569.4542464
"TG(52:6) TG(16:0_16:1_20:5)",873.6943404,617.4542464,619.4698464,571.4698464
"TG(52:6) TG(16:1_18:1_18:4)",873.6943404,619.4698464,591.4385464,597.4855464
"TG(52:6) TG(16:1_18:2_18:3)",873.6943404,619.4698464,593.4542464,595.4698464
"TG(52:6) TG(15:0_15:0_22:6)",873.6943404,631.4698464,631.4698464,545.4542464
"TG(52:6) TG(15:0_15:1_22:5)",873.6943404,631.4698464,633.4855464,543.4385464
"TG(52:6) TG(15:0_17:2_20:4)",873.6943404,631.4698464,607.4698464,569.4542464
"TG(52:6) TG(15:0_17:1_20:5)",873.6943404,631.4698464,605.4542464,571.4698464
"TG(52:6) TG(15:1_17:2_20:3)",873.6943404,633.4855464,607.4698464,567.4385464
"TG(52:6) TG(15:1_17:0_20:5)",873.6943404,633.4855464,603.4385464,571.4698464
"TG(52:6) TG(14:0_16:1_22:5)",873.6943404,645.4855464,619.4698464,543.4385464
"TG(52:6) TG(14:0_18:3_20:3)",873.6943404,645.4855464,595.4698464,567.4385464
"TG(52:6) TG(14:1_16:1_22:4)",873.6943404,647.5011464,619.4698464,541.4229464
"TG(52:6) TG(14:0_18:1_20:5)",873.6943404,645.4855464,591.4385464,571.4698464
"TG(52:6) TG(14:1_16:0_22:5)",873.6943404,647.5011464,617.4542464,543.4385464
"TG(52:6) TG(14:1_18:4_20:1)",873.6943404,647.5011464,597.4855464,563.4072464
"TG(52:6) TG(14:1_18:3_20:2)",873.6943404,647.5011464,595.4698464,565.4229464
"TG(52:6) TG(14:1_18:2_20:3)",873.6943404,647.5011464,593.4542464,567.4385464
"TG(52:6) TG(14:1_18:1_20:4)",873.6943404,647.5011464,591.4385464,569.4542464
"TG(52:6) TG(14:1_18:0_20:5)",873.6943404,647.5011464,589.4229464,571.4698464
"TG(52:6) TG(13:0_17:2_22:4)",873.6943404,659.5011464,607.4698464,541.4229464
"TG(52:6) TG(13:0_17:1_22:5)",873.6943404,659.5011464,605.4542464,543.4385464
"TG(52:6) TG(13:0_17:0_22:6)",873.6943404,659.5011464,603.4385464,545.4542464
"TG(52:6) TG(12:0_18:3_22:3)",873.6943404,673.5168464,595.4698464,539.4072464
"TG(52:6) TG(12:0_18:1_22:5)",873.6943404,673.5168464,591.4385464,543.4385464
"TG(52:6) TG(12:0_20:1_20:5)",873.6943404,673.5168464,563.4072464,571.4698464
"TG(52:6) TG(12:0_20:3_20:3)",873.6943404,673.5168464,567.4385464,567.4385464
"TG(52:6) TG(10:0_20:5_22:1)",873.6943404,701.5481464,571.4698464,535.3759464
"TG(52:6) TG(10:0_20:3_22:3)",873.6943404,701.5481464,567.4385464,539.4072464
"TG(52:6) TG(10:0_20:1_22:5)",873.6943404,701.5481464,563.4072464,543.4385464
"TG(52:6) TG(20:5_24:1_8:0)",873.6943404,571.4698464,507.3446464,729.5794464
"TG(52:6) TG(22:1_22:5_8:0)",873.6943404,535.3759464,543.4385464,729.5794464
"TG(52:6) TG(22:3_22:3_8:0)",873.6943404,539.4072464,539.4072464,729.5794464
"TG(52:5) TG(17:1_17:1_18:3)",875.7099404,607.4698464,607.4698464,597.4854464
"TG(52:5) TG(17:0_17:1_18:4)",875.7099404,605.4541464,607.4698464,599.5011464
"TG(52:5) TG(17:1_17:2_18:2)",875.7099404,607.4698464,609.4854464,595.4698464
"TG(52:5) TG(16:0_16:0_20:5)",875.7099404,619.4698464,619.4698464,573.4854464
"TG(52:5) TG(16:0_18:1_18:4)",875.7099404,619.4698464,593.4541464,599.5011464
"TG(52:5) TG(16:0_18:2_18:3)",875.7099404,619.4698464,595.4698464,597.4854464
"TG(52:5) TG(16:0_16:1_20:4)",875.7099404,619.4698464,621.4854464,571.4698464
"TG(52:5) TG(16:1_18:0_18:4)",875.7099404,621.4854464,591.4385464,599.5011464
"TG(52:5) TG(16:1_18:2_18:2)",875.7099404,621.4854464,595.4698464,595.4698464
"TG(52:5) TG(15:1_15:1_22:3)",875.7099404,635.5011464,635.5011464,541.4228464
"TG(52:5) TG(15:0_15:1_22:4)",875.7099404,633.4854464,635.5011464,543.4385464
"TG(52:5) TG(15:0_17:1_20:4)",875.7099404,633.4854464,607.4698464,571.4698464
"TG(52:5) TG(15:1_17:2_20:2)",875.7099404,635.5011464,609.4854464,567.4385464
"TG(52:5) TG(15:1_17:1_20:3)",875.7099404,635.5011464,607.4698464,569.4541464
"TG(52:5) TG(15:1_17:0_20:4)",875.7099404,635.5011464,605.4541464,571.4698464
"TG(52:5) TG(15:1_18:4_19:0)",875.7099404,635.5011464,599.5011464,577.4228464
"TG(52:5) TG(14:0_16:1_22:4)",875.7099404,647.5011464,621.4854464,543.4385464
"TG(52:5) TG(14:0_16:0_22:5)",875.7099404,647.5011464,619.4698464,545.4541464
"TG(52:5) TG(14:0_18:4_20:1)",875.7099404,647.5011464,599.5011464,565.4228464
"TG(52:5) TG(14:0_18:3_20:2)",875.7099404,647.5011464,597.4854464,567.4385464
"TG(52:5) TG(14:0_18:2_20:3)",875.7099404,647.5011464,595.4698464,569.4541464
"TG(52:5) TG(14:0_18:1_20:4)",875.7099404,647.5011464,593.4541464,571.4698464
"TG(52:5) TG(14:1_16:0_22:4)",875.7099404,649.5167464,619.4698464,543.4385464
"TG(52:5) TG(14:0_18:0_20:5)",875.7099404,647.5011464,591.4385464,573.4854464
"TG(52:5) TG(14:1_18:4_20:0)",875.7099404,649.5167464,599.5011464,563.4072464
"TG(52:5) TG(14:1_18:2_20:2)",875.7099404,649.5167464,595.4698464,567.4385464
"TG(52:5) TG(14:1_18:0_20:4)",875.7099404,649.5167464,591.4385464,571.4698464
"TG(52:5) TG(13:0_17:1_22:4)",875.7099404,661.5167464,607.4698464,543.4385464
"TG(52:5) TG(12:0_18:4_22:1)",875.7099404,675.5324464,599.5011464,537.3915464
"TG(52:5) TG(12:0_18:3_22:2)",875.7099404,675.5324464,597.4854464,539.4072464
"TG(52:5) TG(12:0_18:2_22:3)",875.7099404,675.5324464,595.4698464,541.4228464
"TG(52:5) TG(12:0_18:1_22:4)",875.7099404,675.5324464,593.4541464,543.4385464
"TG(52:5) TG(12:0_18:0_22:5)",875.7099404,675.5324464,591.4385464,545.4541464
"TG(52:5) TG(12:0_20:0_20:5)",875.7099404,675.5324464,563.4072464,573.4854464
"TG(52:5) TG(12:0_20:1_20:4)",875.7099404,675.5324464,565.4228464,571.4698464
"TG(52:5) TG(12:0_20:2_20:3)",875.7099404,675.5324464,567.4385464,569.4541464
"TG(52:5) TG(10:0_18:4_24:1)",875.7099404,703.5637464,599.5011464,509.3602464
"TG(52:5) TG(10:0_20:5_22:0)",875.7099404,703.5637464,573.4854464,535.3759464
"TG(52:5) TG(10:0_20:4_22:1)",875.7099404,703.5637464,571.4698464,537.3915464
"TG(52:5) TG(10:0_20:3_22:2)",875.7099404,703.5637464,569.4541464,539.4072464
"TG(52:5) TG(10:0_20:2_22:3)",875.7099404,703.5637464,567.4385464,541.4228464
"TG(52:5) TG(10:0_20:1_22:4)",875.7099404,703.5637464,565.4228464,543.4385464
"TG(52:5) TG(10:0_20:0_22:5)",875.7099404,703.5637464,563.4072464,545.4541464
"TG(52:5) TG(20:5_24:0_8:0)",875.7099404,573.4854464,507.3446464,731.5950464
"TG(52:5) TG(20:4_24:1_8:0)",875.7099404,571.4698464,509.3602464,731.5950464
"TG(52:5) TG(22:0_22:5_8:0)",875.7099404,535.3759464,545.4541464,731.5950464
"TG(52:5) TG(22:1_22:4_8:0)",875.7099404,537.3915464,543.4385464,731.5950464
"TG(52:5) TG(22:2_22:3_8:0)",875.7099404,539.4072464,541.4228464,731.5950464
"TG(52:5) TG(17:2_17:2_18:1)",875.7100404,609.4855464,609.4855464,593.4542464
"TG(52:5) TG(17:0_17:2_18:3)",875.7100404,605.4542464,609.4855464,597.4855464
"TG(52:5) TG(16:1_16:1_20:3)",875.7100404,621.4855464,621.4855464,569.4542464
"TG(52:5) TG(16:1_18:1_18:3)",875.7100404,621.4855464,593.4542464,597.4855464
"TG(52:5) TG(15:0_15:0_22:5)",875.7100404,633.4855464,633.4855464,545.4542464
"TG(52:5) TG(15:0_17:2_20:3)",875.7100404,633.4855464,609.4855464,569.4542464
"TG(52:5) TG(15:0_17:0_20:5)",875.7100404,633.4855464,605.4542464,573.4855464
"TG(52:5) TG(14:1_16:1_22:3)",875.7100404,649.5168464,621.4855464,541.4229464
"TG(52:5) TG(14:1_18:3_20:1)",875.7100404,649.5168464,597.4855464,565.4229464
"TG(52:5) TG(14:1_18:1_20:3)",875.7100404,649.5168464,593.4542464,569.4542464
"TG(52:5) TG(13:0_17:2_22:3)",875.7100404,661.5168464,609.4855464,541.4229464
"TG(52:5) TG(13:0_17:0_22:5)",875.7100404,661.5168464,605.4542464,545.4542464
"TG(52:5) TG(13:0_19:0_20:5)",875.7100404,661.5168464,577.4229464,573.4855464
"TG(52:4) TG(17:1_17:1_18:2)",877.7255404,609.4854464,609.4854464,597.4854464
"TG(52:4) TG(16:0_16:0_20:4)",877.7255404,621.4854464,621.4854464,573.4854464
"TG(52:4) TG(16:0_18:0_18:4)",877.7255404,621.4854464,593.4541464,601.5167464
"TG(52:4) TG(16:0_18:2_18:2)",877.7255404,621.4854464,597.4854464,597.4854464
"TG(52:4) TG(15:1_15:1_22:2)",877.7255404,637.5167464,637.5167464,541.4228464
"TG(52:4) TG(15:1_17:1_20:2)",877.7255404,637.5167464,609.4854464,569.4541464
"TG(52:4) TG(14:0_16:0_22:4)",877.7255404,649.5167464,621.4854464,545.4541464
"TG(52:4) TG(14:0_18:4_20:0)",877.7255404,649.5167464,601.5167464,565.4228464
"TG(52:4) TG(14:0_18:2_20:2)",877.7255404,649.5167464,597.4854464,569.4541464
"TG(52:4) TG(14:0_18:0_20:4)",877.7255404,649.5167464,593.4541464,573.4854464
"TG(52:4) TG(12:0_18:4_22:0)",877.7255404,677.5480464,601.5167464,537.3915464
"TG(52:4) TG(12:0_18:2_22:2)",877.7255404,677.5480464,597.4854464,541.4228464
"TG(52:4) TG(12:0_18:0_22:4)",877.7255404,677.5480464,593.4541464,545.4541464
"TG(52:4) TG(12:0_20:0_20:4)",877.7255404,677.5480464,565.4228464,573.4854464
"TG(52:4) TG(12:0_20:2_20:2)",877.7255404,677.5480464,569.4541464,569.4541464
"TG(52:4) TG(10:0_18:4_24:0)",877.7255404,705.5793464,601.5167464,509.3602464
"TG(52:4) TG(10:0_20:4_22:0)",877.7255404,705.5793464,573.4854464,537.3915464
"TG(52:4) TG(10:0_20:2_22:2)",877.7255404,705.5793464,569.4541464,541.4228464
"TG(52:4) TG(10:0_20:0_22:4)",877.7255404,705.5793464,565.4228464,545.4541464
"TG(52:4) TG(18:4_26:0_8:0)",877.7255404,601.5167464,481.3289464,733.6106464
"TG(52:4) TG(20:4_24:0_8:0)",877.7255404,573.4854464,509.3602464,733.6106464
"TG(52:4) TG(22:0_22:4_8:0)",877.7255404,537.3915464,545.4541464,733.6106464
"TG(52:4) TG(22:2_22:2_8:0)",877.7255404,541.4228464,541.4228464,733.6106464
"TG(52:4) TG(17:0_17:0_18:4)",877.7256404,607.4698464,607.4698464,601.5168464
"TG(52:4) TG(17:0_17:1_18:3)",877.7256404,607.4698464,609.4855464,599.5011464
"TG(52:4) TG(17:2_17:2_18:0)",877.7256404,611.5011464,611.5011464,593.4542464
"TG(52:4) TG(17:1_17:2_18:1)",877.7256404,609.4855464,611.5011464,595.4698464
"TG(52:4) TG(17:0_17:2_18:2)",877.7256404,607.4698464,611.5011464,597.4855464
"TG(52:4) TG(16:0_18:1_18:3)",877.7256404,621.4855464,595.4698464,599.5011464
"TG(52:4) TG(16:1_16:1_20:2)",877.7256404,623.5011464,623.5011464,569.4542464
"TG(52:4) TG(16:0_16:1_20:3)",877.7256404,621.4855464,623.5011464,571.4698464
"TG(52:4) TG(16:1_18:0_18:3)",877.7256404,623.5011464,593.4542464,599.5011464
"TG(52:4) TG(16:1_18:1_18:2)",877.7256404,623.5011464,595.4698464,597.4855464
"TG(52:4) TG(15:0_15:0_22:4)",877.7256404,635.5011464,635.5011464,545.4542464
"TG(52:4) TG(15:0_15:1_22:3)",877.7256404,635.5011464,637.5168464,543.4385464
"TG(52:4) TG(15:0_17:2_20:2)",877.7256404,635.5011464,611.5011464,569.4542464
"TG(52:4) TG(15:0_17:1_20:3)",877.7256404,635.5011464,609.4855464,571.4698464
"TG(52:4) TG(15:0_17:0_20:4)",877.7256404,635.5011464,607.4698464,573.4855464
"TG(52:4) TG(15:0_18:4_19:0)",877.7256404,635.5011464,601.5168464,579.4385464
"TG(52:4) TG(15:1_17:2_20:1)",877.7256404,637.5168464,611.5011464,567.4385464
"TG(52:4) TG(15:1_17:0_20:3)",877.7256404,637.5168464,607.4698464,571.4698464
"TG(52:4) TG(15:1_18:3_19:0)",877.7256404,637.5168464,599.5011464,579.4385464
"TG(52:4) TG(14:0_16:1_22:3)",877.7256404,649.5168464,623.5011464,543.4385464
"TG(52:4) TG(14:1_16:1_22:2)",877.7256404,651.5324464,623.5011464,541.4229464
"TG(52:4) TG(14:0_18:3_20:1)",877.7256404,649.5168464,599.5011464,567.4385464
"TG(52:4) TG(14:1_16:0_22:3)",877.7256404,651.5324464,621.4855464,543.4385464
"TG(52:4) TG(14:0_18:1_20:3)",877.7256404,649.5168464,595.4698464,571.4698464
"TG(52:4) TG(14:1_18:3_20:0)",877.7256404,651.5324464,599.5011464,565.4229464
"TG(52:4) TG(14:1_18:2_20:1)",877.7256404,651.5324464,597.4855464,567.4385464
"TG(52:4) TG(14:1_18:1_20:2)",877.7256404,651.5324464,595.4698464,569.4542464
"TG(52:4) TG(14:1_18:0_20:3)",877.7256404,651.5324464,593.4542464,571.4698464
"TG(52:4) TG(13:0_17:2_22:2)",877.7256404,663.5324464,611.5011464,541.4229464
"TG(52:4) TG(13:0_17:1_22:3)",877.7256404,663.5324464,609.4855464,543.4385464
"TG(52:4) TG(13:0_17:0_22:4)",877.7256404,663.5324464,607.4698464,545.4542464
"TG(52:4) TG(13:0_18:4_21:0)",877.7256404,663.5324464,601.5168464,551.4072464
"TG(52:4) TG(13:0_19:0_20:4)",877.7256404,663.5324464,579.4385464,573.4855464
"TG(52:4) TG(12:0_18:3_22:1)",877.7256404,677.5481464,599.5011464,539.4072464
"TG(52:4) TG(12:0_18:1_22:3)",877.7256404,677.5481464,595.4698464,543.4385464
"TG(52:4) TG(12:0_20:1_20:3)",877.7256404,677.5481464,567.4385464,571.4698464
"TG(52:4) TG(10:0_18:3_24:1)",877.7256404,705.5794464,599.5011464,511.3759464
"TG(52:4) TG(10:0_20:3_22:1)",877.7256404,705.5794464,571.4698464,539.4072464
"TG(52:4) TG(10:0_20:1_22:3)",877.7256404,705.5794464,567.4385464,543.4385464
"TG(52:4) TG(20:3_24:1_8:0)",877.7256404,571.4698464,511.3759464,733.6107464
"TG(52:4) TG(22:1_22:3_8:0)",877.7256404,539.4072464,543.4385464,733.6107464
"TG(53:10) TG(17:2_18:4_18:4)",879.6473404,613.4228464,603.4385464,603.4385464
"TG(53:10) TG(15:1_18:4_20:5)",879.6473404,639.4385464,603.4385464,577.4228464
"TG(53:10) TG(13:0_18:4_22:6)",879.6473404,665.4541464,603.4385464,551.4072464
"TG(53:10) TG(13:0_20:5_20:5)",879.6474404,665.4542464,577.4229464,577.4229464
"TG(52:3) TG(17:1_17:1_18:1)",879.7412404,611.5011464,611.5011464,597.4854464
"TG(52:3) TG(17:0_17:1_18:2)",879.7412404,609.4854464,611.5011464,599.5011464
"TG(52:3) TG(17:1_17:2_18:0)",879.7412404,611.5011464,613.5167464,595.4698464
"TG(52:3) TG(16:0_16:0_20:3)",879.7412404,623.5011464,623.5011464,573.4854464
"TG(52:3) TG(16:0_18:0_18:3)",879.7412404,623.5011464,595.4698464,601.5167464
"TG(52:3) TG(16:0_18:1_18:2)",879.7412404,623.5011464,597.4854464,599.5011464
"TG(52:3) TG(16:0_16:1_20:2)",879.7412404,623.5011464,625.5167464,571.4698464
"TG(52:3) TG(16:1_18:0_18:2)",879.7412404,625.5167464,595.4698464,599.5011464
"TG(52:3) TG(15:1_15:1_22:1)",879.7412404,639.5324464,639.5324464,541.4228464
"TG(52:3) TG(15:0_15:1_22:2)",879.7412404,637.5167464,639.5324464,543.4385464
"TG(52:3) TG(15:0_17:1_20:2)",879.7412404,637.5167464,611.5011464,571.4698464
"TG(52:3) TG(15:1_17:2_20:0)",879.7412404,639.5324464,613.5167464,567.4385464
